GEO_ID,B05009_001E,B05009_001M,B05009_002E,B05009_002M,B05009_003E,B05009_003M,B05009_004E,B05009_004M,B05009_005E,B05009_005M,B05009_006E,B05009_006M,B05009_007E,B05009_007M,B05009_008E,B05009_008M,B05009_009E,B05009_009M,B05009_010E,B05009_010M,B05009_011E,B05009_011M,B05009_012E,B05009_012M,B05009_013E,B05009_013M,B05009_014E,B05009_014M,B05009_015E,B05009_015M,B05009_016E,B05009_016M,B05009_017E,B05009_017M,B05009_018E,B05009_018M,B05009_019E,B05009_019M,B05009_020E,B05009_020M,B05009_021E,B05009_021M,B05009_022E,B05009_022M,B05009_023E,B05009_023M,B05009_024E,B05009_024M,B05009_025E,B05009_025M,B05009_026E,B05009_026M,B05009_027E,B05009_027M,B05009_028E,B05009_028M,B05009_029E,B05009_029M,B05009_030E,B05009_030M,B05009_031E,B05009_031M,B05009_032E,B05009_032M,B05009_033E,B05009_033M,B05009_034E,B05009_034M,B05009_035E,B05009_035M,B05009_036E,B05009_036M,B05009_037E,B05009_037M,NAME,B05009_001EA,B05009_001MA,B05009_002EA,B05009_002MA,B05009_003MA,B05009_003EA,B05009_004MA,B05009_004EA,B05009_005EA,B05009_005MA,B05009_006EA,B05009_006MA,B05009_007EA,B05009_007MA,B05009_008EA,B05009_008MA,B05009_009MA,B05009_009EA,B05009_010EA,B05009_010MA,B05009_011EA,B05009_011MA,B05009_012EA,B05009_012MA,B05009_013EA,B05009_013MA,B05009_014MA,B05009_014EA,B05009_015EA,B05009_015MA,B05009_016EA,B05009_016MA,B05009_017EA,B05009_017MA,B05009_018EA,B05009_018MA,B05009_019EA,B05009_019MA,B05009_020MA,B05009_020EA,B05009_021EA,B05009_021MA,B05009_022EA,B05009_022MA,B05009_023EA,B05009_023MA,B05009_024EA,B05009_024MA,B05009_025MA,B05009_025EA,B05009_026EA,B05009_026MA,B05009_027EA,B05009_027MA,B05009_028EA,B05009_028MA,B05009_029EA,B05009_029MA,B05009_030MA,B05009_030EA,B05009_031MA,B05009_031EA,B05009_032EA,B05009_032MA,B05009_033EA,B05009_033MA,B05009_034EA,B05009_034MA,B05009_035MA,B05009_035EA,B05009_036MA,B05009_036EA,B05009_037EA,B05009_037MA,state
0400000US01,1028773,5919,327591,5468,191899,5436,189775,5461,2124,915,169542,5230,14817,2323,13283,2115,1534,770,7540,1671,7540,1671,0,192,135692,5632,135007,5610,685,534,128814,5442,6878,2028,6254,2093,624,534,701182,6809,422745,8776,413393,8997,9352,1733,383569,8941,23073,2654,16926,2272,6147,1391,16103,2987,15555,2977,548,400,278437,7996,276157,8008,2280,967,262137,7470,16300,3116,14152,3011,2148,917,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,176316,1926,63071,1789,42426,2406,42243,2416,183,285,36694,2442,2666,762,2647,765,19,27,3066,937,3066,937,0,149,20645,2150,20431,2162,214,319,19208,2095,1437,788,1223,747,214,319,113245,2162,74063,3561,71908,3481,2155,917,61610,2669,7211,2056,5829,1789,1382,780,5242,1624,5009,1595,233,187,39182,3361,37723,3248,1459,701,34205,3273,4977,2006,3861,1803,1116,713,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1531213,6978,490971,5028,296149,7439,290578,7840,5571,1721,207602,7604,44271,4214,40335,4271,3936,1021,44276,3822,43209,3742,1067,1039,194822,6799,193325,6780,1497,586,161483,6824,33339,3908,31957,3883,1382,580,1040242,6636,650682,12121,624162,11931,26520,3200,430856,10735,136403,7572,113920,6443,22483,3042,83423,6917,81464,6907,1959,734,389560,12516,378054,12179,11506,2571,304005,10969,85555,7083,75012,6467,10543,2551,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,648293,5939,211848,4914,130825,4785,129108,4657,1717,803,111577,3827,12797,2348,11388,2178,1409,710,6451,1591,6223,1580,228,280,81023,4307,80934,4269,89,174,74728,4374,6295,1818,6206,1826,89,174,436445,5921,283702,8298,276639,8087,7063,1447,244378,7889,29840,3085,23857,2826,5983,1302,9484,2023,9218,1935,266,279,152743,8320,151227,8415,1516,824,142054,8221,10689,2659,9198,2512,1491,818,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8702531,13121,2886089,11148,1881845,18794,1838535,19069,43310,4118,892961,17101,623886,13697,583365,13154,40521,3922,364998,12937,362846,12893,2152,1065,1004244,18303,985677,17791,18567,3023,683778,17499,320466,10919,304291,10377,16175,2762,5816442,14707,3870190,24997,3616033,25657,254157,8876,1643036,23666,1614306,27660,1378300,25210,236006,9025,612848,19985,600423,19767,12425,2008,1946252,25935,1849057,26495,97195,6984,1169690,21767,776562,15786,683841,15643,92721,6841,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1203600,5855,392013,4437,286594,6222,282622,6173,3972,957,213552,5757,40725,3848,37666,3709,3059,825,32317,3851,32243,3852,74,90,105419,5539,104949,5439,470,394,88818,5063,16601,2945,16131,2869,470,394,811587,6396,580616,10188,558138,10162,22478,2939,432517,9943,91972,6741,75542,5735,16430,2769,56127,5087,53776,4958,2351,878,230971,8550,223515,8199,7456,1889,190757,8341,40214,4898,33873,4319,6341,1857,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,729601,3656,218351,4062,150042,4647,146668,4877,3374,963,104601,4647,27541,3340,24451,3380,3090,985,17900,2327,17670,2315,230,250,68309,4504,67397,4481,912,441,54895,4138,13414,2512,12587,2430,827,416,511250,4334,347034,7462,330124,7750,16910,2320,249302,7423,60888,4852,47503,4393,13385,2192,36844,4189,36068,4102,776,567,164216,7778,154953,7705,9263,1939,129664,6922,34552,4275,26238,3513,8314,1853,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,193621,2087,63389,1670,39355,2428,38333,2379,1022,620,27083,2432,9609,1719,8644,1709,965,619,2663,918,2663,918,0,190,24034,2755,23852,2749,182,229,21656,2562,2378,1047,2326,1050,52,70,130232,2278,77023,4712,73775,4590,3248,977,59982,4157,12260,2008,9559,1517,2701,1003,4781,1747,4767,1748,14,22,53209,4350,52219,4446,990,483,46388,4221,6821,2327,5945,2276,876,439,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110141,1926,49043,1453,24976,1672,24608,1773,368,315,15909,1766,4857,1535,4489,1502,368,315,4210,1006,4210,1006,0,200,24067,1828,23587,1854,480,593,21691,1803,2376,1201,1932,1069,444,592,61098,1856,26426,3248,23859,3190,2567,1055,15240,2633,7841,1819,5585,1674,2256,1080,3345,1402,3159,1339,186,225,34672,3147,33992,3126,680,370,30428,2945,4244,1487,3605,1488,639,374,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3873572,11837,1260973,10350,734666,12828,715770,13168,18896,3219,435608,11604,184001,9393,167013,9239,16988,3120,115057,8131,114332,8101,725,428,526307,11955,517493,11662,8814,1885,408610,11576,117697,7867,109750,7490,7947,1820,2612599,12162,1571935,17909,1453996,18349,117939,7622,949468,19603,409100,14623,303327,11472,105773,7726,213367,10396,204793,10363,8574,1942,1040664,18619,983091,18343,57573,5342,772184,18536,268480,11119,213387,9714,55093,5218,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
