GEO_ID,C08501_001E,C08501_001M,C08501_002E,C08501_002M,C08501_003E,C08501_003M,C08501_004E,C08501_004M,C08501_005E,C08501_005M,C08501_006E,C08501_006M,C08501_007E,C08501_007M,C08501_008E,C08501_008M,C08501_009E,C08501_009M,C08501_010E,C08501_010M,C08501_011E,C08501_011M,C08501_012E,C08501_012M,C08501_013E,C08501_013M,C08501_014E,C08501_014M,C08501_015E,C08501_015M,C08501_016E,C08501_016M,C08501_017E,C08501_017M,C08501_018E,C08501_018M,C08501_019E,C08501_019M,C08501_020E,C08501_020M,C08501_021E,C08501_021M,C08501_022E,C08501_022M,C08501_023E,C08501_023M,C08501_024E,C08501_024M,C08501_025E,C08501_025M,C08501_026E,C08501_026M,C08501_027E,C08501_027M,C08501_028E,C08501_028M,C08501_029E,C08501_029M,C08501_030E,C08501_030M,C08501_031E,C08501_031M,C08501_032E,C08501_032M,C08501_033E,C08501_033M,C08501_034E,C08501_034M,C08501_035E,C08501_035M,C08501_036E,C08501_036M,C08501_037E,C08501_037M,C08501_038E,C08501_038M,C08501_039E,C08501_039M,C08501_040E,C08501_040M,C08501_041E,C08501_041M,C08501_042E,C08501_042M,NAME,C08501_001MA,C08501_001EA,C08501_002MA,C08501_002EA,C08501_003EA,C08501_003MA,C08501_004EA,C08501_004MA,C08501_005MA,C08501_005EA,C08501_006MA,C08501_006EA,C08501_007EA,C08501_007MA,C08501_008EA,C08501_008MA,C08501_009EA,C08501_009MA,C08501_010EA,C08501_010MA,C08501_011MA,C08501_011EA,C08501_012MA,C08501_012EA,C08501_013MA,C08501_013EA,C08501_014EA,C08501_014MA,C08501_015EA,C08501_015MA,C08501_016MA,C08501_016EA,C08501_017MA,C08501_017EA,C08501_018MA,C08501_018EA,C08501_019MA,C08501_019EA,C08501_020EA,C08501_020MA,C08501_021EA,C08501_021MA,C08501_022EA,C08501_022MA,C08501_023MA,C08501_023EA,C08501_024MA,C08501_024EA,C08501_025MA,C08501_025EA,C08501_026EA,C08501_026MA,C08501_027MA,C08501_027EA,C08501_028MA,C08501_028EA,C08501_029MA,C08501_029EA,C08501_030MA,C08501_030EA,C08501_031EA,C08501_031MA,C08501_032EA,C08501_032MA,C08501_033EA,C08501_033MA,C08501_034MA,C08501_034EA,C08501_035MA,C08501_035EA,C08501_036EA,C08501_036MA,C08501_037EA,C08501_037MA,C08501_038MA,C08501_038EA,C08501_039MA,C08501_039EA,C08501_040MA,C08501_040EA,C08501_041EA,C08501_041MA,C08501_042EA,C08501_042MA,state
0400000US13,4555994,22343,143798,6657,439575,10012,2062108,14746,1024026,11625,413803,9083,472684,9870,3630538,19399,100402,6171,333871,9995,1643115,15719,835251,12213,333424,8515,384475,8920,451376,13332,22307,2714,53383,4679,225828,9500,87043,5558,31246,2715,31569,2961,104211,6743,3802,959,16546,2904,48475,4192,19720,2779,8651,1931,7017,1246,137901,8347,12119,2636,23721,2727,57053,5367,20831,3020,12108,2217,12069,1839,231968,9335,5168,1108,12054,2257,87637,5939,61181,4964,28374,2699,37554,3210,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,705741,7272,20069,1802,74285,3113,309125,4073,138647,2916,69754,3367,93861,4027,475556,7472,7955,1136,47041,3299,218499,4641,94043,3126,46509,2868,61509,2824,95159,5233,3268,746,8936,1377,40006,2854,20233,1925,10516,1652,12200,1779,48801,3825,3100,995,5421,1122,17020,2261,10695,1524,5535,1156,7030,1195,53609,3681,4626,980,9572,1388,22006,2608,8041,1314,3523,976,5841,1061,32616,3184,1120,463,3315,1198,11594,1924,5635,1215,3671,938,7281,1343,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,714037,9303,32587,2622,74229,3239,309012,5873,144892,5062,68766,3821,84551,4495,551719,9533,23264,2397,54848,2730,242172,6830,111572,5186,54612,3501,65251,3735,75156,4822,5024,1688,8794,1834,35301,3516,15290,2347,5254,1083,5493,1573,5530,1211,84,73,925,470,2038,829,1060,548,923,494,500,240,36395,3435,2962,862,6632,1571,13806,1749,6164,1334,2981,859,3850,898,45237,4045,1253,432,3030,957,15695,2421,10806,1799,4996,1152,9457,1838,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6082035,23448,201144,6123,577933,9967,2652883,16402,1335568,8975,606799,8184,707708,9810,4467523,26770,138164,5143,392442,10503,1894696,18592,1026410,10830,471438,7618,544373,9054,480876,13330,22288,2374,53351,3881,221931,8562,101270,5507,39457,3096,42579,3088,571474,12672,11813,1680,67740,3861,308335,8222,98739,5335,43712,3306,41135,2828,293728,9728,24414,2534,51787,3968,124623,6046,45493,3376,19756,2180,27655,2784,268434,8524,4465,1015,12613,1520,103298,5391,63656,3081,32436,2722,51966,3669,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3012416,18350,129808,5349,322270,6934,1244548,10393,650648,7368,308287,7041,356855,8444,2502631,18160,90200,5125,246794,7173,1040181,12102,554285,7663,268023,6623,303148,7572,261618,10096,20673,2427,38270,4200,110943,6009,52158,3841,19303,2146,20271,2637,26167,2789,1617,680,6216,1812,10204,1634,4048,1066,1556,548,2526,822,112832,5484,13712,1669,24610,2778,41583,3662,15009,2029,7794,1153,10124,1457,109168,4985,3606,928,6380,1290,41637,3083,25148,2518,11611,1716,20786,2049,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1574850,10000,79725,3626,164661,4938,630385,6881,330250,3835,158000,4372,211829,5199,1273415,10699,56400,3332,125622,4817,510787,6736,274031,4122,131662,4025,174913,5325,136578,5968,7618,1189,16036,2361,62530,3962,26904,2371,10864,1314,12626,1481,21468,2640,2149,709,3310,954,10185,1857,2982,1092,1124,394,1718,673,79141,3928,11655,1714,15773,1614,25555,2520,11235,1340,6552,1015,8371,1038,64248,3432,1903,538,3920,913,21328,2031,15098,1657,7798,926,14201,1573,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1426252,11998,66330,3492,153215,4837,589407,7853,288578,4551,142231,4312,186491,5146,1178553,13916,50279,2908,120292,5062,485994,8405,242947,4293,122554,4087,156487,4920,128041,5224,8953,1628,16359,2180,59352,3592,23545,2298,9014,1240,10818,1287,9228,1856,293,239,2466,1042,3668,1220,1329,518,504,293,968,508,51002,3378,5465,768,10184,1916,18792,2103,7318,1076,3898,946,5345,812,59428,3100,1340,585,3914,1054,21601,2134,13439,1916,6261,1057,12873,1204,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1929752,14847,77927,3724,213311,5319,823700,11176,409258,6603,183003,4863,222553,6639,1588560,15853,51856,3450,163864,5888,681124,11131,343499,6469,160904,5177,187313,6541,185427,6786,14309,1958,27901,3081,83302,4606,35311,2790,10052,1566,14552,1937,21637,2450,580,368,2757,1085,11105,2047,4373,1116,1594,566,1228,391,74389,4121,9993,1490,15920,2045,25535,2430,11464,1763,3773,835,7704,1147,59739,4095,1189,491,2869,913,22634,2644,14611,1977,6680,1072,11756,1505,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2033248,16656,62510,4057,206300,5947,902880,11134,422886,7699,193339,5909,245333,7152,1683262,16593,47396,3645,164262,6166,742658,10746,359124,7320,163817,5670,206005,6776,183285,9681,9520,1739,24504,2905,89365,5908,31136,3325,13070,2028,15690,1940,29863,3209,841,440,4673,1546,14850,2217,4797,1188,2595,861,2107,535,79980,4857,4512,901,10599,1931,36898,3266,12129,1815,6345,1271,9497,1640,56858,4390,241,228,2262,890,19109,2301,15700,2353,7512,1620,12034,1588,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,621181,8105,24620,1667,57967,2192,228782,4643,143368,3568,70686,2763,95758,4249,494624,8149,16340,1482,41025,2741,183529,4595,119342,3390,56830,2709,77558,3914,53630,3735,3680,847,6981,1341,23338,2434,10043,1340,5494,1106,4094,740,3709,1059,179,170,562,411,987,474,815,558,291,250,875,807,32730,2994,4150,957,7818,1850,10099,1580,4624,1020,2541,677,3498,700,36488,3120,271,175,1581,647,10829,1671,8544,1259,5530,1174,9733,1384,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2743587,19263,90960,4820,249810,6100,1169751,12441,614981,7733,272773,6557,345312,7736,2098502,20541,50199,3750,171179,5087,896635,12474,486626,7461,219031,5993,274832,7055,243741,9528,16853,2066,27404,2692,111472,6409,48299,3362,18090,2079,21623,2043,149792,8308,8059,1607,23866,2806,69527,5589,26182,2635,10239,1627,11919,1778,119577,5581,13248,1765,21737,2607,47096,3410,17729,2360,9591,1545,10176,1439,131975,6166,2601,741,5624,1044,45021,3130,36145,3399,15822,1875,26762,2244,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3532276,17588,134153,4841,331778,6842,1444614,9902,786039,8273,361909,6202,473783,9149,2492080,20613,68477,3723,198312,6315,986725,12928,595061,7967,279656,5595,363849,8575,264720,10768,19231,2036,28516,3020,111970,7833,57380,4706,24333,2357,23290,2671,368620,8658,14362,2100,49785,3253,191774,6336,57542,4041,24752,2291,30405,2709,242824,8506,28686,2630,46574,3251,99127,5808,34162,3344,14130,1890,20145,1794,164032,6622,3397,684,8591,1471,55018,4031,41894,3035,19038,1806,36094,2681,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,4383993,17263,180342,4821,469410,5964,1777876,11480,996155,7712,456037,7852,504173,7715,3630408,21630,124516,3985,364671,6391,1480100,14328,845358,7898,389899,7217,425864,7168,378855,10208,27935,2327,53578,4109,161084,6165,79311,4194,28834,2186,28113,2359,58268,4742,5101,1020,11923,1781,23928,2949,9163,1362,4879,1106,3274,669,157624,6088,19211,1662,32650,2644,55824,3481,22618,2265,12659,1598,14662,1662,158838,6080,3579,905,6588,1352,56940,3687,39705,2844,19766,1902,32260,2240,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2876109,11512,126898,3766,281974,5047,1196232,7301,626583,5857,304532,5454,339890,6463,2247682,12655,85348,2871,206854,5660,938519,9579,501737,5735,246922,5705,268302,6037,239581,7406,16251,1858,27816,2455,108880,5375,47675,3039,20177,1456,18782,1579,104254,4416,4833,985,14664,1831,47707,3096,21209,2142,7796,1200,8045,1204,127237,5382,12796,1618,20266,2432,48724,3998,20218,1765,10962,1292,14271,1469,157355,5052,7670,1125,12374,1639,52402,3062,35744,2337,18675,1783,30490,2114,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1141953,11389,35040,3083,119831,4813,508092,8919,238022,6301,108533,4458,132435,5742,974119,11861,27509,2752,102894,4585,425437,9228,208680,5197,96281,4586,113318,5348,104622,5627,4016,1119,10772,1726,55549,4166,18032,2200,7127,1110,9126,1692,3393,871,31,58,10,16,1372,644,1249,610,449,276,282,196,34704,3195,3195,870,5113,1078,14968,2381,5305,1297,2410,804,3713,1165,25115,2892,289,198,1042,460,10766,1946,4756,987,2266,750,5996,1135,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2886690,18643,119310,4524,294032,7694,1204072,10698,625108,8058,297583,6788,346585,8598,2363226,19292,87369,3900,231022,6272,991381,10714,518676,7846,249074,6516,285704,7639,250690,8492,16240,1923,28165,2744,108503,5544,53885,3178,22518,2060,21379,2207,46905,4174,1837,682,8269,1564,18901,2291,9432,1759,4245,1131,4221,851,89339,4344,8149,1068,16884,2303,33779,2962,13664,1720,6637,1203,10226,1551,136530,5876,5715,1178,9692,1607,51508,3808,29451,2885,15109,1939,25055,2315,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
