GEO_ID,B27012_001E,B27012_001M,B27012_002E,B27012_002M,B27012_003E,B27012_003M,B27012_004E,B27012_004M,B27012_005E,B27012_005M,B27012_006E,B27012_006M,B27012_007E,B27012_007M,B27012_008E,B27012_008M,B27012_009E,B27012_009M,B27012_010E,B27012_010M,B27012_011E,B27012_011M,B27012_012E,B27012_012M,B27012_013E,B27012_013M,B27012_014E,B27012_014M,B27012_015E,B27012_015M,B27012_016E,B27012_016M,B27012_017E,B27012_017M,B27012_018E,B27012_018M,B27012_019E,B27012_019M,B27012_020E,B27012_020M,B27012_021E,B27012_021M,B27012_022E,B27012_022M,B27012_023E,B27012_023M,B27012_024E,B27012_024M,B27012_025E,B27012_025M,B27012_026E,B27012_026M,B27012_027E,B27012_027M,B27012_028E,B27012_028M,B27012_029E,B27012_029M,B27012_030E,B27012_030M,B27012_031E,B27012_031M,B27012_032E,B27012_032M,B27012_033E,B27012_033M,B27012_034E,B27012_034M,B27012_035E,B27012_035M,B27012_036E,B27012_036M,B27012_037E,B27012_037M,B27012_038E,B27012_038M,B27012_039E,B27012_039M,B27012_040E,B27012_040M,B27012_041E,B27012_041M,B27012_042E,B27012_042M,B27012_043E,B27012_043M,B27012_044E,B27012_044M,B27012_045E,B27012_045M,B27012_046E,B27012_046M,B27012_047E,B27012_047M,B27012_048E,B27012_048M,B27012_049E,B27012_049M,B27012_050E,B27012_050M,B27012_051E,B27012_051M,B27012_052E,B27012_052M,B27012_053E,B27012_053M,B27012_054E,B27012_054M,B27012_055E,B27012_055M,B27012_056E,B27012_056M,B27012_057E,B27012_057M,B27012_058E,B27012_058M,B27012_059E,B27012_059M,B27012_060E,B27012_060M,B27012_061E,B27012_061M,B27012_062E,B27012_062M,B27012_063E,B27012_063M,B27012_064E,B27012_064M,B27012_065E,B27012_065M,B27012_066E,B27012_066M,B27012_067E,B27012_067M,B27012_068E,B27012_068M,B27012_069E,B27012_069M,B27012_070E,B27012_070M,B27012_071E,B27012_071M,B27012_072E,B27012_072M,B27012_073E,B27012_073M,B27012_074E,B27012_074M,B27012_075E,B27012_075M,B27012_076E,B27012_076M,B27012_077E,B27012_077M,B27012_078E,B27012_078M,B27012_079E,B27012_079M,B27012_080E,B27012_080M,B27012_081E,B27012_081M,B27012_082E,B27012_082M,B27012_083E,B27012_083M,B27012_084E,B27012_084M,B27012_085E,B27012_085M,B27012_086E,B27012_086M,B27012_087E,B27012_087M,B27012_088E,B27012_088M,B27012_089E,B27012_089M,B27012_090E,B27012_090M,B27012_091E,B27012_091M,B27012_092E,B27012_092M,B27012_093E,B27012_093M,B27012_094E,B27012_094M,NAME,B27012_001EA,B27012_001MA,B27012_002EA,B27012_002MA,B27012_003EA,B27012_003MA,B27012_004EA,B27012_004MA,B27012_005MA,B27012_005EA,B27012_006MA,B27012_006EA,B27012_007MA,B27012_007EA,B27012_008MA,B27012_008EA,B27012_009MA,B27012_009EA,B27012_010MA,B27012_010EA,B27012_011EA,B27012_011MA,B27012_012EA,B27012_012MA,B27012_013EA,B27012_013MA,B27012_014MA,B27012_014EA,B27012_015MA,B27012_015EA,B27012_016EA,B27012_016MA,B27012_017EA,B27012_017MA,B27012_018EA,B27012_018MA,B27012_019EA,B27012_019MA,B27012_020MA,B27012_020EA,B27012_021MA,B27012_021EA,B27012_022EA,B27012_022MA,B27012_023EA,B27012_023MA,B27012_024EA,B27012_024MA,B27012_025MA,B27012_025EA,B27012_026MA,B27012_026EA,B27012_027EA,B27012_027MA,B27012_028EA,B27012_028MA,B27012_029EA,B27012_029MA,B27012_030EA,B27012_030MA,B27012_031MA,B27012_031EA,B27012_032MA,B27012_032EA,B27012_033EA,B27012_033MA,B27012_034EA,B27012_034MA,B27012_035EA,B27012_035MA,B27012_036MA,B27012_036EA,B27012_037MA,B27012_037EA,B27012_038EA,B27012_038MA,B27012_039EA,B27012_039MA,B27012_040EA,B27012_040MA,B27012_041EA,B27012_041MA,B27012_042MA,B27012_042EA,B27012_043MA,B27012_043EA,B27012_044EA,B27012_044MA,B27012_045EA,B27012_045MA,B27012_046EA,B27012_046MA,B27012_047MA,B27012_047EA,B27012_048EA,B27012_048MA,B27012_049EA,B27012_049MA,B27012_050EA,B27012_050MA,B27012_051EA,B27012_051MA,B27012_052EA,B27012_052MA,B27012_053EA,B27012_053MA,B27012_054MA,B27012_054EA,B27012_055MA,B27012_055EA,B27012_056MA,B27012_056EA,B27012_057EA,B27012_057MA,B27012_058MA,B27012_058EA,B27012_059MA,B27012_059EA,B27012_060EA,B27012_060MA,B27012_061EA,B27012_061MA,B27012_062MA,B27012_062EA,B27012_063EA,B27012_063MA,B27012_064MA,B27012_064EA,B27012_065MA,B27012_065EA,B27012_066EA,B27012_066MA,B27012_067EA,B27012_067MA,B27012_068EA,B27012_068MA,B27012_069MA,B27012_069EA,B27012_070MA,B27012_070EA,B27012_071EA,B27012_071MA,B27012_072EA,B27012_072MA,B27012_073EA,B27012_073MA,B27012_074EA,B27012_074MA,B27012_075MA,B27012_075EA,B27012_076MA,B27012_076EA,B27012_077EA,B27012_077MA,B27012_078EA,B27012_078MA,B27012_079EA,B27012_079MA,B27012_080MA,B27012_080EA,B27012_081MA,B27012_081EA,B27012_082EA,B27012_082MA,B27012_083EA,B27012_083MA,B27012_084EA,B27012_084MA,B27012_085EA,B27012_085MA,B27012_086MA,B27012_086EA,B27012_087MA,B27012_087EA,B27012_088EA,B27012_088MA,B27012_089EA,B27012_089MA,B27012_090EA,B27012_090MA,B27012_091MA,B27012_091EA,B27012_092MA,B27012_092EA,B27012_093EA,B27012_093MA,B27012_094EA,B27012_094MA,state
0400000US01,3674354,3461,1470365,14789,831100,10388,795139,9585,706353,10588,619038,10413,85212,4064,4398,1109,16169,2101,88786,5655,35961,2529,35910,2528,23393,2021,8700,1388,30616,2430,1536,469,51,85,639265,11166,616889,10901,570876,11062,501976,10513,65593,4322,2601,675,18104,2305,46013,3796,22376,1986,22376,1986,12896,1436,5659,1043,19547,1782,1617,530,0,192,762404,13963,327242,8750,289050,8239,208777,7364,144378,5530,42998,3486,6820,1154,21187,2260,80273,5201,38192,2432,37950,2426,16939,2044,13298,1595,36579,2324,1989,615,242,223,435162,11483,399254,10857,325773,10575,217168,9153,63134,3991,7680,1501,52407,3928,73481,5267,35908,2606,35788,2593,13367,1309,13309,1493,34981,2574,2518,644,120,109,1441585,15328,576135,8523,327198,8120,255358,7438,86160,5336,38226,3275,83164,4657,108175,5227,71840,5027,248937,3740,248281,3667,84659,3327,83344,3002,245968,3705,33101,2530,656,348,865450,11572,503550,10672,415625,9718,189909,6887,65428,4210,90055,4761,140810,6884,87925,5206,361900,3368,360784,3354,110764,3685,119374,4695,357880,3242,61170,3120,1116,630,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,527165,1857,226598,5487,129751,3711,124824,3620,109348,3635,91496,4052,12665,2104,671,598,3548,901,15476,2454,4927,690,4860,673,2937,596,899,348,3783,648,301,132,67,85,96847,3510,93921,3426,82213,2878,69594,2877,7802,1465,422,310,4020,918,11708,1777,2926,736,2830,707,1916,482,370,192,2218,654,134,141,96,139,172430,5671,88301,3697,81693,3716,58424,3265,39801,2790,8161,1557,612,322,9001,1221,23269,2124,6608,805,6513,809,3792,736,840,325,6228,809,706,265,95,81,84129,3252,78832,3244,62314,3291,40347,2830,8744,1437,1022,427,11816,1652,16518,1762,5297,797,5227,787,2838,546,1084,323,4896,730,327,183,70,98,128137,4204,53411,2884,30201,2533,21810,2287,8325,1595,1913,656,4198,1025,10542,1521,8391,1474,23210,1131,23147,1136,11589,1357,3907,942,22910,1144,4329,860,63,48,74726,2837,47608,2756,37403,2409,18434,1860,4329,1062,3346,805,12939,1232,10205,1404,27118,1158,26775,1188,11852,1273,5196,896,26466,1196,6334,1146,343,231,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5099961,2056,2050479,17933,1172913,12296,1130943,11815,976211,12414,791307,11971,120124,5227,7200,1857,79248,5136,154732,7068,41970,2835,41754,2807,21610,1853,8498,1306,34349,2446,2208,582,216,221,877566,11856,846926,11858,775961,12487,640571,11935,77183,5296,6490,1386,74347,5096,70965,4914,30640,2467,30485,2476,17060,1960,6816,1038,25818,2245,1818,604,155,164,1149964,14604,518668,9306,456487,9017,349225,8146,199739,7215,59049,3951,7744,1311,91666,5337,107262,5251,62181,2853,61064,2929,18288,1842,19039,2031,58774,2756,4597,921,1117,748,631296,10911,574233,10820,483528,10886,282890,9720,84812,4890,8525,1291,126772,5674,90705,5293,57063,3173,56367,3146,15789,1688,18995,1669,54827,3130,5064,1302,696,383,1899518,16723,778086,10046,372318,8881,311898,8120,99167,5225,44922,3229,58379,3933,151349,6601,60420,4175,405768,4099,402193,4067,102803,4080,129243,4126,394414,4134,44135,3218,3575,942,1121432,13438,611167,12516,513559,11440,203126,6731,83379,4971,57382,4184,220147,9425,97608,5653,510265,3884,503987,4285,117996,4080,167505,5101,495956,4648,68791,3431,6278,1575,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2220606,2177,912157,10687,513247,7799,491767,7407,432140,7941,357328,7312,56481,4123,3078,1015,28239,2963,59627,5047,21480,1916,21109,1897,11444,1438,5573,913,18201,1647,762,309,371,344,398910,7801,383727,7674,356425,7450,300854,6312,39869,3371,3142,1018,26361,2849,27302,3484,15183,1726,15126,1733,8417,1353,4059,974,13105,1431,657,323,57,93,475000,8601,214503,6078,187772,5834,142701,5688,76367,3568,29796,2732,6055,1495,35000,2945,45071,3428,26731,2059,26574,2037,6966,1116,8938,995,26029,2004,2479,628,157,146,260497,6853,234998,6484,197040,6727,112147,5563,38752,2637,5274,1053,50032,3179,37958,3303,25499,1990,25457,1974,7246,1132,10668,1222,24927,1834,1977,546,42,68,833449,9500,335445,6866,177199,5889,148177,5127,37988,3227,20944,2311,47183,3436,68677,3721,29022,3218,158246,2928,157653,2918,35905,2650,54983,2793,156406,2935,19153,1761,593,347,498004,7652,283920,7362,243016,6855,83914,4128,38754,3580,59142,3776,107901,5083,40904,3534,214084,2667,212195,2712,47367,2676,79562,3207,210737,2837,39469,2520,1889,809,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,29546482,5416,12212833,47127,7191052,34604,6914834,32755,6087463,32001,4877328,31010,730618,13671,33470,2991,599694,14254,827371,16257,276218,6420,270367,6175,150151,5545,54478,3274,208305,5315,17852,2096,5851,1327,5021781,28732,4844707,28817,4508586,29112,3680501,28908,478061,10064,25362,2530,456404,12044,336121,10154,177074,6277,174302,6125,102145,4738,33311,2662,131000,4805,12273,1718,2772,888,7385283,41116,3353048,31918,3051507,29721,2477179,28209,1351065,23613,455456,12564,46919,2974,720314,12469,574328,13443,301541,5984,296977,5936,112808,4132,75288,3210,279999,6211,27785,2860,4564,1089,4032235,25155,3741609,22752,3315086,22737,1860368,19192,555242,11658,52655,4242,979900,14997,426523,10506,290626,7457,287538,7547,101735,4121,84482,3928,271806,7391,29796,2622,3088,884,9948366,37815,3865948,25742,2182529,23462,1886557,21345,629331,12013,291198,9289,268253,8700,956126,17640,295972,10066,1683419,8780,1666024,8905,496258,8044,373011,8019,1633246,9385,360614,7778,17395,2108,6082418,30248,3716665,28024,3224078,25008,1288974,19958,494468,10806,286119,10011,1439833,20738,492587,13739,2365753,8724,2337428,8953,618810,9003,557825,9341,2289149,9348,579910,10933,28325,2978,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4112535,3482,1920468,16939,1127090,11426,1086794,10980,965795,11267,786887,10859,130019,5402,4935,1268,58054,3820,120999,5971,40296,2512,39959,2484,19099,1484,9304,1359,32440,2126,1642,655,337,282,793378,10962,767260,10962,715404,10006,591224,10045,79762,3916,3062,922,51800,4058,51856,4520,26118,1872,26033,1868,14181,1579,7090,1148,20931,1608,919,345,85,105,1081951,14425,477367,9913,422124,9037,347928,8488,201351,6377,66709,3693,6942,1185,80632,4848,74196,4677,55243,2966,54945,2948,16383,1562,15718,1799,53021,2776,3348,700,298,258,604584,10530,554705,9996,500010,9565,290251,7633,90227,4891,9082,1508,118797,5837,54695,4385,49879,2529,49797,2539,15243,1447,16944,1436,47946,2517,3212,701,82,114,1110116,13724,429693,8402,207057,7535,183483,6671,64634,4028,35087,3210,31371,2677,78125,4506,23574,2685,222636,3642,221846,3643,65228,3224,71449,3257,219328,3723,27313,2496,790,407,680423,10183,378498,9630,328650,8779,145830,5389,56890,3716,37103,3067,114174,5107,49848,4241,301925,3412,298486,3438,84336,3468,105586,3669,292529,3475,41771,3038,3439,1268,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2776062,1382,1220497,10579,691529,8318,657311,8258,611652,7959,530885,8512,62641,3523,1916,676,33564,2976,45659,4793,34218,2031,33987,1986,22566,1562,5656,982,25610,1660,892,381,231,224,528968,7936,507864,7323,488325,7154,421246,6954,40436,2961,1483,594,38619,3234,19539,2653,21104,1837,21104,1837,14603,1265,4237,921,15785,1552,1064,482,0,198,724369,12430,305083,7835,263523,7279,227105,6436,135027,5520,40232,2781,6054,1772,56665,4337,36418,3701,41560,2609,41402,2623,17190,1691,12267,1511,40379,2620,3325,816,158,166,419286,9194,377541,8978,346874,8523,228693,7274,47949,3553,5699,1236,80682,4581,30667,3718,41745,2670,41138,2565,16967,1584,13566,1626,38729,2336,3714,815,607,466,831196,9995,332619,7579,170560,6546,147188,5647,51540,3366,23816,2734,24776,2560,66491,4445,23372,3205,162059,3359,161330,3428,58172,2942,49053,2802,159320,3538,21063,1807,729,512,498577,7286,255851,6864,229694,6621,105636,5465,32072,2550,28846,2489,88089,4624,26157,3336,242726,3139,240841,3099,79711,3357,79425,3200,236959,3058,44809,2723,1885,690,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,727432,849,314627,7226,168284,4685,160836,4668,148024,4498,127329,4427,14354,1516,1448,986,8277,1649,12812,1734,7448,1083,7448,1083,4649,882,1951,502,6056,1051,275,193,0,190,146343,4756,141191,4540,135658,4582,117011,4681,9290,1245,884,573,11499,1847,5533,1155,5152,993,5152,993,3887,810,636,313,4341,912,330,314,0,190,169785,5553,74685,3816,64330,3700,55931,3745,34266,3133,8579,1357,2103,741,13951,2177,8399,1762,10355,1283,10037,1243,4887,918,3023,691,9838,1210,403,241,318,433,95100,3588,85433,3449,78892,3344,47686,2854,9757,1562,1742,639,21730,2337,6541,1392,9667,1096,9585,1098,4419,926,2750,557,9496,1084,488,276,82,126,243020,5269,100863,3688,48010,3382,42883,3258,17121,1952,4441,1307,10397,1619,20128,2183,5127,1523,52853,1574,52301,1603,25271,1501,13971,1359,51477,1620,4672,836,552,403,142157,3980,70882,3969,62937,3796,29293,2647,7271,1292,10059,1483,24041,2357,7945,1831,71275,1460,70171,1590,30672,1880,20058,1622,69503,1691,7018,1212,1104,544,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,543267,667,269020,4953,137060,3735,131914,3518,126286,3593,109583,4001,11940,1630,628,348,8353,1881,5628,1546,5146,924,4756,738,3941,680,788,369,3433,636,320,279,390,611,131960,3720,127666,3629,124490,3397,104257,3698,12851,1963,674,402,11161,2149,3176,1124,4294,851,4294,851,2999,788,757,338,3165,752,396,459,0,200,129993,5100,56143,3776,52001,3799,48305,3683,27036,2854,15048,2296,592,313,10789,1910,3696,1254,4142,904,4142,904,2258,667,1673,513,3646,766,226,161,0,200,73850,3321,67319,3262,64765,3151,34386,2505,16717,2086,647,347,16748,1982,2554,849,6531,996,6531,996,3641,828,1576,514,6124,985,1136,523,0,200,144254,4408,58113,2725,37988,2508,33048,2272,8727,1562,5259,1151,5406,1058,20545,1949,4940,1372,20125,912,20048,898,9471,1044,4685,825,19515,928,4504,944,77,127,86141,3300,52702,2944,50082,3013,12967,1671,7576,1394,6122,1284,30160,2673,2620,991,33439,1254,33346,1278,14412,1322,8614,1255,32025,1334,9201,1254,93,112,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,15866768,4364,6341312,33504,3498416,24679,3334664,24084,2758727,22685,2177321,22293,479476,13100,14440,2171,111069,7323,575937,16405,163752,6040,159969,5907,75609,4246,31265,3137,136611,5293,8925,1690,3783,985,2842896,21864,2734837,21354,2419883,21703,1966255,19367,361197,11570,12008,2153,120977,6504,314954,11649,108059,4784,105808,4774,53737,3403,21829,2267,86710,4361,6782,1334,2251,903,3380877,30194,1523607,20611,1308851,19793,909618,16455,500119,12822,259083,8764,24194,3048,136403,8037,399233,12553,214756,6867,209867,6805,62624,3691,64081,3829,201988,6604,14385,1477,4889,1412,1857270,22170,1660623,20558,1306340,18900,734600,14106,345098,10370,25770,3143,237156,8802,354283,10193,196647,7405,193570,7153,48242,3551,59223,3875,187310,6867,15237,1693,3077,1213,6144579,30542,2550040,20773,1182865,19786,890665,17423,292346,10754,187736,8177,210263,9320,337028,11997,292200,10940,1367175,8328,1352848,8698,352252,7081,387149,8719,1326762,8272,185525,6323,14327,2350,3594539,21613,1766347,21297,1377713,18606,520716,13280,319231,9584,209706,7491,478448,13443,388634,13269,1828192,8023,1804017,8336,417533,9758,547078,9967,1772959,8488,321575,8774,24175,3273,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
