GEO_ID,B15002A_001E,B15002A_001M,B15002A_002E,B15002A_002M,B15002A_003E,B15002A_003M,B15002A_004E,B15002A_004M,B15002A_005E,B15002A_005M,B15002A_006E,B15002A_006M,B15002A_007E,B15002A_007M,B15002A_008E,B15002A_008M,B15002A_009E,B15002A_009M,B15002A_010E,B15002A_010M,B15002A_011E,B15002A_011M,B15002A_012E,B15002A_012M,B15002A_013E,B15002A_013M,B15002A_014E,B15002A_014M,B15002A_015E,B15002A_015M,B15002A_016E,B15002A_016M,B15002A_017E,B15002A_017M,B15002A_018E,B15002A_018M,B15002A_019E,B15002A_019M,NAME,B15002A_001EA,B15002A_001MA,B15002A_002EA,B15002A_002MA,B15002A_003MA,B15002A_003EA,B15002A_004MA,B15002A_004EA,B15002A_005MA,B15002A_005EA,B15002A_006EA,B15002A_006MA,B15002A_007EA,B15002A_007MA,B15002A_008EA,B15002A_008MA,B15002A_009MA,B15002A_009EA,B15002A_010MA,B15002A_010EA,B15002A_011MA,B15002A_011EA,B15002A_012EA,B15002A_012MA,B15002A_013EA,B15002A_013MA,B15002A_014MA,B15002A_014EA,B15002A_015MA,B15002A_015EA,B15002A_016MA,B15002A_016EA,B15002A_017EA,B15002A_017MA,B15002A_018MA,B15002A_018EA,B15002A_019EA,B15002A_019MA,state
0400000US15,277373,2595,152134,1798,1936,701,4758,1095,25141,2715,4220,1287,40864,3079,12752,1856,37970,2842,24493,2080,125239,1480,1365,803,4341,1155,21070,2145,1755,597,27892,2336,11784,1252,33739,2275,23293,1973,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,991082,3424,488291,2415,16497,2153,30260,2615,107252,5119,31257,3692,123899,5983,43728,3621,90909,4841,44489,3341,502791,2195,13413,1553,29016,2836,111046,4712,24340,2769,145208,5476,53378,2974,89007,4276,37383,3304,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,6462003,13953,3141579,7989,129450,6123,172846,7336,733790,12334,126772,5145,655331,10543,235743,7555,680905,9630,406742,9504,3320424,7801,135956,5244,151023,5187,789256,11219,104621,4625,685843,11090,304831,7343,701434,10776,447460,8602,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3784180,5002,1833240,3333,70301,3985,137080,5452,556172,10491,106418,5392,371354,8184,136749,5554,298375,7862,156791,5047,1950940,3150,58910,3292,146644,6662,572901,9464,88942,4579,402391,8829,181217,6460,324556,7150,175379,6244,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1926714,3828,936427,2429,25892,2298,48754,2848,278738,5398,42930,2779,196025,5400,99085,3961,165540,5778,79463,3336,990287,1947,24795,2210,40613,2980,266532,5175,35118,2457,217661,5542,127052,4829,194059,5622,84457,4079,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1647260,4654,802219,3099,26277,2244,46026,3060,183447,4818,38984,2950,188184,4960,59719,3719,170088,5407,89494,4117,845041,2706,25478,2318,39625,2959,185947,5377,29013,2190,202369,4943,81248,3650,181210,5027,100151,3618,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2669805,3292,1283805,2114,85073,3751,117590,4535,362853,8301,97453,4591,253906,7205,79302,3840,173487,5682,114141,4658,1386000,2164,76270,4034,109037,5273,356949,7028,87689,3477,285301,6547,129926,5460,194435,5716,146393,5170,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,2040946,4812,992642,3304,51733,3895,87643,4207,270764,7712,66235,4477,207023,6190,53680,3936,169020,5995,86544,3579,1048304,2813,35482,2735,73590,3643,298776,8383,55499,3711,215938,5858,78617,5444,192687,7211,97715,4509,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,922223,1259,441725,877,12183,1429,28529,2740,125478,5180,26983,2111,81891,4174,39417,2610,81996,3732,45248,2755,480498,914,12244,1667,20024,2161,131755,4500,20230,2374,93644,4494,51065,3179,99025,3912,52511,3215,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2431681,6560,1175815,3901,37593,3397,66706,3537,249224,6492,42401,2935,209750,5767,64051,3436,269128,6708,236962,5381,1255866,3836,35179,3041,62142,3601,270832,7352,30681,2398,227592,7442,96148,4190,287611,6475,245681,6198,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3847911,7521,1829064,4891,57912,3835,92861,5030,428127,10078,60756,3600,282095,7455,121691,4834,448418,8941,337204,7364,2018847,4227,59261,3808,79226,4427,445609,10456,42302,3314,328979,8715,188367,7353,486105,8120,388998,8785,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5476399,5063,2662905,3309,73205,3852,172897,5695,677016,11087,124275,5035,628506,10525,223364,5888,478453,7378,285189,6862,2813494,2911,69926,4110,154966,5350,754778,8994,79530,3502,646940,8965,303118,6167,501798,8097,302438,6912,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3241046,4587,1587830,2952,31497,2253,62237,3103,373736,7862,58213,3236,338569,5982,175574,5284,365060,7251,182944,4695,1653216,2845,25062,1694,52474,3143,369628,6493,36884,2490,359724,6630,201410,5222,407913,7859,200121,5435,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1221054,3716,592279,2585,30658,2997,54985,3416,139286,5869,45680,3251,136228,5631,47087,4156,89086,4134,49269,3422,628775,2527,24377,2683,44616,3604,146587,5646,39874,3526,143513,5907,71190,4722,96049,4949,62569,3792,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3475313,4665,1680270,3292,58853,3125,127847,5435,451476,8370,87937,4139,372997,8208,115539,4882,295012,7420,170609,5018,1795043,2900,55212,3594,111825,5025,478421,7910,71594,3752,391804,8309,153907,5423,330155,8216,202125,5093,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,646117,1730,321682,1345,6962,1218,14058,1791,86938,3835,15747,1823,71573,3571,27250,2036,65117,4146,34037,2434,324435,1045,5372,747,11647,1439,87274,3710,11073,1274,75557,3934,28100,2061,72140,3212,33272,2523,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1116048,3783,547104,2453,18152,1898,28827,2382,133426,4268,19558,1650,127513,3973,57410,2540,106214,3457,56004,2905,568944,2289,18205,2062,23689,1984,130336,3969,17106,1329,139644,4375,58998,3464,121545,3837,59421,2647,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1390177,8177,701838,4964,37005,3496,53668,3881,159882,6018,33549,2643,185508,6245,52358,3694,117071,5149,62797,4016,688339,4471,35999,3053,49403,4040,162835,4866,25449,2494,185275,6488,63052,4415,104594,4789,61732,3541,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,889172,1276,432013,906,9336,1650,24092,2237,104198,4476,22409,2357,81409,3509,38493,2538,95051,3976,57025,3025,457159,927,6813,1019,19284,2070,112603,4269,17662,1953,89429,3891,49836,3022,98790,3493,62742,3396,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,4314800,13164,2074062,8026,89805,5457,115702,5852,528651,10324,62631,3936,348990,8107,119340,5235,500104,8716,308839,6680,2240738,7262,89603,4533,107781,5424,623087,11102,44064,3346,361965,9065,163505,5593,537444,10869,313289,7878,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1050391,8360,511262,5292,32418,2736,40177,3016,107329,5109,29770,2780,120596,4671,36613,3329,76962,4164,67397,3939,539129,4589,29056,2705,37806,3429,112384,5843,25267,2323,124497,5260,43696,3141,91484,3792,74939,3678,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,9050590,20151,4361625,12529,167601,7422,261695,7420,991109,12283,189889,5555,729044,12819,359061,8837,961076,13288,702150,11268,4688965,10843,192656,7728,233843,7144,1098750,12269,129790,5579,721687,11311,465998,8694,971016,13692,875225,12941,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4880855,8532,2340095,4871,108272,5555,191902,6764,497498,11077,123064,5169,481911,10170,197249,7346,471538,9573,268661,6942,2540760,5231,96554,5079,163855,6161,526570,9265,105852,4314,541834,10440,274660,7875,541028,9260,290407,8220,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,444249,1719,225919,1339,8000,1083,8640,1268,54922,2659,9122,1641,53858,2747,29488,2314,44545,2503,17344,1769,218330,1134,7940,1121,5532,704,52507,2668,6776,1198,46417,2470,28486,1916,53978,2879,16694,1962,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6679607,5324,3220344,3652,91073,4087,223661,7952,997838,13485,139052,5917,650131,10973,231706,6263,571346,9028,315537,8359,3459263,2925,89772,4621,220123,5643,1057008,12487,110399,4751,683297,11489,343541,8910,606783,11104,348340,6797,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1970881,3783,956031,2518,39389,2604,76622,3637,258321,5337,48827,2560,221933,4399,61258,2736,166931,4634,82750,3312,1014850,2187,32564,2365,79765,3832,263539,5210,46416,2776,242083,5258,85296,3821,178653,4775,86534,3911,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2455068,5446,1196212,3752,36267,3353,75400,4622,222774,6292,65966,3705,311091,8120,100036,5215,241475,7729,143203,5118,1258856,2923,32727,3268,70114,4458,246730,6218,45356,3624,336677,7527,116329,5183,260817,6340,150106,5225,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7473341,7034,3598333,4692,101797,5027,235812,7076,1155766,12685,156205,4741,563159,10372,277316,7261,692368,11007,415910,8894,3875008,4205,106110,4990,223851,6876,1277361,12751,125822,4541,595605,10197,360766,8443,720152,10235,465341,7384,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,613485,3813,289898,2616,12281,1812,18438,1904,70365,3850,13901,1545,54005,4043,20374,2051,60600,3818,39934,2246,323587,1944,12550,1737,19407,2279,76123,4150,13234,1883,59005,3574,33033,3221,63257,3779,46978,3229,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2336941,4897,1127109,3436,45825,3510,92787,5091,243037,7672,60537,3467,227709,8180,97491,4941,242554,6744,117169,4685,1209832,2757,40158,3620,80925,4429,287941,7442,49913,3714,253481,8246,130457,5623,232101,5966,134856,5760,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,497711,1716,246312,1144,7595,1031,11701,1371,70524,3155,11740,1526,49897,2463,26634,2120,48149,2843,20072,1601,251399,1125,6073,1337,8904,1016,66715,3138,7260,1079,55391,2895,30152,2454,55275,3132,21629,1988,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3597172,5656,1731063,4083,94722,4916,151047,5416,463198,10160,119558,5180,340448,8056,99180,4995,290865,7466,172045,5630,1866109,3025,88544,3886,136884,6401,498584,8454,120365,5841,374995,7287,146746,5355,314443,8596,185548,6214,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,13318221,23608,6509195,14358,597494,12863,575408,14679,1339012,19738,318043,8318,1388073,14913,423627,9588,1228479,16206,639059,13825,6809026,13577,580522,12467,551176,13126,1402797,15524,292475,8690,1534342,22933,495152,12088,1342327,17295,610235,11857,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1550430,5502,768647,3395,14936,2204,40477,3065,148421,6513,27430,2860,196829,6866,65853,4016,168770,6035,105931,3977,781783,3149,14277,1848,34997,2966,171561,4917,19764,2269,224561,6590,80950,3804,171274,5255,64399,3529,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,420262,1046,203165,741,5718,905,13164,1442,56687,2528,9518,1313,32469,2447,15566,1701,41811,2587,28232,1973,217097,787,5126,950,8156,1240,52048,2404,5855,988,39189,2347,20717,1843,53178,2435,32828,2075,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,4025399,9267,1962981,6547,83938,4537,116452,5530,387259,9058,92090,4690,375755,8033,128884,5174,431535,9041,347068,7789,2062418,4943,70192,4175,103185,4832,430135,9151,72738,4290,410108,8462,171878,6530,474173,9717,330009,7010,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3917745,7169,1936752,5059,57512,4134,99882,5710,371740,9362,93538,4362,458967,9327,179226,5970,424528,9839,251359,7436,1980993,3988,47841,3794,87102,4234,380255,9588,68296,4262,513817,11119,208416,5725,436197,7767,239069,7623,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1228451,2407,593945,2126,29530,2413,61620,3395,212677,5800,42414,2913,107544,4666,29014,2774,68439,3359,42707,3051,634506,1344,25763,2882,57123,3871,211594,6631,38993,3085,119108,3909,55934,3599,75990,4385,50001,2948,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3491244,4977,1716033,3246,43969,2783,94372,3733,486344,7660,71181,3465,358123,7161,179169,5060,327148,6670,155727,4581,1775211,2912,39414,2678,74025,3140,497199,7506,46351,2942,375959,7791,202169,5826,362831,7125,177263,5227,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,363633,2461,183589,1384,3759,1152,9711,1344,47615,3422,9450,1438,47155,3258,17008,1635,32145,2449,16746,2035,180044,1793,2961,999,10267,2089,41510,3149,6426,1288,48240,3311,21594,2495,31968,2634,17078,1956,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1623914,14033,733760,8150,119617,5235,74790,4932,186485,6451,20014,2072,105116,5768,61402,3593,115184,5298,51152,3642,890154,9109,134702,5865,64925,3989,200948,6117,20087,2190,107255,5008,95249,4806,196090,5937,70898,4999,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
