GEO_ID,B27006_001E,B27006_001M,B27006_002E,B27006_002M,B27006_003E,B27006_003M,B27006_004E,B27006_004M,B27006_005E,B27006_005M,B27006_006E,B27006_006M,B27006_007E,B27006_007M,B27006_008E,B27006_008M,B27006_009E,B27006_009M,B27006_010E,B27006_010M,B27006_011E,B27006_011M,B27006_012E,B27006_012M,B27006_013E,B27006_013M,B27006_014E,B27006_014M,B27006_015E,B27006_015M,B27006_016E,B27006_016M,B27006_017E,B27006_017M,B27006_018E,B27006_018M,B27006_019E,B27006_019M,B27006_020E,B27006_020M,B27006_021E,B27006_021M,B27006_022E,B27006_022M,B27006_023E,B27006_023M,B27006_024E,B27006_024M,B27006_025E,B27006_025M,B27006_026E,B27006_026M,B27006_027E,B27006_027M,B27006_028E,B27006_028M,B27006_029E,B27006_029M,B27006_030E,B27006_030M,B27006_031E,B27006_031M,B27006_032E,B27006_032M,B27006_033E,B27006_033M,B27006_034E,B27006_034M,B27006_035E,B27006_035M,B27006_036E,B27006_036M,B27006_037E,B27006_037M,B27006_038E,B27006_038M,B27006_039E,B27006_039M,B27006_040E,B27006_040M,B27006_041E,B27006_041M,B27006_042E,B27006_042M,B27006_043E,B27006_043M,B27006_044E,B27006_044M,B27006_045E,B27006_045M,B27006_046E,B27006_046M,B27006_047E,B27006_047M,B27006_048E,B27006_048M,B27006_049E,B27006_049M,B27006_050E,B27006_050M,B27006_051E,B27006_051M,B27006_052E,B27006_052M,B27006_053E,B27006_053M,B27006_054E,B27006_054M,B27006_055E,B27006_055M,B27006_056E,B27006_056M,B27006_057E,B27006_057M,NAME,B27006_001EA,B27006_001MA,B27006_002EA,B27006_002MA,B27006_003MA,B27006_003EA,B27006_004EA,B27006_004MA,B27006_005MA,B27006_005EA,B27006_006EA,B27006_006MA,B27006_007MA,B27006_007EA,B27006_008MA,B27006_008EA,B27006_009MA,B27006_009EA,B27006_010MA,B27006_010EA,B27006_011MA,B27006_011EA,B27006_012MA,B27006_012EA,B27006_013EA,B27006_013MA,B27006_014MA,B27006_014EA,B27006_015EA,B27006_015MA,B27006_016MA,B27006_016EA,B27006_017MA,B27006_017EA,B27006_018MA,B27006_018EA,B27006_019MA,B27006_019EA,B27006_020MA,B27006_020EA,B27006_021MA,B27006_021EA,B27006_022EA,B27006_022MA,B27006_023MA,B27006_023EA,B27006_024EA,B27006_024MA,B27006_025MA,B27006_025EA,B27006_026EA,B27006_026MA,B27006_027EA,B27006_027MA,B27006_028MA,B27006_028EA,B27006_029MA,B27006_029EA,B27006_030MA,B27006_030EA,B27006_031MA,B27006_031EA,B27006_032MA,B27006_032EA,B27006_033MA,B27006_033EA,B27006_034MA,B27006_034EA,B27006_035EA,B27006_035MA,B27006_036MA,B27006_036EA,B27006_037EA,B27006_037MA,B27006_038MA,B27006_038EA,B27006_039EA,B27006_039MA,B27006_040EA,B27006_040MA,B27006_041EA,B27006_041MA,B27006_042MA,B27006_042EA,B27006_043MA,B27006_043EA,B27006_044MA,B27006_044EA,B27006_045EA,B27006_045MA,B27006_046EA,B27006_046MA,B27006_047MA,B27006_047EA,B27006_048EA,B27006_048MA,B27006_049MA,B27006_049EA,B27006_050EA,B27006_050MA,B27006_051EA,B27006_051MA,B27006_052MA,B27006_052EA,B27006_053MA,B27006_053EA,B27006_054MA,B27006_054EA,B27006_055MA,B27006_055EA,B27006_056EA,B27006_056MA,B27006_057EA,B27006_057MA,state
0400000US01,4781070,1376,2299014,5729,175451,4215,386,303,175065,4178,389086,4464,1808,633,387278,4486,227516,3014,2826,908,224690,3141,291369,4681,6882,1516,284487,4876,285883,4547,10485,1823,275398,4747,304755,3606,25299,2753,279456,3975,301864,2427,48890,3681,252974,4069,206027,2088,196902,2396,9125,1548,117063,1405,116261,1546,802,465,2482056,5719,170608,4531,1386,732,169222,4442,371571,4441,1786,655,369785,4549,230942,3509,2429,931,228513,3505,316384,3907,6347,1661,310037,4314,312495,3594,12628,1981,299867,3957,328264,2452,25072,2400,303192,3462,331608,1850,53860,4073,277748,4098,238860,1574,232494,1763,6366,1161,181324,1464,179914,1629,1410,516,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,33698,1496,30,36,33668,1494,62128,1664,300,244,61828,1682,40434,1519,903,516,39531,1638,56423,1943,562,333,55861,1997,44642,1509,428,271,44214,1546,46999,1346,1480,593,45519,1400,48220,827,2108,685,46112,1063,24693,715,23000,761,1693,406,10052,395,9921,418,131,124,345793,1921,32218,1494,114,143,32104,1494,57873,1480,13,23,57860,1480,33290,868,243,226,33047,883,53261,1487,424,313,52837,1537,43754,1221,638,415,43116,1284,44535,1066,1087,366,43448,1130,45521,927,2398,629,43123,1090,23098,936,21458,994,1640,466,12243,644,12122,624,121,101,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,258843,2756,1619,827,257224,2771,565236,3270,4823,1448,560413,3461,330644,2097,3724,1221,326920,2256,440884,2848,7352,1539,433532,2980,403407,2911,8884,1436,394523,3268,405252,1967,17065,2154,388187,2707,379561,1603,36298,3189,343263,3685,304339,1328,285588,2624,18751,2146,205580,1133,201949,1658,3631,1007,3425608,3038,253182,3550,1979,1017,251203,3547,542132,3310,4451,1246,537681,3563,322705,1856,3011,949,319694,2057,440339,1920,7091,1598,433248,2527,418146,1585,6125,1418,412021,2194,424393,1711,16085,1957,408308,2613,426743,1123,40085,3442,386658,3620,343709,1572,328099,2784,15610,1936,254259,1552,248502,1964,5757,1309,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,112494,3446,866,457,111628,3379,250752,3844,1279,478,249473,3928,141008,2792,1304,584,139704,2951,180584,3563,3683,967,176901,3831,174942,2907,8262,1721,166680,3509,184703,2676,14423,2005,170280,3212,175501,1533,28644,2443,146857,2708,129382,1249,124453,1587,4929,1044,77075,1211,76183,1236,892,417,1497866,4230,113621,3212,617,446,113004,3205,226834,3890,1823,694,225011,3963,138958,3118,1608,696,137350,3146,193823,3800,6068,1367,187755,4082,183671,2666,8880,1710,174791,3173,192237,2466,18195,2132,174042,2679,193956,1470,32807,2375,161149,2929,146791,1500,141800,1806,4991,1298,107975,1375,106969,1424,1006,489,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,1534824,8172,10955,2016,1523869,8512,3108296,8951,23848,2738,3084448,9755,1951795,4340,18947,2139,1932848,4617,2892205,6046,33051,3018,2859154,6327,2533730,4059,42917,3847,2490813,5652,2559327,4401,78296,4667,2481031,6663,2211813,2721,175431,6705,2036382,7129,1371995,2913,1253566,5662,118429,4605,889183,2724,867984,3959,21199,2454,19596453,6021,1455144,8115,9584,1832,1445560,8156,3004875,8209,22656,2607,2982219,8545,1895181,3996,15727,2360,1879454,4459,2823855,4354,32051,3262,2791804,5388,2580433,3329,42397,3604,2538036,5069,2622629,2809,83375,4787,2539254,5623,2380883,2405,190586,7022,2190297,7205,1582231,3029,1469624,5609,112607,5391,1251222,3266,1222331,4543,28891,2702,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,206140,3658,1774,801,204366,3755,433329,4152,3083,1047,430246,4310,263619,3376,1811,710,261808,3572,408354,3606,4314,1025,404040,3742,365331,3195,5797,1376,359534,3621,347572,2495,8628,1499,338944,2877,331099,1888,22698,2203,308401,2653,206572,1413,195056,2014,11516,1589,111603,1171,109733,1329,1870,653,2693716,4738,196288,4036,1991,1000,194297,3976,419043,3911,3025,1039,416018,3986,247424,2175,1944,859,245480,2471,394696,2373,3122,1000,391574,2538,356146,2694,5572,1205,350574,3047,353995,1764,10539,1635,343456,2122,348202,1557,28070,2532,320132,2662,226357,1635,212915,2239,13442,1882,151565,1325,148491,1457,3074,584,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,113468,2411,317,397,113151,2450,276558,2735,1756,930,274802,2822,175814,1793,1093,648,174721,1848,214309,2027,2470,758,211839,2303,206251,1661,3811,1282,202440,2017,256260,1542,9796,1910,246464,2273,238760,983,15576,1982,223184,2263,144047,910,132602,1543,11445,1316,93790,1204,92707,1267,1083,493,1818726,2437,112147,2383,274,383,111873,2397,259748,2638,1409,734,258339,2684,170091,1524,1055,536,169036,1602,218550,1894,2601,907,215949,2083,221127,1513,4897,1287,216230,1929,276774,1502,9805,1513,266969,2187,254714,821,17670,1917,237044,2140,166694,1199,154479,1709,12215,1583,138881,1362,136994,1514,1887,620,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,33318,1130,137,214,33181,1152,70532,1224,558,483,69974,1293,43357,969,812,890,42545,1321,57773,1328,1128,587,56645,1435,52100,883,1669,690,50431,1107,61203,868,3216,882,57987,1386,58743,500,7123,1166,51620,1214,44247,833,41542,1068,2705,865,26409,686,25829,607,580,393,483521,1246,32614,1234,345,359,32269,1205,67307,1442,816,497,66491,1536,43669,928,291,234,43378,953,63017,1236,1237,610,61780,1307,56603,863,1985,792,54618,1067,66551,770,2281,812,64270,1224,67666,498,6891,972,60775,1079,50696,677,48377,1097,2319,833,35398,656,34963,685,435,293,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,26616,1137,135,160,26481,1131,33215,1079,267,276,32948,1126,34856,694,68,117,34788,698,69861,659,233,229,69628,666,46790,515,1266,691,45524,859,37860,401,1570,596,36290,745,32536,908,3489,837,29047,1137,18650,813,16164,732,2486,896,10763,545,10430,487,333,168,349535,1105,24750,852,83,97,24667,835,32834,808,88,146,32746,837,43910,568,332,309,43578,623,80488,493,930,581,79558,795,48030,334,377,226,47653,432,38552,149,1290,522,37262,459,36707,117,4514,1111,32193,1114,24893,562,22417,731,2476,594,19371,797,18897,857,474,258,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,668973,6922,3173,1016,665800,6948,1411689,8050,8183,2090,1403506,8198,874119,6410,9281,1900,864838,6397,1237740,7359,18529,2806,1219211,7740,1169159,5155,25054,3529,1144105,6397,1311981,5296,59804,4908,1252177,7185,1233381,3340,136229,6498,1097152,6935,1004899,2441,941188,4617,63711,4196,740784,2603,724173,3525,16611,2337,10307444,7951,646860,7836,4199,1476,642661,8022,1365879,7181,7896,1784,1357983,6912,855443,4601,6007,1488,849436,4753,1282278,4616,14832,2609,1267446,5163,1237548,4020,28692,3509,1208856,5283,1393405,3982,58804,4142,1334601,5457,1393133,2892,139149,6064,1253984,6280,1162418,3467,1096797,5555,65621,3957,970480,3446,950182,4254,20298,2814,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
