GEO_ID,C15002H_001E,C15002H_001M,C15002H_002E,C15002H_002M,C15002H_003E,C15002H_003M,C15002H_004E,C15002H_004M,C15002H_005E,C15002H_005M,C15002H_006E,C15002H_006M,C15002H_007E,C15002H_007M,C15002H_008E,C15002H_008M,C15002H_009E,C15002H_009M,C15002H_010E,C15002H_010M,C15002H_011E,C15002H_011M,NAME,C15002H_001MA,C15002H_001EA,C15002H_002MA,C15002H_002EA,C15002H_003EA,C15002H_003MA,C15002H_004EA,C15002H_004MA,C15002H_005MA,C15002H_005EA,C15002H_006MA,C15002H_006EA,C15002H_007MA,C15002H_007EA,C15002H_008MA,C15002H_008EA,C15002H_009EA,C15002H_009MA,C15002H_010MA,C15002H_010EA,C15002H_011MA,C15002H_011EA,state
0400000US15,251708,1073,138280,898,5411,1200,25404,2660,48380,3145,59085,2990,113428,355,5133,1492,19398,2137,35181,2112,53716,2752,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,921431,1157,452333,731,31872,2656,127748,4823,160302,6510,132411,5484,469098,861,31636,2964,125971,5083,188289,5494,123202,4530,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,5748466,1745,2775529,1303,178369,6598,743400,10847,816778,10392,1036982,11497,2972937,903,178629,5940,798335,11309,903350,12617,1092623,12350,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,3652170,1574,1764463,1069,181012,6236,641158,10651,495812,8963,446481,8253,1887707,1190,182577,7110,644294,9001,569123,9471,491713,8756,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1873980,1392,910012,760,63302,3477,314754,5360,289439,5731,242517,5987,963968,949,55817,3528,294412,5527,339411,5605,274328,5927,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1532073,1491,742809,1013,49448,2653,207236,4999,234609,5305,251516,5865,789264,1010,46389,2649,199766,5652,269440,5779,273669,5524,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2621431,1602,1258436,1178,194629,6013,452954,8964,328156,7840,282697,7458,1362995,1068,180385,6571,436802,7812,410272,7571,335536,7029,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1945585,1985,941812,1220,124772,4982,318726,7761,251574,6980,246740,6700,1003773,1481,99992,4208,340573,8103,282501,7262,280707,7594,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,915528,888,439140,550,40532,3018,151988,4949,120817,4467,125803,3833,476388,526,32169,2653,151534,4658,143027,4792,149658,4406,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2272082,1965,1094541,1160,80106,3785,272371,6997,259398,5679,482666,7738,1177541,1058,75224,3585,285001,6552,307821,7568,509495,7116,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,3621936,3937,1721981,2329,119999,4946,452644,9544,384907,8018,764431,8761,1899955,2098,110755,5348,453636,11423,488883,9900,846681,10699,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,5317387,2151,2584734,1486,223368,6564,779935,11279,831571,10495,749860,9874,2732653,1124,205588,6369,813772,9283,925534,9622,787759,9025,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3157190,1348,1545673,1026,79589,3381,422014,7228,503958,6977,540112,7688,1611517,591,65609,3044,395927,6455,550105,6263,599876,7652,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1192659,2456,575485,1894,79981,4635,178938,5612,180162,6218,136404,4702,617174,1501,65283,4262,183673,6133,212016,6197,156202,5560,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,3398735,2739,1642230,2069,174418,6075,528667,8637,479821,8860,459324,8577,1756505,1313,157825,6859,542200,8388,533342,8701,523138,8635,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,633603,860,314934,748,19570,1856,100196,4328,96957,4112,98211,4330,318669,337,16096,1652,95730,3853,102340,3625,104503,3224,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1044648,1198,509743,809,29367,2082,142601,4019,179176,4472,158599,4182,534905,803,26704,1908,139753,3781,191682,4531,176766,4713,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1119394,1409,567877,959,40662,3683,154856,5669,203988,5314,168371,5641,551517,908,37192,2998,149150,4840,211450,5526,153725,4899,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,870278,445,423222,426,30651,2319,124207,4629,117965,4433,150399,4427,447056,109,24515,2224,127825,4551,136464,4449,158252,4492,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3677456,2305,1758997,1372,116884,5319,487801,8845,400873,7969,753439,10549,1918459,1318,118680,5782,572998,9796,445823,9127,780958,10410,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,617719,1761,302318,1321,18775,2366,67992,3344,98343,3874,117208,4361,315401,1049,14672,1951,67734,3834,104160,3819,128835,3858,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,8044662,3684,3872549,2369,291210,7315,1033827,11768,979682,13215,1567830,12500,4172113,2035,281155,7108,1098113,12888,1064424,12368,1728421,12507,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,4607089,3936,2200124,2479,236135,6375,590217,11618,654480,11090,719292,9924,2406965,2300,210481,7321,600086,9424,787396,11668,809002,10585,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,436239,386,221098,183,15862,1433,62652,3007,81551,3217,61033,2945,215141,304,13066,1378,58362,2851,74265,2502,69448,3019,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,6541286,2301,3151979,1582,298617,8216,1114747,13564,865218,9884,873397,11490,3389307,1106,295111,7066,1147222,13624,1007000,13947,939974,12632,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1852170,1578,893958,1024,89057,3718,289922,5224,272826,5225,242153,5271,958212,997,91482,3880,294873,5405,314844,5435,257013,5261,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,2281052,921,1107391,643,77351,3866,268021,6545,391316,9616,370703,8463,1173661,745,72560,4295,274150,7230,430537,7502,396414,6801,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,7213275,2492,3469846,1534,299703,8571,1268595,13423,813539,11318,1088009,12643,3743429,1269,295633,6437,1367818,13472,922510,13146,1157468,10739,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,573543,1047,270833,635,26776,2624,77158,3462,69600,4127,97299,3521,302710,603,27906,2716,81777,4164,86647,4113,106380,4047,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,2247643,1942,1078170,1468,118876,5423,291829,8110,314338,7461,353127,7399,1169473,1155,109494,5645,326201,8297,374618,9400,359160,7342,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,490147,902,242256,611,18095,1437,80907,3359,75723,3005,67531,3103,247891,655,14201,1655,72961,3098,84668,3209,76061,3172,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,3483621,2338,1668801,1596,220290,6556,563515,9616,430685,8148,454311,8410,1814820,1440,207493,6228,604816,9248,510926,8905,491585,9430,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,8475882,5188,4134628,3412,284753,10612,981803,16130,1300285,16174,1567787,16047,4341254,3807,279554,8534,1045599,12891,1430722,17209,1585379,15835,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,1428908,1061,706499,722,36898,3135,157612,6366,246397,7319,265592,6299,722409,739,32793,2717,172208,5036,289297,6437,228111,5987,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,416024,561,201138,304,18601,1779,65549,2812,47563,2847,69425,2946,214886,481,13022,1615,57403,2357,59417,2698,85044,2685,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3753743,4342,1823568,3292,159810,5641,444321,8499,474577,8952,744860,9634,1930175,1638,140202,5436,471764,9380,550659,9178,767550,9989,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,3661107,1478,1803392,873,109898,5328,431347,8478,605029,9420,657118,10657,1857715,979,95854,4880,419475,9921,688732,11520,653654,8775,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1215911,2156,587059,2043,90580,3907,253467,5669,133952,4649,109060,4176,628852,855,82138,4269,248597,6901,173558,5066,124559,5522,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,3369492,1130,1652112,844,114703,3653,537366,7500,523890,7870,476153,8192,1717380,658,96255,3729,528156,7989,561632,8646,531337,7490,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,339931,812,171511,112,9448,1192,52916,3023,61600,3330,47547,2640,168420,808,9838,2093,45093,2968,66192,3722,47297,3268,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,19854,2387,9016,1581,1591,680,1463,702,3133,1039,2829,800,10838,1824,1701,590,1927,736,3437,1182,3773,939,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
