GEO_ID,B22005D_001E,B22005D_001M,B22005D_002E,B22005D_002M,B22005D_003E,B22005D_003M,NAME,B22005D_001MA,B22005D_001EA,B22005D_002MA,B22005D_002EA,B22005D_003MA,B22005D_003EA,state
0400000US01,18716,1536,1281,498,17435,1494,Alabama,null,null,null,null,null,null,01
0400000US02,10665,1266,1306,521,9359,1230,Alaska,null,null,null,null,null,null,02
0400000US04,67872,2806,4629,969,63243,2993,Arizona,null,null,null,null,null,null,04
0400000US05,13698,1308,470,344,13228,1235,Arkansas,null,null,null,null,null,null,05
0400000US06,1735010,11118,84115,4319,1650895,10829,California,null,null,null,null,null,null,06
0400000US08,51686,2036,4237,989,47449,2228,Colorado,null,null,null,null,null,null,08
0400000US09,49129,2313,2883,895,46246,2526,Connecticut,null,null,null,null,null,null,09
0400000US10,11083,994,763,372,10320,978,Delaware,null,null,null,null,null,null,10
0400000US11,11592,1140,146,160,11446,1177,District of Columbia,null,null,null,null,null,null,11
0400000US12,161823,5090,11460,2079,150363,5355,Florida,null,null,null,null,null,null,12
0400000US13,116007,3119,6791,1267,109216,3088,Georgia,null,null,null,null,null,null,13
0400000US15,171085,4479,15384,1674,155701,4500,Hawaii,null,null,null,null,null,null,15
0400000US16,6151,1109,416,338,5735,1076,Idaho,null,null,null,null,null,null,16
0400000US17,220140,4762,19994,2220,200146,5430,Illinois,null,null,null,null,null,null,17
0400000US18,40179,2099,2991,848,37188,2156,Indiana,null,null,null,null,null,null,18
0400000US19,21198,1665,2250,652,18948,1758,Iowa,null,null,null,null,null,null,19
0400000US20,23143,1784,1924,500,21219,1852,Kansas,null,null,null,null,null,null,20
0400000US21,18527,1672,1761,609,16766,1770,Kentucky,null,null,null,null,null,null,21
0400000US22,23316,1364,1822,786,21494,1477,Louisiana,null,null,null,null,null,null,22
0400000US23,3805,717,904,423,2901,680,Maine,null,null,null,null,null,null,23
0400000US24,119454,3243,6635,1246,112819,3280,Maryland,null,null,null,null,null,null,24
0400000US25,137446,3545,17494,1973,119952,4145,Massachusetts,null,null,null,null,null,null,25
0400000US26,92699,2808,5173,915,87526,2663,Michigan,null,null,null,null,null,null,26
0400000US27,69725,2556,10530,1293,59195,2677,Minnesota,null,null,null,null,null,null,27
0400000US28,9741,1431,484,310,9257,1481,Mississippi,null,null,null,null,null,null,28
0400000US29,36357,1969,2109,711,34248,2011,Missouri,null,null,null,null,null,null,29
0400000US30,2782,752,0,165,2782,752,Montana,null,null,null,null,null,null,30
0400000US31,12538,1173,1671,819,10867,997,Nebraska,null,null,null,null,null,null,31
0400000US32,75445,3038,6248,1368,69197,3106,Nevada,null,null,null,null,null,null,32
0400000US33,10702,1239,368,249,10334,1236,New Hampshire,null,null,null,null,null,null,33
0400000US34,254868,4024,12167,1654,242701,4040,New Jersey,null,null,null,null,null,null,34
0400000US35,8230,1178,964,501,7266,1163,New Mexico,null,null,null,null,null,null,35
0400000US36,512712,6530,67173,3149,445539,6972,New York,null,null,null,null,null,null,36
0400000US37,80456,3222,5672,1157,74784,3283,North Carolina,null,null,null,null,null,null,37
0400000US38,3776,767,887,476,2889,791,North Dakota,null,null,null,null,null,null,38
0400000US39,76634,2612,6702,1508,69932,2312,Ohio,null,null,null,null,null,null,39
0400000US40,23543,1496,2209,591,21334,1518,Oklahoma,null,null,null,null,null,null,40
0400000US41,52697,2300,7276,1151,45421,2269,Oregon,null,null,null,null,null,null,41
0400000US42,127957,3211,13903,1665,114054,3121,Pennsylvania,null,null,null,null,null,null,42
0400000US44,10853,1368,1319,641,9534,1316,Rhode Island,null,null,null,null,null,null,44
0400000US45,20479,1520,1221,509,19258,1555,South Carolina,null,null,null,null,null,null,45
0400000US46,3102,831,480,347,2622,874,South Dakota,null,null,null,null,null,null,46
0400000US47,31141,2086,1677,689,29464,2194,Tennessee,null,null,null,null,null,null,47
0400000US48,393743,4902,27266,2374,366477,5483,Texas,null,null,null,null,null,null,48
0400000US49,20517,1394,980,567,19537,1508,Utah,null,null,null,null,null,null,49
0400000US50,2420,584,655,464,1765,522,Vermont,null,null,null,null,null,null,50
0400000US51,160239,3472,8185,1135,152054,3715,Virginia,null,null,null,null,null,null,51
0400000US53,192887,4790,21548,2613,171339,5091,Washington,null,null,null,null,null,null,53
0400000US54,4751,819,55,73,4696,807,West Virginia,null,null,null,null,null,null,54
0400000US55,44708,1802,5614,1215,39094,1950,Wisconsin,null,null,null,null,null,null,55
0400000US56,1277,706,52,63,1225,703,Wyoming,null,null,null,null,null,null,56
0400000US72,2977,874,1139,535,1838,633,Puerto Rico,null,null,null,null,null,null,72
