GEO_ID,B24090_001E,B24090_001M,B24090_002E,B24090_002M,B24090_003E,B24090_003M,B24090_004E,B24090_004M,B24090_005E,B24090_005M,B24090_006E,B24090_006M,B24090_007E,B24090_007M,B24090_008E,B24090_008M,B24090_009E,B24090_009M,B24090_010E,B24090_010M,B24090_011E,B24090_011M,B24090_012E,B24090_012M,B24090_013E,B24090_013M,B24090_014E,B24090_014M,B24090_015E,B24090_015M,B24090_016E,B24090_016M,B24090_017E,B24090_017M,B24090_018E,B24090_018M,B24090_019E,B24090_019M,B24090_020E,B24090_020M,B24090_021E,B24090_021M,NAME,B24090_001MA,B24090_001EA,B24090_002EA,B24090_002MA,B24090_003MA,B24090_003EA,B24090_004MA,B24090_004EA,B24090_005EA,B24090_005MA,B24090_006MA,B24090_006EA,B24090_007MA,B24090_007EA,B24090_008MA,B24090_008EA,B24090_009EA,B24090_009MA,B24090_010EA,B24090_010MA,B24090_011MA,B24090_011EA,B24090_012MA,B24090_012EA,B24090_013EA,B24090_013MA,B24090_014MA,B24090_014EA,B24090_015MA,B24090_015EA,B24090_016EA,B24090_016MA,B24090_017MA,B24090_017EA,B24090_018MA,B24090_018EA,B24090_019MA,B24090_019EA,B24090_020EA,B24090_020MA,B24090_021MA,B24090_021EA,state
0400000US01,1462180,14418,827353,10388,641620,9867,610604,10160,31016,2520,32422,3126,46486,3496,32618,3339,34278,2623,39021,3093,908,529,634827,11124,433617,9814,422798,9822,10819,1731,59539,4003,51093,3277,51927,3822,22847,2134,15608,1781,196,168,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,225583,5428,129431,3675,81179,3429,75196,3266,5983,1102,8186,1472,8369,1109,9775,1367,14860,1778,7018,1258,44,53,96152,3484,50217,3101,47491,3086,2726,743,14157,1500,8673,1275,12746,1539,6533,1214,3583,857,243,257,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2043387,18177,1169857,12211,912062,12769,855744,12366,56318,4107,46998,3245,67082,3959,44863,3693,41741,3421,55671,3819,1440,717,873530,11973,618232,10286,599322,10555,18910,2377,80309,4740,68200,3817,54581,3732,25968,2429,25271,2530,969,424,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,908156,10674,511451,7996,391850,8228,370613,8004,21237,2031,21878,2302,26015,2654,26956,2395,12599,1905,31572,3368,581,441,396705,8032,253855,7017,248619,6990,5236,1128,41491,3916,27023,2584,51367,3606,9994,1382,12665,2083,310,185,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12153335,46674,7158555,34592,5537372,34210,5228705,33525,308667,8167,315835,8347,403978,9780,223583,6716,169445,6860,500990,12408,7352,1483,4994780,28870,3426078,25626,3314832,25479,111246,5269,459440,11022,477635,9697,268155,7966,104240,6083,252481,8855,6751,1303,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1909842,16658,1120867,11438,878164,11109,812737,10799,65427,3787,54934,3364,59917,4082,34705,2963,36504,2721,55383,4462,1260,603,788975,10959,527482,10194,500587,10008,26895,2524,91579,5303,65815,3833,47428,3433,25679,2543,29458,2791,1534,731,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1215730,10876,689030,8502,526540,9355,493209,8980,33331,2752,39570,2895,39940,2864,27556,2557,13406,1995,41124,3085,894,438,526700,8067,349948,7878,339078,7708,10870,1474,73932,3896,43662,3595,32996,2836,7295,1540,17799,2215,1068,528,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,313631,7236,167820,4717,128638,4481,119281,4421,9357,1270,10088,1484,6144,1618,11483,1976,5088,1004,6379,1406,0,190,145811,4758,98745,4302,95769,4172,2976,971,16199,1929,4772,1244,19355,1971,3375,852,3123,927,242,237,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,267893,5138,136570,3774,75954,3694,71297,3909,4657,947,20276,1889,5719,1159,2612,1044,26825,2412,5109,1304,75,124,131323,3737,56764,3658,54892,3487,1872,695,30736,2811,8406,1535,2764,917,28276,2620,4102,954,275,197,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,6309433,33826,3480552,24772,2775303,25389,2493734,26557,281569,7708,140135,7874,215317,8031,78213,4370,92423,5267,175439,8844,3722,1182,2828881,21757,2062134,21180,1965474,21289,96660,5051,244150,8389,249300,8676,117872,5509,57260,3896,94663,5021,3502,1113,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
