GEO_ID,C07008_001E,C07008_001M,C07008_002E,C07008_002M,C07008_003E,C07008_003M,C07008_004E,C07008_004M,C07008_005E,C07008_005M,C07008_006E,C07008_006M,C07008_007E,C07008_007M,C07008_008E,C07008_008M,C07008_009E,C07008_009M,C07008_010E,C07008_010M,C07008_011E,C07008_011M,C07008_012E,C07008_012M,C07008_013E,C07008_013M,C07008_014E,C07008_014M,C07008_015E,C07008_015M,C07008_016E,C07008_016M,C07008_017E,C07008_017M,C07008_018E,C07008_018M,C07008_019E,C07008_019M,C07008_020E,C07008_020M,C07008_021E,C07008_021M,C07008_022E,C07008_022M,C07008_023E,C07008_023M,C07008_024E,C07008_024M,C07008_025E,C07008_025M,C07008_026E,C07008_026M,C07008_027E,C07008_027M,C07008_028E,C07008_028M,C07008_029E,C07008_029M,C07008_030E,C07008_030M,NAME,C07008_001MA,C07008_001EA,C07008_002MA,C07008_002EA,C07008_003MA,C07008_003EA,C07008_004MA,C07008_004EA,C07008_005MA,C07008_005EA,C07008_006MA,C07008_006EA,C07008_007EA,C07008_007MA,C07008_008MA,C07008_008EA,C07008_009EA,C07008_009MA,C07008_010MA,C07008_010EA,C07008_011MA,C07008_011EA,C07008_012MA,C07008_012EA,C07008_013MA,C07008_013EA,C07008_014MA,C07008_014EA,C07008_015MA,C07008_015EA,C07008_016EA,C07008_016MA,C07008_017MA,C07008_017EA,C07008_018EA,C07008_018MA,C07008_019MA,C07008_019EA,C07008_020EA,C07008_020MA,C07008_021EA,C07008_021MA,C07008_022MA,C07008_022EA,C07008_023MA,C07008_023EA,C07008_024MA,C07008_024EA,C07008_025MA,C07008_025EA,C07008_026EA,C07008_026MA,C07008_027EA,C07008_027MA,C07008_028MA,C07008_028EA,C07008_029EA,C07008_029MA,C07008_030MA,C07008_030EA,state
0400000US13,8139039,3991,2779550,21088,3809787,33655,1101654,22325,448048,10969,6889326,26748,2198680,22542,3378525,31209,910371,18670,401750,10039,586830,21641,277250,12779,190992,11330,97718,6445,20870,2532,393203,12400,195114,8836,125468,9109,59872,4388,12749,1970,223400,10897,90810,5865,92664,7916,29441,3019,10485,2246,46280,4699,17696,2783,22138,3122,4252,1249,2194,682,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1168301,806,391959,8649,576385,10866,127346,6163,72611,3285,1000454,7677,326942,9194,497760,10849,107485,5490,68267,3241,101362,6984,38893,4147,44213,4740,15456,2229,2800,779,7078,1885,3931,1176,2238,1216,543,397,366,265,45289,3675,17570,2417,23795,2715,3161,988,763,349,14118,2612,4623,1170,8379,1895,701,334,415,327,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1294692,1881,367562,9106,691208,12601,173166,8359,62756,2923,1055246,11123,270430,8053,594737,10588,133860,7356,56219,3099,131074,8263,56779,4875,47700,5681,22619,3254,3976,1258,40955,4789,16748,2526,16236,3043,6870,1584,1101,616,60037,5533,20057,2831,29725,3994,8918,2001,1337,658,7380,2009,3548,1375,2810,1074,899,586,123,154,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10412828,3095,3695268,20479,4933980,30038,1183497,18113,600083,9181,9046730,21906,2987129,23775,4505370,28269,1005919,15267,548312,9282,847864,20324,427652,15129,270255,10874,116008,4755,33949,2905,280152,9792,156097,6087,75583,5389,38860,3066,9612,1522,180382,8383,98051,6028,57184,5167,19469,2480,5678,1049,57700,4380,26339,3195,25588,3513,3241,870,2532,813,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5314761,3633,1670222,16600,2568008,25468,754529,14336,322002,6797,4504453,17518,1272941,17737,2329080,25193,616900,13178,285532,6537,469751,14090,223048,8668,138758,7372,85710,5096,22235,2312,200484,8651,107706,6023,50959,4868,34037,3491,7782,1490,120399,7734,57076,5034,41589,4058,16238,1967,5496,1313,19674,3109,9451,1510,7622,2756,1644,633,957,449,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2518654,2648,744266,11049,1311976,15846,303848,9042,158564,4490,2120434,12497,539139,12214,1193444,15585,248306,7565,139545,4538,218299,8519,108883,5703,67028,5061,30379,3725,12009,1596,98915,6220,54272,4197,25648,3062,15784,2143,3211,620,71109,5435,37847,3409,20893,2945,8988,1520,3381,1106,9897,2076,4125,1084,4963,1845,391,246,418,228,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2312560,2500,694735,9952,1185894,17617,293256,9636,138675,5296,1934419,10562,520245,9717,1054991,16080,236646,8258,122537,4656,204159,8694,89945,6902,69675,5048,34603,3212,9936,1568,83466,5559,43639,3997,25068,2678,11694,1591,3065,853,74193,5355,31634,3319,30710,3555,9209,1942,2640,917,16323,2966,9272,2129,5450,1420,1104,495,497,335,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,3588805,2946,1024631,11078,1763582,17927,562613,11246,237979,7479,3056777,16737,789921,12104,1594811,16549,457273,10676,214772,6987,282764,12548,120373,6929,90162,7133,59593,4736,12636,1580,148337,7208,68185,4372,42095,4466,31321,3253,6736,1267,87629,6377,40379,4043,30590,3391,13282,2133,3378,794,13298,2391,5773,1779,5924,1484,1144,625,457,239,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3740919,3718,1332803,16865,1609149,25387,542718,12544,256249,7680,3267162,13426,1100283,16311,1468109,23354,462457,12693,236313,7597,263933,10834,129053,7655,81413,7079,41855,3627,11612,1522,118285,6878,62674,4818,26241,3093,24465,3019,4905,1073,79008,6031,35848,3783,27231,3706,12910,2331,3019,955,12531,2151,4945,1433,6155,1691,1031,465,400,280,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1121207,1499,321893,6430,556473,10200,169726,6701,73115,3503,958305,8084,240401,7338,510969,9105,142383,6249,64552,3423,96983,5892,47528,4331,26592,3621,17384,2321,5479,1239,36368,4249,20222,3109,8390,1889,6138,1408,1618,520,26355,2484,12472,1567,9084,1916,3445,866,1354,716,3196,808,1270,547,1438,542,376,257,112,122,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4890571,1819,1721562,15885,2289180,22258,604495,14387,275334,7680,4200785,18459,1384920,17892,2056923,21407,507519,12834,251423,7381,358655,13975,170088,8164,117385,7254,57789,4673,13393,1677,150695,8194,82328,5993,41933,4571,21201,2387,5233,1035,141010,7901,67803,4842,53857,4594,16387,2343,2963,811,39426,3885,16423,2388,19082,2927,1599,536,2322,884,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,5658173,1339,2112967,19753,2581552,23974,645427,12985,318227,7743,4937779,15417,1713887,20085,2370296,24667,562714,12909,290882,7308,375744,13978,197002,9347,108585,6074,52546,4100,17611,2184,167194,8088,97900,5963,48334,4473,16692,2055,4268,1017,120404,6555,74471,4978,31843,3768,10331,1761,3759,1108,57052,5031,29707,3606,22494,3213,3144,1031,1707,691,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,8116804,2864,2725274,17811,3863695,24068,1041899,15473,485936,7762,6961961,19716,2105967,18659,3542965,21720,873306,14429,439723,7621,693250,15410,370928,11029,181026,8903,111597,4725,29699,2565,302420,10400,174031,7411,77853,5544,39837,3152,10699,1374,119446,6336,56850,3528,44341,4210,14053,1609,4202,912,39727,4577,17498,2519,17510,2655,3106,730,1613,571,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,4420760,2259,1402590,12263,2291789,16409,497804,9453,228577,5041,3766536,15534,1064505,14118,2084643,17056,414792,8637,202596,4472,327312,10305,160670,6240,105585,6160,46898,3796,14159,2085,209547,8057,119089,5958,55895,4485,26083,2105,8480,1310,91695,5605,47807,3666,32704,3443,8348,1289,2836,699,25670,3357,10519,1549,12962,2569,1683,660,506,325,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2388147,2890,825337,11233,1047602,17122,348539,8670,166669,6002,2071585,12382,666200,11827,955575,16580,297027,7895,152783,5467,164132,11016,77557,7157,51520,5288,28626,3224,6429,1484,87205,6773,47868,4696,20931,3042,14038,1756,4368,1054,57993,5483,30384,3058,17154,2880,7886,1801,2569,798,7232,1561,3328,865,2422,995,962,444,520,372,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4931458,3176,1506324,14627,2406875,23631,698985,13195,319274,7029,4163263,17256,1130990,16082,2173471,23175,571574,11607,287228,6326,403519,12989,192004,9119,120933,6248,70067,5696,20515,2430,216363,9307,110484,6750,60018,4741,39215,3440,6646,1085,128732,5919,62062,3781,46099,3895,16470,2274,4101,933,19581,2406,10784,2005,6354,1320,1659,566,784,515,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,844438,1510,246138,5637,427681,8933,119488,5933,51131,2280,712215,7287,181565,5378,384725,9053,100188,5099,45737,2185,67013,4891,31074,3033,22226,3066,10486,1724,3227,885,28218,3207,15533,2090,7300,1780,4208,1118,1177,514,34326,3751,16617,2287,12292,2514,4442,1042,975,469,2666,932,1349,522,1138,652,164,126,15,27,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1501794,1721,459549,7893,776901,11080,179751,5996,85593,3227,1260102,8373,335477,8774,700364,10351,147394,5160,76867,2943,134541,6377,69850,4335,40046,3806,19028,2020,5617,1090,57255,4234,32573,2606,16192,2587,6480,1235,2010,575,41673,3076,18273,2127,16607,2344,5984,1324,809,325,8223,1109,3376,817,3692,838,865,392,290,206,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2332895,1049,776266,11088,1040976,17212,387844,11757,127809,4845,1886170,14497,579825,10557,889949,16598,303278,9274,113118,4672,300809,13265,134545,7298,94803,6698,62094,5320,9367,1623,21514,2565,10965,1626,5526,1550,4713,1314,310,243,108479,7136,45878,4615,42768,4564,16068,2237,3765,904,15923,2462,5053,1256,7930,1873,1691,637,1249,585,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1117604,1127,333734,7060,571010,12026,150737,7542,62123,3452,961780,7151,256788,7717,524842,11907,124678,7085,55472,3323,79675,5612,36517,3941,25175,3873,14462,2166,3521,841,23627,2744,13264,2046,4788,1486,4090,971,1485,535,45913,4122,24336,2663,13070,1945,6890,1636,1617,675,6609,1572,2829,1046,3135,1098,617,325,28,84,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,7313818,1478,2533026,18646,3572956,24139,756631,12178,451205,8006,6603536,19087,2219488,15670,3298609,25099,666079,12324,419360,8068,365478,14424,156225,8491,137047,8448,56414,4787,15792,2027,170406,8916,84179,5664,58814,6275,19521,2492,7892,1398,118377,6471,52115,4055,50295,4555,11132,1782,4835,1049,56021,5041,21019,3003,28191,3749,3485,948,3326,842,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1668989,2785,569603,10285,750819,13147,248082,7395,100485,4645,1438808,9356,457312,9416,677176,12320,210540,6936,93780,4558,135940,8005,68012,5311,40117,4652,23556,3054,4255,1081,40752,3897,23600,2883,10370,2152,5711,1296,1071,679,45490,3992,17085,2034,19912,2723,7114,1364,1379,667,7999,1741,3594,1216,3244,1224,1161,667,0,193,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,16312417,2940,6342191,33372,7166752,37832,1862826,22115,940648,14032,14564372,24683,5374355,30436,6656554,38126,1657881,21663,875582,13005,961598,21446,503750,13983,290841,11692,125544,6186,41463,3462,424768,11452,256469,7785,104656,7710,49548,3789,14095,2041,230293,8631,143043,6986,60645,4559,21211,2775,5394,1194,131386,8585,64574,5530,54056,5400,8642,1476,4114,1042,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,8146843,4891,2586391,21405,3920959,32019,1136610,17666,502883,9043,6887780,26034,1991347,26281,3493388,28424,943165,16940,459880,8134,651564,17906,308302,12944,211304,9065,107703,6057,24255,2467,309418,12027,160166,7829,90101,6917,50228,3992,8923,1550,258714,11638,111743,6938,105139,7109,33205,3509,8627,1429,39367,3743,14833,2343,21027,2469,2309,693,1198,565,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,611660,1723,198445,5929,315256,7069,64487,3690,33472,2178,494573,6748,135340,6193,277400,6720,51675,3258,30158,2165,57133,5564,28750,3559,19985,3080,6496,1910,1902,705,21578,2485,11954,1813,6354,1554,2612,803,658,348,35165,4014,20547,2222,10432,3089,3564,1162,622,386,3211,933,1854,812,1085,466,140,192,132,111,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,9451449,3690,3037068,22646,4492468,32680,1317224,18941,604689,10633,8035619,25015,2313378,26611,4090603,29568,1090878,16478,540760,10372,866299,22076,433500,12105,238963,11354,151300,6824,42536,2916,340429,12204,191485,7220,87547,7331,49294,3756,12103,1511,168323,7774,81075,6070,57822,4953,22053,2558,7373,1410,40779,4241,17630,2516,17533,2877,3699,1118,1917,603,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3108452,1929,885590,9492,1540205,13911,474623,8645,208034,4701,2588843,13307,655501,10381,1366874,14105,381458,8483,185010,4445,276929,10985,118791,6728,93131,6083,52393,3327,12614,1538,136320,5612,63239,3945,40731,3049,26215,2086,6135,979,90041,5106,39789,2939,32936,3349,13761,1841,3555,978,16319,2792,8270,1542,6533,1869,796,409,720,318,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3316989,2594,1028781,12526,1613328,17564,499131,10486,175749,5248,2727284,15452,741735,15883,1426139,17178,402545,9305,156865,5322,322454,12324,155363,8764,100046,6517,56145,3725,10900,1639,125846,7544,62927,5057,37088,3869,22090,2601,3741,822,122772,6541,60200,4755,42500,4378,16768,2579,3304,904,18633,3233,8556,2064,7555,1997,1583,748,939,486,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
