B21007_013E,B21007_013M,B21007_014E,B21007_014M,B21007_015E,B21007_015M,B21007_016E,B21007_016M,B21007_017E,B21007_017M,B21007_018E,B21007_018M,B21007_019E,B21007_019M,B21007_020E,B21007_020M,B21007_021E,B21007_021M,B21007_022E,B21007_022M,B21007_023E,B21007_023M,B21007_024E,B21007_024M,B21007_025E,B21007_025M,B21007_026E,B21007_026M,B21007_027E,B21007_027M,B21007_028E,B21007_028M,B21007_029E,B21007_029M,B21007_030E,B21007_030M,B21007_031E,B21007_031M,B21007_032E,B21007_032M,B21007_033E,B21007_033M,B21007_034E,B21007_034M,B21007_035E,B21007_035M,B21007_036E,B21007_036M,B21007_037E,B21007_037M,B21007_038E,B21007_038M,B21007_039E,B21007_039M,B21007_040E,B21007_040M,B21007_041E,B21007_041M,B21007_042E,B21007_042M,B21007_043E,B21007_043M,B21007_044E,B21007_044M,B21007_045E,B21007_045M,B21007_046E,B21007_046M,B21007_047E,B21007_047M,B21007_048E,B21007_048M,B21007_049E,B21007_049M,B21007_050E,B21007_050M,B21007_051E,B21007_051M,B21007_052E,B21007_052M,B21007_053E,B21007_053M,B21007_054E,B21007_054M,B21007_055E,B21007_055M,B21007_056E,B21007_056M,B21007_057E,B21007_057M,B21007_058E,B21007_058M,B21007_059E,B21007_059M,B21007_060E,B21007_060M,B21007_061E,B21007_061M,GEO_ID,B21007_001E,B21007_001M,B21007_002E,B21007_002M,B21007_003E,B21007_003M,B21007_004E,B21007_004M,B21007_005E,B21007_005M,B21007_006E,B21007_006M,B21007_007E,B21007_007M,B21007_008E,B21007_008M,B21007_009E,B21007_009M,B21007_010E,B21007_010M,B21007_011E,B21007_011M,B21007_012E,B21007_012M,B21007_013MA,B21007_013EA,B21007_014EA,B21007_014MA,B21007_015EA,B21007_015MA,B21007_016MA,B21007_016EA,B21007_017MA,B21007_017EA,B21007_018MA,B21007_018EA,B21007_019EA,B21007_019MA,B21007_020EA,B21007_020MA,B21007_021EA,B21007_021MA,B21007_022MA,B21007_022EA,B21007_023MA,B21007_023EA,B21007_024MA,B21007_024EA,B21007_025EA,B21007_025MA,B21007_026EA,B21007_026MA,B21007_027MA,B21007_027EA,B21007_028MA,B21007_028EA,B21007_029MA,B21007_029EA,B21007_030EA,B21007_030MA,B21007_031EA,B21007_031MA,B21007_032EA,B21007_032MA,B21007_033MA,B21007_033EA,B21007_034MA,B21007_034EA,B21007_035MA,B21007_035EA,B21007_036EA,B21007_036MA,B21007_037EA,B21007_037MA,B21007_038MA,B21007_038EA,B21007_039MA,B21007_039EA,B21007_040MA,B21007_040EA,B21007_041EA,B21007_041MA,B21007_042EA,B21007_042MA,B21007_043EA,B21007_043MA,B21007_044MA,B21007_044EA,B21007_045MA,B21007_045EA,B21007_046EA,B21007_046MA,B21007_047EA,B21007_047MA,B21007_048EA,B21007_048MA,B21007_049MA,B21007_049EA,B21007_050MA,B21007_050EA,B21007_051EA,B21007_051MA,B21007_052MA,B21007_052EA,B21007_053EA,B21007_053MA,B21007_054MA,B21007_054EA,B21007_055EA,B21007_055MA,B21007_056MA,B21007_056EA,B21007_057MA,B21007_057EA,B21007_058EA,B21007_058MA,B21007_059EA,B21007_059MA,B21007_060EA,B21007_060MA,B21007_061MA,B21007_061EA,NAME,B21007_001MA,B21007_001EA,B21007_002EA,B21007_002MA,B21007_003MA,B21007_003EA,B21007_004EA,B21007_004MA,B21007_005MA,B21007_005EA,B21007_006MA,B21007_006EA,B21007_007MA,B21007_007EA,B21007_008EA,B21007_008MA,B21007_009EA,B21007_009MA,B21007_010EA,B21007_010MA,B21007_011MA,B21007_011EA,B21007_012MA,B21007_012EA,state
420281,12942,1729217,15120,86838,5729,1642379,15320,2736244,7992,193410,8130,15114,2488,5337,1618,9777,1716,178296,8008,23383,2693,154913,7460,2542834,10958,337831,12282,77063,5195,260768,10581,2205003,16938,175713,9143,2029290,16737,1196754,4184,128518,5861,13650,1854,5814,1309,7836,1326,114868,5672,29634,3100,85234,4588,1068236,6402,138174,5852,53382,3763,84792,4819,930062,8021,156964,5894,773098,8273,1270304,3864,252973,6040,13787,1790,6062,1207,7725,1189,239186,5581,96522,4435,142664,4982,1017331,6574,109281,5798,50578,3387,58703,4196,908050,8382,310507,7551,597543,9152,0400000US13,7444088,4350,2240786,8092,55625,3497,6607,1414,559,392,6048,1438,49018,3281,4797,1285,44221,3193,2185161,8678,455944,13053,35663,3955,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
35852,3098,246222,4440,9322,1443,236900,4256,340945,2144,24194,2067,1004,504,182,120,822,496,23190,2164,2564,720,20626,1982,316751,3043,27083,2723,4540,951,22543,2508,289668,4175,17242,1709,272426,4311,178295,830,14625,1699,1826,754,698,492,1128,586,12799,1539,2763,857,10036,1313,163670,1632,15166,1821,4531,1062,10635,1444,148504,2499,16385,1663,132119,2882,232866,722,48988,2402,2058,581,969,460,1089,353,46930,2461,14670,1580,32260,2180,183878,2439,16185,1992,6754,1424,9431,1508,167693,3029,54405,3140,113288,3515,0400000US15,1056149,2635,304043,2772,18004,2726,1151,460,118,193,1033,422,16853,2603,1450,686,15403,2394,286039,3323,39817,3437,3965,1229,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
68282,5527,268310,5888,19853,3247,248457,6446,396638,3238,28921,2730,3041,1420,1148,1146,1893,952,25880,2395,4382,1050,21498,2395,367717,4135,45126,4056,12877,1880,32249,3590,322591,5479,29768,3044,292823,5816,201872,1632,22866,2313,2698,996,1414,738,1284,627,20168,2313,4504,1039,15664,1976,179006,2996,20767,3127,7930,2234,12837,2483,158239,3582,25273,2349,132966,3651,239003,1908,54883,2962,2170,600,1370,478,800,378,52713,2907,22330,2138,30383,2595,184120,3116,18508,2711,8578,2328,9930,1590,165612,3667,56061,3303,109551,3695,0400000US16,1192826,1944,355313,3277,10659,1905,1087,534,258,274,829,443,9572,1794,1998,820,7574,1752,344654,3819,76344,5820,8062,1749,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
443773,13285,2341208,13532,94828,4315,2246380,14516,3375544,5156,129740,5284,10518,1613,2998,670,7520,1392,119222,5096,12621,1747,106601,4907,3245804,6665,343896,9651,72052,3971,271844,9168,2901908,11318,181505,6645,2720403,13074,1627676,2873,96420,4361,9899,1313,4558,881,5341,1110,86521,4398,17008,1636,69513,3963,1531256,5028,147609,5995,55440,3562,92169,4606,1383647,7316,184402,5980,1199245,8933,1765021,3230,313596,6254,15088,1558,6104,1371,8984,1000,298508,6244,109799,4116,188709,5762,1451425,6565,134123,5162,62671,4230,71452,3697,1317302,8065,415287,7435,902015,9137,0400000US17,9632459,2749,2864218,5590,44533,3702,4797,1453,460,355,4337,1357,39736,3470,3008,743,36728,3331,2819685,6641,478477,12929,34704,3519,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
239309,8539,1115005,9358,67675,4839,1047330,10575,1676720,4513,100142,4597,8082,1503,3062,908,5020,1241,92060,4447,12297,1929,79763,4496,1576578,6523,182914,8437,57065,4223,125849,6337,1393664,9903,123601,4651,1270063,10053,848306,3053,70032,3468,6217,1236,2561,670,3656,1032,63815,3416,18857,2010,44958,2690,778274,4779,73882,4402,32976,2643,40906,3192,704392,6036,120847,4221,583545,6682,929091,2551,182414,4752,7873,1135,3784,773,4089,890,174541,4742,73046,4057,101495,3687,746677,4991,58878,3387,30105,2495,28773,2501,687799,5636,243807,5775,443992,6190,0400000US18,4868644,3204,1414527,4410,29705,2929,2998,970,515,301,2483,909,26707,2688,3247,911,23460,2591,1384822,5725,269817,9023,30508,3223,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
116221,6011,513360,6267,26357,2237,487003,6592,761125,3824,41785,2845,1993,542,648,280,1345,440,39792,2793,4881,997,34911,2583,719340,5397,65265,3914,18485,1740,46780,3854,654075,6724,46159,2750,607916,7256,410586,1952,32378,2379,2935,668,1595,528,1340,467,29443,2262,6282,940,23161,2138,378208,3132,27636,2311,12554,1590,15082,1609,350572,3621,46205,2670,304367,3792,477527,1744,104637,2501,4175,769,2182,552,1993,518,100462,2340,38913,2341,61549,2436,372890,2813,29446,2158,13489,1323,15957,1690,343444,2814,101724,3300,241720,3549,0400000US19,2305543,2144,656305,4092,13921,1916,1358,537,62,74,1296,532,12563,1797,1546,670,11017,1513,642384,4653,129024,5974,12803,1822,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
105473,6536,502727,7208,28952,2867,473775,7567,696431,3286,44992,3033,4373,1065,1750,703,2623,863,40619,2836,6493,1022,34126,2469,651439,4579,62567,4202,20738,2424,41829,3706,588872,5275,48562,3219,540310,5227,365591,1706,35288,2330,3040,703,1140,371,1900,573,32248,2130,8229,1107,24019,2009,330303,2852,28059,2347,12852,1439,15207,1895,302244,3318,41124,2653,261120,4032,407106,1936,85151,2624,3998,811,2288,554,1710,482,81153,2590,32139,2242,49014,2419,321955,3401,25818,2157,12632,1545,13186,1582,296137,3825,101443,4004,194694,4771,0400000US20,2103509,2756,634381,4136,15411,2291,1989,809,483,344,1506,700,13422,1954,1514,778,11908,1856,618970,4690,116243,6512,10770,1795,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
181971,7792,689252,8506,45991,3917,643261,8490,1140129,3512,68249,4895,6894,1377,2983,887,3911,1169,61355,4575,10358,1816,50997,3813,1071880,6000,174299,6698,69042,3965,105257,5556,897581,8448,106485,5697,791096,9406,583022,2511,55337,3312,5512,1134,2685,798,2827,776,49825,3131,14703,1652,35122,3008,527685,4073,67222,3840,34298,2545,32924,2849,460463,5196,102225,3774,358238,5375,651569,2463,129479,3871,6953,1178,3898,947,3055,732,122526,3920,52287,3138,70239,3269,522090,4319,65741,3665,34307,2498,31434,2487,456349,5309,174578,5318,281771,5966,0400000US21,3294811,2921,920091,3973,22656,2717,2810,1040,498,296,2312,978,19846,2308,3243,1004,16603,1965,897435,4510,208183,8770,26212,3369,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
212752,9219,798563,11535,55425,4895,743138,11625,1146327,6567,69308,4633,6565,1598,2617,984,3948,1182,62743,4404,8726,1700,54017,4241,1077019,8197,163646,7682,45918,4313,117728,6408,913373,10394,91184,4633,822189,10791,587999,2655,48978,3251,6319,1307,2663,834,3656,1067,42659,2952,12132,1783,30527,2538,539021,3934,75480,4512,32073,3023,43407,3247,463541,5479,90027,4765,373514,6593,631982,2785,112459,4225,7226,1183,3748,799,3478,858,105233,4077,45122,2566,60111,3196,519523,4376,73942,3808,35862,2791,38080,2919,445581,5003,166825,5488,278756,6467,0400000US22,3427985,3399,1061677,6211,22770,2350,3138,1166,197,198,2941,1155,19632,2125,1948,769,17684,2077,1038907,6610,240344,9406,27592,3109,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
36913,3985,194628,4557,14711,2112,179917,4597,346432,1882,23360,2246,2216,908,1115,630,1101,569,21144,2107,2957,772,18187,1966,323072,2833,37696,2715,13972,1691,23724,2121,285376,3866,26354,2388,259022,4425,209045,1126,22273,1960,2143,638,1329,570,814,386,20130,1940,5831,1175,14299,1659,186772,2138,20441,2245,11291,1764,9150,1308,166331,3111,27696,2617,138635,4004,243336,1154,55619,2042,2742,590,1105,413,1637,440,52877,2076,20440,1526,32437,2079,187717,2117,18774,1715,8963,1389,9811,1306,168943,2551,52354,2566,116589,3225,0400000US23,1042494,1726,243681,1844,4336,956,548,275,79,83,469,260,3788,854,692,315,3096,832,239345,2254,44717,4234,7804,1488,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
143380,6629,1108625,8015,53326,4287,1055299,8908,1611052,3732,103755,5132,2966,823,1046,443,1920,651,100789,4998,10685,1852,90104,4851,1507297,5667,109447,6484,26333,2914,83114,5653,1397850,8308,93393,4837,1304457,9176,777431,2222,69716,3779,5093,1237,1640,669,3453,1126,64623,3486,11781,1447,52842,3089,707715,4107,56339,3972,21835,2309,34504,3295,651376,5173,88415,4244,562961,5658,823583,2139,159281,3914,5878,995,2491,708,3387,708,153403,3898,53987,2597,99416,3421,664302,4240,54107,3685,25520,2798,28587,2637,610195,5309,179904,5439,430291,5877,0400000US24,4512927,2444,1300861,3309,32847,3436,1930,855,302,272,1628,880,30917,3255,2006,628,28911,3216,1268014,4697,159389,6450,16009,1790,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
189384,9564,1245446,9825,59321,4433,1186125,10315,1798838,3090,64222,4388,4782,1102,1721,721,3061,848,59440,4037,5748,1531,53692,3719,1734616,5494,153638,7405,46570,4397,107068,6753,1580978,8529,105162,5223,1475816,9463,900840,1799,55472,3267,5474,1082,2789,869,2685,631,49998,3121,9504,1598,40494,2812,845368,3773,75781,4211,30310,2750,45471,3436,769587,5053,98713,5508,670874,7560,1005729,1975,179394,4536,9455,1334,4508,1108,4947,906,169939,4364,62604,3282,107335,4111,826335,4969,83013,4848,38836,3008,44177,3610,743322,6682,224253,6332,519069,7743,0400000US25,5187505,1342,1482098,2938,21494,2445,1941,702,385,282,1556,612,19553,2500,1807,911,17746,2237,1460604,3581,215158,9789,25774,2801,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
386744,9176,1623766,11033,102644,5107,1521122,10696,2523683,3918,129303,5572,15104,1827,6512,1305,8592,1421,114199,5444,14359,1802,99840,5090,2394380,6294,308825,9517,96233,4674,212592,7903,2085555,9606,192566,5997,1892989,11085,1373801,1919,99526,4195,11340,1511,6485,1126,4855,1026,88186,4159,22146,2292,66040,3319,1274275,4333,145270,5815,63716,3934,81554,4291,1129005,7046,194650,5836,934355,8193,1533234,2177,305514,5122,14228,1183,6493,875,7735,925,291286,5219,118695,4172,172591,4644,1227720,5493,105528,3806,53356,2682,52172,2669,1122192,6050,364748,6204,757444,6351,0400000US26,7529183,2493,2098465,4055,35679,2765,4410,872,1189,443,3221,846,31269,2686,3734,896,27535,2620,2062786,5278,439020,9852,52276,3596,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
153234,7426,998726,8318,47245,2713,951481,8231,1410059,3054,63154,3545,3739,735,1225,486,2514,668,59415,3414,8213,1346,51202,2963,1346905,4809,100436,4231,33168,2782,67268,3692,1246469,6191,79548,3726,1166921,7530,726790,2320,60272,2762,3036,574,1200,364,1836,463,57236,2697,13009,1543,44227,2321,666518,3609,47302,2738,20002,1728,27300,2245,619216,4067,72322,3425,546894,4771,774084,1860,170020,3257,7374,1036,3702,712,3672,734,162646,3236,63813,2507,98833,2688,604064,3502,46400,2721,22091,2293,24309,1822,557664,4251,158021,4287,399643,4580,0400000US27,4102114,1935,1191181,3091,21014,2021,1242,556,248,165,994,558,19772,1877,1885,577,17887,1872,1170167,3472,171441,8068,18207,2195,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
147895,6689,452016,7875,26321,3179,425695,8196,742307,4955,38484,3291,3753,1105,1393,571,2360,901,34731,3320,5705,1209,29026,2958,703823,5857,126071,6585,38505,3446,87566,5199,577752,8688,67562,4287,510190,9698,370181,2189,30649,2704,4508,1305,2391,898,2117,839,26141,2379,7530,1364,18611,2012,339532,3538,58576,3887,28967,2731,29609,2867,280956,4776,61431,3799,219525,5143,428426,2079,77214,3331,5338,847,2965,711,2373,603,71876,3495,31896,2155,39980,2889,351212,3813,48200,3124,24838,2382,23362,2219,303012,4271,122649,4214,180363,5109,0400000US28,2172239,2270,631325,5024,14925,2354,1957,807,294,417,1663,680,12968,2271,1802,976,11166,2036,616400,5451,164384,7099,16489,2733,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
230860,8898,1005545,10075,58916,4376,946629,10848,1517297,4482,91932,4520,7699,1261,3529,1080,4170,1006,84233,4566,12403,1901,71830,4034,1425365,5567,163272,5989,56510,3994,106762,5301,1262093,7869,120246,5555,1141847,10188,799407,2733,77011,3332,6142,870,3349,789,2793,593,70869,3364,18550,2075,52319,3368,722396,4247,80796,5006,37629,2924,43167,4004,641600,5951,117225,5096,524375,6824,913988,2470,204551,4348,10511,1319,4669,862,5842,1070,194040,4422,81355,3576,112685,4315,709437,4913,67260,4018,33560,2784,33700,2772,642177,5596,219440,5421,422737,6415,0400000US29,4529237,3870,1298545,4791,34499,3506,5265,1600,1433,662,3832,1393,29234,3035,4485,1193,24749,2789,1264046,5639,258501,9280,27641,2827,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
41078,3096,161656,3758,10778,1897,150878,3970,244182,2096,17286,2169,1411,594,596,344,815,465,15875,2135,2071,622,13804,2112,226896,2870,25587,2572,8043,1474,17544,2103,201309,3680,15322,2074,185987,3673,150094,1006,16811,1776,1956,626,630,263,1326,564,14855,1865,3411,966,11444,1570,133283,2007,15371,1824,7090,1409,8281,1347,117912,2771,17452,1682,100460,2812,174170,1183,42762,1964,2459,604,1327,513,1132,347,40303,1889,15208,1508,25095,1771,131408,2094,10834,1254,4992,928,5842,999,120574,2423,38362,2396,82212,2363,0400000US30,783955,1507,215509,1884,7828,1697,616,312,129,162,487,278,7212,1641,1092,622,6120,1409,207681,2362,46025,3265,4947,1020,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
66903,4210,330474,5139,14517,1677,315957,5469,457681,2647,31527,2422,1316,529,402,273,914,449,30211,2419,3545,802,26666,2429,426154,3614,41504,3201,11335,1629,30169,2800,384650,4138,26821,2282,357829,4746,236484,1598,20875,1724,889,322,397,195,492,228,19986,1710,4996,848,14990,1416,215609,2455,15330,1708,6271,968,9059,1399,200279,2764,24539,2081,175740,3185,266746,1573,59678,2221,2691,601,1383,434,1308,395,56987,2128,22881,1518,34106,1936,207068,2878,16976,1773,7570,1042,9406,1316,190092,3326,57856,2759,132236,3343,0400000US31,1374275,1690,413364,3027,8920,1483,543,312,56,92,487,305,8377,1388,1074,459,7303,1233,404444,3253,73970,4529,7067,1322,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
94267,6070,521844,6342,30246,3052,491598,6080,768997,1941,46949,3153,2916,818,624,379,2292,715,44033,2999,6032,1430,38001,2925,722048,3642,94840,5641,22616,3225,72224,4597,627208,6841,56639,4264,570569,7574,352541,1601,40989,3468,4486,1189,2392,781,2094,728,36503,3063,9194,1378,27309,2800,311552,3774,36356,3148,13167,1788,23189,2745,275196,4247,49311,3705,225885,5045,417738,1327,100588,3453,5536,1188,2059,710,3477,914,95052,3484,36204,2587,58848,3214,317150,3556,29407,2520,13331,1644,16076,2137,287743,4370,95271,4010,192472,4936,0400000US32,2185191,1513,645915,1762,19408,2605,2489,1042,511,537,1978,888,16919,2266,1879,775,15040,2114,626507,2903,104663,6283,10396,1860,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
