GEO_ID,B25125_001E,B25125_001M,B25125_002E,B25125_002M,B25125_003E,B25125_003M,B25125_004E,B25125_004M,B25125_005E,B25125_005M,B25125_006E,B25125_006M,B25125_007E,B25125_007M,B25125_008E,B25125_008M,B25125_009E,B25125_009M,B25125_010E,B25125_010M,B25125_011E,B25125_011M,B25125_012E,B25125_012M,B25125_013E,B25125_013M,B25125_014E,B25125_014M,B25125_015E,B25125_015M,B25125_016E,B25125_016M,B25125_017E,B25125_017M,B25125_018E,B25125_018M,B25125_019E,B25125_019M,B25125_020E,B25125_020M,B25125_021E,B25125_021M,B25125_022E,B25125_022M,B25125_023E,B25125_023M,B25125_024E,B25125_024M,B25125_025E,B25125_025M,B25125_026E,B25125_026M,B25125_027E,B25125_027M,B25125_028E,B25125_028M,B25125_029E,B25125_029M,B25125_030E,B25125_030M,B25125_031E,B25125_031M,B25125_032E,B25125_032M,B25125_033E,B25125_033M,B25125_034E,B25125_034M,B25125_035E,B25125_035M,B25125_036E,B25125_036M,B25125_037E,B25125_037M,B25125_038E,B25125_038M,B25125_039E,B25125_039M,B25125_040E,B25125_040M,B25125_041E,B25125_041M,B25125_042E,B25125_042M,B25125_043E,B25125_043M,B25125_044E,B25125_044M,B25125_045E,B25125_045M,NAME,B25125_001EA,B25125_001MA,B25125_002EA,B25125_002MA,B25125_003EA,B25125_003MA,B25125_004MA,B25125_004EA,B25125_005MA,B25125_005EA,B25125_006MA,B25125_006EA,B25125_007EA,B25125_007MA,B25125_008MA,B25125_008EA,B25125_009EA,B25125_009MA,B25125_010MA,B25125_010EA,B25125_011EA,B25125_011MA,B25125_012EA,B25125_012MA,B25125_013EA,B25125_013MA,B25125_014EA,B25125_014MA,B25125_015MA,B25125_015EA,B25125_016MA,B25125_016EA,B25125_017MA,B25125_017EA,B25125_018EA,B25125_018MA,B25125_019EA,B25125_019MA,B25125_020EA,B25125_020MA,B25125_021MA,B25125_021EA,B25125_022EA,B25125_022MA,B25125_023EA,B25125_023MA,B25125_024MA,B25125_024EA,B25125_025EA,B25125_025MA,B25125_026MA,B25125_026EA,B25125_027MA,B25125_027EA,B25125_028MA,B25125_028EA,B25125_029EA,B25125_029MA,B25125_030EA,B25125_030MA,B25125_031EA,B25125_031MA,B25125_032MA,B25125_032EA,B25125_033EA,B25125_033MA,B25125_034EA,B25125_034MA,B25125_035MA,B25125_035EA,B25125_036EA,B25125_036MA,B25125_037MA,B25125_037EA,B25125_038MA,B25125_038EA,B25125_039EA,B25125_039MA,B25125_040EA,B25125_040MA,B25125_041EA,B25125_041MA,B25125_042EA,B25125_042MA,B25125_043MA,B25125_043EA,B25125_044EA,B25125_044MA,B25125_045EA,B25125_045MA,state
0400000US01,1846390,11341,1253595,13117,121197,4869,99303,4672,445,300,736,533,134,126,85,98,20494,2146,729792,9201,622535,9254,1716,725,1448,632,451,348,342,218,103300,4014,402606,5857,362582,5377,1326,488,828,420,264,174,988,492,36618,2463,592795,11428,217872,6692,77888,4904,31373,2861,66044,5284,14091,2375,7254,1295,21222,2356,292195,8055,139809,6173,40157,2998,57860,3838,9704,1901,9162,1395,35503,3390,82728,4170,34867,2724,12748,1554,13125,1577,3736,907,10137,1346,8115,1319,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250185,2685,159922,3409,20869,1897,16712,1492,1142,502,1075,722,689,432,59,67,1192,528,105156,3233,93045,3043,3784,926,1580,699,385,288,119,102,6243,1353,33897,1762,28979,1580,1247,401,959,507,409,303,386,325,1917,697,90263,3323,40394,2567,14621,1918,13050,1808,7889,1506,2100,773,1358,563,1376,624,42604,2977,15188,1573,11213,1495,9606,1500,3284,934,1307,535,2006,837,7265,1016,1865,555,1111,374,1846,490,1287,415,809,340,347,254,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2463008,12455,1524828,12566,145185,6027,129744,5555,2284,973,2205,750,408,268,793,367,9751,1628,840471,9605,750940,9079,5714,1173,5386,1088,1427,494,2520,724,74484,4035,539172,6541,439553,5801,5935,1260,4768,972,971,396,2908,827,85037,3598,938180,12431,339230,7458,127893,5025,40803,3360,97071,5664,24850,2646,32427,2640,16186,2254,473576,10227,233807,7705,51818,4207,93041,5084,28597,3160,34451,2437,31862,3368,125374,4945,45490,3194,13059,1700,20797,2219,8445,1613,27983,2285,9600,1582,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1144663,8300,746000,10027,80602,4217,69467,3835,325,245,122,207,0,190,127,219,10561,1568,421228,7830,361400,7508,2425,1048,401,285,153,156,216,184,56633,3103,244170,3965,218740,3751,1376,477,412,236,189,255,313,145,23140,2405,398663,8123,150595,5701,61318,3831,25203,2952,41949,3239,6085,1538,3515,807,12525,1832,189953,5910,94148,4965,31512,3119,33211,3227,5657,1405,4593,813,20832,2350,58115,3130,23133,2235,10987,1096,8838,1423,3653,1081,6795,1187,4709,807,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12896357,19487,6910823,27840,546240,10980,465582,10510,14117,1580,19233,2601,8615,1280,16223,1879,22470,2397,4234837,24242,3856085,23944,73960,4328,75559,3934,33311,2516,44642,3156,151280,6343,2129746,15220,1858081,14307,39721,2753,38835,2622,15343,1633,24939,2000,152827,4518,5985534,26745,1863198,14977,563001,9739,306287,10165,502041,13696,204981,6606,258890,7507,27998,2897,3312921,21904,1402265,17213,497208,10761,711235,13317,285760,8654,329871,9422,86582,5095,809415,13794,241877,7048,104584,4509,144562,5930,82514,4470,208559,6855,27319,2496,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2074735,7548,1322618,9565,152371,5192,130697,4684,2236,817,7612,1543,2378,910,1481,610,7967,1435,821791,7481,749160,7244,11052,1727,15862,1799,6120,1279,4684,1068,34913,2794,348456,4831,310960,4911,4984,991,6638,995,3915,814,4999,808,16960,1742,752117,9473,311171,7873,102025,4734,35518,3161,87288,4600,44688,3937,33767,2984,7885,1537,350832,6821,156978,5396,40335,3169,79775,4104,33294,2682,27144,2386,13306,1803,90114,4220,22010,2089,9364,1408,13988,1846,10521,1689,30878,2582,3353,763,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1343703,6712,889035,8413,67231,3744,56331,3282,4714,1086,3778,881,626,337,1513,693,269,355,562947,7214,504973,6726,31710,2832,15056,1970,4215,995,3449,949,3544,976,258857,4319,223047,3983,18078,1839,7248,1205,2574,693,3299,760,4611,946,454668,8901,135048,5105,22336,2517,53317,3874,31402,2730,12346,1882,15383,1874,264,293,238726,7923,59254,3770,95012,5667,46416,3795,15769,2049,21055,2118,1220,607,80894,3440,13079,1616,20335,2076,15014,1756,9901,1594,22144,2443,421,240,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352595,3920,249681,4261,22561,2198,20171,2105,37,64,438,427,0,190,134,126,1781,729,146469,3424,132529,3297,347,232,1804,677,560,391,359,303,10870,1834,80651,2210,70384,2196,284,190,676,313,542,267,866,374,7899,1045,102914,4301,34895,2620,14906,1646,4249,1057,9898,1458,2479,1165,1325,389,2038,716,51707,3240,24262,2516,6331,1272,13902,1895,1186,458,2283,704,3743,1161,16312,1920,4460,928,1872,554,4029,983,1197,457,4003,884,751,521,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281787,3030,112555,3556,15179,1935,7717,1155,1261,493,1119,439,1917,757,3165,992,0,200,66671,2606,48516,2860,2841,820,4070,823,3240,789,8004,1334,0,200,30705,1621,24623,1437,577,273,782,308,1296,540,3427,778,0,200,169232,4150,67755,2528,10065,1634,9719,1781,15060,1782,6363,1248,26348,2303,200,295,80415,3426,14879,1703,10303,1784,23445,2397,7512,1391,24100,2357,176,204,21062,1778,1867,488,2764,764,4309,819,2510,1048,9612,1313,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7463184,23147,4760071,23483,327971,9342,276355,8422,7569,1772,8888,1782,5201,1142,8369,1554,21589,2634,2556221,19119,2162879,20300,42641,3417,62264,4218,40882,3203,55561,3845,191994,6345,1875879,13142,1349115,13461,49854,3668,77414,4096,71742,4005,94418,4389,233336,5690,2703113,22882,834967,15419,259470,9684,121058,6431,239988,10005,89352,4989,81188,4695,43911,4029,1452575,18466,613701,13307,196821,6807,322879,9304,119238,6484,107818,5639,92118,5227,415571,10171,117261,5297,45498,3313,75576,4703,47035,3218,102278,5370,27923,2850,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
