GEO_ID,B18106_001E,B18106_001M,B18106_002E,B18106_002M,B18106_003E,B18106_003M,B18106_004E,B18106_004M,B18106_005E,B18106_005M,B18106_006E,B18106_006M,B18106_007E,B18106_007M,B18106_008E,B18106_008M,B18106_009E,B18106_009M,B18106_010E,B18106_010M,B18106_011E,B18106_011M,B18106_012E,B18106_012M,B18106_013E,B18106_013M,B18106_014E,B18106_014M,B18106_015E,B18106_015M,B18106_016E,B18106_016M,B18106_017E,B18106_017M,B18106_018E,B18106_018M,B18106_019E,B18106_019M,B18106_020E,B18106_020M,B18106_021E,B18106_021M,B18106_022E,B18106_022M,B18106_023E,B18106_023M,B18106_024E,B18106_024M,B18106_025E,B18106_025M,B18106_026E,B18106_026M,B18106_027E,B18106_027M,B18106_028E,B18106_028M,B18106_029E,B18106_029M,B18106_030E,B18106_030M,B18106_031E,B18106_031M,B18106_032E,B18106_032M,B18106_033E,B18106_033M,NAME,B18106_001MA,B18106_001EA,B18106_002EA,B18106_002MA,B18106_003EA,B18106_003MA,B18106_004EA,B18106_004MA,B18106_005EA,B18106_005MA,B18106_006MA,B18106_006EA,B18106_007EA,B18106_007MA,B18106_008EA,B18106_008MA,B18106_009EA,B18106_009MA,B18106_010EA,B18106_010MA,B18106_011EA,B18106_011MA,B18106_012MA,B18106_012EA,B18106_013EA,B18106_013MA,B18106_014EA,B18106_014MA,B18106_015EA,B18106_015MA,B18106_016EA,B18106_016MA,B18106_017MA,B18106_017EA,B18106_018EA,B18106_018MA,B18106_019EA,B18106_019MA,B18106_020EA,B18106_020MA,B18106_021EA,B18106_021MA,B18106_022MA,B18106_022EA,B18106_023MA,B18106_023EA,B18106_024EA,B18106_024MA,B18106_025EA,B18106_025MA,B18106_026EA,B18106_026MA,B18106_027MA,B18106_027EA,B18106_028MA,B18106_028EA,B18106_029EA,B18106_029MA,B18106_030EA,B18106_030MA,B18106_031EA,B18106_031MA,B18106_032MA,B18106_032EA,B18106_033MA,B18106_033EA,state
0400000US01,4495948,3557,2152607,5515,418130,3643,5874,1102,412256,3760,518885,4413,5569,1213,513316,4678,892502,5313,30049,2276,862453,5770,206027,2088,12187,1698,193840,2282,117063,1405,14022,1448,103041,1930,2343341,4958,403464,3923,3561,864,399903,4070,547326,3801,5309,1548,542017,4161,972367,3243,37204,3105,935163,4425,238860,1574,14902,1572,223958,2109,181324,1464,29974,2506,151350,3124,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,658381,1915,339453,2432,67990,1393,533,287,67457,1392,96857,2348,899,524,95958,2362,139861,1544,3084,1033,136777,1810,24693,715,1071,515,23622,910,10052,395,2172,694,7880,771,318928,1641,63226,1063,335,231,62891,1089,86551,1456,1169,621,85382,1677,133810,1465,3133,741,130677,1713,23098,936,1639,532,21459,851,12243,644,2035,638,10208,797,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6289916,2305,3075040,3271,605373,1673,6615,1691,598758,2266,771528,2848,6407,1122,765121,2959,1188220,3309,27550,2809,1160670,3883,304339,1328,9848,1342,294491,1949,205580,1133,18712,2133,186868,2159,3214876,2877,584582,1505,4579,1025,580003,1773,763044,1730,3904,1200,759140,2073,1269282,2172,30426,2862,1238856,3481,343709,1572,13621,1869,330088,2326,254259,1552,35948,2725,218311,3083,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2735603,2743,1331525,4224,268330,3427,3491,928,264839,3620,321592,3307,2893,882,318699,3235,535146,3521,17613,1751,517533,3609,129382,1249,6510,936,122872,1225,77075,1211,9850,1074,67225,1433,1404078,4102,246667,3315,2090,733,244577,3336,332781,3235,2971,878,329810,3388,569864,3198,22592,2544,547272,4164,146791,1500,8894,1348,137897,1957,107975,1375,19050,1730,88925,2329,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36142088,5223,17770748,7284,3360700,3749,35546,3134,3325154,5186,4844000,6381,46657,3469,4797343,7323,7304870,5385,152391,6120,7152479,7839,1371995,2913,64391,3449,1307604,4454,889183,2724,113355,4713,775828,5082,18371340,5663,3234906,2810,21741,2452,3213165,4186,4719036,4172,30481,2889,4688555,5065,7583945,4270,164454,6344,7419491,7580,1582231,3029,77846,3825,1504385,4983,1251222,3266,237586,6152,1013636,7214,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5033796,3293,2503714,4760,469564,3019,4749,1006,464815,3231,671973,3625,4762,1116,667211,3769,1044002,3775,17629,2148,1026373,3947,206572,1413,4979,826,201593,1603,111603,1171,10100,1245,101503,1696,2530082,4461,451697,2405,2930,875,448767,2566,642120,2505,2661,848,639459,2713,1058343,3500,17153,2112,1041190,3891,226357,1635,7930,1426,218427,2048,151565,1325,20882,2108,130683,2308,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3351455,1440,1624178,2865,294947,1520,3617,850,291330,1728,390123,2151,2645,692,387478,2217,701271,1896,13619,2257,687652,2948,144047,910,4106,812,139941,1146,93790,1204,10848,1557,82942,1886,1727277,2263,280446,1346,2345,826,278101,1489,388641,1757,2571,1081,386070,2155,752615,1724,13169,1684,739446,2121,166694,1199,6674,1122,160020,1571,138881,1362,22021,2148,116860,2256,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,875758,810,419233,1316,75401,777,1062,535,74339,882,101130,983,887,509,100243,1064,172046,1128,4231,972,167815,1496,44247,833,1650,530,42597,976,26409,686,1852,603,24557,780,456525,1157,72925,761,468,279,72457,794,106686,878,1104,651,105582,1104,190820,912,4125,1004,186695,1315,50696,677,1875,524,48821,922,35398,656,4238,814,31160,1047,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,617452,667,289021,1068,37705,418,479,408,37226,556,104717,963,600,524,104117,1080,117186,1147,1858,822,115328,1466,18650,813,759,388,17891,852,10763,545,1153,491,9610,663,328431,986,36480,424,133,133,36347,449,124398,661,235,206,124163,699,123289,400,3092,825,120197,986,24893,562,2219,680,22674,829,19371,797,2925,691,16446,1007,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18862358,4761,9091970,7750,1519907,5200,17328,2800,1502579,5925,2111859,6845,18850,3265,2093009,7904,3714521,6619,84907,5434,3629614,8425,1004899,2441,37442,3287,967457,4595,740784,2603,71288,4121,669496,4711,9770388,6736,1475683,4010,10640,1796,1465043,4421,2137721,5050,13691,2176,2124030,5534,4024086,5272,95085,5279,3929001,7041,1162418,3467,42677,4120,1119741,5292,970480,3446,140418,6168,830062,7149,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9374847,5633,4489571,8003,944023,5922,10072,2057,933951,6227,1125842,6378,9063,1961,1116779,6449,1868316,7105,46918,3585,1821398,7214,364782,3072,16357,1943,348425,3559,186608,2381,22358,2143,164250,2724,4885276,6248,906102,4782,6607,1632,899495,5114,1195511,4755,9183,1812,1186328,5056,2064749,5015,53207,4084,2011542,5908,433815,3290,22244,2610,411571,3977,285099,2639,49724,3784,235375,3968,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1283005,2708,629727,2899,111814,1114,743,382,111071,1139,157310,2569,1373,783,155937,2686,255357,1900,4130,948,251227,2116,64389,669,1660,675,62729,914,40857,631,5575,985,35282,1018,653278,1890,107124,1062,129,164,106995,1066,154416,1372,1285,792,153131,1629,264118,900,4751,1065,259367,1507,68949,555,2855,875,66094,989,58671,769,9753,1597,48918,1686,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1520400,2139,754777,3196,165260,2189,1776,858,163484,2349,180816,2356,2673,1217,178143,2696,296189,2804,8505,1735,287684,3399,70247,881,2372,885,67875,1128,42265,948,4293,1089,37972,1379,765623,2737,154232,1579,1529,542,152703,1657,182466,2222,1982,966,180484,2137,302434,2452,8255,1654,294179,2664,74246,1228,3253,893,70993,1406,52245,796,5999,1236,46246,1488,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11900321,3282,5791733,5300,1109599,3572,10306,1354,1099293,3560,1468056,3751,11935,1858,1456121,4249,2444769,3896,49181,3623,2395588,5497,476420,1980,19331,1714,457089,2603,292889,1724,29441,2349,263448,2691,6108588,4752,1067124,3137,5727,1217,1061397,3296,1487138,3353,9248,1798,1477890,3770,2558614,3640,56600,3527,2502014,5036,549947,2026,23887,2152,526060,2877,445765,2585,63502,3401,382263,3789,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6101058,2545,2977077,4813,590271,3180,6774,1331,583497,3338,739755,3341,5995,1301,733760,3452,1237078,3277,34404,2518,1202674,4601,257699,1769,10195,1355,247504,2181,152274,1447,13843,1683,138431,2153,3123981,4624,566526,3312,3864,1014,562662,3341,749464,3567,6371,1263,743093,3586,1288873,3679,36722,2421,1252151,4634,291240,1670,13541,1592,277699,2088,227878,2029,30733,2269,197145,2938,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2885327,2273,1427281,3648,271691,2171,2989,760,268702,2203,356827,3062,3348,1093,353479,3361,584431,3401,10450,1449,573981,3504,127126,1041,4304,814,122822,1278,87206,943,6807,958,80399,1365,1458046,3066,259720,1978,1804,583,257916,1959,347599,2224,1866,653,345733,2325,587532,2573,12880,1457,574652,2864,137944,917,4507,763,133437,1185,125251,1172,14542,1532,110709,1796,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2653160,3045,1305595,3729,266247,2458,2681,766,263566,2425,333627,2688,2672,904,330955,2877,523943,3029,12327,1615,511616,3241,110058,1123,3632,741,106426,1342,71720,1192,6212,956,65508,1383,1347565,3240,255748,2600,1983,596,253765,2585,328299,2555,2349,826,325950,2532,538190,2386,13255,1575,524935,2815,121076,1327,4747,954,116329,1554,104252,1503,11103,1433,93149,2018,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4069345,2724,1976011,4247,375222,3234,5289,1189,369933,3157,473557,3108,4609,1096,468948,3229,838759,3110,35305,2916,803454,4498,185595,1179,10812,1525,174783,1850,102878,1207,10136,1070,92742,1630,2093334,4049,359599,2775,2471,765,357128,2806,485955,3038,3474,928,482481,3311,884684,2929,34717,2855,849967,4199,211097,1619,10722,1433,200375,2140,151999,1623,24980,2002,127019,2388,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4262586,3355,2044156,4798,415293,4051,6158,1766,409135,4452,522923,4644,4934,1173,517989,4704,831157,5023,27232,3056,803925,5857,173525,2373,9605,1515,163920,2515,101258,1850,11493,1405,89765,2190,2218430,4787,394540,3920,2599,650,391941,4058,563422,3750,6363,1589,557059,3760,903269,3777,29587,2394,873682,4241,203458,1836,14556,1494,188902,2092,153741,1942,27442,2520,126299,2984,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1250997,1213,610457,2123,99872,1275,1690,696,98182,1443,128928,1496,1352,565,127576,1570,271014,1549,8766,1620,262248,2300,69721,558,2559,624,67162,795,40922,886,4303,943,36619,1236,640540,2175,91595,1464,557,362,91038,1440,131603,1385,881,392,130722,1299,284649,1372,7612,1472,277037,1775,76005,623,2100,482,73905,809,56688,783,6144,1027,50544,1430,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5541895,2548,2656787,3978,500738,2307,5738,992,495000,2512,662270,2456,5516,1181,656754,2565,1135812,2927,20599,2151,1115213,3972,225265,1427,8116,1326,217149,1901,132702,1383,14525,1353,118177,1882,2885108,3390,478789,2139,3366,1036,475423,2309,688032,2458,4203,1396,683829,3040,1252671,2681,24935,2554,1227736,3779,265762,1807,9648,1635,256114,2657,199854,1608,28349,2422,171505,2691,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6352707,1407,3065637,3119,519871,1732,6007,1209,513864,2113,803283,2456,7750,1577,795533,2898,1305290,2717,27645,2712,1277645,3595,269709,1177,8413,1344,261296,1609,167484,1491,18239,1826,149245,2259,3287070,2785,498670,1692,2615,803,496055,1899,823997,1716,4268,978,819729,1933,1395867,2143,29423,3144,1366444,3977,313176,1371,12925,1614,300251,2252,255360,1786,36876,2614,218484,3276,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9240383,2309,4506196,3751,833073,2638,10256,1387,822817,2809,1087819,3418,14168,1864,1073651,4029,1903495,3585,54703,2939,1848792,4499,423514,1520,17759,1624,405755,2091,258295,1403,25405,1766,232890,1909,4734187,3710,800953,2379,6420,1246,794533,2584,1086880,2263,10543,1716,1076337,2947,1994929,3007,66702,4647,1928227,5332,474085,1536,21718,1639,452367,2300,377340,1765,56367,2958,320973,3356,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5080967,2262,2516889,3718,475589,2491,5556,1023,470033,2562,624066,2390,5930,1138,618136,2336,1065914,3006,16582,1734,1049332,3437,214538,1292,7359,1212,207179,1760,136782,1454,13682,1583,123100,2195,2564078,3381,454462,1975,2972,807,451490,2093,615831,2365,3702,762,612129,2373,1071021,2665,20257,2011,1050764,3176,233067,1377,7993,1173,225074,1730,189697,1498,21242,2060,168455,2676,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2738719,3013,1305144,4378,274082,3406,2382,788,271700,3579,319706,4069,3251,1089,316455,4116,525645,4391,22508,2835,503137,5059,118385,2005,7647,1395,110738,2423,67326,1630,9192,1156,58134,1759,1433575,3227,262733,2608,2800,1096,259933,2876,341284,3193,2305,930,338979,3330,586843,3388,23556,2903,563287,4579,140391,1728,10829,1661,129562,2306,102324,1718,19687,2131,82637,2524,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5595022,3295,2716474,4590,517983,3192,5665,1328,512318,3511,666826,3999,6161,1186,660665,4056,1128292,3451,28671,2139,1099621,3753,247387,1504,11479,1639,235908,2078,155986,1481,16019,1494,139967,2124,2878548,4429,495361,3222,2981,845,492380,3293,684097,2975,5311,1184,678786,3420,1188464,3149,36085,3074,1152379,4011,284670,1747,12891,1384,271779,2092,225956,1926,29913,2151,196043,2554,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,957038,1317,478018,2571,84088,1240,756,371,83332,1272,114690,1446,1037,518,113653,1534,195503,1918,5436,1335,190067,2011,52108,512,1985,673,50123,851,31629,646,2341,627,29288,844,479020,2364,80661,1794,500,377,80161,1814,109153,1508,1735,688,107418,1553,198773,1734,5629,1223,193144,2040,52237,677,2213,856,50024,1153,38196,666,3604,787,34592,910,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1735824,1655,858318,2881,173282,2038,1604,596,171678,2107,219675,1818,1604,608,218071,1884,345428,2258,5990,1153,339438,2399,71912,771,1830,490,70082,910,48021,748,4470,837,43551,1172,877506,2330,165297,1714,1267,473,164030,1815,216597,1989,1741,600,214856,2226,348799,2132,7061,1123,341738,2372,79817,1075,2854,633,76963,1267,66996,988,7779,1243,59217,1524,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2679041,1638,1328524,2002,248097,1570,4057,971,244040,1786,324486,1367,5795,1556,318691,2021,558490,1550,17798,1901,540692,2529,127156,983,6137,1360,121019,1488,70295,830,7429,1334,62866,1464,1350517,1725,242572,1384,3429,879,239143,1520,324610,1212,5035,1024,319575,1623,563048,1603,19598,1996,543450,2258,135598,905,5730,1080,129868,1384,84689,948,11329,1614,73360,1848,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1250740,1192,614344,2030,101040,1286,1380,560,99660,1472,142011,1497,1028,436,140983,1550,274684,1286,5660,1184,269024,1685,61635,601,1751,685,59884,858,34974,722,3839,911,31135,1118,636396,1755,98383,1147,494,266,97889,1189,139095,1169,2087,926,137008,1478,285177,1186,6338,1331,278839,1683,66225,606,2027,778,64198,960,47516,849,5298,975,42218,1245,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
