GEO_ID,B19037A_001E,B19037A_001M,B19037A_002E,B19037A_002M,B19037A_003E,B19037A_003M,B19037A_004E,B19037A_004M,B19037A_005E,B19037A_005M,B19037A_006E,B19037A_006M,B19037A_007E,B19037A_007M,B19037A_008E,B19037A_008M,B19037A_009E,B19037A_009M,B19037A_010E,B19037A_010M,B19037A_011E,B19037A_011M,B19037A_012E,B19037A_012M,B19037A_013E,B19037A_013M,B19037A_014E,B19037A_014M,B19037A_015E,B19037A_015M,B19037A_016E,B19037A_016M,B19037A_017E,B19037A_017M,B19037A_018E,B19037A_018M,B19037A_019E,B19037A_019M,B19037A_020E,B19037A_020M,B19037A_021E,B19037A_021M,B19037A_022E,B19037A_022M,B19037A_023E,B19037A_023M,B19037A_024E,B19037A_024M,B19037A_025E,B19037A_025M,B19037A_026E,B19037A_026M,B19037A_027E,B19037A_027M,B19037A_028E,B19037A_028M,B19037A_029E,B19037A_029M,B19037A_030E,B19037A_030M,B19037A_031E,B19037A_031M,B19037A_032E,B19037A_032M,B19037A_033E,B19037A_033M,B19037A_034E,B19037A_034M,B19037A_035E,B19037A_035M,B19037A_036E,B19037A_036M,B19037A_037E,B19037A_037M,B19037A_038E,B19037A_038M,B19037A_039E,B19037A_039M,B19037A_040E,B19037A_040M,B19037A_041E,B19037A_041M,B19037A_042E,B19037A_042M,B19037A_043E,B19037A_043M,B19037A_044E,B19037A_044M,B19037A_045E,B19037A_045M,B19037A_046E,B19037A_046M,B19037A_047E,B19037A_047M,B19037A_048E,B19037A_048M,B19037A_049E,B19037A_049M,B19037A_050E,B19037A_050M,B19037A_051E,B19037A_051M,B19037A_052E,B19037A_052M,B19037A_053E,B19037A_053M,B19037A_054E,B19037A_054M,B19037A_055E,B19037A_055M,B19037A_056E,B19037A_056M,B19037A_057E,B19037A_057M,B19037A_058E,B19037A_058M,B19037A_059E,B19037A_059M,B19037A_060E,B19037A_060M,B19037A_061E,B19037A_061M,B19037A_062E,B19037A_062M,B19037A_063E,B19037A_063M,B19037A_064E,B19037A_064M,B19037A_065E,B19037A_065M,B19037A_066E,B19037A_066M,B19037A_067E,B19037A_067M,B19037A_068E,B19037A_068M,B19037A_069E,B19037A_069M,NAME,B19037A_001MA,B19037A_001EA,B19037A_002EA,B19037A_002MA,B19037A_003EA,B19037A_003MA,B19037A_004EA,B19037A_004MA,B19037A_005MA,B19037A_005EA,B19037A_006MA,B19037A_006EA,B19037A_007EA,B19037A_007MA,B19037A_008EA,B19037A_008MA,B19037A_009EA,B19037A_009MA,B19037A_010EA,B19037A_010MA,B19037A_011MA,B19037A_011EA,B19037A_012MA,B19037A_012EA,B19037A_013EA,B19037A_013MA,B19037A_014EA,B19037A_014MA,B19037A_015EA,B19037A_015MA,B19037A_016MA,B19037A_016EA,B19037A_017MA,B19037A_017EA,B19037A_018EA,B19037A_018MA,B19037A_019EA,B19037A_019MA,B19037A_020EA,B19037A_020MA,B19037A_021EA,B19037A_021MA,B19037A_022MA,B19037A_022EA,B19037A_023MA,B19037A_023EA,B19037A_024MA,B19037A_024EA,B19037A_025EA,B19037A_025MA,B19037A_026EA,B19037A_026MA,B19037A_027MA,B19037A_027EA,B19037A_028MA,B19037A_028EA,B19037A_029MA,B19037A_029EA,B19037A_030EA,B19037A_030MA,B19037A_031EA,B19037A_031MA,B19037A_032EA,B19037A_032MA,B19037A_033MA,B19037A_033EA,B19037A_034MA,B19037A_034EA,B19037A_035MA,B19037A_035EA,B19037A_036EA,B19037A_036MA,B19037A_037EA,B19037A_037MA,B19037A_038MA,B19037A_038EA,B19037A_039EA,B19037A_039MA,B19037A_040MA,B19037A_040EA,B19037A_041EA,B19037A_041MA,B19037A_042EA,B19037A_042MA,B19037A_043EA,B19037A_043MA,B19037A_044EA,B19037A_044MA,B19037A_045MA,B19037A_045EA,B19037A_046EA,B19037A_046MA,B19037A_047MA,B19037A_047EA,B19037A_048MA,B19037A_048EA,B19037A_049MA,B19037A_049EA,B19037A_050MA,B19037A_050EA,B19037A_051EA,B19037A_051MA,B19037A_052EA,B19037A_052MA,B19037A_053MA,B19037A_053EA,B19037A_054EA,B19037A_054MA,B19037A_055MA,B19037A_055EA,B19037A_056MA,B19037A_056EA,B19037A_057EA,B19037A_057MA,B19037A_058EA,B19037A_058MA,B19037A_059EA,B19037A_059MA,B19037A_060MA,B19037A_060EA,B19037A_061MA,B19037A_061EA,B19037A_062EA,B19037A_062MA,B19037A_063EA,B19037A_063MA,B19037A_064EA,B19037A_064MA,B19037A_065EA,B19037A_065MA,B19037A_066MA,B19037A_066EA,B19037A_067MA,B19037A_067EA,B19037A_068EA,B19037A_068MA,B19037A_069EA,B19037A_069MA,state
0400000US01,1302524,8842,49630,3618,10766,1755,5718,1479,3872,1092,4426,1065,3732,995,3395,1160,2906,875,3294,1081,2073,803,2668,881,2597,928,2423,708,1130,685,29,48,507,545,94,126,367862,5970,21355,2475,13983,2218,18105,2617,16349,1928,16285,2149,16732,2054,18024,2155,18534,2547,17801,2721,34605,2916,43895,3447,54770,4149,32834,2952,15814,2078,16569,1836,12207,1769,503718,4762,31629,2496,20942,2006,17991,2019,24487,1948,22019,1992,21821,2563,22330,2244,19387,2070,19274,2281,41869,3153,56346,3515,66038,3626,49220,3253,29150,2507,31658,2712,29557,2533,381314,4285,23990,2349,32234,2403,31845,2642,30832,2416,27060,2090,27445,2400,23779,2229,20212,1741,15659,1704,32656,2401,35108,2439,33050,2451,18725,1985,10649,1279,8045,1023,10025,1320,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,186476,2998,9569,1548,648,368,438,453,443,329,505,345,475,299,852,489,976,530,904,566,375,343,1065,506,834,423,1208,594,556,383,19,23,142,227,129,150,66224,2253,1947,688,948,364,1780,571,1087,532,1601,671,1543,470,2679,804,2486,733,1872,733,5066,1240,9722,1373,11070,1476,9596,1507,6000,1006,5616,850,3211,873,78037,1887,2535,792,1767,561,1413,379,1254,468,2769,865,1639,499,2674,858,2689,818,1780,563,3776,706,6571,890,12135,1596,9992,1496,7646,1215,10595,1367,8802,1206,32646,1274,907,464,1812,664,1819,618,1543,496,1842,604,1547,487,1031,405,1624,622,1561,419,2376,604,3062,660,4368,833,3417,758,2059,598,1819,522,1859,550,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2023193,11430,80722,4606,13593,1967,6737,1445,7064,1541,8179,1638,6997,1378,7071,1478,4506,1038,5974,1357,3630,1001,4689,1094,6413,1422,3636,887,1465,575,331,237,292,255,145,191,597551,7811,36094,3549,21807,2733,20898,2641,28709,2592,28418,2833,30331,2871,29030,2738,29542,2980,24002,2875,55531,3953,71678,4288,87962,5013,54289,3673,28528,2715,28594,2594,22138,2347,738641,7354,48597,3994,24720,2497,27504,2483,29853,2659,27676,2523,31724,2823,26726,2286,30532,2950,33449,2946,58864,3482,80897,4396,94627,4062,74303,3698,45844,3244,50821,3261,52504,2874,606279,5752,35573,2409,38249,2947,41970,2880,45474,2847,41735,2918,39957,2759,37741,2716,33138,2550,32215,2600,50456,3012,59886,3336,63063,3288,34209,2399,17826,1777,17420,1596,17367,1708,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,916378,6539,40721,3218,7557,1426,3276,916,2559,762,3664,912,3718,1089,3688,1018,2116,804,2780,981,1957,875,2705,781,3933,1238,2156,736,406,334,93,112,0,190,113,140,273045,5263,15389,2179,11696,1871,9860,1567,15341,2122,15762,2028,18657,2356,14462,1898,13768,2277,14521,2041,24970,2410,30157,3045,39364,2781,20845,2077,11415,1708,8692,1427,8146,1422,339143,4076,24877,2703,20415,1972,16754,1762,16168,1732,15535,1921,15186,1797,17324,2038,14547,1698,14315,1725,26055,2364,39059,2729,42696,2883,28245,2433,17426,1974,13475,1540,17066,1804,263469,3598,17091,2084,25883,2177,26887,2372,23941,2474,19747,1770,19271,1745,14047,1595,15731,1643,12939,1490,21899,1927,21243,1820,19279,1891,10492,1496,4889,932,4424,940,5706,1191,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8525079,25925,240103,7803,37736,2764,18523,2236,14124,2308,21422,2514,16601,2226,16310,2070,13880,2200,13723,2074,11828,1991,20909,2534,19890,2525,16595,2001,9408,1634,3749,939,3636,979,1769,500,2664411,18109,113432,5842,83786,4153,89313,6230,110937,5646,107491,5096,113573,6055,109972,5329,114293,6086,98524,5003,200054,7002,269179,7685,368760,9423,269336,8438,179721,6231,208720,7059,227320,6999,3382219,18067,158706,5873,119884,6161,97840,4551,115630,5420,102194,5084,105601,4902,106027,5323,112643,5247,107644,4690,208223,7546,307233,9432,434826,8947,366662,8904,251518,6860,336615,7856,450973,8782,2238346,13425,111603,4251,154332,5472,149183,6201,144622,5752,128552,6241,123098,4948,103994,4415,101485,4041,94653,4388,167649,5939,203310,5745,238579,6990,160906,6048,99865,3492,112897,5403,143618,4284,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1816941,9025,83315,4147,10405,1557,6097,1290,7612,1526,7355,1605,4917,1030,5528,1195,5295,1194,6252,1659,4710,1352,6870,1452,7246,1383,5835,1316,2502,848,1150,861,1179,662,362,352,635706,7228,23072,2429,13405,1791,14371,2026,21730,2627,21605,2381,26656,2751,26299,2629,31517,2938,23802,2578,55992,4466,71754,4052,102935,4577,76115,4281,43658,2724,44727,3151,38068,2693,692941,6253,32888,2786,18209,2312,18550,1863,24093,2407,19336,2193,24704,2032,26677,2437,24548,2100,24587,2161,44495,2434,67310,3659,97976,4717,79335,3855,54084,3272,63544,3614,72605,3268,404979,4330,20323,2012,25574,2574,26601,2352,25445,1858,25294,2060,22810,2077,23091,2275,20560,1973,20533,1935,30791,2195,46618,3002,41424,2443,27194,1857,16024,1618,15190,1505,17507,1518,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1082618,7425,20652,2477,3359,935,1783,870,1075,431,1284,662,946,571,710,396,1659,678,1508,620,1044,668,2312,859,1889,765,1842,720,547,292,304,331,334,337,56,66,281020,5539,11226,1727,6531,1378,6867,1213,5781,1317,6344,1193,7554,1647,8659,1451,9506,1407,12396,1948,20490,2200,29729,2428,40597,3400,36696,2659,22775,2343,27915,2515,27954,2113,477389,5645,20271,2109,12235,1866,9431,1284,12204,1964,10636,1469,11317,1669,11326,1498,12956,1721,16054,1943,23388,2052,40269,2407,61954,3890,57054,3197,41492,2701,56682,3496,80120,3264,303557,3458,14726,1783,17010,1932,20320,1664,20266,2145,19295,2127,16205,1868,14698,1751,13826,1604,12814,1511,23576,1890,28801,2464,33405,2477,21256,1780,14280,1839,15087,1426,17992,1595,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,259964,3709,6635,1175,367,215,362,228,495,351,481,399,459,334,428,292,486,362,570,520,318,192,723,458,946,624,541,377,96,96,66,77,195,265,102,128,68754,2648,2572,890,1283,567,1721,723,3261,965,1075,490,2788,916,3432,1135,3201,943,2992,809,6952,1591,9037,1665,12973,1775,7031,1067,3278,814,4051,928,3107,701,104074,2455,4591,1199,2110,729,2947,975,3849,931,3400,718,2900,713,3844,839,3511,956,3978,1044,7232,1130,9904,1314,17185,1991,11457,1579,9439,1353,9326,1316,8401,1206,80501,1921,3910,769,3160,682,4385,749,4934,984,5604,981,6208,1252,5231,924,4123,802,3342,859,8156,1183,8768,1189,9918,1275,5237,843,2192,497,2793,650,2540,560,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,126012,2881,7513,1136,1977,692,369,263,155,170,150,116,521,342,214,123,329,191,503,302,269,213,625,267,543,250,570,381,653,348,121,178,339,246,175,120,68649,2413,565,338,612,490,252,321,381,291,765,495,652,336,798,336,964,487,1486,584,3607,1080,6380,1272,9557,1474,9177,1356,7530,1239,10835,1457,15088,1433,31685,1626,1073,440,0,200,547,471,543,360,582,342,297,262,562,449,520,369,791,524,849,448,973,416,3078,821,2935,680,3393,806,3778,821,11764,1144,18165,1157,1094,727,450,239,454,325,485,308,265,250,789,378,620,319,273,174,579,358,689,295,1169,393,1885,524,1869,595,1223,569,1500,527,4821,752,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,5984824,21416,145289,6434,24745,2656,12783,2171,12084,2216,11780,1930,11396,1732,13298,1850,8929,1686,8155,1360,9146,1850,11050,1868,9182,1538,7481,1380,3428,1126,1315,716,369,254,148,208,1539626,14700,76160,4556,48135,4454,60117,4250,79788,5184,72650,4244,90629,5947,77438,5170,83865,5887,74457,4190,141649,6386,189453,7381,217048,7973,133872,4726,72469,4626,64554,4545,57342,3563,2264327,14512,136282,5982,90111,4892,94899,4951,104172,4709,96647,5601,98852,5744,101932,5100,98876,4455,98395,4433,182739,6532,236979,6042,286644,8885,213004,7431,122179,5464,140965,6082,161651,6085,2035582,13807,147476,5177,140313,5549,151433,6165,161091,7477,140562,5221,129251,4997,123483,5013,102535,5002,88968,4239,159940,5462,187469,6864,192373,6254,106113,5288,62161,3799,64871,4044,77543,3215,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
