GEO_ID,B17026_001E,B17026_001M,B17026_002E,B17026_002M,B17026_003E,B17026_003M,B17026_004E,B17026_004M,B17026_005E,B17026_005M,B17026_006E,B17026_006M,B17026_007E,B17026_007M,B17026_008E,B17026_008M,B17026_009E,B17026_009M,B17026_010E,B17026_010M,B17026_011E,B17026_011M,B17026_012E,B17026_012M,B17026_013E,B17026_013M,NAME,B17026_001MA,B17026_001EA,B17026_002EA,B17026_002MA,B17026_003EA,B17026_003MA,B17026_004MA,B17026_004EA,B17026_005MA,B17026_005EA,B17026_006MA,B17026_006EA,B17026_007EA,B17026_007MA,B17026_008EA,B17026_008MA,B17026_009MA,B17026_009EA,B17026_010MA,B17026_010EA,B17026_011MA,B17026_011EA,B17026_012MA,B17026_012EA,B17026_013EA,B17026_013MA,state
0400000US16,400347,7093,15207,2354,12820,2186,15719,2224,14436,1981,18831,2396,18982,2123,9173,1708,13418,2091,74345,4344,64547,4543,42376,3776,100493,4506,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3099463,16945,126615,5889,82881,4800,94567,4444,106250,5916,111401,4705,106171,5339,48670,3360,65955,3504,466805,8801,420661,10575,345418,7598,1124069,13011,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1633695,12071,70518,4885,44945,3735,50893,3664,56103,3735,63732,3969,68603,3771,31041,2703,40930,3092,290005,7503,262121,7315,199064,6670,455740,8808,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796799,8505,24638,2377,15872,1518,20576,2185,23821,2700,27526,2378,28340,2597,12833,1651,19111,1885,129968,4541,136839,4736,109803,4054,247472,5445,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,720780,8954,22749,2471,17327,2069,20718,2239,24578,2090,26219,2351,26426,2235,12957,1972,16492,1919,118513,4787,111153,4883,92818,4159,230830,6043,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1131839,10422,61888,3753,49367,3325,47118,3695,45586,3290,51903,3080,52047,3360,22111,2138,29403,2544,195748,6243,173307,5479,119623,4952,283738,6774,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1108586,12393,68428,4332,45158,3505,49286,4178,48328,3988,50514,3578,51091,3387,21330,2941,25031,2275,176662,6999,150697,4974,114328,5231,307733,7786,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,342926,5736,11121,1579,8626,1402,10800,1305,10708,1859,13805,1665,12624,1493,5456,1013,10181,1303,54920,3009,54641,3567,45147,2810,104897,4376,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1454839,12340,41707,3875,24747,2482,31165,2535,34030,3204,37134,3512,42553,3345,15981,1827,27698,2912,179874,6232,181947,7498,162919,6390,675084,9228,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1613404,12989,54119,4671,36375,3415,37722,3135,42759,3421,42743,3242,46281,3506,20284,2565,27950,2896,181344,7431,192903,6264,179780,5889,751144,11213,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2479724,12956,111906,5290,78240,4848,85441,4270,84979,3964,91241,4130,99291,4306,43233,2946,58382,3490,410716,7250,383136,7719,296359,7087,736800,8733,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1383950,8949,34792,2396,22817,2067,29817,2552,38205,2958,39751,3234,41874,2715,18772,1774,25052,2203,194079,5468,206233,5872,185929,4663,546629,6988,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,743154,9829,57278,4067,32954,3418,35894,3083,41387,3382,41328,3137,39783,3863,16853,2164,21319,2462,132063,5878,102184,4421,72166,4004,149945,5900,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1519299,12907,61999,3940,39691,2980,53390,3778,52597,3691,57995,3971,66948,4009,28076,2049,39313,2995,261844,6866,239387,6974,186641,6019,431418,8478,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,253101,4477,9508,1398,7086,1345,6860,1243,8799,1314,8175,1330,9113,1082,5410,1205,6644,1070,45463,3363,40526,2531,33334,2817,72183,2706,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,469797,5176,16807,1806,11499,1661,11788,1365,13392,1563,16065,1754,17978,1905,7858,1165,10967,1217,75948,3619,72672,2945,61785,2789,153038,3922,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,659355,8822,29662,3166,19696,2207,22755,2473,26966,2562,30286,3144,30037,3017,12606,1728,16878,2557,115706,5314,97303,3925,71359,3743,186101,5451,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,341473,5844,6842,1237,4491,1082,5802,1200,6722,1426,8014,1512,7919,1350,2838,657,6068,1283,43190,2912,50176,3213,48731,3274,150680,4389,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2205886,15078,78235,4858,43276,3596,56631,4129,63558,3937,64762,4534,65261,4059,28243,2601,38950,3215,257104,7650,266536,7241,238398,7362,1004932,12904,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,485404,7751,27867,2710,19185,2341,25020,2686,23584,2300,23254,2412,22656,2319,9693,1651,15498,2104,80284,4539,60811,4270,48905,3291,128647,4839,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4561118,19602,215336,7513,157109,6409,156756,6374,170959,6284,162716,6438,165491,7181,64450,4197,96892,5352,618117,10471,583821,10480,483092,9371,1686379,16959,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2506215,19366,118557,5012,81564,5028,95260,5168,108289,5330,113529,6126,117356,4831,50479,3234,66144,4532,422866,10149,346828,10522,273784,8619,711559,11104,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,188210,4539,6106,1150,3131,823,3772,897,4235,920,5216,975,5769,1156,2365,693,3790,1070,27816,2739,27708,2149,24767,2236,73535,3453,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2922095,18959,136210,5292,81704,4069,95625,5312,104371,5276,101964,3991,116577,4555,49796,3104,65039,3337,483810,11216,454153,8853,358327,8995,874519,9633,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,969588,7423,44933,2437,32414,2005,36568,2817,41706,2732,44070,2498,43748,2667,18632,1624,26064,1962,174513,4543,141327,3656,108804,4023,256809,5452,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,978396,8818,38024,3298,27379,2707,31335,3207,34941,2884,33473,2920,42572,3312,17008,1955,26232,2635,153823,5801,141726,5489,115627,4580,316256,6677,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,3204295,17133,116660,5367,82693,4436,90725,5075,95898,5035,101771,4075,114002,4564,51736,3129,71885,3958,517218,9623,478828,10125,396855,8485,1086024,12897,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,250262,5513,9178,1628,8367,1706,7705,1669,7934,1334,6899,1135,9795,1839,3792,938,4352,921,35284,2886,30192,2669,31821,2838,94943,3721,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1220885,10113,59341,3902,41445,3372,47314,3633,47332,3944,55710,4089,53692,3542,25922,2989,33877,3240,209975,7909,182500,6527,139412,5484,324365,7396,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,217013,4084,8289,1354,4169,911,5596,1097,7339,1291,8283,1320,7882,1047,3219,651,4822,948,36866,2389,36051,2177,29290,2247,65207,2807,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1675678,13165,83469,4689,58220,3859,64843,4109,72464,4352,73086,3578,79497,5055,29569,2675,48923,3921,299030,8557,250285,7212,181549,7116,434743,7266,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6520909,27610,306287,10894,214407,7890,277496,9701,294691,8739,300180,9011,303625,10051,115861,5994,166203,6887,1021281,15046,860781,16765,652871,13630,2007226,18721,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,693181,7268,21591,2570,14770,1980,20895,2430,22109,2385,24901,2591,31201,2659,14247,1983,18490,2467,130283,5847,113344,5198,81337,4030,200013,6129,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,152379,3273,3616,819,2239,667,3057,733,4951,994,5259,878,5590,931,2406,592,2747,561,20952,1456,24977,1703,21059,1928,55526,2319,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,2054857,14080,68913,3816,42516,3732,48616,3456,55688,3863,62199,5056,69909,3989,30161,3335,37483,3136,297119,8837,274643,8118,231718,7384,835892,10962,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1760593,11977,58756,3472,36199,3212,44143,3801,48699,2963,54899,3521,65311,3705,26804,3357,37956,3509,249722,7659,247519,7265,203065,5832,687520,10592,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,471947,7328,25138,2991,18186,1958,20200,1860,20341,1872,23187,2382,20413,2116,11180,1676,14200,2084,87182,4619,74424,3633,54077,3278,103419,4094,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1469666,10643,44221,2645,34104,3045,37550,2997,41857,3003,42972,2668,54949,3135,25050,2035,31630,2607,232830,5687,244150,6959,203891,4579,476462,7731,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,145470,3828,3413,828,3341,836,2923,987,4541,930,3708,751,4102,1048,3598,1113,3219,893,22699,2184,22941,2337,17988,2031,52997,2921,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,844538,9291,194821,5704,79401,4535,84984,4147,71313,3492,64447,3756,52449,3232,19982,2587,26334,2453,118075,4292,58031,3396,29708,2714,44993,3029,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
