GEO_ID,B16002_001E,B16002_001M,B16002_002E,B16002_002M,B16002_003E,B16002_003M,B16002_004E,B16002_004M,B16002_005E,B16002_005M,B16002_006E,B16002_006M,B16002_007E,B16002_007M,B16002_008E,B16002_008M,B16002_009E,B16002_009M,B16002_010E,B16002_010M,B16002_011E,B16002_011M,B16002_012E,B16002_012M,B16002_013E,B16002_013M,B16002_014E,B16002_014M,NAME,B16002_001MA,B16002_001EA,B16002_002EA,B16002_002MA,B16002_003MA,B16002_003EA,B16002_004EA,B16002_004MA,B16002_005EA,B16002_005MA,B16002_006MA,B16002_006EA,B16002_007EA,B16002_007MA,B16002_008MA,B16002_008EA,B16002_009EA,B16002_009MA,B16002_010EA,B16002_010MA,B16002_011MA,B16002_011EA,B16002_012EA,B16002_012MA,B16002_013EA,B16002_013MA,B16002_014MA,B16002_014EA,state
0400000US15,445936,4817,302699,5524,13591,1775,1446,787,12145,1800,9790,1420,1190,553,8600,1334,118524,4368,26715,2636,91809,4285,1332,505,0,182,1332,505,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,597421,4571,533177,5431,43227,2674,7122,1342,36105,2512,10601,1667,1256,482,9345,1627,6687,1041,1002,687,5685,1127,3729,993,720,410,3009,900,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4794523,12954,3730785,13188,546932,8105,111927,4717,435005,7449,313155,7181,70151,4261,243004,6430,152203,4435,34924,2587,117279,4175,51448,3895,9564,1932,41884,3233,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2515143,11611,2297395,11888,113635,4462,24417,2337,89218,4330,59245,3546,7041,1383,52204,3387,33563,2481,8787,1704,24776,2095,11305,1759,1697,530,9608,1633,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1247249,6782,1149632,7069,48154,2548,11082,1665,37072,2778,22492,2542,2605,805,19887,2249,19833,1625,6877,964,12956,1739,7138,1215,2197,887,4941,998,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1111582,6565,982712,6022,77862,2973,17752,1826,60110,3014,21241,2300,2419,722,18822,2238,20665,1703,4200,913,16465,1539,9102,1469,1800,582,7302,1449,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1716168,8844,1616765,8918,47595,3339,10110,1519,37485,3197,28157,2165,3324,725,24833,2065,15749,1706,4586,1141,11163,1445,7902,1745,1929,831,5973,1437,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737908,9569,1554897,10219,67939,3967,17890,2429,50049,3283,87651,4204,7731,1348,79920,3817,21971,1730,6713,1124,15258,1501,5450,1175,781,507,4669,1062,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545226,5325,498289,5226,6389,1146,560,324,5829,1090,33658,2574,4011,881,29647,2480,4198,813,1112,463,3086,730,2692,817,585,466,2107,583,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2177934,7798,1766988,9671,151092,4641,33538,2693,117554,4599,123662,5005,14512,1936,109150,4870,88614,3390,19067,1992,69547,3053,47578,3653,4668,1193,42910,3260,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2559951,9181,1927977,10807,217923,5160,57014,3852,160909,4879,272449,7270,51279,3969,221170,6558,106214,3757,32661,2589,73553,3559,35388,2416,6177,1421,29211,2162,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3858532,11041,3469532,13039,125063,4259,20008,1914,105055,4547,131185,4216,18231,2049,112954,3985,65903,2806,16701,1714,49202,2992,66849,3808,14752,2139,52097,3410,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2147262,7978,1898081,8897,78827,2985,17742,2252,61085,3416,59335,3617,6284,1203,53051,3166,61103,2336,16608,1732,44495,2626,49916,3044,16795,2369,33121,2573,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1104371,7926,1054936,7982,28456,2570,5616,1390,22840,2684,9156,1590,689,430,8467,1552,8125,1424,2239,839,5886,1178,3698,964,377,303,3321,955,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2374180,11426,2214648,12780,66767,3811,12846,1679,53921,3548,47357,3272,4037,920,43320,3110,31032,2499,6738,1094,24294,2165,14376,2164,2748,1068,11628,1943,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,414804,3749,393340,3892,8033,1218,894,421,7139,1301,6785,1110,277,199,6508,1081,3267,924,683,596,2584,751,3379,699,134,95,3245,695,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,744159,3947,662615,4292,50066,2163,11751,1577,38315,2197,14484,1354,1772,652,12712,1364,11392,1253,3676,943,7716,1036,5602,1153,1256,606,4346,945,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1042065,7714,731713,7359,195946,4427,45849,3238,150097,4415,36738,3104,5950,1148,30788,2782,66107,3184,12784,1903,53323,2584,11561,1598,2446,769,9115,1481,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,517615,4643,465272,4961,11434,1364,2132,762,9302,1207,28797,2403,2799,806,25998,2320,9144,1089,2085,683,7059,1051,2968,879,192,187,2776,871,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3187963,9239,2176565,11362,496002,6646,130876,5050,365126,7121,305973,7831,49757,3533,256216,7706,157315,4355,34259,2539,123056,3925,52108,3390,5997,1294,46111,3408,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,761797,5816,465206,6053,235812,6077,32461,2869,203351,6052,12586,1686,1128,586,11458,1515,6999,1248,1301,482,5698,1120,41194,2148,4181,650,37013,2047,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7233694,15840,4978849,20939,1058540,9774,278775,9777,779765,10474,709771,11172,156550,5066,553221,10241,365916,7249,134551,4572,231365,7288,120618,5499,18172,1912,102446,4932,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3843745,15042,3413876,15435,258420,6305,71299,3970,187121,5372,88906,4732,10548,1638,78358,4563,63287,3365,13239,1889,50048,3207,19256,2282,3000,894,16256,2115,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,313475,3584,288804,3775,6705,1296,315,384,6390,1297,12087,1667,1810,520,10277,1491,3022,767,371,215,2651,772,2857,750,1016,516,1841,614,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4606655,12584,4244648,13799,124849,3740,22543,2294,102306,3564,135370,4776,19793,2269,115577,4710,58266,2997,14754,1580,43512,2748,43522,3648,8674,1665,34848,3319,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1465951,6457,1317031,6520,95183,2853,23794,1798,71389,3202,17985,1758,1216,374,16769,1712,21749,1511,5547,900,16202,1456,14003,1445,1278,521,12725,1440,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1553205,7348,1319696,9259,126965,4505,23543,3257,103422,4788,48727,3491,5024,1064,43703,3207,48313,2454,11064,1662,37249,2239,9504,1590,2359,925,7145,1322,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4956037,11868,4372610,13319,237189,4892,50208,3479,186981,5209,217705,6272,35149,2741,182556,5673,94738,3542,26853,2133,67885,3222,33795,2834,4884,1258,28911,2731,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,407484,4045,310309,4474,46115,2625,14473,1929,31642,2362,38571,2924,6936,1372,31635,2714,9137,1444,3099,1130,6038,1230,3352,877,577,377,2775,846,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1857768,9376,1721539,10356,78191,3840,19556,2463,58635,3752,33757,2309,2499,763,31258,2149,19193,1897,4157,1075,15036,1848,5088,1228,949,481,4139,1100,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,339437,2931,311948,3192,9353,1379,1371,516,7982,1427,7031,1260,967,540,6064,1102,3332,842,1018,543,2314,778,7773,1113,1337,659,6436,1026,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2530260,10743,2354650,10956,92139,3726,24708,2240,67431,3696,39009,3052,3784,1114,35225,2664,27940,2411,6121,1074,21819,2231,16522,1936,4725,1169,11797,1714,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9421412,21122,6073024,22112,2697670,18235,638008,14220,2059662,17271,266059,7865,31134,3169,234925,7845,290012,5870,74432,4448,215580,6372,94647,5587,14077,2153,80570,5224,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,930980,5092,766757,4776,103014,3641,15999,1911,87015,3569,28398,2459,1859,745,26539,2370,24397,2075,2320,761,22077,2023,8414,1357,757,416,7657,1268,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,254865,3016,234682,3510,4017,707,243,261,3774,644,12721,1681,977,303,11744,1652,1964,620,62,102,1902,609,1481,506,197,199,1284,470,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3106895,11857,2601145,13805,202424,5468,38255,3502,164169,5347,128130,6227,11824,1618,116306,5522,126345,4231,24035,2048,102310,4389,48851,2837,6855,1576,41996,2628,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2728573,8477,2194801,10508,209794,4984,43861,3591,165933,5014,122131,6156,15240,1779,106891,5906,173081,4393,37003,2494,136078,4220,28766,2632,5815,1400,22951,2429,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,734536,5346,710387,5749,10609,1766,505,342,10104,1775,8002,1420,832,410,7170,1340,4562,864,948,416,3614,790,976,480,34,57,942,462,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2319538,7046,2107913,8611,109167,3561,19572,1908,89595,3174,56173,3172,6867,1051,49306,2865,37866,2254,7489,1380,30377,2232,8419,1271,1446,779,6973,1023,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,228937,3666,210748,3601,11688,1539,1927,695,9761,1442,2500,667,299,290,2201,587,2252,672,548,533,1704,490,1749,591,208,325,1541,486,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1221851,9077,53324,3348,1166079,9324,840118,9387,325961,8383,1835,510,341,262,1494,444,478,346,130,160,348,311,135,165,135,165,0,221,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
