GEO_ID,B10051_001E,B10051_001M,B10051_002E,B10051_002M,B10051_003E,B10051_003M,B10051_004E,B10051_004M,B10051_005E,B10051_005M,B10051_006E,B10051_006M,B10051_007E,B10051_007M,B10051_008E,B10051_008M,B10051_009E,B10051_009M,B10051_010E,B10051_010M,B10051_011E,B10051_011M,NAME,B10051_001EA,B10051_001MA,B10051_002EA,B10051_002MA,B10051_003EA,B10051_003MA,B10051_004EA,B10051_004MA,B10051_005MA,B10051_005EA,B10051_006MA,B10051_006EA,B10051_007EA,B10051_007MA,B10051_008EA,B10051_008MA,B10051_009EA,B10051_009MA,B10051_010EA,B10051_010MA,B10051_011MA,B10051_011EA,state
0400000US18,124352,6538,56347,4202,23620,2896,12836,2058,10784,1778,32727,3474,22442,2855,10285,1758,68005,4528,34640,3039,33365,3119,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,40209,2539,16210,1749,6518,1104,3018,878,3500,868,9692,1591,6575,1051,3117,1066,23999,2124,11427,1282,12572,1651,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,46847,3842,20265,2932,8293,1713,4848,1519,3445,837,11972,2078,7416,1592,4556,1293,26582,2868,12060,2042,14522,1846,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,100681,6373,55073,5076,26754,3473,15853,2589,10901,1659,28319,3133,19475,2623,8844,1398,45608,3494,22365,2771,23243,2370,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,111707,6808,55046,4863,21620,2643,10576,1871,11044,1904,33426,3498,22977,3009,10449,1788,56661,4763,28606,3268,28055,2902,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,20432,2463,8053,1472,3170,707,1841,466,1329,545,4883,1358,3529,1177,1354,661,12379,1990,4854,1481,7525,1438,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,153635,7483,45048,4124,11249,1863,5740,1451,5509,1062,33799,3785,22751,3067,11048,1753,108587,6460,45651,4502,62936,4140,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,124288,6933,33825,3555,9849,1654,4268,1128,5581,1278,23976,2995,15206,2616,8770,1832,90463,5311,30729,3186,59734,4993,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,173219,6803,63819,4513,21799,2620,10624,1872,11175,1814,42020,3431,28706,3024,13314,1680,109400,5384,50180,3413,59220,3726,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,68916,3765,21338,2389,7739,1342,3614,1138,4125,884,13599,2028,9558,1941,4041,875,47578,3577,23026,2806,24552,2362,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,93327,6280,49215,4559,16003,2513,8768,1875,7235,1462,33212,3210,23758,2725,9454,1687,44112,4365,21170,3012,22942,3110,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,111404,6811,49090,3981,18137,2658,9871,1963,8266,1773,30953,3343,19155,2806,11798,1822,62314,4683,31621,3234,30693,2953,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,13840,1647,6663,1160,3838,930,2294,723,1544,570,2825,815,1577,633,1248,463,7177,1240,3279,947,3898,881,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,25578,2224,8592,1253,3876,940,1913,716,1963,587,4716,1087,3487,877,1229,559,16986,1954,7781,1627,9205,1639,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,71968,5788,24549,2959,6017,1191,3236,943,2781,746,18532,2832,12510,2443,6022,1215,47419,4271,19490,2587,27929,3642,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21847,2988,6926,1676,2398,1023,1537,800,861,684,4528,1209,2662,886,1866,738,14921,2115,5498,1429,9423,1846,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,197315,8300,47118,4960,10432,1507,4535,1098,5897,982,36686,4629,19714,3275,16972,2539,150197,6758,50828,4477,99369,4880,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,50864,3597,23723,2399,8692,1439,2964,790,5728,1276,15031,2058,10330,1703,4701,1205,27141,2992,12992,2103,14149,1936,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,437593,12603,116405,6400,28194,3029,12715,2193,15479,1851,88211,5926,52917,4342,35294,3186,321188,10163,122088,6450,199100,6970,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,208821,9614,90569,6001,34768,3405,16864,2401,17904,2313,55801,4705,35536,3765,20265,2697,118252,6707,55228,4912,63024,4572,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,7227,1532,3078,809,1363,550,634,349,729,387,1715,518,1275,464,440,244,4149,1279,2070,814,2079,950,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,221796,9180,93394,5639,39164,3654,21247,2856,17917,2381,54230,4131,37611,3828,16619,1844,128402,6015,63426,4374,64976,4191,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,89155,4619,48095,2923,22505,2154,11437,1344,11068,1464,25590,2156,17571,1792,8019,1095,41060,3197,19070,1961,21990,2150,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,68376,4898,23371,3086,7926,1738,4171,1182,3755,1025,15445,2493,8756,1909,6689,1367,45005,3756,18556,2813,26449,2756,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,245344,9034,88495,5200,29314,3120,15236,2562,14078,1620,59181,4360,39908,3719,19273,2175,156849,7473,65467,5108,91382,4917,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,20320,2599,6219,1345,1709,715,574,418,1135,615,4510,1223,2704,850,1806,810,14101,2132,5501,1523,8600,1731,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,119079,7137,54918,4687,21301,3122,12571,2446,8730,1531,33617,3386,22065,2728,11552,2056,64161,5287,30490,3477,33671,3493,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,11593,1736,6089,1180,2162,702,971,574,1191,464,3927,922,2641,653,1286,559,5504,1099,3272,982,2232,802,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,160160,8333,79518,5125,35996,3292,18793,2291,17203,2444,43522,3851,27536,2966,15986,2253,80642,5977,41978,4268,38664,3864,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,792488,19139,311820,11519,94502,6080,46202,3873,48300,4097,217318,10049,157637,8639,59681,4619,480668,14192,229050,10431,251618,8323,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,69342,5093,18738,2515,6700,1621,2470,842,4230,1246,12038,1624,6954,1443,5084,1081,50604,4308,24577,3386,26027,2397,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,8558,1322,3047,879,1542,578,1023,505,519,305,1505,723,797,473,708,422,5511,978,2561,755,2950,754,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,186770,9748,66673,4422,22833,2861,12510,1871,10323,1775,43840,3868,28948,3209,14892,2280,120097,7716,48988,5240,71109,4331,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,132915,7248,42975,3975,18132,2479,8511,1809,9621,1834,24843,3330,15211,2511,9632,1704,89940,5898,39581,4170,50359,4000,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,44097,3633,24004,2810,10593,1844,6270,1527,4323,1054,13411,2621,10184,2337,3227,1140,20093,2302,8934,1644,11159,1738,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,72857,4895,26083,2607,9482,1659,4890,1156,4592,1046,16601,2082,12942,1801,3659,927,46774,4005,23304,2725,23470,2443,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,8984,1843,5194,1559,2029,962,1056,564,973,711,3165,1230,2108,1055,1057,646,3790,1136,1909,923,1881,659,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,97235,5837,44304,4426,10697,1888,4627,1254,6070,1359,33607,3788,20879,2916,12728,1919,52931,3818,23351,2729,29580,2504,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
