GEO_ID,B17020I_001E,B17020I_001M,B17020I_002E,B17020I_002M,B17020I_003E,B17020I_003M,B17020I_004E,B17020I_004M,B17020I_005E,B17020I_005M,B17020I_006E,B17020I_006M,B17020I_007E,B17020I_007M,B17020I_008E,B17020I_008M,B17020I_009E,B17020I_009M,B17020I_010E,B17020I_010M,B17020I_011E,B17020I_011M,B17020I_012E,B17020I_012M,B17020I_013E,B17020I_013M,B17020I_014E,B17020I_014M,B17020I_015E,B17020I_015M,B17020I_016E,B17020I_016M,B17020I_017E,B17020I_017M,NAME,B17020I_001MA,B17020I_001EA,B17020I_002MA,B17020I_002EA,B17020I_003MA,B17020I_003EA,B17020I_004EA,B17020I_004MA,B17020I_005EA,B17020I_005MA,B17020I_006EA,B17020I_006MA,B17020I_007MA,B17020I_007EA,B17020I_008MA,B17020I_008EA,B17020I_009EA,B17020I_009MA,B17020I_010EA,B17020I_010MA,B17020I_011EA,B17020I_011MA,B17020I_012EA,B17020I_012MA,B17020I_013MA,B17020I_013EA,B17020I_014EA,B17020I_014MA,B17020I_015EA,B17020I_015MA,B17020I_016EA,B17020I_016MA,B17020I_017EA,B17020I_017MA,state
0400000US13,927062,3067,254558,15975,43136,4442,49756,4417,33234,4577,119801,8063,6581,1487,1211,634,839,446,672504,15971,73340,4734,73880,5744,71863,4055,411614,8971,34155,2885,5729,1408,1923,613,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,142882,929,23183,3872,5982,1669,3017,1302,2219,796,11121,1979,662,395,147,198,35,47,119699,3841,18072,1664,13472,1576,11195,1288,67515,2229,7229,732,1496,426,720,350,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,193725,1816,46260,5753,9141,1733,8556,1948,4867,1386,21690,3112,1747,849,78,105,181,307,147465,6014,15977,1816,18310,2426,19089,2086,83223,3422,8693,1402,1744,593,429,277,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,2137237,2837,413779,20084,67248,5991,71687,5800,55301,4481,193612,9188,18815,2422,6041,1484,1075,563,1723458,19816,160086,6143,179762,6151,179943,6093,1048237,9625,122130,3905,24943,1725,8357,1528,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,427052,2462,115184,7810,20615,2240,21584,2801,17027,2220,51395,3882,4033,975,419,295,111,146,311868,7736,31153,2207,33489,3088,39280,3006,181777,4639,19769,1836,4671,968,1729,549,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,169532,1266,43392,5027,8650,1720,7320,1522,5767,1199,19417,2723,1926,889,247,197,65,99,126140,5323,13542,2004,17323,2029,15848,1528,71797,3097,5748,1016,1329,538,553,295,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,328126,1552,72763,6870,14173,2379,12653,2089,10703,2220,32222,3218,2028,689,722,390,262,235,255363,6911,29902,2576,30554,2507,31428,3018,143775,3583,16216,1598,2526,713,962,451,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,140895,3022,41065,4806,7486,1449,7576,1536,6499,1515,18347,2435,684,403,26,52,447,412,99830,4572,12013,1346,10537,1667,12476,1707,58046,2671,5481,1168,768,428,509,420,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,222433,1705,53619,5971,7742,1814,8910,1709,5339,1711,28164,3529,2421,930,703,354,340,204,168814,5971,16876,2788,16318,2339,11591,1940,104529,3832,12696,1447,5340,956,1464,476,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18815,772,3480,1137,312,194,778,372,563,375,1576,633,163,149,88,126,0,163,15335,1252,1333,604,1657,489,2429,698,8429,1109,1149,534,231,203,107,103,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,559783,2803,79401,9060,14638,2736,12183,2047,9827,2161,38943,4830,2810,859,723,426,277,247,480382,9110,54162,3140,49567,2891,41188,2756,299559,4884,29283,1890,4883,720,1740,581,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,729905,2501,202798,11295,31834,3147,28939,3317,25744,2922,101305,6519,11276,1366,2866,804,834,370,527107,11554,52065,3496,48955,3147,47879,2981,332385,6789,36731,2001,7160,1118,1932,605,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,473378,1640,112669,7326,18825,1932,21219,2449,13453,1778,53119,4205,5201,1129,707,291,145,136,360709,7427,35395,1711,45420,3122,41426,2732,203717,4489,26065,1786,6416,1075,2270,624,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,273948,1645,57070,5948,10544,1679,9040,1582,7944,1476,27833,3068,1309,465,376,275,24,34,216878,6225,26957,1988,29813,2335,22913,1765,125853,3600,8734,1228,2345,769,263,230,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,78032,2574,21418,3460,4187,1473,4597,1388,1520,723,10547,1757,555,382,12,19,0,207,56614,3812,5220,1310,6697,1644,5697,1397,33728,2540,4410,1025,613,465,249,249,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,232710,2753,60438,6986,11020,2583,10347,1700,6589,1196,29120,3766,2637,945,392,240,333,326,172272,6940,17604,2631,22030,2486,19189,2017,98953,4572,11160,1339,2469,646,867,326,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,35889,754,6783,1537,822,445,1569,740,678,408,3308,855,292,196,89,132,25,48,29106,1521,2884,574,3790,699,3796,802,15420,1292,2499,639,660,504,57,85,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,191082,1077,49119,5753,9619,1612,9651,1643,6020,1265,22132,2880,1420,638,277,344,0,155,141963,5898,17555,2003,17986,2038,16245,1600,80943,3103,6915,1175,1984,666,335,272,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,803581,1536,160760,12055,27222,3809,24840,3472,21131,2951,77347,6456,7498,1356,2344,857,378,341,642821,12288,62239,4085,65072,3911,68325,4035,389579,7029,44833,2861,10258,1021,2515,752,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,42001,872,8143,2126,1412,476,1245,493,1045,568,3942,1279,439,291,60,108,0,184,33858,2202,3083,491,4274,900,3670,776,20776,1709,1564,484,271,229,220,251,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1734152,2705,350695,16106,51042,4434,48108,4025,40150,4104,178679,9460,21754,2502,8601,1698,2361,843,1383457,16517,128725,4818,122634,5579,113547,4160,866812,9987,115475,3936,28036,2276,8228,1537,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,981367,1661,243088,13387,33926,3581,35506,3660,27097,2667,121387,7116,18007,2749,4908,981,2257,864,738279,13042,60374,3726,67114,4275,68052,3964,416013,7290,92108,3350,25684,1747,8934,1578,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3641990,4833,927470,25717,113684,7665,115520,6252,106684,6548,477064,13253,80962,5828,25474,2843,8082,1528,2714520,26656,240883,8101,214040,7585,206758,6888,1710474,14571,255339,7187,64015,3214,23011,2630,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,896083,2609,276029,12357,52399,4263,53283,4167,31825,3201,130752,7253,6265,1447,1197,522,308,303,620054,12384,70655,4689,74093,4746,66225,4008,371755,6794,30025,2607,5835,1279,1466,590,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,24716,1028,3697,994,224,256,606,397,242,255,2612,897,0,151,13,24,0,151,21019,1473,3777,817,2494,770,1688,700,11389,1426,1084,531,513,320,74,127,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,398634,2524,105135,9374,18681,2575,19165,2706,12492,1980,50104,4498,3620,876,937,404,136,162,293499,9990,30326,2731,33351,3000,33738,2812,167957,5175,21469,1938,4871,1036,1787,537,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,385805,1284,94728,7135,18639,2253,17719,2010,12488,1940,41881,3326,3154,696,610,281,237,197,291077,7179,36655,2902,35906,2489,33498,2256,167435,3683,13413,1205,3407,750,763,347,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,500332,1747,132190,11581,22449,3025,24722,3418,17851,3020,62911,5500,3428,1179,534,305,295,275,368142,11972,36834,3225,42547,3576,40354,3250,219196,5913,25232,1916,2817,710,1162,521,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,832976,2577,252451,13445,40872,3620,39827,3786,32375,3192,122927,8079,12786,1644,2345,694,1319,670,580525,12975,64831,3824,60481,3604,56644,3708,348769,8071,39142,2257,8604,1183,2054,540,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,148424,599,43798,5352,6409,1253,7084,1409,5791,1237,20882,3318,2849,881,783,415,0,206,104626,5331,10019,1363,10104,1518,9600,1694,66081,3338,6885,849,1484,513,453,305,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,251609,2771,74326,7037,14603,1984,12562,1931,8940,2079,36803,4077,1119,488,245,335,54,94,177283,7310,18874,2810,17851,2403,16943,2265,110168,4383,11096,1503,1896,715,455,362,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,28667,911,6216,1834,1566,875,501,464,619,318,3182,1155,268,283,80,110,0,151,22451,2000,2717,751,3171,689,2349,728,12669,1430,998,500,547,332,0,151,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,327044,1936,100256,8432,22560,2991,16750,2525,13306,1978,44624,4148,1519,748,1143,581,354,289,226788,8397,26332,2789,28907,2908,22271,2310,135824,4561,11061,1655,1965,649,428,279,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,10480731,7609,2393903,51310,398726,13516,393057,11758,313768,11616,1089207,25822,138897,7430,43952,3261,16296,2085,8086828,51852,774700,13548,812755,14562,817811,15500,4820215,26915,659910,9649,152290,4942,49147,3518,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,403182,1183,78630,7447,15074,2253,13348,2102,10804,2035,36007,3593,2756,750,468,335,173,166,324552,7280,38078,2673,39494,2602,38882,2615,185543,3597,17483,1812,4432,840,640,347,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9269,698,1174,558,197,198,281,283,162,156,415,301,0,149,119,168,0,149,8095,829,574,354,472,288,1032,442,4697,791,934,508,247,236,139,156,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,732340,3516,104562,9948,17926,2755,16732,2979,10092,1886,55584,5607,2776,1001,1011,531,441,464,627778,10405,68666,3421,67657,3459,57462,3318,387385,6060,37689,2541,5928,1076,2991,843,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,867748,2080,179074,12711,32177,3577,32172,3961,24219,2702,85193,6227,3624,1008,1146,495,543,373,688674,12559,82148,4179,85460,4399,74959,3872,397752,7003,38674,2500,7832,1178,1849,676,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23795,1718,5533,1492,1296,736,722,592,560,382,2777,1002,178,206,0,189,0,189,18262,1866,2203,608,1596,696,2127,828,9674,1659,1732,616,763,461,167,263,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,372265,1450,96305,9098,18810,2464,17384,2149,11629,1926,46199,4628,1698,536,360,262,225,205,275960,8941,27816,2456,34963,2494,34698,2410,158552,4573,15375,1350,3175,635,1381,578,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,56264,1287,8661,2903,1353,1015,382,450,960,766,5495,1748,418,396,53,66,0,192,47603,3190,3794,1056,6065,1631,6064,1692,27969,2474,2453,742,885,465,373,270,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3407499,3994,1570562,23642,133863,5482,146728,6088,143908,5985,806238,13507,226557,7448,82459,3879,30809,2648,1836937,22727,75972,5173,97159,5277,130645,5844,1047591,14548,337802,7279,107141,4024,40627,2921,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
