GEO_ID,B13004_001E,B13004_001M,B13004_002E,B13004_002M,B13004_003E,B13004_003M,B13004_004E,B13004_004M,B13004_005E,B13004_005M,B13004_006E,B13004_006M,B13004_007E,B13004_007M,B13004_008E,B13004_008M,B13004_009E,B13004_009M,B13004_010E,B13004_010M,B13004_011E,B13004_011M,NAME,B13004_001EA,B13004_001MA,B13004_002EA,B13004_002MA,B13004_003EA,B13004_003MA,B13004_004MA,B13004_004EA,B13004_005MA,B13004_005EA,B13004_006EA,B13004_006MA,B13004_007EA,B13004_007MA,B13004_008EA,B13004_008MA,B13004_009MA,B13004_009EA,B13004_010MA,B13004_010EA,B13004_011EA,B13004_011MA,state
0400000US13,2502210,6454,137067,7368,79162,6021,57905,4557,12694,2435,45211,3826,2365143,8848,1011451,15612,1353692,14133,141015,7212,1212677,14700,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,312331,2463,18085,1742,11792,1330,6293,1304,1601,725,4692,1155,294246,3036,137779,4074,156467,4197,19605,2405,136862,4409,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,370281,2605,22518,2255,15968,2130,6550,1370,2701,861,3849,1177,347763,3263,166642,5983,181121,5792,23817,2488,157304,6108,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3032921,6031,158683,5937,103377,4440,55306,4072,16099,2311,39207,3071,2874238,7538,1211754,12243,1662484,12413,200511,6947,1461973,13977,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1511690,5147,80011,4841,52401,3754,27610,3003,9690,1653,17920,2780,1431679,7708,623946,9680,807733,11564,118714,5025,689019,11290,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,674781,3302,43130,2932,29181,2393,13949,1803,6706,1189,7243,1396,631651,3911,301029,6450,330622,7013,60036,4136,270586,7266,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,646470,3388,38087,3004,26138,2274,11949,1829,4879,1114,7070,1608,608383,4702,287855,5782,320528,6960,45899,3149,274629,6988,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1001579,4335,53759,4103,34998,3399,18761,2263,5947,1281,12814,1845,947820,5838,450886,7281,496934,8196,75578,4533,421356,7706,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1106760,5252,61975,4620,31903,2975,30072,3871,8362,2367,21710,2867,1044785,6907,413145,9754,631640,10839,74058,4237,557582,10924,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,281176,2365,11600,1544,7296,1099,4304,993,1748,593,2556,833,269576,2906,118261,3418,151315,3919,33662,2720,117653,4387,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1431150,4748,75909,4767,47610,3582,28299,2974,7146,1596,21153,2540,1355241,6493,570466,8694,784775,9135,82875,4216,701900,8736,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,1582741,5346,70437,4491,48221,3267,22216,2592,6269,1333,15947,2086,1512304,7226,615774,10460,896530,12116,123033,5457,773497,12242,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,2223870,4546,113790,4618,71188,3568,42602,3456,13405,2023,29197,2764,2110080,6446,867868,10069,1242212,10387,183103,6976,1059109,12223,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,1229887,4207,74256,3722,53169,2754,21087,2659,8212,1341,12875,2190,1155631,5444,535647,6969,619984,6546,109223,4450,510761,7117,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,695734,3968,34379,2901,17052,2036,17327,2249,2589,826,14738,2026,661355,4840,266078,6456,395277,7716,43552,3436,351725,8297,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,1365469,4993,71515,3976,47386,3004,24129,2497,6091,1106,18038,2200,1293954,6171,585162,10010,708792,9735,104603,5555,604189,10527,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,214317,2120,12420,1835,8822,1575,3598,829,1484,588,2114,676,201897,2863,91157,3397,110740,4225,19131,1936,91609,4089,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,418666,2482,29313,2372,19394,1967,9919,1548,4021,1056,5898,1208,389353,3305,190119,4175,199234,3990,31090,2370,168144,4497,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,685040,3003,33704,2911,21763,2703,11941,1792,4503,1133,7438,1383,651336,3884,274794,6394,376542,6192,54559,3798,321983,6721,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,288020,2462,14981,2022,10312,1914,4669,1095,2193,683,2476,830,273039,3450,124581,4340,148458,4781,28018,2712,120440,5364,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,2077302,4689,100449,4520,71267,3848,29182,2897,8448,1678,20734,2417,1976853,6703,865265,10969,1111588,11296,114921,5352,996667,12563,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,458994,2793,24390,2787,13642,2400,10748,1723,3308,835,7440,1429,434604,3975,176185,5520,258419,5608,33544,3376,224875,6239,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,4731314,7551,217268,6720,146382,5750,70886,4697,20219,2357,50667,4248,4514046,9718,1770459,17633,2743587,18240,297765,9743,2445822,17245,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,2346523,7351,119362,5510,74099,4067,45263,3828,14681,2004,30582,3189,2227161,8119,1014744,12501,1212417,12912,159107,7467,1053310,14078,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,164687,2163,12073,1641,8845,1411,3228,863,1402,630,1826,611,152614,2712,73584,3330,79030,4127,16794,2526,62236,4596,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,2599492,5294,140597,6123,87249,4942,53348,4393,17381,2429,35967,3369,2458895,7426,1057510,11242,1401385,13178,217581,7435,1183804,13004,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,882521,3659,46792,2783,29447,2261,17345,1904,5623,835,11722,1657,835729,4560,398480,6237,437249,6043,60995,3461,376254,6953,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,918952,4093,45834,3688,31895,2894,13939,2403,5844,1501,8095,1806,873118,5184,387867,7873,485251,8454,84802,6293,400449,8780,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,2808955,5934,148715,6149,91180,4646,57535,4388,18510,2231,39025,3885,2660240,8383,1144723,11294,1515517,11135,226007,7754,1289510,11487,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,239733,2136,13759,2077,7727,1438,6032,1447,1650,631,4382,1306,225974,2478,88236,3837,137738,4287,17277,1817,120461,4288,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1109861,4017,61212,4363,34018,3233,27194,3208,4856,1134,22338,3082,1048649,5979,453801,8611,594848,9202,65932,4348,528916,9242,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,180547,2122,10855,1203,6634,1008,4221,953,1156,426,3065,743,169692,2385,83207,3409,86485,3362,15968,2033,70517,3327,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,1535528,6175,80362,5130,49160,3744,31202,3456,8447,1802,22755,2855,1455166,8052,668036,9713,787130,9968,98523,5719,688607,11246,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,6699930,10476,394064,10302,256227,9018,137837,6910,38249,3803,99588,5668,6305866,16256,2935543,25926,3370323,26561,393303,11698,2977020,26884,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,730531,3409,50886,3278,41978,2625,8908,1623,3505,965,5403,1254,679645,4641,353803,7311,325842,7660,32721,3175,293121,8124,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,131688,1646,5640,786,4337,728,1303,447,720,364,583,335,126048,1882,55199,2264,70849,2679,15928,1681,54921,2916,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1972423,6018,102352,4395,71404,3794,30948,2821,7189,1228,23759,2581,1870071,8262,859518,10701,1010553,12406,119584,6596,890969,12455,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1665126,4644,86338,4207,61778,3406,24560,2419,10977,1717,13583,2173,1578788,6350,732233,10320,846555,11119,146502,6277,700053,11892,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,394307,2895,19419,2256,10927,1575,8492,1687,4003,1048,4489,1245,374888,3735,169795,5607,205093,6291,32424,2802,172669,6180,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,1273035,4507,65781,3615,43175,2804,22606,2342,9650,1621,12956,1747,1207254,5943,543653,7159,663601,7601,123273,4174,540328,8419,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,130134,2791,7631,1393,5587,1244,2044,689,781,458,1263,579,122503,3156,60390,2452,62113,3856,10324,1642,51789,3945,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,835419,3484,28776,2750,12360,2055,16416,2197,5023,1216,11393,2036,806643,3889,251157,7836,555486,8430,67496,4914,487990,8264,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
