GEO_ID,B16005I_001E,B16005I_001M,B16005I_002E,B16005I_002M,B16005I_003E,B16005I_003M,B16005I_004E,B16005I_004M,B16005I_005E,B16005I_005M,B16005I_006E,B16005I_006M,B16005I_007E,B16005I_007M,B16005I_008E,B16005I_008M,B16005I_009E,B16005I_009M,B16005I_010E,B16005I_010M,B16005I_011E,B16005I_011M,NAME,B16005I_001MA,B16005I_001EA,B16005I_002EA,B16005I_002MA,B16005I_003EA,B16005I_003MA,B16005I_004EA,B16005I_004MA,B16005I_005EA,B16005I_005MA,B16005I_006MA,B16005I_006EA,B16005I_007EA,B16005I_007MA,B16005I_008EA,B16005I_008MA,B16005I_009EA,B16005I_009MA,B16005I_010EA,B16005I_010MA,B16005I_011MA,B16005I_011EA,state
0400000US01,170790,2648,90779,4414,41813,4645,48966,3779,34880,3373,14086,3040,80011,4535,7447,2200,72564,4385,23210,3139,49354,3986,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,46754,405,36605,1822,24422,2494,12183,1818,10419,1733,1764,828,10149,1783,862,477,9287,1803,5483,1278,3804,1237,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1912870,-555555555,1348209,13284,634301,15989,713908,12771,627469,11710,86439,5305,564661,13285,23260,3013,541401,13709,198413,8952,342988,11224,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,184556,2322,99498,4488,47500,5150,51998,4556,42252,4879,9746,2315,85058,4088,10484,2348,74574,4289,20216,2452,54358,4004,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,13869916,1222,8500227,37444,3319848,43195,5180379,39251,4504692,40767,675687,17332,5369689,37371,200890,7684,5168799,36852,1501006,22636,3667793,28319,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1060425,1071,780820,11637,473980,14089,306840,9550,258622,8663,48218,4197,279605,11428,14455,2314,265150,10787,93731,6964,171419,8506,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,505771,638,357729,8476,120932,6917,236797,7970,180157,7461,56640,3885,148042,8559,5729,1289,142313,8415,50214,4824,92099,7107,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,76716,-555555555,48450,2787,18166,2776,30284,2424,24923,2395,5361,1127,28266,2787,1356,562,26910,2711,10692,1982,16218,2267,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,63847,-555555555,33128,3112,13093,2808,20035,2510,15093,2574,4942,1861,30719,3111,2771,1206,27948,3367,11305,1878,16643,3062,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4625817,1672,2318853,28098,703191,23970,1615662,23730,1317161,20811,298501,12917,2306964,27839,97735,6425,2209229,27215,810353,18582,1398876,26826,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,853206,3613,455980,9844,160717,9441,295263,9399,233560,8816,61703,5690,397226,9013,26834,4009,370392,9059,116002,7533,254390,7910,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,127787,-555555555,112185,2986,88756,4007,23429,2980,18744,2723,4685,1463,15602,2984,2206,810,13396,2962,6015,1438,7381,2521,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,178950,1317,127114,4602,73082,5893,54032,4123,46148,3888,7884,1901,51836,4382,1842,726,49994,4387,16246,2622,33748,3639,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1981739,2036,1184064,13678,401019,14457,783045,12498,668554,12287,114491,6547,797675,13236,31348,3524,766327,14074,242195,8230,524132,11273,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,394466,2321,259466,5196,138475,6627,120991,5780,97952,5580,23039,3414,135000,4973,9191,1826,125809,5156,39393,3599,86416,4628,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,156157,1686,100259,3680,52180,4011,48079,3155,38362,2822,9717,1697,55898,3473,2630,897,53268,3496,15689,2192,37579,3183,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,299764,2000,196283,4930,107461,5952,88822,4961,75993,5029,12829,1939,103481,5089,3679,963,99802,5075,32260,3280,67542,3732,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,131529,2924,76519,3700,43127,4345,33392,3146,27138,3067,6254,1402,55010,3200,2931,861,52079,3314,17390,1996,34689,3212,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,208297,2614,118697,5623,72551,6291,46146,4259,37603,3446,8543,2184,89600,5396,7508,2199,82092,5350,30499,3364,51593,4662,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,18719,715,15413,1157,11942,1324,3471,973,3010,908,461,270,3306,939,918,412,2388,814,1501,474,887,542,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,511113,721,229663,6403,90718,6585,138945,5829,119565,5828,19380,2884,281450,6371,12260,1824,269190,6528,89119,5255,180071,6814,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,685960,849,450531,7540,153316,6671,297215,7495,222765,8747,74450,6603,235429,7396,15464,2332,219965,7474,76938,4367,143027,7663,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,438682,1419,330921,5803,206844,8214,124077,6134,102334,6014,21743,2271,107761,5652,8169,1379,99592,6100,35941,3002,63651,5267,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,250666,1547,146098,4856,78424,5714,67674,4275,53382,3786,14292,2497,104568,4379,6667,1546,97901,4454,31934,3476,65967,4101,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,77864,2846,44474,3846,23371,3142,21103,2852,14162,2209,6941,2061,33390,3618,3218,998,30172,3626,11401,2362,18771,2843,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,214520,2436,143177,3912,87887,5413,55290,4054,47641,4057,7649,1582,71343,3569,7276,1893,64067,3641,21117,2619,42950,3866,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,34540,766,30020,1246,24305,1869,5715,1426,5258,1329,457,373,4520,975,766,378,3754,849,1231,482,2523,676,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,173145,1245,107250,3824,51501,3580,55749,3298,45440,3515,10309,1708,65895,3471,2912,921,62983,3396,16903,2659,46080,3388,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,740487,690,434038,9374,173836,10581,260202,9048,232554,8684,27648,3229,306449,9384,13182,2722,293267,9608,88648,5958,204619,7567,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,40423,739,28171,1987,16635,2308,11536,1927,9004,1826,2532,986,12252,2026,2095,789,10157,1971,4521,1139,5636,1745,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1605484,280,884929,15511,299022,12793,585907,13005,479753,12083,106154,5798,720555,15485,30193,3506,690362,15267,224198,9459,466164,13599,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,922436,1378,773279,8063,407797,10649,365482,9042,321595,9346,43887,3960,149157,7996,6202,1423,142955,7987,47398,4766,95557,6503,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3411415,1510,1981637,20011,646303,18376,1335334,18976,1085402,17870,249932,9851,1429778,20029,75266,5218,1354512,19992,388368,11500,966144,17390,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,809086,2541,419560,8836,151488,9675,268072,8105,217366,7449,50706,4544,389526,8650,19483,3234,370043,8497,114847,5672,255196,8264,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,22725,1242,19417,1410,14394,1644,5023,1298,4202,1112,821,606,3308,1155,729,468,2579,1053,1814,809,765,448,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,369573,2370,286795,5089,171475,7203,115320,5505,87785,5568,27535,2588,82778,4695,9154,2273,73624,4750,25893,2664,47731,4443,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,351559,1278,215698,4640,109232,4994,106466,4023,87225,4379,19241,2281,135861,4887,5924,1181,129937,4759,39836,2730,90101,3831,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,460232,1026,285897,7889,141869,9930,144028,6204,121309,6561,22719,3314,174335,7921,7259,1867,167076,8177,53854,5152,113222,7886,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,779450,1217,594516,8945,268068,8733,326448,9489,240679,8836,85769,5388,184934,8867,14223,2288,170711,8603,56888,4031,113823,7043,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,137544,386,79652,3263,21911,3026,57741,3977,46462,3485,11279,1795,57892,3274,2655,857,55237,3123,19451,2461,35786,3062,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,235324,2690,129751,4812,59938,5916,69813,4873,54851,4713,14962,3214,105573,4679,5697,1541,99876,4938,33966,3383,65910,4453,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,26682,1236,21063,1276,13183,1606,7880,1539,5085,1374,2795,1376,5619,1052,912,479,4707,1014,2108,820,2599,681,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,291476,2661,154292,5323,71447,6080,82845,4677,65807,4808,17038,2586,137184,5027,9126,1716,128058,4841,40573,4316,87485,4670,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9680232,2212,6573821,32377,2325066,35903,4248755,40767,3367353,39383,881402,18826,3106411,32202,110417,6885,2995994,32898,836905,22259,2159089,30317,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,364258,856,225584,5886,117338,7965,108246,5296,95135,5172,13111,2087,138674,5895,8132,1979,130542,6124,52032,3802,78510,5201,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,9801,758,7161,1062,5085,938,2076,690,1715,523,361,410,2640,773,825,377,1815,667,1416,653,399,281,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,679542,3205,351829,8484,167237,8854,184592,7358,157532,7014,27060,3325,327713,8065,16804,2351,310909,8303,116229,6673,194680,7539,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,790006,1392,497075,7632,229853,8893,267222,8561,224334,8226,42888,4797,292931,7542,15411,2378,277520,7971,90871,5124,186649,7575,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,23495,1593,17763,1951,12831,1851,4932,1750,3846,1239,1086,670,5732,1594,1067,658,4665,1381,2469,898,2196,918,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,342445,1079,233512,5102,123917,5399,109595,5065,88249,4501,21346,2706,108933,5036,8252,1515,100681,4950,34490,3620,66191,4141,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,53017,1690,40407,3529,28173,4218,12234,2483,9052,1939,3182,1464,12610,2940,418,332,12192,2979,4927,2287,7265,1822,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3266116,4057,3175540,7167,166551,10241,3008989,12137,532162,15553,2476827,18925,90576,6390,3205,864,87371,6180,10839,1794,76532,5851,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
