GEO_ID,B19037_001E,B19037_001M,B19037_002E,B19037_002M,B19037_003E,B19037_003M,B19037_004E,B19037_004M,B19037_005E,B19037_005M,B19037_006E,B19037_006M,B19037_007E,B19037_007M,B19037_008E,B19037_008M,B19037_009E,B19037_009M,B19037_010E,B19037_010M,B19037_011E,B19037_011M,B19037_012E,B19037_012M,B19037_013E,B19037_013M,B19037_014E,B19037_014M,B19037_015E,B19037_015M,B19037_016E,B19037_016M,B19037_017E,B19037_017M,B19037_018E,B19037_018M,B19037_019E,B19037_019M,B19037_020E,B19037_020M,B19037_021E,B19037_021M,B19037_022E,B19037_022M,B19037_023E,B19037_023M,B19037_024E,B19037_024M,B19037_025E,B19037_025M,B19037_026E,B19037_026M,B19037_027E,B19037_027M,B19037_028E,B19037_028M,B19037_029E,B19037_029M,B19037_030E,B19037_030M,B19037_031E,B19037_031M,B19037_032E,B19037_032M,B19037_033E,B19037_033M,B19037_034E,B19037_034M,B19037_035E,B19037_035M,B19037_036E,B19037_036M,B19037_037E,B19037_037M,B19037_038E,B19037_038M,B19037_039E,B19037_039M,B19037_040E,B19037_040M,B19037_041E,B19037_041M,B19037_042E,B19037_042M,B19037_043E,B19037_043M,B19037_044E,B19037_044M,B19037_045E,B19037_045M,B19037_046E,B19037_046M,B19037_047E,B19037_047M,B19037_048E,B19037_048M,B19037_049E,B19037_049M,B19037_050E,B19037_050M,B19037_051E,B19037_051M,B19037_052E,B19037_052M,B19037_053E,B19037_053M,B19037_054E,B19037_054M,B19037_055E,B19037_055M,B19037_056E,B19037_056M,B19037_057E,B19037_057M,B19037_058E,B19037_058M,B19037_059E,B19037_059M,B19037_060E,B19037_060M,B19037_061E,B19037_061M,B19037_062E,B19037_062M,B19037_063E,B19037_063M,B19037_064E,B19037_064M,B19037_065E,B19037_065M,B19037_066E,B19037_066M,B19037_067E,B19037_067M,B19037_068E,B19037_068M,B19037_069E,B19037_069M,NAME,B19037_001MA,B19037_001EA,B19037_002EA,B19037_002MA,B19037_003EA,B19037_003MA,B19037_004EA,B19037_004MA,B19037_005MA,B19037_005EA,B19037_006MA,B19037_006EA,B19037_007MA,B19037_007EA,B19037_008MA,B19037_008EA,B19037_009EA,B19037_009MA,B19037_010EA,B19037_010MA,B19037_011MA,B19037_011EA,B19037_012MA,B19037_012EA,B19037_013MA,B19037_013EA,B19037_014EA,B19037_014MA,B19037_015EA,B19037_015MA,B19037_016MA,B19037_016EA,B19037_017MA,B19037_017EA,B19037_018MA,B19037_018EA,B19037_019MA,B19037_019EA,B19037_020EA,B19037_020MA,B19037_021EA,B19037_021MA,B19037_022MA,B19037_022EA,B19037_023MA,B19037_023EA,B19037_024MA,B19037_024EA,B19037_025EA,B19037_025MA,B19037_026EA,B19037_026MA,B19037_027MA,B19037_027EA,B19037_028MA,B19037_028EA,B19037_029MA,B19037_029EA,B19037_030EA,B19037_030MA,B19037_031EA,B19037_031MA,B19037_032EA,B19037_032MA,B19037_033MA,B19037_033EA,B19037_034MA,B19037_034EA,B19037_035EA,B19037_035MA,B19037_036EA,B19037_036MA,B19037_037EA,B19037_037MA,B19037_038MA,B19037_038EA,B19037_039MA,B19037_039EA,B19037_040MA,B19037_040EA,B19037_041EA,B19037_041MA,B19037_042EA,B19037_042MA,B19037_043MA,B19037_043EA,B19037_044MA,B19037_044EA,B19037_045MA,B19037_045EA,B19037_046EA,B19037_046MA,B19037_047EA,B19037_047MA,B19037_048EA,B19037_048MA,B19037_049MA,B19037_049EA,B19037_050MA,B19037_050EA,B19037_051MA,B19037_051EA,B19037_052EA,B19037_052MA,B19037_053EA,B19037_053MA,B19037_054MA,B19037_054EA,B19037_055MA,B19037_055EA,B19037_056MA,B19037_056EA,B19037_057EA,B19037_057MA,B19037_058EA,B19037_058MA,B19037_059EA,B19037_059MA,B19037_060MA,B19037_060EA,B19037_061MA,B19037_061EA,B19037_062MA,B19037_062EA,B19037_063EA,B19037_063MA,B19037_064EA,B19037_064MA,B19037_065MA,B19037_065EA,B19037_066MA,B19037_066EA,B19037_067MA,B19037_067EA,B19037_068EA,B19037_068MA,B19037_069EA,B19037_069MA,state
0400000US01,1846390,11341,75784,4173,20047,2173,8962,1898,7268,1701,7494,1456,4992,1132,4494,1332,3682,1137,5503,1536,2533,897,3327,1032,2695,955,2690,733,1396,701,100,93,507,545,94,126,567288,7655,51875,4126,29184,2754,35896,4073,30576,2234,31679,3045,31022,2869,27390,2804,29365,3431,25687,3159,52397,3684,58270,3983,70406,5382,40881,3362,19547,2328,19673,2102,13440,1865,717984,6871,63125,3175,41441,2996,32205,2404,38491,2780,34252,2540,33966,3062,32927,2703,28991,2601,26203,2504,56167,4120,75149,4172,86073,4551,61447,4086,36136,3024,37945,2763,33466,2931,485334,4681,39983,2998,48129,2819,42961,2932,39282,2874,34092,2432,33937,2602,28641,2362,24591,1879,18831,1759,38955,2803,42392,2631,39235,2660,22189,2109,12064,1279,8992,1117,11060,1394,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,250185,2685,13683,1762,1189,435,709,542,707,413,1062,538,605,358,1183,485,1316,664,1247,601,446,361,1478,675,1189,468,1573,741,651,392,30,27,169,227,129,150,93320,2687,2864,747,1944,653,2250,572,2288,760,3037,847,3260,957,3715,976,4108,910,2883,877,7778,1432,12828,1738,15842,1947,11877,1661,7219,1306,7060,919,4367,952,102020,2556,4500,975,2907,759,3555,745,2260,646,3463,885,2895,762,4042,1038,3932,939,2370,611,5635,880,8587,1017,15069,1901,12011,1586,8834,1275,11694,1404,10266,1294,41162,1549,1289,527,2492,737,2450,664,2338,534,2489,629,1974,559,1580,468,2039,621,1962,519,2940,629,3812,693,5162,944,4032,824,2325,628,2268,629,2010,549,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2463008,12455,110940,5039,21334,2606,10157,1629,10391,1899,10524,1873,8750,1648,9503,1740,5402,1131,7500,1456,4669,1166,6393,1416,8057,1728,4765,1043,2495,810,379,249,442,297,179,191,787510,8774,53731,3989,29823,3214,32589,3088,40319,3247,38850,3198,41320,3626,39842,3202,41455,3866,32569,3535,71796,3915,89637,4857,112737,5483,66901,4086,34740,3447,34610,2643,26591,2809,900012,8700,67138,4703,34387,2786,36261,2678,37955,3099,36691,2975,40116,3144,34883,2867,38635,3529,40581,3227,71697,3588,96734,4918,111258,4364,85226,3943,51465,3427,58230,3651,58755,2939,664546,5866,44159,2718,43574,2978,48071,2794,49917,2936,45538,3003,43085,2847,40704,2617,35848,2674,34760,2655,55338,3209,64203,3291,66969,3513,36816,2589,19388,1723,18215,1639,17961,1733,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1144663,8300,56621,3722,12912,2103,5075,1181,4237,1119,5475,1161,4423,1166,4670,1206,2712,1157,4017,1118,2108,896,3129,840,4384,1246,2548,1058,424,336,156,153,238,334,113,140,361022,6395,27260,2707,17192,2232,17240,2241,23356,2793,23571,2815,26283,2846,19676,2123,18395,2577,18047,2354,31611,2873,37417,3325,45447,3004,24158,2238,13060,1899,9346,1463,8963,1597,424735,4941,40214,3118,27005,2268,22469,2091,22442,2064,20662,2019,19915,2035,23172,2440,18115,1901,17972,1879,32484,2594,46310,2952,49684,2957,31992,2621,19306,2013,14522,1592,18471,1863,302285,4019,23402,2409,31493,2170,30628,2530,27809,2456,23201,1992,21373,1909,15944,1690,17962,1753,13843,1570,23976,1932,23387,1854,21008,1955,11163,1507,5816,1049,4783,976,6497,1279,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,12896357,19487,396054,9341,73399,3669,30993,3026,24939,2986,34430,2974,26640,2893,24107,2613,22422,2922,21005,2382,19278,2647,30236,3135,30836,3096,26870,2899,14930,2061,6548,1358,5795,1440,3626,821,4450736,19106,209597,8274,148570,6707,161581,7787,196973,7532,182296,6868,207627,7944,184321,7222,190244,7065,164716,5313,334054,11337,445914,11328,590184,12038,435224,10946,290396,7881,341453,7829,367586,8887,5110406,18053,257299,7140,201087,7838,160565,5481,189151,6788,160876,6607,178689,6596,172107,7141,181334,6438,173044,6278,335043,10372,473145,10841,662271,11744,534003,11450,355166,8349,472768,8959,603858,9126,2939161,14454,174540,5867,237361,6574,213092,6863,189855,6221,165362,6363,157924,5545,130676,5158,132132,4999,119802,5229,210882,6778,258780,6220,299486,7214,205756,6795,127518,4046,143173,5991,172822,5188,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2074735,7548,99137,4457,13082,1837,6541,1315,8763,1578,9108,1817,5960,1138,7527,1518,6068,1284,7324,1681,5362,1366,8153,1631,8005,1351,6808,1495,3367,913,1180,861,1527,809,362,352,753827,7335,30733,2967,18242,2297,17826,2410,28510,3019,27031,2934,35549,3264,32418,2891,36960,3640,29501,2593,65101,4696,84913,4367,118894,4661,86156,4552,49920,2986,50838,3349,41235,3022,783201,6332,40918,3137,22470,2541,22711,2231,28794,2612,22031,2379,28537,2143,30485,2739,28140,2423,27447,2299,53396,2860,76646,4241,109474,4928,88415,4366,58716,3433,68338,3612,76683,3503,438570,4275,25007,2234,28989,2846,28778,2476,28381,2080,27019,2076,24387,2084,25687,2604,22040,2060,21906,2011,33473,2284,48996,3150,43761,2722,29285,1973,17192,1689,15538,1508,18131,1526,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1343703,6712,29943,2899,5031,1192,2970,979,1436,591,2234,853,2061,852,1462,468,2213,756,1733,685,1463,758,3077,988,2575,869,2192,921,802,395,304,331,334,337,56,66,399176,5272,20749,2457,11074,2028,13197,1755,12029,1807,10744,1909,13836,2022,14095,1735,15916,1917,18805,2309,30156,2756,42526,3041,55107,3533,46116,3099,28360,2743,32519,2755,33947,2318,574833,5942,30714,2810,17183,2436,15000,1900,17300,2369,14548,1769,15471,1872,15234,1880,17221,2181,19718,2172,29993,2637,47695,3028,74323,3972,66334,3561,47034,3037,61631,3636,85434,3394,339751,3704,19597,2127,20914,2393,24083,2028,22819,2252,21105,2229,17834,2005,16463,1930,15019,1651,14252,1612,25726,1916,31336,2523,35756,2567,23243,1808,16037,1923,16280,1581,19287,1630,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,352595,3920,10169,1309,697,348,970,568,799,453,712,408,615,370,626,382,1210,651,705,552,318,192,885,496,1236,718,847,404,186,156,66,77,195,265,102,128,102984,3265,5365,1167,2214,704,3301,1053,5072,1233,3073,950,5027,1187,4314,1253,4611,1103,4191,1074,9270,1834,12251,1816,18306,2061,10711,1449,4843,1145,6274,1283,4161,840,142479,2867,7989,1358,4081,1047,4571,1088,6336,1221,5154,974,4761,999,5510,1161,4870,991,5214,1205,10279,1694,13092,1481,21494,2188,14760,1730,11051,1561,12300,1520,11017,1463,96963,2104,5095,1030,4507,837,6064,967,6008,1068,6039,1016,6981,1296,6853,1125,5143,858,3656,923,8984,1262,10329,1325,11839,1477,6288,1003,2836,614,3424,698,2917,664,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,281787,3030,12453,1424,3246,842,937,465,703,401,370,231,782,414,508,387,329,191,579,325,310,218,1031,443,732,261,1064,613,800,406,361,423,526,332,175,120,127600,3081,6861,1285,2921,989,3232,1038,3089,1064,4132,1230,3045,924,3040,964,3594,1026,3239,939,7953,1464,11470,1906,17720,2359,14151,1746,10567,1437,13372,1733,19214,1544,89967,2390,8656,1365,4103,885,4124,1205,3241,858,3836,1048,2799,990,2455,919,3288,925,3562,1000,3501,888,4980,1037,8463,1372,7366,1205,6081,1236,7560,1115,15952,1592,51767,1715,5527,1176,4347,980,2632,627,3207,718,2064,666,2913,683,1569,457,1511,489,2609,796,3171,878,3578,607,3993,728,3680,878,1977,685,2987,764,6002,920,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,7463184,23147,209575,8101,42063,3136,18485,2538,17875,2584,18338,2483,17050,2308,17764,2327,12175,1937,11515,1803,11416,2053,14679,2130,12184,1885,9129,1550,4024,1277,1561,758,659,443,658,621,2126342,16515,134837,5730,73659,6213,96324,5698,120697,6371,112177,5975,132662,5971,114838,5851,117408,6816,102604,4824,196714,7151,246152,9140,279311,9360,163872,5880,86611,5045,78994,5099,69482,3738,2835817,15328,189050,7324,127569,5671,132610,6068,138288,6189,129153,6422,131077,6596,130814,5483,127022,5073,125671,5286,230016,8476,293867,7991,350032,10350,250592,8181,141276,5630,162137,6296,176643,6412,2291450,14224,182663,5653,168136,6580,176781,6628,182987,7636,157926,5646,143757,5318,136091,5048,113825,5186,99490,4739,179927,6096,206767,7582,210667,6119,114869,5367,66260,3828,69411,4304,81893,3219,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
