GEO_ID,C17002_001E,C17002_001M,C17002_002E,C17002_002M,C17002_003E,C17002_003M,C17002_004E,C17002_004M,C17002_005E,C17002_005M,C17002_006E,C17002_006M,C17002_007E,C17002_007M,C17002_008E,C17002_008M,NAME,C17002_001MA,C17002_001EA,C17002_002MA,C17002_002EA,C17002_003MA,C17002_003EA,C17002_004MA,C17002_004EA,C17002_005EA,C17002_005MA,C17002_006EA,C17002_006MA,C17002_007EA,C17002_007MA,C17002_008MA,C17002_008EA,state
0400000US01,4736333,2309,385733,15876,490283,18494,253264,16495,232748,12553,340830,15513,148528,9536,2884947,32162,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,720765,857,30067,3654,44465,4869,25890,4571,30917,5064,34399,4555,17397,3401,537630,7438,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6671705,3550,547868,22497,611175,24920,331319,16793,349591,18320,462148,23255,190918,12318,4178686,37825,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2887337,2988,228019,12753,322489,15403,179466,10909,163520,11154,222151,13566,86381,9045,1685311,21840,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38398057,6625,2568959,47903,3322719,59992,1876972,44872,1892847,49182,2595992,53639,1018210,35862,25122358,79479,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5339618,2635,273501,13881,340048,14770,199004,14483,204582,12741,310765,15072,133608,11863,3878110,25791,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3480932,2053,174686,10493,192223,12102,111641,9688,107371,7042,155411,10311,58204,6448,2681396,19296,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,920355,878,53449,6143,60911,8429,32252,4466,41470,6451,49068,6584,19771,3907,663434,13053,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,638027,441,58611,6805,51889,5964,25822,4073,22197,4867,26092,4690,10356,2463,443060,9591,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19850054,6121,1329921,34082,1786965,36367,1077177,34919,1043423,33271,1484255,37298,600448,25302,12527865,65499,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9943145,3984,761945,25436,933043,28933,506154,25867,504807,25199,714170,26769,285101,18192,6237925,50079,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1394121,1528,74746,7175,73238,7777,36687,3879,41281,5250,68858,6496,31246,4916,1068065,13008,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1622116,2056,96781,8190,148770,12424,76458,8012,91509,10079,134906,11754,61367,7884,1012325,20442,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12559422,3422,784584,28635,918674,30246,530033,24230,538065,19025,724956,23865,302671,13819,8760439,45627,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6417418,3611,422132,18581,511049,19811,286725,14727,307322,16474,438524,17175,177208,10827,4274458,34467,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3021823,2361,164920,9343,202494,9100,125904,9876,137403,10116,177130,9317,80997,6362,2132975,18266,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2830943,2019,159767,10717,209112,10617,122048,8785,128564,10830,181354,11690,74478,8776,1955620,17649,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4290022,2851,332398,14004,461657,16295,206104,12973,221519,11608,297305,13928,121147,9958,2649892,22141,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4541688,2472,399056,16767,490890,20312,238618,15091,234237,13546,310111,15860,117817,8924,2750959,28347,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1292996,1632,67868,5779,104752,6895,57242,6213,65492,5105,78119,5815,39148,4131,880375,12045,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
