GEO_ID,C27001G_001E,C27001G_001M,C27001G_002E,C27001G_002M,C27001G_003E,C27001G_003M,C27001G_004E,C27001G_004M,C27001G_005E,C27001G_005M,C27001G_006E,C27001G_006M,C27001G_007E,C27001G_007M,C27001G_008E,C27001G_008M,C27001G_009E,C27001G_009M,C27001G_010E,C27001G_010M,NAME,C27001G_001MA,C27001G_001EA,C27001G_002EA,C27001G_002MA,C27001G_003EA,C27001G_003MA,C27001G_004MA,C27001G_004EA,C27001G_005MA,C27001G_005EA,C27001G_006MA,C27001G_006EA,C27001G_007EA,C27001G_007MA,C27001G_008EA,C27001G_008MA,C27001G_009EA,C27001G_009MA,C27001G_010MA,C27001G_010EA,state
0400000US40,303028,8688,135502,5445,124672,5476,10830,1436,148937,5542,110282,4869,38655,2861,18589,1423,18470,1405,119,117,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,180777,9148,73702,5234,70606,5352,3096,1150,97053,5496,88946,5134,8107,1711,10022,1393,10015,1395,7,14,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,302907,11624,153905,7275,150067,7171,3838,1123,138377,7105,124366,6849,14011,2098,10625,1547,10605,1539,20,43,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,35755,4764,17394,2571,16497,2574,897,961,17111,2822,16063,2856,1048,724,1250,598,1250,598,0,206,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,99622,6717,51481,4883,49303,4940,2178,1104,43614,3872,36089,3389,7525,1501,4527,918,4527,918,0,203,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,24844,2724,12545,1990,11218,1810,1327,614,11527,1696,7971,1470,3556,1078,772,366,772,366,0,151,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,139523,9165,68020,7015,66145,6723,1875,765,62604,4742,52618,4259,9986,1904,8899,1324,8850,1334,49,52,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,677851,21627,323800,13760,303164,13563,20636,3817,322628,12555,259526,10636,63102,5318,31423,2716,30565,2724,858,518,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,85247,6914,46131,4637,42715,4197,3416,1282,36866,3554,31198,3124,5668,1430,2250,633,2159,621,91,139,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,11077,1335,4195,1049,4195,1049,0,149,5609,790,5379,841,230,200,1273,526,1273,526,0,149,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,290509,11066,140380,6419,135679,6288,4701,1201,139600,7563,116466,6938,23134,3427,10529,1711,10138,1607,391,395,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,390194,12682,183101,7385,180327,7438,2774,826,190939,8563,175343,8063,15596,2573,16154,1592,15811,1563,343,313,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,29152,3308,13732,2402,13580,2376,152,228,13391,1842,12875,1815,516,288,2029,628,2029,628,0,189,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,130077,7829,73277,5483,71601,5480,1676,613,52733,3999,46648,3698,6085,1118,4067,817,3976,809,91,110,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,16062,2138,8477,1564,7905,1585,572,355,7079,1591,5623,1360,1456,882,506,333,420,297,86,144,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,163482,11857,41483,4677,40772,4671,711,533,100700,7839,92700,7574,8000,1360,21299,2775,21136,2779,163,165,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
