GEO_ID,C27001G_001E,C27001G_001M,C27001G_002E,C27001G_002M,C27001G_003E,C27001G_003M,C27001G_004E,C27001G_004M,C27001G_005E,C27001G_005M,C27001G_006E,C27001G_006M,C27001G_007E,C27001G_007M,C27001G_008E,C27001G_008M,C27001G_009E,C27001G_009M,C27001G_010E,C27001G_010M,NAME,C27001G_001MA,C27001G_001EA,C27001G_002EA,C27001G_002MA,C27001G_003EA,C27001G_003MA,C27001G_004MA,C27001G_004EA,C27001G_005MA,C27001G_005EA,C27001G_006MA,C27001G_006EA,C27001G_007EA,C27001G_007MA,C27001G_008EA,C27001G_008MA,C27001G_009EA,C27001G_009MA,C27001G_010MA,C27001G_010EA,state
0400000US01,86221,6555,38118,4141,36370,4067,1748,884,42840,3831,35019,3364,7821,1744,5263,1075,5250,1078,13,24,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,61262,4638,28656,3062,24093,2929,4563,1184,30310,2387,21357,2223,8953,1496,2296,607,2247,620,49,76,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,218855,10741,106871,6921,98185,6630,8686,2128,101827,6507,89410,6545,12417,2055,10157,1644,10052,1651,105,151,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,63787,5652,31316,3733,29516,3297,1800,1078,27002,3209,22741,2966,4261,1190,5469,1150,5341,1150,128,162,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1728942,30318,754395,15479,738374,15554,16021,2372,884839,18630,811078,17430,73761,4543,89708,4715,88489,4710,1219,434,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,190889,9675,87109,5664,84574,5650,2535,1153,97210,5534,88008,5073,9202,1970,6570,1160,6503,1165,67,110,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,114378,7755,56927,4580,56392,4479,535,403,54070,5011,48525,4769,5545,1478,3381,1023,3381,1023,0,198,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,28272,3978,15460,2951,15339,2911,121,153,11749,2044,11047,2040,702,496,1063,394,1063,394,0,190,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,20970,2593,6376,1324,6094,1343,282,253,13470,2187,13003,2096,467,335,1124,448,1124,448,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,492996,20397,212199,12010,201131,11684,11068,2796,248955,11601,198605,9536,50350,5067,31842,2876,30316,2856,1526,791,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,229525,14659,113282,9295,107041,9044,6241,1844,106780,8782,81919,6953,24861,3757,9463,1451,9449,1448,14,29,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,345548,11476,134301,5514,133409,5424,892,445,186293,8184,175200,7719,11093,2051,24954,2371,24954,2371,0,182,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,46971,3936,23540,2546,21682,2541,1858,924,20909,2405,17285,2440,3624,1447,2522,1085,2522,1085,0,193,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,293059,10676,148386,7728,145873,7365,2513,1102,132657,6277,120808,5775,11849,2087,12016,1570,11874,1548,142,172,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,153981,9110,83396,6523,79203,6430,4193,1302,63147,5186,52272,4621,10875,2025,7438,1350,7348,1327,90,185,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,58669,4519,32328,3193,31170,3049,1158,721,24428,3056,21801,2713,2627,1029,1913,602,1913,602,0,155,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,90528,5876,48262,4091,46608,4015,1654,820,38187,3177,30898,2654,7289,1549,4079,907,3962,872,117,178,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,91861,5988,49730,4334,47261,4334,2469,1090,38236,3449,34102,3393,4134,1261,3895,1022,3839,1045,56,92,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,95989,7312,50291,5669,48422,5651,1869,781,40909,4143,32407,3753,8502,1851,4789,1050,4575,1003,214,317,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,30041,2481,12517,1905,10817,1743,1700,802,15269,1810,13106,1643,2163,634,2255,735,2235,731,20,33,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,184097,9903,91734,7232,90102,7083,1632,760,84343,4962,77587,4680,6756,1653,8020,1322,8001,1322,19,35,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,196430,10043,85686,5346,85246,5371,440,391,101424,6800,95438,6423,5986,1697,9320,1747,9291,1740,29,43,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,268201,10619,131849,7281,128493,7125,3356,1078,122920,6156,111714,5948,11206,1804,13432,1363,13424,1366,8,15,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,153717,6603,77094,4369,74606,4215,2488,975,71950,4585,64425,4353,7525,1374,4673,1121,4673,1121,0,143,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,35293,4127,19017,2989,18527,2889,490,326,14068,2555,10417,2135,3651,1239,2208,706,2208,706,0,207,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,146006,8318,73516,5623,70656,5484,2860,991,65235,5153,57523,4888,7712,1509,7255,1205,7148,1215,107,184,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,26897,3159,12253,2011,11222,1983,1031,706,12684,1668,9373,1453,3311,935,1960,482,1960,482,0,165,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,42668,3916,25422,2687,24367,2699,1055,504,15752,2141,13614,1853,2138,699,1494,564,1409,507,85,158,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,141585,8222,66894,5032,62822,4949,4072,1264,68677,4475,61538,4138,7139,1413,6014,1415,5915,1365,99,163,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,21416,2276,8985,1622,8683,1664,302,371,11410,1440,9331,1272,2079,981,1021,375,1021,375,0,184,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,241346,11130,114759,7278,112186,7144,2573,1139,113864,7123,97858,6172,16006,2874,12723,1462,12225,1524,498,437,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,69773,6115,30506,3931,29541,3716,965,638,34819,3674,29638,3284,5181,1761,4448,1062,4422,1057,26,46,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,574547,23166,241217,11446,235219,11292,5998,1848,304788,14423,265229,12340,39559,5618,28542,2355,27736,2260,806,473,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,235718,10617,121224,6940,118201,6961,3023,1357,105697,5974,87906,5498,17791,2559,8797,1310,8720,1325,77,96,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,18792,2542,7386,1735,7066,1661,320,301,11004,1524,9242,1467,1762,805,402,189,402,189,0,151,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,303084,13578,159666,8792,154158,8460,5508,2023,133870,6839,119047,6025,14823,2079,9548,1570,9362,1546,186,169,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
