GEO_ID,B27008_001E,B27008_001M,B27008_002E,B27008_002M,B27008_003E,B27008_003M,B27008_004E,B27008_004M,B27008_005E,B27008_005M,B27008_006E,B27008_006M,B27008_007E,B27008_007M,B27008_008E,B27008_008M,B27008_009E,B27008_009M,B27008_010E,B27008_010M,B27008_011E,B27008_011M,B27008_012E,B27008_012M,B27008_013E,B27008_013M,B27008_014E,B27008_014M,B27008_015E,B27008_015M,B27008_016E,B27008_016M,B27008_017E,B27008_017M,B27008_018E,B27008_018M,B27008_019E,B27008_019M,B27008_020E,B27008_020M,B27008_021E,B27008_021M,B27008_022E,B27008_022M,B27008_023E,B27008_023M,B27008_024E,B27008_024M,B27008_025E,B27008_025M,B27008_026E,B27008_026M,B27008_027E,B27008_027M,B27008_028E,B27008_028M,B27008_029E,B27008_029M,B27008_030E,B27008_030M,B27008_031E,B27008_031M,B27008_032E,B27008_032M,B27008_033E,B27008_033M,B27008_034E,B27008_034M,B27008_035E,B27008_035M,B27008_036E,B27008_036M,B27008_037E,B27008_037M,B27008_038E,B27008_038M,B27008_039E,B27008_039M,B27008_040E,B27008_040M,B27008_041E,B27008_041M,B27008_042E,B27008_042M,B27008_043E,B27008_043M,B27008_044E,B27008_044M,B27008_045E,B27008_045M,B27008_046E,B27008_046M,B27008_047E,B27008_047M,B27008_048E,B27008_048M,B27008_049E,B27008_049M,B27008_050E,B27008_050M,B27008_051E,B27008_051M,B27008_052E,B27008_052M,B27008_053E,B27008_053M,B27008_054E,B27008_054M,B27008_055E,B27008_055M,B27008_056E,B27008_056M,B27008_057E,B27008_057M,NAME,B27008_001MA,B27008_001EA,B27008_002EA,B27008_002MA,B27008_003MA,B27008_003EA,B27008_004MA,B27008_004EA,B27008_005MA,B27008_005EA,B27008_006MA,B27008_006EA,B27008_007MA,B27008_007EA,B27008_008MA,B27008_008EA,B27008_009EA,B27008_009MA,B27008_010MA,B27008_010EA,B27008_011EA,B27008_011MA,B27008_012MA,B27008_012EA,B27008_013MA,B27008_013EA,B27008_014MA,B27008_014EA,B27008_015MA,B27008_015EA,B27008_016MA,B27008_016EA,B27008_017MA,B27008_017EA,B27008_018MA,B27008_018EA,B27008_019MA,B27008_019EA,B27008_020EA,B27008_020MA,B27008_021MA,B27008_021EA,B27008_022EA,B27008_022MA,B27008_023MA,B27008_023EA,B27008_024MA,B27008_024EA,B27008_025EA,B27008_025MA,B27008_026MA,B27008_026EA,B27008_027MA,B27008_027EA,B27008_028MA,B27008_028EA,B27008_029MA,B27008_029EA,B27008_030EA,B27008_030MA,B27008_031MA,B27008_031EA,B27008_032MA,B27008_032EA,B27008_033MA,B27008_033EA,B27008_034MA,B27008_034EA,B27008_035MA,B27008_035EA,B27008_036EA,B27008_036MA,B27008_037MA,B27008_037EA,B27008_038MA,B27008_038EA,B27008_039MA,B27008_039EA,B27008_040MA,B27008_040EA,B27008_041EA,B27008_041MA,B27008_042MA,B27008_042EA,B27008_043EA,B27008_043MA,B27008_044MA,B27008_044EA,B27008_045MA,B27008_045EA,B27008_046MA,B27008_046EA,B27008_047EA,B27008_047MA,B27008_048EA,B27008_048MA,B27008_049MA,B27008_049EA,B27008_050MA,B27008_050EA,B27008_051MA,B27008_051EA,B27008_052EA,B27008_052MA,B27008_053EA,B27008_053MA,B27008_054EA,B27008_054MA,B27008_055MA,B27008_055EA,B27008_056MA,B27008_056EA,B27008_057MA,B27008_057EA,state
0400000US01,4781070,1376,2299014,5729,175451,4215,5709,1542,169742,4126,389086,4464,11723,1858,377363,4461,227516,3014,6129,1356,221387,3369,291369,4681,5328,1276,286041,4671,285883,4547,6155,1186,279728,4543,304755,3606,10569,1454,294186,3746,301864,2427,14875,1722,286989,3284,206027,2088,24320,2071,181707,2578,117063,1405,16694,1636,100369,2115,2482056,5719,170608,4531,5626,1354,164982,4431,371571,4441,12027,1914,359544,4593,230942,3509,7377,1547,223565,3649,316384,3907,8159,1360,308225,4014,312495,3594,6797,1481,305698,3665,328264,2452,10981,1463,317283,2856,331608,1850,16387,1568,315221,2031,238860,1574,21059,1978,217801,2379,181324,1464,18054,1948,163270,2140,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,33698,1496,4704,936,28994,1484,62128,1664,7158,1352,54970,2124,40434,1519,4322,1202,36112,1600,56423,1943,4095,1110,52328,1982,44642,1509,3713,894,40929,1670,46999,1346,2921,791,44078,1457,48220,827,3939,818,44281,1137,24693,715,2036,613,22657,776,10052,395,2274,610,7778,678,345793,1921,32218,1494,5075,1226,27143,1749,57873,1480,7138,1478,50735,1938,33290,868,4115,856,29175,1389,53261,1487,6392,1185,46869,1804,43754,1221,4119,1077,39635,1393,44535,1066,3389,884,41146,1162,45521,927,2630,689,42891,1210,23098,936,2146,573,20952,1112,12243,644,1554,521,10689,742,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,258843,2756,8132,1376,250711,3090,565236,3270,12724,1839,552512,3171,330644,2097,7764,1430,322880,2400,440884,2848,6429,1389,434455,3275,403407,2911,4803,1126,398604,3080,405252,1967,9561,1581,395691,2511,379561,1603,14498,1619,365063,2113,304339,1328,22302,1682,282037,1932,205580,1133,22399,1910,183181,2273,3425608,3038,253182,3550,6425,1372,246757,3733,542132,3310,12401,2520,529731,4136,322705,1856,9461,1518,313244,2368,440339,1920,9337,1450,431002,2328,418146,1585,8486,1295,409660,1944,424393,1711,10900,1527,413493,2138,426743,1123,14382,1490,412361,1647,343709,1572,20237,1824,323472,2258,254259,1552,20954,2048,233305,2619,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,112494,3446,2588,849,109906,3496,250752,3844,4849,1311,245903,3690,141008,2792,3690,1136,137318,3241,180584,3563,2879,778,177705,3577,174942,2907,1433,542,173509,2953,184703,2676,4579,1080,180124,2910,175501,1533,6305,1190,169196,2057,129382,1249,12521,1480,116861,1934,77075,1211,10540,1403,66535,2048,1497866,4230,113621,3212,2154,1197,111467,3421,226834,3890,5607,1372,221227,4223,138958,3118,2787,782,136171,3363,193823,3800,3410,905,190413,3796,183671,2666,1854,646,181817,2727,192237,2466,4862,968,187375,2745,193956,1470,7290,1122,186666,1651,146791,1500,9935,1453,136856,2182,107975,1375,8964,1136,99011,1872,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,1534824,8172,33283,3715,1501541,9115,3108296,8951,44748,4654,3063548,9915,1951795,4340,24259,2704,1927536,5086,2892205,6046,36476,4149,2855729,7462,2533730,4059,21403,2477,2512327,4958,2559327,4401,31294,3172,2528033,5237,2211813,2721,35839,3126,2175974,4093,1371995,2913,54593,2944,1317402,4258,889183,2724,54234,2999,834949,3683,19596453,6021,1455144,8115,27434,3073,1427710,8516,3004875,8209,44898,4115,2959977,9033,1895181,3996,29218,2523,1865963,4596,2823855,4354,43087,3619,2780768,5060,2580433,3329,27460,2944,2552973,4405,2622629,2809,27418,2413,2595211,3841,2380883,2405,35704,2832,2345179,3332,1582231,3029,49999,3183,1532232,4573,1251222,3266,55102,3488,1196120,4243,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,206140,3658,10611,1688,195529,4018,433329,4152,16145,2302,417184,4658,263619,3376,7871,1765,255748,3538,408354,3606,9546,1698,398808,3853,365331,3195,6223,1538,359108,3500,347572,2495,13093,1777,334479,3059,331099,1888,12805,1501,318294,2349,206572,1413,17411,1405,189161,2065,111603,1171,13491,1328,98112,1817,2693716,4738,196288,4036,9641,1705,186647,4215,419043,3911,15433,2652,403610,4576,247424,2175,10266,1659,237158,2600,394696,2373,14148,1632,380548,2566,356146,2694,9503,1640,346643,3028,353995,1764,10934,1571,343061,2420,348202,1557,14384,1862,333818,2231,226357,1635,16881,1556,209476,2197,151565,1325,13905,1501,137660,1988,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,113468,2411,1872,618,111596,2431,276558,2735,1902,602,274656,2783,175814,1793,2063,795,173751,1906,214309,2027,2641,1093,211668,2486,206251,1661,1305,566,204946,1663,256260,1542,1960,703,254300,1621,238760,983,2854,800,235906,1219,144047,910,3849,917,140198,1186,93790,1204,3499,642,90291,1384,1818726,2437,112147,2383,1233,589,110914,2374,259748,2638,2022,720,257726,2632,170091,1524,1649,660,168442,1637,218550,1894,2000,718,216550,2102,221127,1513,1804,816,219323,1779,276774,1502,2456,706,274318,1631,254714,821,2261,641,252453,1075,166694,1199,3404,764,163290,1523,138881,1362,3771,729,135110,1569,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,33318,1130,1091,560,32227,1306,70532,1224,1430,621,69102,1153,43357,969,1458,726,41899,1124,57773,1328,786,352,56987,1340,52100,883,918,409,51182,950,61203,868,1575,575,59628,1042,58743,500,2336,696,56407,803,44247,833,3804,820,40443,1141,26409,686,3852,594,22557,901,483521,1246,32614,1234,682,402,31932,1359,67307,1442,1122,466,66185,1505,43669,928,1329,585,42340,954,63017,1236,1628,547,61389,1375,56603,863,974,545,55629,827,66551,770,1442,592,65109,976,67666,498,1989,630,65677,790,50696,677,3437,763,47259,1078,35398,656,3773,793,31625,927,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,26616,1137,501,475,26115,1134,33215,1079,709,462,32506,1194,34856,694,599,444,34257,739,69861,659,332,261,69529,730,46790,515,771,426,46019,636,37860,401,500,303,37360,502,32536,908,1118,462,31418,1018,18650,813,383,262,18267,834,10763,545,1054,349,9709,631,349535,1105,24750,852,714,494,24036,863,32834,808,325,292,32509,929,43910,568,518,271,43392,630,80488,493,978,395,79510,632,48030,334,105,101,47925,338,38552,149,611,378,37941,415,36707,117,951,433,35756,436,24893,562,519,272,24374,627,19371,797,694,334,18677,843,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,668973,6922,20890,2944,648083,7328,1411689,8050,43927,4417,1367762,8355,874119,6410,20503,2715,853616,7364,1237740,7359,23276,3027,1214464,7876,1169159,5155,18956,2255,1150203,5003,1311981,5296,40436,3255,1271545,5821,1233381,3340,55029,3871,1178352,5376,1004899,2441,71186,3432,933713,3712,740784,2603,68410,4212,672374,4660,10307444,7951,646860,7836,15637,2229,631223,8241,1365879,7181,39938,3815,1325941,7585,855443,4601,21887,2483,833556,5408,1282278,4616,28163,2924,1254115,5473,1237548,4020,24902,2562,1212646,4551,1393405,3982,38760,2907,1354645,4510,1393133,2892,51553,3559,1341580,4156,1162418,3467,67289,4118,1095129,5429,970480,3446,65610,4237,904870,5456,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
