B23026_032E,B23026_032M,B23026_033E,B23026_033M,B23026_034E,B23026_034M,B23026_035E,B23026_035M,B23026_036E,B23026_036M,B23026_037E,B23026_037M,B23026_038E,B23026_038M,B23026_039E,B23026_039M,B23026_040E,B23026_040M,B23026_041E,B23026_041M,B23026_042E,B23026_042M,B23026_043E,B23026_043M,B23026_044E,B23026_044M,B23026_045E,B23026_045M,B23026_046E,B23026_046M,B23026_047E,B23026_047M,B23026_048E,B23026_048M,B23026_049E,B23026_049M,GEO_ID,B23026_001E,B23026_001M,B23026_002E,B23026_002M,B23026_003E,B23026_003M,B23026_004E,B23026_004M,B23026_005E,B23026_005M,B23026_006E,B23026_006M,B23026_007E,B23026_007M,B23026_008E,B23026_008M,B23026_009E,B23026_009M,B23026_010E,B23026_010M,B23026_011E,B23026_011M,B23026_012E,B23026_012M,B23026_013E,B23026_013M,B23026_014E,B23026_014M,B23026_015E,B23026_015M,B23026_016E,B23026_016M,B23026_017E,B23026_017M,B23026_018E,B23026_018M,B23026_019E,B23026_019M,B23026_020E,B23026_020M,B23026_021E,B23026_021M,B23026_022E,B23026_022M,B23026_023E,B23026_023M,B23026_024E,B23026_024M,B23026_025E,B23026_025M,B23026_026E,B23026_026M,B23026_027E,B23026_027M,B23026_028E,B23026_028M,B23026_029E,B23026_029M,B23026_030E,B23026_030M,B23026_031E,B23026_031M,B23026_032MA,B23026_032EA,B23026_033EA,B23026_033MA,B23026_034EA,B23026_034MA,B23026_035MA,B23026_035EA,B23026_036MA,B23026_036EA,B23026_037MA,B23026_037EA,B23026_038EA,B23026_038MA,B23026_039EA,B23026_039MA,B23026_040MA,B23026_040EA,B23026_041MA,B23026_041EA,B23026_042MA,B23026_042EA,B23026_043MA,B23026_043EA,B23026_044EA,B23026_044MA,B23026_045MA,B23026_045EA,B23026_046MA,B23026_046EA,B23026_047MA,B23026_047EA,B23026_048MA,B23026_048EA,B23026_049EA,B23026_049MA,NAME,B23026_001MA,B23026_001EA,B23026_002MA,B23026_002EA,B23026_003MA,B23026_003EA,B23026_004MA,B23026_004EA,B23026_005EA,B23026_005MA,B23026_006MA,B23026_006EA,B23026_007MA,B23026_007EA,B23026_008MA,B23026_008EA,B23026_009MA,B23026_009EA,B23026_010EA,B23026_010MA,B23026_011MA,B23026_011EA,B23026_012MA,B23026_012EA,B23026_013MA,B23026_013EA,B23026_014MA,B23026_014EA,B23026_015MA,B23026_015EA,B23026_016EA,B23026_016MA,B23026_017MA,B23026_017EA,B23026_018MA,B23026_018EA,B23026_019MA,B23026_019EA,B23026_020MA,B23026_020EA,B23026_021MA,B23026_021EA,B23026_022EA,B23026_022MA,B23026_023EA,B23026_023MA,B23026_024EA,B23026_024MA,B23026_025MA,B23026_025EA,B23026_026MA,B23026_026EA,B23026_027EA,B23026_027MA,B23026_028EA,B23026_028MA,B23026_029EA,B23026_029MA,B23026_030MA,B23026_030EA,B23026_031MA,B23026_031EA,state
446,236,382,195,800,326,4157,608,1879,325,222,187,501,377,631,303,425,222,499,223,2488,624,726,291,75,88,328,201,175,138,357,253,827,376,47351,1104,0400000US38,107357,748,48192,359,16036,1226,9150,1092,6018,812,91,73,436,242,968,435,538,211,1099,355,4503,852,2274,527,63,77,350,248,564,268,185,125,1067,419,2383,520,678,284,9,16,50,53,41,43,556,279,1049,374,32156,1212,59165,595,11814,1062,5169,834,3187,680,32,53,322,203,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
4638,985,2916,682,4650,916,65254,3530,37091,2844,2411,646,5294,995,8194,1215,4833,1009,7431,1088,34708,2436,11899,1376,1229,382,3814,894,4751,845,3385,809,9630,1367,869736,5757,0400000US39,1839554,2328,798960,1537,197102,5175,104568,3573,81677,3349,2105,562,4592,817,6084,978,4267,891,5843,910,65357,2897,29585,2151,2911,676,8157,1192,8922,1063,7347,946,8435,1153,27177,1915,6464,1107,737,314,2939,686,2900,665,3959,797,10178,1086,601858,5301,1040594,1745,170858,5322,70896,3577,54402,3494,1012,354,3278,619,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
1249,389,1884,644,1345,504,20066,1672,12395,1385,503,266,1722,473,1818,524,1688,471,1940,432,8160,1160,3209,714,214,140,511,255,970,384,640,321,2616,617,263550,2432,0400000US40,576031,1966,255984,1244,66639,2641,44425,2339,35568,2140,793,320,1815,475,1918,573,2302,613,2029,518,16185,1436,8578,1009,764,303,1546,512,1793,513,1435,453,2069,600,6029,812,1529,439,344,252,424,240,979,370,960,448,1793,444,189345,2759,320047,1371,56497,2187,28271,1691,21709,1517,670,325,1414,457,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
1099,431,1551,475,1736,657,19666,1801,10824,1287,1076,393,1711,556,1709,550,1960,591,2386,623,14022,1614,5108,976,674,391,1167,521,1370,515,1572,480,4131,885,300866,3058,0400000US41,659778,1683,301459,1433,64819,3173,37966,2759,27579,2398,923,351,2114,574,1317,432,1834,555,4199,865,17322,1771,7900,1229,747,348,2498,622,1496,483,1717,667,2964,665,9531,1316,2080,582,473,313,759,361,726,378,907,434,4586,885,236640,3250,358319,1291,57453,3008,23765,2234,17659,1822,314,258,1406,437,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
4335,837,4065,778,3373,806,78507,3277,46366,2857,2869,567,7949,1079,8188,1076,6267,1083,6868,1094,39926,2532,14337,1547,1593,445,4401,724,5176,880,4326,822,10093,1281,1038532,5726,0400000US42,2181193,2435,942140,1541,239947,5717,128484,3976,100885,3933,2114,610,6364,1150,6541,1210,5577,889,7003,1042,77432,3462,38030,2382,3735,694,10365,1174,11352,1301,7133,958,6817,969,34031,2099,9312,1269,837,386,3363,798,3730,795,3539,656,13250,1438,702193,5621,1239053,1835,200521,5720,82088,3786,63527,3467,1923,688,4865,1012,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
593,377,356,199,38,65,6643,1100,4209,963,370,235,627,294,693,394,408,247,336,242,3115,807,1458,497,93,119,473,226,76,90,45,75,970,458,80683,1718,0400000US44,170532,1029,72890,551,20577,2045,11110,1479,8537,1329,122,151,830,411,551,275,374,266,696,348,6619,1074,2850,658,57,96,538,338,972,341,978,395,1224,603,2848,778,638,329,154,156,316,200,349,175,595,430,796,527,52313,2104,97642,834,16959,1609,7201,1131,5656,935,227,194,331,241,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
1797,587,1552,554,1585,587,26472,2059,14592,1718,1234,519,2507,679,3324,853,2269,686,2546,622,11811,1569,3691,785,248,179,998,397,1204,425,1520,566,4150,1044,374571,3452,0400000US45,793954,2009,352949,1291,84427,3133,42667,2789,33310,2473,381,211,1557,489,2749,763,1708,580,2962,782,30314,2154,16567,1846,1237,420,2850,651,3628,817,3047,777,2985,702,11446,1543,3165,764,686,492,603,341,1948,639,1660,509,3384,926,268522,3193,441005,1552,66434,3004,28151,2394,21253,1848,452,232,1512,653,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
380,200,241,197,533,267,5492,1001,3304,784,271,217,562,328,499,243,259,194,597,310,3196,626,890,349,85,69,252,136,518,270,268,245,1183,395,57972,1611,0400000US46,134513,1471,61290,929,20564,1508,13163,1420,9550,1104,142,125,830,603,977,454,803,359,861,333,4198,788,2075,542,145,149,302,183,314,203,567,241,795,332,3203,771,1429,483,120,142,108,66,317,201,352,387,877,349,40726,1642,73223,1095,15251,1294,6563,814,4979,739,108,83,322,187,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
3030,917,2363,675,1919,517,30776,2561,17038,2154,1023,414,3164,724,3593,838,2352,668,3606,796,13056,1704,3495,836,625,264,1342,483,1510,525,1678,561,4406,895,480285,3735,0400000US47,1015780,2801,448323,2036,112749,3581,69441,3252,55246,2731,1197,518,3074,868,3499,792,4208,943,2217,520,31631,2182,14313,1396,1826,630,3889,1000,4488,945,3376,856,3739,748,11677,1432,2504,663,268,216,679,356,930,351,1635,475,5661,951,335574,4022,567457,2115,87172,3645,43340,2605,32640,2658,1444,708,1944,543,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
7800,1311,5947,1300,9151,1328,105581,4958,59516,3408,4649,776,9756,1354,12365,1454,8262,1153,11033,1417,43461,3303,13416,1732,1201,390,4591,1006,4742,1055,5387,1109,14124,1836,1483935,8997,0400000US48,3221507,4706,1428111,2814,402837,8089,265412,6882,212514,6793,5358,1139,9892,1407,13240,1603,11307,1747,13101,1462,99933,4402,54216,3578,2828,681,9659,1379,13901,1607,7759,1162,11570,1579,37492,2781,10662,1564,815,343,2388,662,4480,967,4327,929,14820,1642,1025274,8285,1793396,3503,309461,8646,160419,6539,126645,5803,3425,711,7451,1240,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
707,404,490,227,723,352,11167,1565,6269,1296,395,248,1190,396,1369,480,877,298,1067,477,5006,1036,1556,563,256,238,240,137,892,377,439,305,1623,650,137976,2162,0400000US49,307842,1418,142599,991,42463,2525,25128,1858,20149,1669,440,292,976,382,1158,459,1207,517,1198,419,12672,1561,5990,938,581,414,1449,578,1381,357,1580,466,1691,517,4663,784,1487,472,157,142,154,96,677,335,389,224,1799,507,100136,2525,165243,973,27267,2165,11094,1354,8358,1154,183,167,633,325,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
226,152,260,197,525,374,5298,849,2063,495,289,146,703,264,722,345,1156,489,365,199,2914,487,444,181,143,142,251,160,398,219,644,262,1034,324,46791,1203,0400000US50,110084,647,50292,497,17368,1345,8897,1085,6424,931,14,24,876,458,507,265,810,454,266,146,5705,892,2172,483,206,166,601,304,907,361,992,322,827,328,2766,599,661,248,47,63,240,158,424,257,420,228,974,274,32924,1337,59792,489,13001,1147,4789,786,3436,665,36,44,306,201,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
2326,633,2582,785,3443,851,44858,2629,21636,2001,3029,799,4411,896,5540,854,4726,778,5516,953,23096,2052,7183,1347,729,282,1809,540,3183,810,3234,829,6958,975,538704,4536,0400000US51,1187444,3199,524430,2215,151857,4444,89943,3622,70754,3361,1950,651,4039,828,3811,1019,3515,808,5874,892,44319,2850,21115,2206,2519,775,4724,947,5635,1068,4429,944,5897,972,17595,1888,4803,845,512,313,1356,535,2343,632,2049,622,6532,1181,372573,5131,663014,2085,124310,4317,56356,3077,43195,2523,1417,442,3393,904,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
2519,779,1997,636,2737,634,29360,2430,13834,1824,1256,445,4862,952,2857,643,2560,634,3991,810,19274,1881,5917,949,587,355,1838,562,1458,494,2160,598,7314,1135,470219,4315,0400000US53,1036626,2498,473605,1734,119461,4432,71751,3691,53733,3122,1351,456,3561,720,3593,776,3989,962,5524,1233,33222,2231,13392,1289,1477,513,4976,960,3737,834,4357,1015,5283,903,14488,1530,2806,671,237,190,1669,533,1308,594,2152,527,6316,1186,354144,4620,563021,1764,92802,4231,44168,3219,33196,2691,1086,414,2633,903,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
564,362,878,435,962,482,8872,1289,5159,935,122,118,747,361,1229,490,1206,482,409,260,4012,928,1625,584,57,101,284,228,645,334,329,255,1072,472,160336,1836,0400000US54,336361,1456,151128,1004,26064,2143,15882,1850,10719,1546,636,356,1047,596,1648,535,599,285,1233,410,7343,1052,3864,835,235,197,797,425,668,248,722,325,1057,395,2839,591,931,391,0,189,398,250,277,242,479,251,754,315,125064,2274,185233,1126,24897,1883,12013,1376,9045,1217,259,217,305,173,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
2146,608,2257,587,1964,454,31012,2148,16461,1725,1148,389,2829,510,3775,584,2336,464,4463,711,20401,1325,6086,858,697,271,1979,399,2532,548,2038,500,7069,858,415018,3081,0400000US55,900763,2101,403895,1378,101807,2666,49566,2457,35907,2377,1066,338,3111,748,2613,565,2856,699,4013,595,33774,1924,14715,1343,1307,475,4613,723,4885,785,3695,761,4559,713,18467,1351,5159,824,533,241,1654,507,2109,441,2314,521,6698,888,302088,2631,496868,1583,81850,3060,30437,2099,21701,1686,534,255,1835,476,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
223,205,121,165,538,283,3259,744,1752,566,30,53,481,439,353,267,332,223,311,177,1653,528,567,348,51,89,0,192,214,176,129,127,692,394,34395,1196,0400000US56,82547,915,39255,607,13279,1169,7918,1155,5154,914,149,184,1194,624,711,399,191,151,519,289,3869,914,1474,636,108,165,165,141,578,342,1021,480,523,311,1492,548,357,266,89,107,44,76,107,147,262,218,633,342,25976,1146,43292,613,8897,1027,3985,803,2817,737,201,221,85,108,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
287,234,315,250,35,60,5009,931,3774,796,72,70,244,188,27,45,365,280,527,411,2439,567,1204,361,240,189,218,205,74,126,0,221,703,308,339115,1543,0400000US72,626965,18,271332,11,26268,2208,15230,1910,13064,1696,210,278,453,268,509,397,372,257,622,385,9805,1296,7253,1086,109,110,469,369,938,407,351,249,685,337,1233,533,745,425,0,221,34,56,37,68,0,221,417,333,245064,2206,355633,12,16518,1542,9070,1354,8257,1369,75,90,101,122,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
