GEO_ID,B22007_001E,B22007_001M,B22007_002E,B22007_002M,B22007_003E,B22007_003M,B22007_004E,B22007_004M,B22007_005E,B22007_005M,B22007_006E,B22007_006M,B22007_007E,B22007_007M,B22007_008E,B22007_008M,B22007_009E,B22007_009M,B22007_010E,B22007_010M,B22007_011E,B22007_011M,B22007_012E,B22007_012M,B22007_013E,B22007_013M,B22007_014E,B22007_014M,B22007_015E,B22007_015M,B22007_016E,B22007_016M,B22007_017E,B22007_017M,B22007_018E,B22007_018M,B22007_019E,B22007_019M,B22007_020E,B22007_020M,B22007_021E,B22007_021M,B22007_022E,B22007_022M,B22007_023E,B22007_023M,B22007_024E,B22007_024M,B22007_025E,B22007_025M,B22007_026E,B22007_026M,B22007_027E,B22007_027M,B22007_028E,B22007_028M,B22007_029E,B22007_029M,B22007_030E,B22007_030M,B22007_031E,B22007_031M,B22007_032E,B22007_032M,B22007_033E,B22007_033M,B22007_034E,B22007_034M,B22007_035E,B22007_035M,B22007_036E,B22007_036M,B22007_037E,B22007_037M,B22007_038E,B22007_038M,B22007_039E,B22007_039M,B22007_040E,B22007_040M,B22007_041E,B22007_041M,B22007_042E,B22007_042M,B22007_043E,B22007_043M,NAME,B22007_001MA,B22007_001EA,B22007_002EA,B22007_002MA,B22007_003EA,B22007_003MA,B22007_004EA,B22007_004MA,B22007_005MA,B22007_005EA,B22007_006MA,B22007_006EA,B22007_007MA,B22007_007EA,B22007_008EA,B22007_008MA,B22007_009EA,B22007_009MA,B22007_010MA,B22007_010EA,B22007_011MA,B22007_011EA,B22007_012MA,B22007_012EA,B22007_013MA,B22007_013EA,B22007_014EA,B22007_014MA,B22007_015MA,B22007_015EA,B22007_016EA,B22007_016MA,B22007_017MA,B22007_017EA,B22007_018MA,B22007_018EA,B22007_019EA,B22007_019MA,B22007_020EA,B22007_020MA,B22007_021EA,B22007_021MA,B22007_022EA,B22007_022MA,B22007_023MA,B22007_023EA,B22007_024EA,B22007_024MA,B22007_025EA,B22007_025MA,B22007_026EA,B22007_026MA,B22007_027EA,B22007_027MA,B22007_028MA,B22007_028EA,B22007_029MA,B22007_029EA,B22007_030EA,B22007_030MA,B22007_031EA,B22007_031MA,B22007_032EA,B22007_032MA,B22007_033MA,B22007_033EA,B22007_034MA,B22007_034EA,B22007_035EA,B22007_035MA,B22007_036EA,B22007_036MA,B22007_037EA,B22007_037MA,B22007_038MA,B22007_038EA,B22007_039MA,B22007_039EA,B22007_040MA,B22007_040EA,B22007_041EA,B22007_041MA,B22007_042EA,B22007_042MA,B22007_043MA,B22007_043EA,state
0400000US01,1213540,13821,199691,7480,64713,4130,12042,1539,25370,2143,20646,2767,15647,2524,4999,980,6655,1376,5322,1204,1333,704,134978,5931,20230,2613,5622,1326,11395,1824,2579,897,634,498,114748,5061,34942,3047,62438,4113,13771,1910,3597,972,1013849,12086,798961,10604,147001,4569,224698,7252,357162,8263,328958,7565,28204,2564,70100,4577,64531,4254,5569,1016,214888,7382,58009,3820,9210,1473,32818,3049,14233,2051,1748,607,156879,6447,26318,2356,84032,4523,38518,3406,8011,1528,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,19184,1878,7107,1075,300,105,2682,706,2570,675,2032,571,538,323,1555,443,1300,423,255,153,12077,1517,3198,812,829,473,1618,511,582,393,169,78,8879,1474,1433,454,4740,1110,1981,842,725,369,144616,3217,113241,2915,9754,1103,26186,1904,61642,2501,58395,2510,3247,706,15659,1390,14701,1350,958,392,31375,2372,11911,1350,637,258,6801,1062,3450,809,1023,445,19464,1756,1235,428,11834,1697,5413,1104,982,378,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,237517,6912,92366,4591,13222,1908,36338,2659,31755,2943,22587,2396,9168,1528,11051,1668,8725,1495,2326,720,145151,5800,31889,2887,5291,1099,17838,2295,7062,1556,1698,830,113262,5020,27517,2681,62567,4208,17774,2060,5404,1188,1360897,14250,1061176,11751,234293,5637,278675,7848,440122,10342,401703,9119,38419,2903,108086,5021,96695,4839,11391,1565,299721,8954,105339,5741,10874,1443,55690,4672,30373,3483,8402,1693,194382,6171,22074,2218,110524,5454,49085,3135,12699,1995,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,110631,5862,38736,2939,8232,1359,15292,2076,12533,1738,9805,1653,2728,743,2679,712,2380,701,299,180,71895,4431,12071,1796,3608,1006,6679,1199,1662,663,122,177,59824,4296,18118,2074,32838,3277,7712,1636,1156,460,650863,9305,522561,9194,93864,3734,137186,5393,247114,6662,232068,6516,15046,1945,44397,2895,41493,2735,2904,605,128302,4811,38053,3237,5077,1148,22377,2720,8660,1613,1939,702,90249,4074,14388,2125,49039,3373,22188,2371,4634,1023,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,1055701,16420,454269,10817,46326,2911,177705,6287,150503,7450,102462,6392,48041,3462,79735,4674,54480,3634,25255,2350,601432,12415,133027,5949,21741,2493,73797,4792,25304,2387,12185,1981,468405,10390,130966,5360,226945,8839,81197,3687,29297,2425,7780205,29170,5888024,27392,747789,9635,1559023,15196,2715616,23166,2389842,22042,325774,8741,865596,15614,718866,14194,146730,5614,1892181,23414,643534,13243,53097,3631,329269,9425,188835,6832,72333,4031,1248647,17823,160899,6077,610333,14041,347988,10419,129427,4698,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,120150,5698,48975,3577,5759,1239,17223,2304,19149,2133,15373,1931,3776,1037,6844,1253,5478,1142,1366,452,71175,4737,16501,2210,2709,826,9713,1791,2589,756,1490,690,54674,4338,13057,2005,30315,2718,8600,1754,2702,809,1211711,11753,989065,9518,122402,3954,230400,6380,523222,8944,488970,9353,34252,2569,113041,4617,103272,4334,9769,1806,222646,7567,76523,4562,3686,726,42759,3695,23610,2331,6468,1235,146123,6136,13943,1757,76405,4455,43611,3323,12164,1931,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,103071,4448,30951,2775,5129,1052,10344,1649,10774,1844,7643,1455,3131,945,4704,1024,3605,869,1099,669,72120,3944,13188,2009,3064,1039,6240,1374,3005,1070,879,544,58932,3160,15487,2239,31359,2602,9027,1412,3059,889,773117,8800,616638,8782,70730,2895,142328,5780,309052,7692,286805,7249,22247,2180,94528,3944,87167,3698,7361,1255,156479,6325,44818,3645,3087,813,24137,2393,14776,2116,2818,786,111661,4853,9933,1640,58367,3333,34587,2631,8774,1738,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,33859,2333,10790,1276,2098,620,3740,825,3709,795,2534,696,1175,555,1243,565,1151,568,92,99,23069,2281,3555,830,798,464,1576,691,546,351,635,477,19514,2156,3015,854,11956,1833,3314,1034,1229,552,201526,4339,159626,4264,28622,1779,37387,2373,72708,3544,66830,3412,5878,1024,20909,1999,18937,1924,1972,617,41900,2763,12628,1705,1181,476,7148,1394,3429,931,870,424,29272,2445,3316,877,14569,1890,9116,1608,2271,648,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,28544,2249,5175,1221,860,370,1371,612,1535,599,1045,563,490,304,1409,686,1289,693,120,122,23369,2000,2396,842,396,288,1521,753,479,292,0,200,20973,1945,6993,1083,9370,1495,3756,887,854,367,96634,3506,66682,3404,5930,834,10686,1307,44650,2719,43241,2732,1409,495,5416,1191,4922,1094,494,353,29952,2972,8438,1752,951,419,4437,1254,2564,1004,486,359,21514,2340,3477,1100,11014,1640,6154,1444,869,406,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,794531,14382,311434,9254,52731,3978,107033,5570,111694,5743,85593,5042,26101,2774,39976,3203,32142,2826,7834,1372,483097,10398,100943,5789,18010,2197,59670,4756,16970,2315,6293,1697,382154,8697,94119,5989,211052,7676,59038,3905,17945,2243,4012080,26271,3133342,24371,728552,11206,788243,14079,1318602,17268,1212269,17077,106333,4825,297945,8644,268648,7974,29297,2473,878738,13881,258718,9082,27299,3149,143405,6776,72669,4173,15345,2293,620020,13637,71441,4593,331286,9330,177109,6931,40184,4107,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
