GEO_ID,C16004_001E,C16004_001M,C16004_002E,C16004_002M,C16004_003E,C16004_003M,C16004_004E,C16004_004M,C16004_005E,C16004_005M,C16004_006E,C16004_006M,C16004_007E,C16004_007M,C16004_008E,C16004_008M,C16004_009E,C16004_009M,C16004_010E,C16004_010M,C16004_011E,C16004_011M,C16004_012E,C16004_012M,C16004_013E,C16004_013M,C16004_014E,C16004_014M,C16004_015E,C16004_015M,C16004_016E,C16004_016M,C16004_017E,C16004_017M,C16004_018E,C16004_018M,C16004_019E,C16004_019M,C16004_020E,C16004_020M,C16004_021E,C16004_021M,C16004_022E,C16004_022M,C16004_023E,C16004_023M,C16004_024E,C16004_024M,C16004_025E,C16004_025M,C16004_026E,C16004_026M,C16004_027E,C16004_027M,C16004_028E,C16004_028M,C16004_029E,C16004_029M,C16004_030E,C16004_030M,C16004_031E,C16004_031M,C16004_032E,C16004_032M,C16004_033E,C16004_033M,C16004_034E,C16004_034M,C16004_035E,C16004_035M,C16004_036E,C16004_036M,C16004_037E,C16004_037M,C16004_038E,C16004_038M,C16004_039E,C16004_039M,C16004_040E,C16004_040M,C16004_041E,C16004_041M,C16004_042E,C16004_042M,C16004_043E,C16004_043M,NAME,C16004_001EA,C16004_001MA,C16004_002EA,C16004_002MA,C16004_003MA,C16004_003EA,C16004_004MA,C16004_004EA,C16004_005MA,C16004_005EA,C16004_006MA,C16004_006EA,C16004_007EA,C16004_007MA,C16004_008EA,C16004_008MA,C16004_009EA,C16004_009MA,C16004_010MA,C16004_010EA,C16004_011MA,C16004_011EA,C16004_012EA,C16004_012MA,C16004_013EA,C16004_013MA,C16004_014EA,C16004_014MA,C16004_015MA,C16004_015EA,C16004_016EA,C16004_016MA,C16004_017MA,C16004_017EA,C16004_018EA,C16004_018MA,C16004_019EA,C16004_019MA,C16004_020EA,C16004_020MA,C16004_021MA,C16004_021EA,C16004_022MA,C16004_022EA,C16004_023EA,C16004_023MA,C16004_024EA,C16004_024MA,C16004_025EA,C16004_025MA,C16004_026MA,C16004_026EA,C16004_027MA,C16004_027EA,C16004_028MA,C16004_028EA,C16004_029EA,C16004_029MA,C16004_030EA,C16004_030MA,C16004_031EA,C16004_031MA,C16004_032MA,C16004_032EA,C16004_033MA,C16004_033EA,C16004_034EA,C16004_034MA,C16004_035EA,C16004_035MA,C16004_036EA,C16004_036MA,C16004_037MA,C16004_037EA,C16004_038MA,C16004_038EA,C16004_039MA,C16004_039EA,C16004_040EA,C16004_040MA,C16004_041EA,C16004_041MA,C16004_042MA,C16004_042EA,C16004_043MA,C16004_043EA,state
0400000US01,4573857,3059,823286,4014,771725,4284,40532,3230,27859,2685,12673,2720,3796,1160,2781,996,1015,537,6210,1195,3756,1019,2454,963,1023,724,851,688,172,215,2988724,3931,2822639,6167,103333,4309,49157,4309,54176,3691,26027,3414,18370,2573,7657,1889,27571,3099,14183,2421,13388,2207,9154,2438,7048,1991,2106,1102,761847,2695,746198,2961,5711,1247,3036,804,2675,929,5931,1186,4361,1042,1570,598,2938,936,1673,728,1265,489,1069,645,827,564,242,252,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,683671,934,131630,1035,114333,2674,5031,1436,4494,1485,537,494,2314,801,1645,695,669,360,5165,1234,3485,912,1680,867,4787,654,3916,612,871,277,481033,1243,397568,4092,20902,2394,15759,2282,5143,1274,11302,2087,8448,1530,2854,1027,29860,1964,17163,2026,12697,1780,21401,1898,15959,1332,5442,1178,71008,1096,61341,1284,1136,454,827,379,309,246,1248,470,894,395,354,193,3125,504,1020,429,2105,402,4158,447,2275,360,1883,343,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6398205,1329,1191668,1328,850659,9979,289614,8606,245435,8177,44179,3633,13194,2941,11171,2442,2023,899,15507,2327,11813,2018,3694,1132,22694,3290,18620,2905,4074,1637,4086533,2007,2882622,15128,909564,12753,571250,13488,338314,10920,81695,6282,63102,5142,18593,2922,100639,5452,60236,4263,40403,3843,112013,5113,83380,4158,28633,3040,1120004,1647,932100,4990,117848,3180,60636,3276,57212,3105,31811,3323,21210,2794,10601,1764,16625,1689,5032,1269,11593,1514,21620,1366,9309,1020,12311,1376,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2789500,2398,517240,3005,467374,3545,40806,2984,31143,3953,9663,2549,2933,1032,2470,964,463,334,5789,1612,4127,1466,1662,596,338,270,338,270,0,190,1794146,2158,1654281,5410,98555,3833,43349,3435,55206,4122,14473,2156,11429,1816,3044,1064,23597,2055,10063,1382,13534,2042,3240,1089,1857,720,1383,819,478114,1779,465516,1683,5757,1267,2194,753,3563,1065,4241,832,2554,665,1687,765,2292,679,715,412,1577,579,308,277,147,118,161,219,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,36637169,2615,6608769,3207,3654450,22834,2313075,20568,1922356,21726,390719,12802,191728,9881,163719,9090,28009,3314,390550,9374,299584,8043,90966,4931,58966,6466,47318,5438,11648,3092,24838842,3552,13312525,41654,7480566,29293,4058163,31180,3422403,27436,1142608,24109,824683,19715,317925,12560,2624769,22149,1403261,18961,1221508,18216,278374,13532,182006,10409,96368,6809,5189558,2790,3344390,12415,852370,6495,282064,8188,570306,8640,297376,9946,140137,6183,157239,8598,648443,6501,176885,6566,471558,9197,46979,4049,21357,2626,25622,2976,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5123035,2020,923233,1962,738185,7979,147685,6492,122801,6639,24884,2904,15769,2629,12878,2635,2891,1024,15029,2746,12606,2616,2423,956,6565,1882,4907,1686,1658,964,3488230,3023,2877216,11050,425233,10220,242712,7950,182521,8143,79010,5793,60187,4385,18823,3062,77005,4889,42321,3735,34684,3465,29766,3450,18721,2695,11045,2158,711572,2450,626486,3582,50486,2276,30527,2218,19959,1984,21185,2553,14395,2051,6790,1255,10607,941,2654,742,7953,916,2808,869,1003,516,1805,607,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3404358,998,576797,1048,454353,5912,76450,4224,66169,4348,10281,2201,31506,3621,28409,3547,3097,844,10228,1898,7507,1681,2721,822,4260,1543,3265,1289,995,673,2262278,1319,1713757,8798,295720,4797,173263,5470,122457,6075,169642,8570,113464,6957,56178,5072,60431,4238,34604,3468,25827,2641,22728,3978,15450,2887,7278,1935,565283,1034,473860,4237,28635,1205,9707,1540,18928,1672,52783,4015,27842,2437,24941,2805,8573,1044,2934,840,5639,1113,1432,493,1035,401,397,274,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,890489,219,148755,273,127887,2180,15471,1884,14037,1836,1434,859,2807,923,2014,709,793,486,2279,790,1747,719,532,415,311,403,197,326,114,136,580910,743,497720,4244,44929,2471,24854,2748,20075,2024,16526,2581,12206,2196,4320,1408,15564,1911,9332,1517,6232,1504,6171,2086,5403,1969,768,581,160824,664,147875,1316,3794,503,1774,533,2020,576,6069,1184,4385,1015,1684,704,2603,722,1494,598,1109,544,483,336,324,268,159,195,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,628998,6,74608,14,60771,1391,9257,903,6298,1304,2959,1395,3255,1060,3103,1012,152,171,539,330,461,289,78,101,786,427,729,410,57,99,477799,743,390940,5362,42533,3308,24843,2746,17690,3085,24746,2861,22037,2706,2709,761,9735,1282,7174,1180,2561,611,9845,2144,6650,1685,3195,1192,76591,742,67737,967,4381,909,2056,781,2325,1003,2050,798,1413,575,637,417,1209,382,166,180,1043,327,1214,572,881,523,333,232,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19172999,3447,3004716,3565,2143301,18935,665011,14247,560251,12738,104760,6950,141960,9830,122133,8446,19827,3063,35348,3269,25864,2996,9484,1682,19096,3978,17181,3741,1915,854,12223050,4526,8340093,28968,2876233,18040,1626117,20532,1250116,24505,707800,19835,458621,14415,249179,11513,221860,8665,123968,6932,97892,6332,77064,7658,57388,6255,19676,3195,3945233,4182,3136793,11372,550044,6364,166841,7464,383203,7403,197847,8633,103231,5688,94616,5928,44107,3060,15740,2223,28367,2911,16442,2686,11245,2165,5197,1443,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
