GEO_ID,C01001G_001E,C01001G_001M,C01001G_002E,C01001G_002M,C01001G_003E,C01001G_003M,C01001G_004E,C01001G_004M,C01001G_005E,C01001G_005M,C01001G_006E,C01001G_006M,C01001G_007E,C01001G_007M,C01001G_008E,C01001G_008M,C01001G_009E,C01001G_009M,NAME,C01001G_001MA,C01001G_001EA,C01001G_002MA,C01001G_002EA,C01001G_003EA,C01001G_003MA,C01001G_004EA,C01001G_004MA,C01001G_005EA,C01001G_005MA,C01001G_006MA,C01001G_006EA,C01001G_007MA,C01001G_007EA,C01001G_008EA,C01001G_008MA,C01001G_009MA,C01001G_009EA,state
0400000US33,22562,2362,12198,1734,4795,1094,6640,1200,763,374,10364,1497,4190,1125,5386,857,788,315,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,243612,11255,118225,6872,58914,4581,53387,4197,5924,1107,125387,6898,55924,4452,62454,4566,7009,1199,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,70797,6162,37645,3918,15862,2578,19652,2666,2131,746,33152,3562,14717,2267,15959,2416,2476,803,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,581410,23387,289587,13236,127085,7557,149549,7820,12953,1745,291823,12795,114399,6560,161167,8730,16257,1659,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,241457,10393,122045,7047,62094,4961,56234,3996,3717,806,119412,5802,59410,4187,54829,3933,5173,887,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,18934,2508,11285,1850,3853,1163,7309,1439,123,99,7649,1527,3577,1004,3782,822,290,175,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,309331,13713,153410,7939,80518,5073,68034,4982,4858,1048,155921,8184,79695,5531,70936,4034,5290,1000,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,309703,8731,156143,5720,70077,3717,77318,3670,8748,1096,153560,4751,65496,3244,77314,3153,10750,892,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,182825,9150,92171,6103,38642,3809,48337,3326,5192,888,90654,5010,35074,2785,50640,3524,4940,1011,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,309371,11537,155468,6177,79817,4070,71566,4469,4085,853,153903,7626,75301,4815,71949,4689,6653,1179,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,36378,4754,18300,2604,9468,1760,8287,1593,545,329,18078,2809,8010,1454,9363,1764,705,507,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,103686,6465,50374,4022,25686,3251,22451,2391,2237,595,53312,4092,25980,2934,24873,2508,2459,671,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,25397,2727,13907,1806,6547,1379,7080,1346,280,196,11490,2094,6095,1395,4869,1158,526,292,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,140980,9160,68762,4781,31319,3729,32784,3163,4659,953,72218,6092,36830,4504,31092,3046,4296,958,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,691327,21395,339944,11700,162998,7361,162563,7221,14383,1865,351383,12846,161286,8750,172790,7386,17307,1797,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,86237,6919,43498,4213,22269,2988,19722,2443,1507,493,42739,3885,24010,2665,17986,2066,743,440,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,11149,1344,5899,1044,2714,828,2489,592,696,440,5250,1028,1494,626,3179,710,577,315,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,296163,11097,146905,6909,71815,4466,70365,5444,4725,997,149258,7074,68629,4376,74728,4510,5901,1254,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,397238,12928,195234,7282,90652,4738,97921,5405,6661,961,202004,8191,92589,5013,99408,5227,10007,1319,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,29461,3345,14209,1892,6438,1381,6931,1141,840,342,15252,2383,7294,1578,6716,1381,1242,535,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,131701,7861,66565,4674,37602,3549,26880,2361,2083,504,65136,4514,35830,3237,27232,2635,2074,631,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,16335,2133,7766,1318,4919,1209,2651,851,196,227,8569,1835,3609,885,4630,1353,330,238,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,166946,12111,83078,6637,23078,2858,49649,4506,10351,1534,83868,7170,18452,2764,53535,4850,11881,1820,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
