GEO_ID,C01001G_001E,C01001G_001M,C01001G_002E,C01001G_002M,C01001G_003E,C01001G_003M,C01001G_004E,C01001G_004M,C01001G_005E,C01001G_005M,C01001G_006E,C01001G_006M,C01001G_007E,C01001G_007M,C01001G_008E,C01001G_008M,C01001G_009E,C01001G_009M,NAME,C01001G_001MA,C01001G_001EA,C01001G_002MA,C01001G_002EA,C01001G_003EA,C01001G_003MA,C01001G_004EA,C01001G_004MA,C01001G_005EA,C01001G_005MA,C01001G_006MA,C01001G_006EA,C01001G_007MA,C01001G_007EA,C01001G_008EA,C01001G_008MA,C01001G_009MA,C01001G_009EA,state
0400000US01,87319,6593,43879,3988,19470,2590,22726,2715,1683,587,43440,3938,18648,2724,21212,2105,3580,825,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,63285,4721,32124,2583,14444,1720,16660,1799,1020,386,31161,2992,14212,2020,15672,1508,1277,398,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,222446,10813,112833,6870,56219,4380,51623,4077,4991,990,109613,6002,50708,3884,53597,3653,5308,1074,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,64220,5652,33744,3188,16873,2555,14664,2112,2207,631,30476,3496,14443,2203,12771,2113,3262,815,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,1753771,30465,869341,17556,380461,8649,447778,12025,41102,2692,884430,17801,375034,10844,459306,10958,50090,3347,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,193331,9623,99203,6392,45340,3744,50783,4029,3080,791,94128,5542,41844,3474,48692,3129,3592,848,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,116604,7769,56999,4493,27910,3119,27950,3393,1139,611,59605,5084,29132,3040,28195,3318,2278,676,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,28441,3973,15431,2464,8634,1915,6211,1454,586,299,13010,2199,6843,1526,5680,1248,487,310,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,21377,2579,10284,1762,3767,1055,6218,1414,299,209,11093,1403,2639,703,7629,1226,825,408,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,501856,20371,252951,12693,108170,8087,129311,7448,15470,1750,248905,11345,104578,6094,127736,7319,16591,1967,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,234124,14764,115826,7870,59822,5521,52895,4763,3109,764,118298,8677,53697,5225,58177,5341,6424,1242,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,350173,11268,176385,6083,69397,3377,95359,4858,11629,1501,173788,6975,64987,3563,95349,4871,13452,1440,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,47424,3957,24460,2652,11972,1732,11327,1877,1161,537,22964,2930,11568,1702,10035,1827,1361,763,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,295465,10735,144670,6791,75068,4875,64352,4119,5250,929,150795,6576,73721,4511,70146,4482,6928,1148,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,156739,9223,79420,5616,43742,4138,32677,3459,3001,742,77319,5637,39846,3887,32760,3616,4713,967,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,59872,4566,27086,2755,14414,1868,11610,1831,1062,396,32786,3053,18304,2263,13441,1956,1041,395,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,92999,6001,46094,3471,23831,2232,20651,2294,1612,535,46905,3882,24594,2852,19763,2155,2548,682,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,94235,6001,46729,3888,25109,3077,19945,2391,1675,640,47506,4270,24686,2841,20348,2437,2472,747,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,97673,7420,47492,4379,24023,3127,21349,2807,2120,674,50181,5003,26268,3728,21137,2943,2776,821,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,30593,2478,16352,1673,6863,1258,8708,1532,781,407,14241,1784,5654,1081,6948,1188,1639,563,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,187294,10053,92213,6219,45731,4730,42755,3505,3727,912,95081,5512,46033,3860,44683,3250,4365,1119,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,198384,10100,101131,6382,45458,3532,51251,4131,4422,1119,97253,6558,40539,3594,51410,4062,5304,1112,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,271937,10737,135876,6369,68271,4590,61616,3699,5989,819,136061,6564,63918,4551,64271,3890,7872,996,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,155738,6670,77159,4008,39048,2815,35643,2985,2468,721,78579,4394,38416,2970,37756,2768,2407,661,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,35860,4205,17613,2614,8831,1793,7836,1993,946,467,18247,2737,10202,2097,6783,1551,1262,520,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,149866,8432,78319,5190,38020,3756,36951,3403,3348,734,71547,5427,35542,3974,31987,3221,4018,867,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,27170,3166,12056,1805,5763,1390,5321,1071,972,372,15114,2028,6490,1196,7574,1189,1050,383,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,43714,3916,22317,2364,13456,1782,8143,1337,718,347,21397,2378,11966,1668,8652,1281,779,348,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,143566,8121,70162,4823,34274,3172,33249,2648,2639,762,73404,5083,32742,3090,37287,3196,3375,1048,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
