GEO_ID,B20017B_001E,B20017B_001M,B20017B_002E,B20017B_002M,B20017B_003E,B20017B_003M,B20017B_004E,B20017B_004M,B20017B_005E,B20017B_005M,B20017B_006E,B20017B_006M,B20017B_007E,B20017B_007M,NAME,B20017B_001MA,B20017B_001EA,B20017B_002EA,B20017B_002MA,B20017B_003EA,B20017B_003MA,B20017B_004EA,B20017B_004MA,B20017B_005MA,B20017B_005EA,B20017B_006MA,B20017B_006EA,B20017B_007MA,B20017B_007EA,state
0400000US01,22433,454,25782,760,35405,823,8789,660,20774,497,29996,1034,8375,703,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,27003,5953,27143,12268,44065,4920,5086,3046,26961,4048,39859,9385,17384,7208,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,26466,1752,28019,2406,37113,2177,9075,1596,24912,2194,37761,2511,9657,1226,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,21467,917,23669,1877,31139,998,7484,1003,19882,1255,27960,1599,8316,726,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31258,362,32408,1649,47318,1356,11327,451,30163,621,44674,1557,10790,373,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,30200,1949,30429,2592,43812,2843,9311,1743,30005,3965,40407,1231,11090,1714,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,30269,1199,30947,1132,42263,3138,11826,1264,28440,2641,40773,1525,11346,953,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,29400,2929,30481,2010,43793,4391,9380,1823,27301,3654,40217,2401,9004,2437,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,31571,1333,31936,2935,50210,4616,11267,1523,31199,1687,47343,3816,10972,890,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,23321,453,24544,577,31863,362,10325,439,22285,373,30437,408,10590,323,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,25385,427,28111,1118,37021,539,9509,605,22679,630,32230,467,9323,478,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,36059,4951,39731,8595,46193,9011,7454,6400,26472,7592,38553,12674,10416,6807,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
