GEO_ID,B27019_001E,B27019_001M,B27019_002E,B27019_002M,B27019_003E,B27019_003M,B27019_004E,B27019_004M,B27019_005E,B27019_005M,B27019_006E,B27019_006M,B27019_007E,B27019_007M,B27019_008E,B27019_008M,B27019_009E,B27019_009M,B27019_010E,B27019_010M,B27019_011E,B27019_011M,B27019_012E,B27019_012M,B27019_013E,B27019_013M,B27019_014E,B27019_014M,B27019_015E,B27019_015M,B27019_016E,B27019_016M,B27019_017E,B27019_017M,B27019_018E,B27019_018M,B27019_019E,B27019_019M,B27019_020E,B27019_020M,B27019_021E,B27019_021M,B27019_022E,B27019_022M,B27019_023E,B27019_023M,B27019_024E,B27019_024M,B27019_025E,B27019_025M,B27019_026E,B27019_026M,B27019_027E,B27019_027M,B27019_028E,B27019_028M,B27019_029E,B27019_029M,B27019_030E,B27019_030M,B27019_031E,B27019_031M,B27019_032E,B27019_032M,B27019_033E,B27019_033M,B27019_034E,B27019_034M,B27019_035E,B27019_035M,B27019_036E,B27019_036M,B27019_037E,B27019_037M,B27019_038E,B27019_038M,B27019_039E,B27019_039M,B27019_040E,B27019_040M,B27019_041E,B27019_041M,B27019_042E,B27019_042M,B27019_043E,B27019_043M,NAME,B27019_001EA,B27019_001MA,B27019_002MA,B27019_002EA,B27019_003MA,B27019_003EA,B27019_004MA,B27019_004EA,B27019_005EA,B27019_005MA,B27019_006EA,B27019_006MA,B27019_007EA,B27019_007MA,B27019_008EA,B27019_008MA,B27019_009MA,B27019_009EA,B27019_010EA,B27019_010MA,B27019_011MA,B27019_011EA,B27019_012MA,B27019_012EA,B27019_013EA,B27019_013MA,B27019_014EA,B27019_014MA,B27019_015MA,B27019_015EA,B27019_016MA,B27019_016EA,B27019_017MA,B27019_017EA,B27019_018EA,B27019_018MA,B27019_019EA,B27019_019MA,B27019_020MA,B27019_020EA,B27019_021MA,B27019_021EA,B27019_022MA,B27019_022EA,B27019_023EA,B27019_023MA,B27019_024EA,B27019_024MA,B27019_025MA,B27019_025EA,B27019_026MA,B27019_026EA,B27019_027MA,B27019_027EA,B27019_028MA,B27019_028EA,B27019_029EA,B27019_029MA,B27019_030EA,B27019_030MA,B27019_031MA,B27019_031EA,B27019_032MA,B27019_032EA,B27019_033MA,B27019_033EA,B27019_034EA,B27019_034MA,B27019_035MA,B27019_035EA,B27019_036MA,B27019_036EA,B27019_037MA,B27019_037EA,B27019_038MA,B27019_038EA,B27019_039MA,B27019_039EA,B27019_040EA,B27019_040MA,B27019_041EA,B27019_041MA,B27019_042MA,B27019_042EA,B27019_043MA,B27019_043EA,state
0400000US13,6531690,7996,5261386,8931,638345,15348,361906,10405,229302,8776,154008,6678,276439,11243,1416968,23089,1062698,19322,873425,17065,243364,9678,354270,10978,1542835,20836,1298851,19829,1157162,19542,213030,8565,243984,9846,1663238,22169,1561307,20858,1522650,21309,80266,5428,101931,6527,1270304,3864,241018,7961,236564,7908,98672,4315,233120,7963,4454,1435,411950,7991,407924,8132,235641,6272,399176,7908,4026,1391,295496,8216,294448,8050,192980,6957,287225,8065,1048,741,321840,7088,320199,7048,228453,7959,306842,7097,1641,790,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,947996,2666,715130,2832,49108,4507,44353,4449,29630,3771,16555,2384,4755,1140,189253,6315,175426,6114,141175,5490,42098,3238,13827,2092,245954,6747,231799,6473,201728,6196,39963,3309,14155,2012,230815,6520,224111,6506,212274,6163,19664,2069,6704,1192,232866,722,37704,2853,37657,2837,18476,2217,35981,2722,47,86,69042,3409,68215,3323,48058,2850,64887,3286,827,459,58904,3287,58550,3344,44024,2990,54804,3318,354,418,67216,3251,67029,3255,49910,2767,63117,3264,187,186,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1048157,3440,809154,3504,75927,4609,49616,3754,33114,3666,19660,2708,26311,3293,216548,7749,168043,6875,143685,7023,36130,3409,48505,3721,300061,8312,258216,7298,233184,7110,41768,3835,41845,3607,216618,8045,204953,8336,199396,8149,12472,1739,11665,2108,239003,1908,27769,2664,27627,2657,13482,1697,27463,2655,142,130,69597,3857,69541,3867,42485,3297,68824,3801,56,64,82686,3668,82584,3651,54124,3316,81283,3650,102,135,58951,3552,58882,3555,42491,3016,57469,3559,69,114,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8509772,4839,6744751,5450,664098,15397,474286,13120,265058,8800,224260,9095,189812,8176,1662292,17898,1428693,18058,1074679,15079,409986,12204,233599,8710,2016976,19908,1852752,18644,1529555,17972,397828,10744,164224,7868,2401385,18862,2313647,19833,2210971,19915,141395,6278,87738,6392,1765021,3230,284515,7197,276395,6739,126326,5197,270375,6809,8120,1665,597621,8085,595458,8100,380516,7054,583795,8377,2163,839,446357,8177,443514,8221,301891,6964,429077,8267,2843,924,436528,8692,434824,8622,313942,7580,406994,8409,1704,516,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4278883,5497,3349792,5626,341533,9698,235431,7626,138901,5974,111315,6148,106102,6317,1066730,16460,905336,15111,740281,13361,206005,7559,161394,7586,1038031,13345,926855,12480,806459,12914,163387,6461,111176,6041,903498,15184,861817,14881,835340,14986,45359,3433,41681,3864,929091,2551,150503,5324,148541,5307,81039,3326,146479,5319,1962,751,390499,6287,389584,6303,263143,5298,384135,6567,915,646,209997,5747,209266,5651,143223,5270,204708,5637,731,448,178092,4962,177597,4960,123519,4121,171412,5183,495,279,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2036341,4078,1558814,4165,109968,5424,85892,4956,53766,3927,37658,3356,24076,2778,439015,7977,401079,7286,327414,6812,95155,5205,37936,3061,553145,7657,523840,6992,456121,6897,93172,3762,29305,2536,456686,9246,446648,9272,430963,8906,28360,2428,10038,1725,477527,1744,53087,2942,52779,2958,31726,2319,52314,2950,308,291,208948,4605,208571,4621,149909,4402,206285,4719,377,338,119530,3329,119335,3333,87528,3073,116587,3275,195,145,95962,4103,95860,4078,71187,3679,92706,3871,102,120,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1838557,4130,1431451,4192,128477,4661,79545,4048,56491,3273,27334,2422,48932,4258,345829,8376,284815,8736,245738,7725,53038,3757,61014,4727,473688,8377,421842,8175,385409,8317,56949,3703,51846,3720,483457,8753,467040,8133,458914,7821,20325,2172,16417,2503,407106,1936,44180,2505,43459,2532,24332,2264,42371,2516,721,417,139372,3224,138951,3208,95993,3294,136889,3214,421,228,115825,3758,115714,3733,80614,4007,112529,3764,111,105,107729,3552,107509,3517,77064,2989,103053,3448,220,254,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2919684,4239,2268115,4537,273403,9948,230543,9015,86868,4330,159236,7667,42860,3629,733913,12270,664958,10689,455905,11780,251349,7570,68955,4660,693696,11417,646453,11239,500924,10759,182767,7694,47243,3543,567103,9946,549939,10266,517790,9737,48836,3391,17164,2148,651569,2463,151508,4747,150003,4800,70205,3543,149040,4762,1505,755,240848,6223,240361,6231,151442,4916,236957,6185,487,417,136251,4329,135995,4313,95480,3849,132735,4405,256,194,122962,4574,122831,4595,93543,4223,117807,4596,131,146,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3009580,5845,2377598,6296,316027,9512,209523,8383,114098,5987,108342,5837,106504,6114,787451,12073,614583,11307,487310,10071,159538,5983,172868,7717,691828,12068,591275,11146,513802,10607,111064,5940,100553,6707,582292,11639,549375,11271,528561,11044,35890,3140,32917,3516,631982,2785,132140,4800,131369,4761,48612,3222,129850,4646,771,490,233766,5804,232282,5772,128449,4993,227392,5672,1484,574,137255,4885,137107,4898,84908,4267,132585,4972,148,230,128821,4781,128655,4762,94098,4237,119389,4579,166,168,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,947989,2366,704653,2502,46468,3706,36032,3147,15284,1772,22920,2899,10436,1961,225135,6481,187752,6350,139017,5469,59794,4365,37383,3042,220727,6473,198105,6444,166351,5816,43084,3211,22622,2688,212323,5651,201370,5436,191136,5139,14949,1939,10953,1617,243336,1154,30498,2152,30443,2139,13443,1538,30152,2150,55,63,84046,3124,83929,3109,48616,2534,82127,3053,117,149,53776,2727,53734,2731,35034,2375,52992,2834,42,69,75016,2922,74876,2927,53076,2703,71788,2741,140,108,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4024144,3743,3200561,4383,284849,8265,200509,7406,116010,5370,96669,5032,84340,5735,764861,15390,672324,14605,520683,13825,182068,7621,92537,5291,847970,13774,791122,13241,673019,12191,160213,6861,56848,3837,1302881,15618,1262487,15188,1210955,14803,85183,4360,40394,3531,823583,2139,124662,4736,120805,4751,63014,2931,116657,4480,3857,1035,240852,4996,238945,5117,165644,4160,231149,5095,1907,685,185368,5508,184320,5596,140191,4594,176898,5682,1048,544,272701,6455,270559,6486,216954,6341,251567,6137,2142,733,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4638509,2530,3632780,3181,289336,8966,262220,8565,104770,5446,174326,7707,27116,3763,846220,13699,797027,13803,535067,13102,308079,9885,49193,3891,883482,14808,849282,14862,651047,13302,242505,8951,34200,3060,1613742,16719,1583756,16363,1482258,16069,137071,6167,29986,3198,1005729,1975,154879,4605,154179,4608,71499,4105,150537,4456,700,402,308270,8058,307285,8101,203796,6388,297533,7852,985,583,212827,6475,212462,6480,153306,5455,205142,5901,365,235,329753,7575,328240,7484,246595,7111,300531,7370,1513,926,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6631507,3906,5098273,4328,429213,11659,353318,9975,158745,6075,218517,8275,75895,4884,1386666,14931,1230058,13962,882339,12212,422085,9384,156608,6614,1783706,15511,1641447,15770,1337896,15317,392809,7615,142259,6066,1498688,15468,1446692,15227,1374727,15176,111415,5267,51996,3047,1533234,2177,213156,5804,211820,5729,133487,4992,210354,5712,1336,562,549206,8061,547774,8066,408285,6181,540790,8064,1432,552,407852,6492,406851,6444,310773,6061,398438,6725,1001,487,363020,7787,361905,7744,291117,6457,350355,7517,1115,556,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3648740,3152,2874656,3560,177136,5526,143375,5216,73940,3464,78126,3889,33761,3426,640874,10596,582468,9806,445664,8460,165045,5204,58406,4123,990049,11102,937046,11399,781820,10616,197750,5919,53003,3781,1066597,12926,1045915,12863,995239,12726,73154,4788,20682,2315,774084,1860,80120,3483,79084,3440,44581,2500,78255,3397,1036,736,275605,5686,275157,5697,198949,4831,271762,5743,448,237,207325,4190,206955,4199,155972,3913,202682,4099,370,306,211034,5181,210578,5208,162668,5075,202975,5174,456,354,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1899616,5167,1471190,5356,207099,8329,142777,7327,74288,4607,78359,5694,64322,4672,447720,10890,342846,10103,255278,9368,105746,5863,104874,6663,499432,10933,420360,9327,355918,9467,89649,4735,79072,5221,316939,9212,298273,9072,286367,9129,22557,2446,18666,2577,428426,2079,99020,4312,98515,4298,35211,3184,97363,4307,505,334,138063,5589,137535,5564,75289,4140,136109,5596,528,410,106678,4158,106338,4112,69016,3593,103707,4173,340,274,84665,4283,84548,4281,63427,3886,82198,4127,117,109,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
