GEO_ID,C15002_001E,C15002_001M,C15002_002E,C15002_002M,C15002_003E,C15002_003M,C15002_004E,C15002_004M,C15002_005E,C15002_005M,C15002_006E,C15002_006M,C15002_007E,C15002_007M,C15002_008E,C15002_008M,C15002_009E,C15002_009M,C15002_010E,C15002_010M,C15002_011E,C15002_011M,C15002_012E,C15002_012M,C15002_013E,C15002_013M,C15002_014E,C15002_014M,C15002_015E,C15002_015M,C15002_016E,C15002_016M,C15002_017E,C15002_017M,NAME,C15002_001MA,C15002_001EA,C15002_002MA,C15002_002EA,C15002_003EA,C15002_003MA,C15002_004MA,C15002_004EA,C15002_005MA,C15002_005EA,C15002_006MA,C15002_006EA,C15002_007MA,C15002_007EA,C15002_008EA,C15002_008MA,C15002_009MA,C15002_009EA,C15002_010MA,C15002_010EA,C15002_011MA,C15002_011EA,C15002_012MA,C15002_012EA,C15002_013EA,C15002_013MA,C15002_014EA,C15002_014MA,C15002_015MA,C15002_015EA,C15002_016MA,C15002_016EA,C15002_017MA,C15002_017EA,state
0400000US01,3282252,5930,1551470,4646,85356,5763,167474,7907,504353,10506,325301,9303,102785,4792,237072,8143,129129,5400,1730782,3778,73474,4046,170578,7237,513710,9517,382678,9949,163667,6348,267554,7128,159121,6291,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,469523,1628,244336,1642,6295,1142,11211,1457,73672,3322,66243,3418,19072,2132,42968,3020,24875,2024,225187,1309,5826,927,11284,1638,54380,3258,63083,2918,19041,2313,44901,2778,26672,2240,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4536954,2797,2215766,1876,131711,5919,188285,7496,549720,11989,554696,13119,169877,6319,384998,9221,236479,5853,2321188,2161,139605,5204,171372,7617,561151,10303,600859,10282,212229,6627,403935,8258,232037,6911,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1987819,4624,954538,3323,51615,3601,96621,4425,342205,7816,215514,6433,50244,3540,128621,5363,69718,3659,1033281,3491,54330,3207,87505,4608,336247,6897,235372,6054,84785,4601,150354,5231,84688,4922,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,26085263,4915,12749155,3805,1234380,18371,1081063,18829,2716755,22112,2703218,22783,890702,15482,2557226,22405,1565811,17805,13336108,4247,1348377,18259,979690,15287,2713326,23236,2900061,24720,1102001,15072,2728528,24504,1564125,18230,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3671853,3754,1822253,3767,67869,4641,100329,5474,407358,8613,403198,10034,138424,5337,443990,9004,261085,6829,1849600,2098,67704,4089,87951,5292,389626,9820,405839,7877,162779,6001,465042,7731,270659,6854,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2474718,1882,1179027,1575,51816,4411,71031,4308,337500,8384,197488,6435,71860,4247,259511,7313,189821,5230,1295691,1713,52956,3575,66465,3709,341416,6850,220032,5942,116110,5041,276422,6153,222290,5503,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,652636,1396,308965,1048,12587,1891,26240,2914,95001,4042,60561,3005,20160,2018,56692,3591,37724,2452,343671,957,12105,1539,21423,2314,99809,4527,70425,3994,32396,2691,60889,3026,46624,2944,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,472884,163,222420,451,10217,1860,13868,1976,34623,2310,27739,2730,5677,1392,57480,3447,72816,2848,250464,418,10010,1459,14154,1822,47558,3255,32368,2204,8325,1340,55149,3359,82900,3702,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14394281,8274,6891352,6924,364351,11510,548641,13313,2014906,22672,1380725,19081,594730,14057,1261281,19506,726718,13453,7502929,4841,385702,11511,482558,10841,2186973,23281,1554522,17645,788835,14250,1359058,16898,745281,13010,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,6683767,7806,3172727,5728,174022,6610,304637,9101,924481,15791,635567,14463,204537,8051,588800,12904,340683,8829,3511040,5248,158094,6862,288983,8253,954821,16784,747041,12952,291471,9274,655649,13953,414981,10138,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,985914,1476,490765,1365,17184,1966,26474,2658,139877,4845,108070,4890,50548,3446,98340,3981,50272,2706,495149,887,22761,2568,23576,2516,127691,4573,105136,4281,55403,3072,106693,3881,53889,3048,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1065982,3373,525809,2958,21795,2251,34202,2874,147956,5428,133518,6405,46165,3551,94857,4628,47316,3526,540173,2610,17935,1834,32602,2960,144711,5678,154067,5870,56119,2964,94709,4533,40030,3285,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,8661938,4801,4173053,3357,223594,7628,281679,9111,1144988,14120,865414,13427,299881,9003,841167,11226,516330,10246,4488885,3428,232973,7049,253356,7838,1169204,14647,939188,12329,398121,8679,916530,12138,579513,10150,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,4363573,5516,2104205,4551,87174,4417,171218,5966,747772,12163,425311,8524,156923,6368,330742,8385,185065,5124,2259368,3808,77767,3597,177977,7175,749003,10135,475089,9628,207219,7312,366481,7922,205832,6450,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2074504,3958,1011619,2793,34198,2754,57307,3094,342907,6082,212014,5781,103257,4304,173517,6196,88419,3456,1062885,2766,32308,2545,47852,3400,322005,6043,232594,6198,133471,4821,203518,6171,91137,3947,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1888479,4436,921827,3839,37242,2633,59193,3606,256104,5944,213904,5459,67042,3796,186866,5494,101476,4258,966652,2619,34706,2461,52613,3066,245174,6789,232172,5017,91266,4175,197629,5444,113092,4177,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,2988790,4406,1439832,3715,95517,4015,136009,5366,511496,9313,289476,7829,89633,4232,190172,5982,127529,5064,1548958,2906,88434,4700,124004,5764,491045,8072,321574,7369,145428,5984,216693,5926,161780,5472,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,3095255,5801,1476206,4659,89077,4565,169874,5602,522979,9387,300765,7361,73911,4490,211175,6262,108425,4322,1619049,4010,70856,3966,146963,5812,533554,9915,353446,7850,115772,6551,259564,7884,138894,5326,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,961240,2182,460849,2057,13053,1472,30647,2895,157860,5047,86366,4454,40716,2638,85315,3960,46892,2749,500391,1610,14123,1775,21776,2263,156472,4745,98055,4546,52619,3264,102198,3993,55148,3340,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,4102486,3202,1940440,2490,87636,5008,130248,5194,503981,10678,367504,8728,106044,4804,399923,9099,345104,7268,2162046,2788,86238,5022,121544,5014,525344,9521,421878,10714,160455,6177,466429,9173,380158,9158,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,4706644,2304,2237524,2262,100599,4744,128797,6294,594411,11221,344311,8233,143939,5574,518129,9645,407338,7764,2469120,2298,112897,4734,117056,5749,590012,12342,404394,9657,218539,7740,568586,8768,457636,8899,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,6728347,3741,3245398,3287,101960,4617,240172,7255,978330,11977,767010,11619,258808,6299,548704,7945,350414,7515,3482949,2918,99179,4696,221589,7377,1001142,10591,826403,10591,363281,8208,596842,9542,374513,7982,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,3700935,3137,1814928,2741,55766,3353,85457,3730,484574,8455,385394,6671,191658,5334,400657,7398,211422,5669,1886007,2562,56427,2637,69656,4045,456596,7034,409105,7216,222295,5627,446927,8757,225001,6050,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1952337,5129,922537,3865,61007,3261,112707,5216,303036,7477,201617,6811,68130,4733,114104,5213,61936,4097,1029800,3710,51805,3591,97290,5455,302754,8321,236387,7961,111005,5432,138932,6015,91627,5278,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,4097212,5025,1968517,4441,74187,3248,161184,5643,632539,9430,437429,9488,135856,5507,331241,7787,196081,6174,2128695,3390,71384,3641,146869,5966,637414,9405,478531,10076,180959,6180,375681,9237,237857,5207,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,706329,1934,350130,1953,7720,1280,16509,1978,113896,4546,78197,3459,29855,2103,67913,4158,36040,2557,356199,1768,6671,886,14673,1669,108503,4031,83190,3960,30941,2110,76222,3345,35999,2580,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1232583,2867,603512,2166,23932,2020,34148,2541,168187,4835,139458,4284,60949,2779,114430,3559,62408,3117,629071,2025,23926,2267,28620,2080,163681,4425,153288,4717,64106,3565,130126,3825,65324,2876,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1968167,1754,977605,1263,61560,4239,82220,4531,278906,7858,253002,7272,72127,4283,152109,5899,77681,4461,990562,1489,64141,4472,75440,5142,270245,6844,259362,7143,87483,5176,152839,6504,81052,3850,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
