GEO_ID,B25091_001E,B25091_001M,B25091_002E,B25091_002M,B25091_003E,B25091_003M,B25091_004E,B25091_004M,B25091_005E,B25091_005M,B25091_006E,B25091_006M,B25091_007E,B25091_007M,B25091_008E,B25091_008M,B25091_009E,B25091_009M,B25091_010E,B25091_010M,B25091_011E,B25091_011M,B25091_012E,B25091_012M,B25091_013E,B25091_013M,B25091_014E,B25091_014M,B25091_015E,B25091_015M,B25091_016E,B25091_016M,B25091_017E,B25091_017M,B25091_018E,B25091_018M,B25091_019E,B25091_019M,B25091_020E,B25091_020M,B25091_021E,B25091_021M,B25091_022E,B25091_022M,B25091_023E,B25091_023M,NAME,B25091_001MA,B25091_001EA,B25091_002MA,B25091_002EA,B25091_003MA,B25091_003EA,B25091_004EA,B25091_004MA,B25091_005MA,B25091_005EA,B25091_006MA,B25091_006EA,B25091_007MA,B25091_007EA,B25091_008MA,B25091_008EA,B25091_009EA,B25091_009MA,B25091_010MA,B25091_010EA,B25091_011MA,B25091_011EA,B25091_012MA,B25091_012EA,B25091_013EA,B25091_013MA,B25091_014MA,B25091_014EA,B25091_015MA,B25091_015EA,B25091_016MA,B25091_016EA,B25091_017EA,B25091_017MA,B25091_018EA,B25091_018MA,B25091_019MA,B25091_019EA,B25091_020MA,B25091_020EA,B25091_021MA,B25091_021EA,B25091_022MA,B25091_022EA,B25091_023EA,B25091_023MA,state
0400000US01,1253595,13117,712544,11099,60672,4313,144857,5966,153318,5795,101013,5244,68513,4094,44118,3415,27689,2610,35511,2896,70510,4129,6343,1409,541051,10124,252607,6431,105794,4476,54398,3041,34266,2849,23574,2093,15888,1798,9122,1442,10669,1520,23945,2566,10788,1612,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,159922,3409,104097,3504,6233,992,15323,1543,22277,1871,17762,1812,13264,1485,8572,1453,5953,1130,4526,1040,10030,1374,157,150,55825,2421,27990,1794,10774,1168,5251,1041,3374,869,2360,684,1389,482,1202,464,777,321,2573,656,135,129,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1524828,12566,979425,13413,73250,3544,162511,5257,199027,7099,148174,5670,94746,3818,69617,4291,44617,3091,61329,4255,115677,5926,10477,1811,545403,8805,271095,5917,94822,4610,55215,3479,32673,2601,20741,2018,12762,1695,9561,1631,10955,1334,25422,2306,12157,1547,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,746000,10027,408732,8549,37210,2625,85780,4512,87209,4000,55820,3579,39410,2807,24246,2077,16841,1668,19367,2121,40133,3134,2716,885,337268,7752,163809,5986,61547,3036,38243,2709,20500,2088,13725,1653,8270,1552,5601,1077,6443,1124,13677,1793,5453,1146,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,6910823,27840,4918415,27917,246070,6904,548181,8536,787822,13402,758432,12438,617664,10900,437144,10101,314966,9895,383076,10839,798098,12779,26962,2453,1992408,17890,915603,10481,343933,8200,196184,6356,130507,4550,83164,3392,61213,3401,43830,3135,55414,3690,136005,5967,26555,2219,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1322618,9565,953749,9215,68378,3357,163634,5543,200802,6357,152766,5147,102903,4164,70619,4901,43365,2954,51692,3447,97339,4800,2251,648,368869,6425,197900,5681,63370,3507,32015,2311,20242,1809,11229,1334,8117,1366,6028,966,7044,1052,17715,1781,5209,1085,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,889035,8413,616925,8577,33044,2534,83013,4359,116268,5224,103161,4597,74245,3854,50386,3567,32941,2929,38480,2847,82730,4226,2657,976,272110,6303,78802,3629,52032,2983,35610,2457,23496,1658,17292,1920,12320,1558,8581,1297,13216,1351,27996,2529,2765,712,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,249681,4261,163216,4707,13309,1638,26416,2336,30201,2234,28259,2277,14360,1925,11753,1800,8395,1280,10265,1562,19719,2119,539,356,86465,3684,39739,2631,16191,1537,8829,1237,5588,1198,2887,629,2056,586,1235,405,2436,810,5912,1205,1592,654,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,112555,3556,85687,3563,7845,1143,14161,1508,17717,1901,13038,1656,10005,1298,5124,975,4086,977,3910,951,9668,1624,133,137,26868,2013,14779,1674,4440,977,2379,688,1106,457,459,334,721,363,329,224,599,269,1784,607,272,188,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4760071,23483,2720156,19847,164313,6645,376190,9429,488001,10688,416709,10763,290894,8757,217098,6753,142753,6383,194525,6970,404538,10458,25135,3061,2039915,17473,806445,12718,386951,8502,240502,7329,149006,6059,95773,5166,69186,4796,48292,3617,63080,3790,135752,5649,44928,3156,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
