GEO_ID,B17015_001E,B17015_001M,B17015_002E,B17015_002M,B17015_003E,B17015_003M,B17015_004E,B17015_004M,B17015_005E,B17015_005M,B17015_006E,B17015_006M,B17015_007E,B17015_007M,B17015_008E,B17015_008M,B17015_009E,B17015_009M,B17015_010E,B17015_010M,B17015_011E,B17015_011M,B17015_012E,B17015_012M,B17015_013E,B17015_013M,B17015_014E,B17015_014M,B17015_015E,B17015_015M,B17015_016E,B17015_016M,B17015_017E,B17015_017M,B17015_018E,B17015_018M,B17015_019E,B17015_019M,B17015_020E,B17015_020M,B17015_021E,B17015_021M,B17015_022E,B17015_022M,B17015_023E,B17015_023M,B17015_024E,B17015_024M,B17015_025E,B17015_025M,B17015_026E,B17015_026M,B17015_027E,B17015_027M,B17015_028E,B17015_028M,B17015_029E,B17015_029M,B17015_030E,B17015_030M,B17015_031E,B17015_031M,B17015_032E,B17015_032M,B17015_033E,B17015_033M,B17015_034E,B17015_034M,B17015_035E,B17015_035M,B17015_036E,B17015_036M,B17015_037E,B17015_037M,B17015_038E,B17015_038M,B17015_039E,B17015_039M,B17015_040E,B17015_040M,B17015_041E,B17015_041M,B17015_042E,B17015_042M,B17015_043E,B17015_043M,B17015_044E,B17015_044M,B17015_045E,B17015_045M,B17015_046E,B17015_046M,B17015_047E,B17015_047M,NAME,B17015_001MA,B17015_001EA,B17015_002MA,B17015_002EA,B17015_003MA,B17015_003EA,B17015_004EA,B17015_004MA,B17015_005EA,B17015_005MA,B17015_006MA,B17015_006EA,B17015_007MA,B17015_007EA,B17015_008MA,B17015_008EA,B17015_009EA,B17015_009MA,B17015_010EA,B17015_010MA,B17015_011MA,B17015_011EA,B17015_012MA,B17015_012EA,B17015_013MA,B17015_013EA,B17015_014MA,B17015_014EA,B17015_015EA,B17015_015MA,B17015_016MA,B17015_016EA,B17015_017MA,B17015_017EA,B17015_018MA,B17015_018EA,B17015_019MA,B17015_019EA,B17015_020EA,B17015_020MA,B17015_021MA,B17015_021EA,B17015_022MA,B17015_022EA,B17015_023MA,B17015_023EA,B17015_024MA,B17015_024EA,B17015_025MA,B17015_025EA,B17015_026EA,B17015_026MA,B17015_027MA,B17015_027EA,B17015_028MA,B17015_028EA,B17015_029MA,B17015_029EA,B17015_030MA,B17015_030EA,B17015_031EA,B17015_031MA,B17015_032MA,B17015_032EA,B17015_033MA,B17015_033EA,B17015_034MA,B17015_034EA,B17015_035MA,B17015_035EA,B17015_036EA,B17015_036MA,B17015_037EA,B17015_037MA,B17015_038MA,B17015_038EA,B17015_039MA,B17015_039EA,B17015_040MA,B17015_040EA,B17015_041EA,B17015_041MA,B17015_042EA,B17015_042MA,B17015_043MA,B17015_043EA,B17015_044MA,B17015_044EA,B17015_045MA,B17015_045EA,B17015_046MA,B17015_046EA,B17015_047EA,B17015_047MA,state
0400000US01,1213540,13821,166755,6801,51515,3368,14022,1809,2766,750,11256,1614,37493,2624,5220,1152,32273,2417,115240,5398,15555,2239,3240,779,345,265,2895,757,12315,2149,1918,710,10397,2101,99685,4939,20346,2217,5211,1044,15135,2098,79339,4337,14828,1854,64511,4370,1046785,12834,812159,10469,282936,6081,18094,2005,264842,5675,529223,9216,18486,2089,510737,9111,234626,8295,62684,3968,18818,1951,3322,870,15496,1826,43866,3795,3070,809,40796,3783,171942,7122,59548,3207,11208,1380,48340,2831,112394,6236,10182,1517,102212,5838,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,11530,1402,3189,607,651,269,239,176,412,251,2538,623,520,246,2018,610,8341,1315,2523,610,108,63,8,13,100,61,2415,595,226,119,2189,568,5818,1135,443,210,282,182,161,105,5375,1096,899,355,4476,1024,152270,3239,117159,3002,23710,1486,3266,689,20444,1331,93449,2834,3796,829,89653,2890,35111,2578,12586,1379,1766,538,429,253,1337,475,10820,1284,585,270,10235,1237,22525,2030,4523,803,1205,345,3318,717,18002,1875,1973,709,16029,1732,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,199101,6307,79787,4481,16173,1875,1960,578,14213,1708,63614,4078,5092,1030,58522,3970,119314,5013,24356,2486,2936,858,634,393,2302,712,21420,2411,2214,743,19206,2377,94958,4438,12405,1780,2285,626,10120,1623,82553,4732,12744,1909,69809,4489,1399313,13718,1073755,12123,389887,6916,19375,1895,370512,6703,683868,10829,23475,2372,660393,10758,325558,8812,112872,6185,23369,2222,4324,907,19045,1964,89503,5606,4720,980,84783,5402,212686,5862,58401,2921,9178,1314,49223,2880,154285,5547,11273,1702,143012,5204,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,104557,5132,38655,2791,11046,1521,2066,753,8980,1355,27609,2462,3732,853,23877,2505,65902,4376,11374,1579,2269,736,714,446,1555,584,9105,1585,1154,623,7951,1486,54528,4216,10433,1423,3588,977,6845,1236,44095,3811,10204,1818,33891,3191,656937,9657,522642,8812,176916,4430,10369,1211,166547,4337,345726,7792,14572,1835,331154,7793,134295,6408,38750,3755,10962,1642,1654,591,9308,1606,27788,3206,1580,549,26208,3145,95545,5784,32174,2312,8095,1234,24079,1996,63371,4743,5814,1257,57557,4353,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,999318,15054,425891,10038,68436,4030,11918,1200,56518,3902,357455,9310,59220,4260,298235,7966,573427,11172,117468,6222,16523,2184,3990,971,12533,1994,100945,5656,15725,2326,85220,5398,455959,10138,51490,3523,17834,1788,33656,2816,404469,9050,124527,5902,279942,8224,7836588,26834,5916402,26819,1556783,13456,146302,5501,1410481,13843,4359619,22944,214473,6561,4145146,22847,1920186,22771,659093,11826,152779,5795,31130,2263,121649,5321,506314,9940,36688,3180,469626,9930,1261093,18354,364528,8863,80029,3724,284499,8331,896565,16005,104804,5150,791761,15058,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,101276,4462,41722,2919,8024,1343,1124,493,6900,1353,33698,2647,3433,882,30265,2414,59554,3570,9389,1512,1287,502,297,200,990,466,8102,1480,1087,495,7015,1567,50165,3430,4773,1056,1756,718,3017,709,45392,3238,7159,1440,38233,3120,1230585,10898,996318,9392,246172,5133,13695,1395,232477,4891,750146,8794,20346,2307,729800,9187,234267,7561,83635,4720,14805,1532,2104,584,12701,1476,68830,4642,2746,855,66084,4562,150632,6065,32692,2559,5922,1122,26770,2434,117940,5071,7421,1239,110519,4889,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,65154,3905,17968,1871,5185,1170,985,506,4200,1102,12783,1661,1362,594,11421,1540,47186,3413,6767,1467,672,368,334,311,338,217,6095,1338,692,356,5403,1265,40419,3140,5648,1314,2435,869,3213,1095,34771,2930,9258,1741,25513,2290,811034,9505,629621,8823,175574,4316,10825,1503,164749,4214,454047,8299,13593,1726,440454,8177,181413,7191,51239,4046,12914,1908,2506,855,10408,1668,38325,3585,2712,884,35613,3606,130174,5643,34157,2971,5770,1322,28387,2596,96017,4583,10733,1649,85284,4399,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,20424,2359,6121,1108,1363,397,152,158,1211,375,4758,1079,533,377,4225,1001,14303,2168,2225,897,150,201,0,190,150,201,2075,898,153,112,1922,890,12078,1911,1726,828,469,358,1257,735,10352,1776,1849,773,8503,1552,214961,4577,164295,4510,58667,2366,3956,808,54711,2347,105628,4295,3378,774,102250,4141,50666,3573,13958,1852,3276,979,528,306,2748,892,10682,1646,674,342,10008,1589,36708,2954,10604,1371,1528,586,9076,1291,26104,2719,2323,894,23781,2607,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,17494,2145,2534,1020,916,486,37,62,879,490,1618,871,535,554,1083,534,14960,1860,1774,879,468,357,114,137,354,322,1306,790,133,127,1173,773,13186,1741,2190,725,1059,527,1131,484,10996,1646,5399,1239,5597,1116,107684,3823,69323,3446,12349,1285,1022,432,11327,1202,56974,3227,785,370,56189,3202,38361,3157,9060,1655,1913,591,113,97,1800,599,7147,1415,411,319,6736,1319,29301,2662,7462,1182,1425,496,6037,1130,21839,2250,3755,965,18084,2163,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,541342,12813,210481,7816,55253,3706,8636,1628,46617,3491,155228,7133,18875,2557,136353,7066,330861,10172,60275,4337,9244,1677,1496,482,7748,1510,51031,4345,5490,1231,45541,3924,270586,9197,40867,3329,9444,1509,31423,2867,229719,8103,42062,3934,187657,7527,4265269,27423,3234295,25245,1267195,14993,76952,3816,1190243,14328,1967100,19650,74098,4941,1893002,19225,1030974,14937,299386,8623,78710,4510,11097,1756,67613,4024,220676,7547,13467,1733,207209,7548,731588,14779,219884,7583,41368,3391,178516,6361,511704,13133,43395,3401,468309,12902,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2466415,18717,321564,10162,108946,6411,21826,2479,3423,937,18403,2257,87120,6050,7684,1473,79436,5641,212618,8720,28936,3554,5220,1089,830,469,4390,977,23716,3497,4071,1388,19645,2973,183682,7523,22315,2363,5472,987,16843,2081,161367,7336,24816,3240,136551,6491,2144851,17728,1641463,16987,476925,7881,29085,2624,447840,8096,1164538,14554,33727,2648,1130811,14961,503388,12765,138453,5587,32751,3304,5594,1197,27157,2804,105702,5315,5116,1136,100586,5446,364935,10670,103274,4150,18031,1825,85243,3864,261661,9998,22302,2442,239359,9411,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,309386,5548,21219,2256,9261,1511,2553,651,349,260,2204,656,6708,1270,724,316,5984,1197,11958,1693,3184,840,533,313,122,102,411,298,2651,777,353,287,2298,756,8774,1431,1554,645,692,461,862,486,7220,1247,1687,622,5533,1186,288167,5332,223190,5096,72672,3162,6027,1197,66645,2910,150518,4430,4920,1136,145598,4315,64977,3212,21686,2171,8130,1090,1128,403,7002,1012,13556,1739,798,455,12758,1785,43291,2925,19350,2064,2431,704,16919,1963,23941,2021,1951,533,21990,1991,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,400347,7093,43746,3497,20925,2597,4557,1259,669,334,3888,1207,16368,2393,3241,1356,13127,1762,22821,2770,3594,940,359,325,126,142,233,242,3235,856,294,284,2941,841,19227,2657,2711,859,506,294,2205,821,16516,2485,2542,902,13974,2429,356601,6930,299928,6500,94752,2937,6796,1162,87956,2913,205176,5966,9629,1530,195547,5787,56673,3799,19733,2305,3828,823,699,400,3129,738,15905,2185,1189,702,14716,2117,36940,3208,11548,1783,2007,668,9541,1530,25392,2838,2596,1105,22796,2666,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,3099463,16945,304063,7705,104504,4746,20891,2237,4024,923,16867,1984,83613,4102,8997,1319,74616,4215,199559,6666,28205,2850,5433,1147,911,436,4522,1124,22772,2382,3399,906,19373,2277,171354,6420,21332,2470,5719,1176,15613,2058,150022,5967,29598,2824,120424,5479,2795400,17541,2181036,16720,584611,7591,38219,2815,546392,7248,1596425,15329,52037,3196,1544388,14807,614364,13408,185757,7465,43392,3120,5795,1167,37597,2990,142365,6254,7761,1673,134604,5897,428607,10930,115295,4141,19436,2140,95859,3903,313312,9336,29505,2674,283807,8981,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,1633695,12071,166356,6469,52380,3322,12487,1588,2258,772,10229,1388,39893,2749,5236,867,34657,2787,113976,6291,16796,2334,2766,759,865,482,1901,617,14030,2110,2175,860,11855,1766,97180,5526,10396,1497,2668,804,7728,1211,86784,5150,14182,1942,72602,4568,1467339,11736,1161178,12824,355723,6362,20598,1804,335125,6549,805455,11733,25585,2169,779870,11812,306161,8431,101830,4867,19970,1971,3598,782,16372,1791,81860,4589,4265,971,77595,4410,204331,6435,60425,3333,9288,1384,51137,3096,143906,5301,11359,1829,132547,5446,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,796799,8505,61086,3406,20343,1885,5011,802,756,401,4255,697,15332,1776,2108,575,13224,1746,40743,3172,8270,1777,973,532,281,224,692,473,7297,1644,755,351,6542,1585,32473,2614,3204,700,582,267,2622,661,29269,2541,5953,1126,23316,2500,735713,8038,607661,7993,182255,3422,9456,1162,172799,3379,425406,7602,11781,1504,413625,7743,128052,5321,45315,3226,8322,1323,1346,508,6976,1238,36993,2806,1374,416,35619,2786,82737,3796,21110,2144,4293,840,16817,1907,61627,3174,5483,1038,56144,2976,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,720780,8954,60794,3634,21816,1613,4402,754,710,347,3692,694,17414,1500,2005,633,15409,1483,38978,3394,8027,1801,1486,573,363,260,1123,518,6541,1552,780,531,5761,1413,30951,2922,3855,861,1519,730,2336,561,27096,2861,5020,1018,22076,2659,659986,8919,538817,8738,151476,3446,7174,1106,144302,3363,387341,7921,10730,1155,376611,7728,121169,5141,42343,3142,7529,965,803,346,6726,901,34814,3012,1930,777,32884,2882,78826,3764,20498,1663,3774,933,16724,1541,58328,3445,3229,665,55099,3262,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1131839,10422,158373,6094,62702,3977,18839,2047,5043,1099,13796,1616,43863,3592,10447,1656,33416,2958,95671,5260,18377,2312,4461,954,752,397,3709,822,13916,2093,2458,926,11458,1925,77294,4855,13583,1959,4279,1091,9304,1694,63711,4385,15471,2179,48240,3817,973466,9634,765418,9714,261140,4534,19392,1964,241748,4599,504278,8456,20262,2076,484016,8496,208048,6495,67378,3594,18052,1905,2835,621,15217,1896,49326,3206,3266,869,46060,3096,140670,5592,50101,3166,10248,1410,39853,2796,90569,4784,8796,1538,81773,4704,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1108586,12393,162872,6472,41500,4166,12551,1754,2114,721,10437,1690,28949,3494,4588,985,24361,3425,121372,5569,15556,2338,3988,1070,437,236,3551,1041,11568,2040,1816,691,9752,1896,105816,5229,15614,2165,3680,1010,11934,1892,90202,5133,14355,2370,75847,4686,945714,12281,705004,12699,213585,5197,14035,1699,199550,4961,491419,11428,18441,2287,472978,10995,240710,8866,70407,4517,17995,2288,2913,939,15082,1979,52412,3983,2794,965,49618,4027,170303,7030,54716,2724,13079,1524,41637,2410,115587,6299,9328,1589,106259,5720,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,342926,5736,30547,2392,10960,1480,4170,856,822,500,3348,794,6790,1172,1536,600,5254,935,19587,2122,4641,904,1271,646,287,384,984,554,3370,809,778,405,2592,776,14946,2113,2522,770,561,384,1961,662,12424,1886,4148,1044,8276,1555,312379,5283,253482,5127,88158,3084,5638,885,82520,2901,165324,4522,5955,1152,159369,4489,58897,3278,20234,1780,4659,995,1185,538,3474,920,15575,1710,505,218,15070,1670,38663,3087,11610,1356,2482,778,9128,1220,27053,2746,2659,864,24394,2580,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,1454839,12340,97619,5289,27767,2456,6966,1172,1332,504,5634,996,20801,2320,3037,922,17764,2176,69852,4569,11166,2052,2157,755,427,276,1730,683,9009,1834,1455,524,7554,1726,58686,4079,8109,1695,2016,630,6093,1643,50577,3748,12425,1733,38152,3510,1357220,13051,1014700,11571,262805,6174,15052,1786,247753,6047,751895,9749,23374,2379,728521,9492,342520,9330,97096,4794,20262,2068,3468,834,16794,1766,76834,4459,5269,1153,71565,4222,245424,8313,59344,3646,10909,1503,48435,3534,186080,6920,14462,1753,171618,6709,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
