GEO_ID,B19201_001E,B19201_001M,B19201_002E,B19201_002M,B19201_003E,B19201_003M,B19201_004E,B19201_004M,B19201_005E,B19201_005M,B19201_006E,B19201_006M,B19201_007E,B19201_007M,B19201_008E,B19201_008M,B19201_009E,B19201_009M,B19201_010E,B19201_010M,B19201_011E,B19201_011M,B19201_012E,B19201_012M,B19201_013E,B19201_013M,B19201_014E,B19201_014M,B19201_015E,B19201_015M,B19201_016E,B19201_016M,B19201_017E,B19201_017M,NAME,B19201_001EA,B19201_001MA,B19201_002EA,B19201_002MA,B19201_003MA,B19201_003EA,B19201_004MA,B19201_004EA,B19201_005MA,B19201_005EA,B19201_006MA,B19201_006EA,B19201_007EA,B19201_007MA,B19201_008EA,B19201_008MA,B19201_009MA,B19201_009EA,B19201_010MA,B19201_010EA,B19201_011MA,B19201_011EA,B19201_012EA,B19201_012MA,B19201_013EA,B19201_013MA,B19201_014MA,B19201_014EA,B19201_015MA,B19201_015EA,B19201_016MA,B19201_016EA,B19201_017MA,B19201_017EA,state
0400000US01,632850,11633,110798,5367,82471,4422,65215,4324,55648,3368,43847,3216,39660,3086,35746,2990,30608,2893,23203,2466,40865,3464,40208,3461,32106,3077,14306,1970,6753,1419,5753,1194,5663,1104,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,86385,3614,6727,1194,5789,1088,5563,988,4182,871,4539,960,4358,802,5097,1059,5304,1198,3034,781,6998,1325,8458,1314,12394,2051,6226,1092,3260,916,2314,632,2142,719,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,864594,12728,117961,6444,71104,3831,74199,4231,70766,3999,56471,3389,55454,3972,48328,3477,46615,3520,37990,3413,63296,4327,71507,4182,67360,4372,37979,2942,15533,1737,14235,1761,15796,1694,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,383169,8477,67237,3851,52008,3219,39044,3196,38140,2862,29983,2688,24786,2431,20980,2205,18472,2145,13959,1828,23350,2548,22361,2319,16634,2179,7497,1366,3038,840,2612,866,3068,843,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,4060451,23969,438482,7970,380055,9258,263092,8838,266311,7517,208512,6946,201378,6273,172257,6757,181083,6168,150615,6157,279070,9030,358729,9013,401128,11077,269772,8131,145136,5749,166822,6268,178009,6352,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,742874,10127,75505,4487,53067,3903,49315,3489,55235,3861,42750,3333,44472,2900,45400,3547,43636,3513,33541,2577,63429,3941,73979,4709,70637,4607,39347,3087,19123,1972,17434,2029,16004,2140,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,467515,8897,51215,2921,35143,3161,35050,3154,32003,2959,26648,2562,24126,2556,22552,2343,22816,2226,24223,2673,35432,3334,43553,3477,47596,3300,27557,2139,13118,1926,13480,1568,13003,1665,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,117210,4664,12295,1697,7790,1360,8416,1344,9728,1423,6205,997,8817,1708,8625,1399,6328,1263,4597,1033,9328,1451,11761,1794,12394,1832,4403,979,2104,637,2149,675,2270,688,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,156609,4612,16905,2096,8002,1360,5712,1198,6239,1248,6105,1537,5723,1213,4234,971,5458,914,6079,1511,9542,1738,13938,1731,19373,2229,17183,2160,9929,1445,10171,1509,12016,1644,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2656573,24612,361036,10216,250860,8695,236689,8029,226415,7748,185926,6161,177879,7593,148497,5898,132851,5448,112019,5154,201634,6853,206559,7515,183305,7293,99995,4491,43063,3652,42278,3353,47567,3445,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1189992,17071,171902,7321,122187,5180,91348,4917,98836,5493,74285,4945,74185,4479,62082,4083,61455,4111,52678,3612,89459,5136,102159,6172,87093,5548,46804,3635,20357,2242,17604,2358,17558,2066,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,136550,4681,16884,1888,8794,1225,9168,1566,8673,1517,6123,1092,7658,1265,6719,1247,7780,1260,4724,970,9179,1523,14574,1692,15659,1940,9043,1427,3933,960,4676,1260,2963,725,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,197074,5935,28980,3744,21914,2810,20377,2383,19284,2424,15549,1976,17244,2163,12004,1781,8743,1434,7921,1564,12332,1785,11892,1998,10174,1454,5253,1123,2044,581,1848,729,1515,615,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,1695060,14846,218644,7075,134804,4946,138402,4988,131427,4804,106276,5017,99335,4857,91320,4212,86049,3799,63218,3761,130266,5079,146101,5296,148806,5747,84609,4796,41195,3210,36494,2918,38114,2993,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,881448,10779,109587,4775,86661,4160,89095,4095,80157,4266,69154,4067,69098,3820,53617,3579,51669,3834,40951,3156,64264,3430,66999,3737,51104,3691,21988,2302,10308,1454,8840,1443,7956,1584,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,450450,7161,53124,3518,48527,3155,42701,2330,37825,3191,34291,2777,31853,2804,26212,2244,25881,2428,20193,2026,36021,2366,36793,2596,29029,2648,13200,1590,5755,1300,4089,914,4956,1034,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,390802,7926,53693,2787,37095,2765,34460,2591,32765,2860,28615,2228,28104,2203,25727,2664,22140,2306,16743,1705,31870,2931,29505,2562,23146,1926,12961,1796,5610,1105,4383,1036,3985,953,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,584329,9038,99688,4987,69321,3459,56548,3918,49260,3434,41113,2574,42842,3175,35795,2918,26886,2613,23777,2445,38083,3204,41684,3081,30254,2660,13100,1658,5730,1313,5016,1053,5232,955,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,629322,10618,117601,5469,70898,4065,60605,3703,54762,3915,41477,3356,39402,3438,31275,2605,28312,2932,21120,2122,38537,3304,40144,2979,39668,3258,19241,2377,9879,1738,9738,1988,6663,1225,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
