B17022_073E,B17022_073M,B17022_074E,B17022_074M,B17022_075E,B17022_075M,B17022_076E,B17022_076M,B17022_077E,B17022_077M,B17022_078E,B17022_078M,B17022_079E,B17022_079M,B17022_080E,B17022_080M,B17022_081E,B17022_081M,GEO_ID,B17022_001E,B17022_001M,B17022_002E,B17022_002M,B17022_003E,B17022_003M,B17022_004E,B17022_004M,B17022_005E,B17022_005M,B17022_006E,B17022_006M,B17022_007E,B17022_007M,B17022_008E,B17022_008M,B17022_009E,B17022_009M,B17022_010E,B17022_010M,B17022_011E,B17022_011M,B17022_012E,B17022_012M,B17022_013E,B17022_013M,B17022_014E,B17022_014M,B17022_015E,B17022_015M,B17022_016E,B17022_016M,B17022_017E,B17022_017M,B17022_018E,B17022_018M,B17022_019E,B17022_019M,B17022_020E,B17022_020M,B17022_021E,B17022_021M,B17022_022E,B17022_022M,B17022_023E,B17022_023M,B17022_024E,B17022_024M,B17022_025E,B17022_025M,B17022_026E,B17022_026M,B17022_027E,B17022_027M,B17022_028E,B17022_028M,B17022_029E,B17022_029M,B17022_030E,B17022_030M,B17022_031E,B17022_031M,B17022_032E,B17022_032M,B17022_033E,B17022_033M,B17022_034E,B17022_034M,B17022_035E,B17022_035M,B17022_036E,B17022_036M,B17022_037E,B17022_037M,B17022_038E,B17022_038M,B17022_039E,B17022_039M,B17022_040E,B17022_040M,B17022_041E,B17022_041M,B17022_042E,B17022_042M,B17022_043E,B17022_043M,B17022_044E,B17022_044M,B17022_045E,B17022_045M,B17022_046E,B17022_046M,B17022_047E,B17022_047M,B17022_048E,B17022_048M,B17022_049E,B17022_049M,B17022_050E,B17022_050M,B17022_051E,B17022_051M,B17022_052E,B17022_052M,B17022_053E,B17022_053M,B17022_054E,B17022_054M,B17022_055E,B17022_055M,B17022_056E,B17022_056M,B17022_057E,B17022_057M,B17022_058E,B17022_058M,B17022_059E,B17022_059M,B17022_060E,B17022_060M,B17022_061E,B17022_061M,B17022_062E,B17022_062M,B17022_063E,B17022_063M,B17022_064E,B17022_064M,B17022_065E,B17022_065M,B17022_066E,B17022_066M,B17022_067E,B17022_067M,B17022_068E,B17022_068M,B17022_069E,B17022_069M,B17022_070E,B17022_070M,B17022_071E,B17022_071M,B17022_072E,B17022_072M,B17022_073EA,B17022_073MA,B17022_074EA,B17022_074MA,B17022_075MA,B17022_075EA,B17022_076MA,B17022_076EA,B17022_077EA,B17022_077MA,B17022_078EA,B17022_078MA,B17022_079EA,B17022_079MA,B17022_080MA,B17022_080EA,B17022_081MA,B17022_081EA,NAME,B17022_001EA,B17022_001MA,B17022_002EA,B17022_002MA,B17022_003EA,B17022_003MA,B17022_004MA,B17022_004EA,B17022_005EA,B17022_005MA,B17022_006EA,B17022_006MA,B17022_007EA,B17022_007MA,B17022_008EA,B17022_008MA,B17022_009EA,B17022_009MA,B17022_010MA,B17022_010EA,B17022_011EA,B17022_011MA,B17022_012EA,B17022_012MA,B17022_013EA,B17022_013MA,B17022_014EA,B17022_014MA,B17022_015MA,B17022_015EA,B17022_016EA,B17022_016MA,B17022_017EA,B17022_017MA,B17022_018EA,B17022_018MA,B17022_019EA,B17022_019MA,B17022_020MA,B17022_020EA,B17022_021MA,B17022_021EA,B17022_022EA,B17022_022MA,B17022_023EA,B17022_023MA,B17022_024EA,B17022_024MA,B17022_025MA,B17022_025EA,B17022_026MA,B17022_026EA,B17022_027EA,B17022_027MA,B17022_028EA,B17022_028MA,B17022_029EA,B17022_029MA,B17022_030MA,B17022_030EA,B17022_031MA,B17022_031EA,B17022_032MA,B17022_032EA,B17022_033MA,B17022_033EA,B17022_034MA,B17022_034EA,B17022_035EA,B17022_035MA,B17022_036EA,B17022_036MA,B17022_037MA,B17022_037EA,B17022_038MA,B17022_038EA,B17022_039MA,B17022_039EA,B17022_040EA,B17022_040MA,B17022_041EA,B17022_041MA,B17022_042EA,B17022_042MA,B17022_043MA,B17022_043EA,B17022_044MA,B17022_044EA,B17022_045EA,B17022_045MA,B17022_046EA,B17022_046MA,B17022_047EA,B17022_047MA,B17022_048MA,B17022_048EA,B17022_049MA,B17022_049EA,B17022_050EA,B17022_050MA,B17022_051EA,B17022_051MA,B17022_052EA,B17022_052MA,B17022_053EA,B17022_053MA,B17022_054MA,B17022_054EA,B17022_055EA,B17022_055MA,B17022_056EA,B17022_056MA,B17022_057EA,B17022_057MA,B17022_058EA,B17022_058MA,B17022_059MA,B17022_059EA,B17022_060EA,B17022_060MA,B17022_061EA,B17022_061MA,B17022_062EA,B17022_062MA,B17022_063EA,B17022_063MA,B17022_064EA,B17022_064MA,B17022_065MA,B17022_065EA,B17022_066EA,B17022_066MA,B17022_067EA,B17022_067MA,B17022_068EA,B17022_068MA,B17022_069EA,B17022_069MA,B17022_070MA,B17022_070EA,B17022_071EA,B17022_071MA,B17022_072EA,B17022_072MA,state
593,472,11928,1989,16714,2370,66024,3815,30458,2855,4431,1092,3496,1066,22531,2481,35566,2772,0400000US28,743154,9829,176906,7073,56752,4631,31734,3095,5875,1430,7349,1475,18510,2439,25018,2700,120154,5635,16553,2513,12265,1995,3498,1119,2317,750,6450,1469,4288,1123,103601,5229,84623,4674,13575,2275,21939,2665,49109,4110,18978,2607,31935,2916,16209,2249,9043,1737,988,477,3508,992,4547,1298,7166,1517,15726,2077,2986,858,1804,769,341,300,297,326,1166,524,1182,526,12740,2069,8852,1698,669,367,2235,817,5948,1429,3888,997,56636,4541,32142,3376,14228,2338,2499,1125,3476,1068,8253,1620,17914,2060,24494,2565,5431,1321,3239,943,642,485,330,238,2267,789,2192,969,19063,2298,11978,1911,1649,832,1647,763,8682,1673,7085,1285,477677,8203,380095,8119,142333,5120,24972,2468,26892,3070,90469,4219,237762,6302,97582,4430,31558,3090,14844,2202,2323,891,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
3158,826,24898,3037,30459,2876,128977,4768,58901,3755,7969,1503,4994,1088,45938,3366,70076,3533,0400000US29,1519299,12907,218751,6876,86683,4587,47447,3509,7246,1460,16936,2229,23265,2252,39236,2811,132068,6198,21549,2162,16269,1947,3839,1110,4069,964,8361,1310,5280,1194,110519,5738,94165,5203,18815,2396,22390,2716,52960,3496,16354,1690,46921,3811,27291,2684,14535,2063,3062,931,3827,889,7646,1601,12756,1590,19630,2438,4172,961,2884,850,552,389,490,343,1842,697,1288,528,15458,2277,11184,2022,1459,724,1860,695,7865,1576,4274,905,95024,4352,58223,3452,28227,2746,5485,1300,8410,1440,14332,1941,29996,2013,36801,3261,11383,2000,7903,1584,1632,834,880,504,5391,1276,3480,1028,25418,2426,18601,2142,3409,1100,2738,904,12454,1696,6817,1190,1158603,11777,964817,11669,360988,7829,73773,4342,60275,3621,226940,6826,603829,8156,193786,7148,64809,4620,34350,3214,6294,1275,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
404,274,4080,924,4856,1052,14347,1688,6104,1230,855,450,480,295,4769,1051,8243,1186,0400000US30,253101,4477,34006,2607,15239,1540,7815,1183,1859,664,2782,752,3174,709,7424,1142,18767,2111,3368,919,2859,829,663,365,644,377,1552,625,509,281,15399,1916,13271,1811,3855,832,2857,890,6559,1334,2128,573,6422,1173,4078,1038,2189,750,499,344,620,296,1070,521,1889,545,2344,619,456,317,178,142,0,165,0,165,178,142,278,233,1888,515,1147,400,28,49,138,158,981,387,741,325,14523,1712,10020,1337,5045,975,883,522,1888,607,2274,622,4975,1037,4503,1046,1485,600,1187,539,135,154,93,90,959,518,298,231,3018,835,2240,756,321,298,260,168,1659,741,778,331,198150,4359,173511,4451,59426,2932,9504,1310,11680,1721,38242,2492,114085,3422,24639,2297,10292,1433,5436,1018,952,575,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
1184,496,7573,1240,9324,1374,32330,2485,17268,2060,2548,745,1802,580,12918,1732,15062,1444,0400000US31,469797,5176,56939,2999,23623,1908,15587,1531,3031,748,5612,920,6944,1128,8036,1048,33316,2661,6628,1200,5454,1114,1526,629,861,436,3067,870,1174,408,26688,2435,24176,2158,4351,1004,7118,1393,12707,1597,2512,702,12612,1598,7245,1187,4160,951,973,482,1523,580,1664,501,3085,735,5367,1030,1291,538,1011,475,534,330,86,113,391,303,280,208,4076,901,2815,723,401,232,670,399,1744,539,1261,400,25836,2183,15610,1491,9576,1403,1786,581,3149,776,4641,1035,6034,925,10226,1375,2341,724,1923,695,812,513,317,219,794,436,418,257,7885,1146,6267,1077,1267,518,1148,595,3852,837,1618,512,374410,4747,322948,5173,131139,3363,23921,1912,27197,2028,80021,2960,191809,4063,51462,3445,19132,1935,9808,1305,1051,410,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
2813,857,12043,2281,22799,2214,71423,4193,34041,3455,4507,1077,3632,963,25902,2997,37382,2632,0400000US32,659355,8822,104327,4713,41473,2965,25718,2403,3976,1023,9705,1536,12037,1597,15755,2010,62854,4429,13301,1976,10531,1885,2166,706,2839,911,5526,1251,2770,749,49553,3870,40959,3456,5730,1281,10730,1781,24499,2592,8594,1500,25038,2693,14799,2110,8539,1623,730,424,2709,956,5100,1202,6260,1414,10239,1758,2612,788,2107,734,593,490,301,248,1213,625,505,256,7627,1517,5149,1286,663,398,1250,588,3236,1063,2478,764,42643,3047,26156,2249,15035,1809,2605,688,5265,1145,7165,1330,11121,1321,16487,2045,5938,1303,4042,1108,1128,493,785,468,2129,757,1896,656,10549,1600,7287,1450,762,406,1378,614,5147,1146,3262,775,487347,9183,374312,7792,138969,4952,26506,2611,23242,2434,89221,4014,235343,6837,113035,5212,41612,3352,18813,2634,3957,985,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
520,393,5529,999,8766,1656,31296,3129,15213,2034,2288,895,442,303,12483,1700,16083,2018,0400000US33,341473,5844,26204,2428,10328,1603,4665,1208,926,580,911,443,2828,908,5663,1109,15876,2146,2216,770,1440,682,465,315,109,111,866,547,776,338,13660,1826,11644,1748,1912,672,2373,781,7359,1517,2016,649,5667,1390,2374,924,1248,833,744,709,35,42,469,290,1126,474,3293,942,1089,643,898,616,565,509,0,184,333,268,191,146,2204,658,1691,614,484,443,217,229,990,398,513,311,10757,1606,5338,933,2247,596,283,195,995,473,969,377,3091,659,5419,1300,991,554,733,557,0,184,39,48,694,553,258,259,4428,1147,2553,858,646,462,264,240,1643,642,1875,734,298845,5954,250904,6546,88805,3745,15160,1776,13803,1860,59842,3083,162099,4846,47941,4128,16645,2276,7879,1359,1830,772,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
4193,1223,31608,3287,68742,3819,245319,8254,108285,5665,14308,1923,9984,1735,83993,5035,137034,5919,0400000US34,2205886,15078,256123,7473,104736,5400,64834,4253,9247,1669,22034,2517,33553,3396,39902,3416,151387,5873,26743,2778,19555,2318,3641,1074,3996,1057,11918,2028,7188,1325,124644,5896,102941,5638,15956,2412,23829,2741,63156,4677,21703,2475,50339,4000,27231,2869,16553,2127,2542,781,5488,1481,8523,1431,10678,1745,23108,2428,5630,1416,3653,1276,1389,778,427,347,1837,737,1977,692,17478,2142,10602,1833,1589,745,2059,668,6954,1510,6876,1244,93504,4690,51447,3865,27958,3097,4493,1203,7177,1496,16288,2342,23489,2287,42057,2708,11913,1789,8217,1454,2068,725,1359,642,4790,1210,3696,974,30144,2408,21597,2164,3159,939,3204,887,15234,1861,8547,1345,1805920,15387,1448647,12855,622685,8851,121175,5267,98681,4779,402829,7670,825962,9361,357273,10160,111954,5929,43212,3903,7411,1362,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
1510,757,8984,1343,12609,1797,42201,2772,20912,2470,3352,1190,1921,628,15639,1936,21289,1774,0400000US35,485404,7751,101015,5003,45297,2982,28081,2996,3570,830,9816,1610,14695,2465,17216,1797,55718,3709,12790,1660,8481,1476,1183,504,2743,905,4555,1130,4309,1161,42928,3584,35251,3384,6081,1419,8555,1425,20615,2640,7677,1334,17895,1793,9799,1439,4812,1044,525,294,1836,659,2451,759,4987,1108,8096,1419,2418,809,2190,763,321,245,464,332,1405,610,228,157,5678,1144,3957,992,356,363,673,420,2928,877,1721,527,32349,2483,20736,2300,10686,1914,1720,666,2408,1126,6558,1416,10050,1280,11613,1740,2894,899,2196,829,384,345,477,376,1335,613,698,314,8719,1592,5931,1303,829,479,620,389,4482,989,2788,739,334145,7174,266044,6232,88833,4775,14084,1787,17671,2258,57078,3670,177211,4480,68101,3649,25900,2482,13291,1826,2797,929,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
11176,1789,70159,4700,140087,5429,554504,10852,241136,8212,36804,3431,27197,2448,177135,7264,313368,7969,0400000US36,4561118,19602,735660,11288,294088,7955,182468,6518,28175,2749,60065,3925,94228,4252,111620,5334,441572,8959,74160,4091,50524,3502,10381,1842,9647,1566,30496,2675,23636,2609,367412,8459,289467,8132,46270,4182,72437,4400,170760,6170,77945,4473,127216,5428,66218,3786,40834,3166,5828,1322,11869,1658,23137,2524,25384,1990,60998,3692,14845,1826,10397,1625,1858,675,1988,717,6551,1354,4448,1108,46153,3361,31381,2937,4254,1286,6817,1491,20310,2445,14772,2066,229941,7884,124839,5678,67681,4348,10894,1615,16581,2005,40206,3536,57158,3406,105102,5437,27526,3190,17323,2543,4633,1188,3984,1348,8706,1512,10203,1673,77576,5005,49038,4454,6741,1331,6303,1481,35994,3462,28538,2626,3468301,18175,2670874,17031,1049572,10966,205377,6545,177481,5919,666714,10529,1621302,15142,797427,12597,242923,7521,102836,5851,21501,2565,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
3147,1001,34213,2856,50747,3998,214926,7313,96627,5023,12536,1952,10389,1746,73702,4100,118299,5084,0400000US37,2506215,19366,428412,10132,166844,6421,103950,5245,18128,2634,34807,3295,51015,3333,62894,3540,261568,8379,48750,4362,36682,3864,9028,2084,9653,2157,18001,2143,12068,1697,212818,7933,175582,7060,32004,2655,41336,3608,102242,5824,37236,3081,88787,5315,49650,4264,28490,3399,4675,1251,7917,1713,15898,2598,21160,2502,39137,3289,8143,1590,5525,1276,1688,747,1011,600,2826,961,2618,862,30994,3051,21079,2587,3349,1049,2966,919,14764,2070,9915,1529,167835,5514,103453,4878,55709,4354,9331,1622,14153,2229,32225,3017,47744,3210,64382,4244,15659,1960,9965,1571,2311,657,2391,1007,5263,1213,5694,1368,48723,3665,32729,2768,4863,1232,3388,890,24478,2582,15994,1987,1821181,19243,1509503,17059,562277,10238,109337,5104,84888,4309,368052,8428,947226,12044,311678,9003,96752,5374,46005,4038,8645,1782,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
876,468,2789,751,3622,938,12372,2106,6542,1664,1443,970,324,211,4775,1137,5830,1407,0400000US38,188210,4539,18015,1925,7554,1006,3505,728,733,444,1552,496,1220,325,4049,681,10461,1675,2841,870,2351,756,908,577,324,181,1119,498,490,369,7620,1308,7000,1247,2231,834,2131,705,2638,690,620,352,4445,875,2380,568,928,369,286,219,315,261,327,182,1452,424,2065,664,930,528,568,393,94,133,37,76,437,333,362,322,1135,482,973,474,258,231,66,85,649,395,162,130,8134,1373,4226,830,1742,541,241,242,873,492,628,297,2484,665,3908,1115,728,370,603,355,187,211,79,107,337,279,125,99,3180,1037,2752,960,236,262,229,236,2287,857,428,366,157616,4114,136137,4075,54093,2742,12201,1704,12578,1636,29314,2319,82044,2919,21479,2769,9107,1545,5485,1218,1820,803,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
5018,1200,47309,3175,68099,3974,259580,7800,117115,5750,15064,2396,11477,2321,90574,5034,142465,5691,0400000US39,2922095,18959,442054,9583,146565,5962,89536,4442,15742,2226,31303,2454,42491,3002,57029,3195,295489,7642,50145,3302,36870,2737,10172,1552,6544,1455,20154,1822,13275,1866,245344,6733,208817,5875,45624,3583,48382,3385,114811,5051,36527,2990,77820,3534,39300,2833,20508,1842,3450,760,5969,975,11089,1472,18792,2028,38520,3255,8545,1788,6009,1575,955,449,1678,858,3376,1095,2536,665,29975,2584,22814,2356,3998,1154,5004,1224,13812,1703,7161,1207,166373,5815,95835,4590,50174,3368,9427,1603,13892,1838,26855,2833,45661,3442,70538,4161,17861,2243,13041,1908,3140,840,2088,954,7813,1439,4820,1141,52677,3395,34784,2827,5660,1159,4507,847,24617,2518,17893,1812,2235848,18633,1842186,14822,675569,10637,125129,5434,110895,4352,439545,9724,1166617,11789,393662,10216,134082,5726,65983,3996,13656,2065,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
1737,511,18480,1739,24169,2361,74612,3181,37699,2711,4572,798,3815,962,29312,2367,36913,2376,0400000US40,969588,7423,167093,4700,70502,3493,43487,2667,7063,1139,14990,1882,21434,1797,27015,2106,96591,3150,18800,1751,14336,1529,2623,567,3644,716,8069,1433,4464,853,77791,3034,66562,3306,13722,1424,16054,1638,36786,2459,11229,1272,32598,2080,18846,1466,11042,1228,1834,664,3867,771,5341,902,7804,932,13752,1426,3313,807,2301,744,663,396,521,335,1117,484,1012,507,10439,1281,7745,1218,1118,396,1563,531,5064,1006,2694,697,62380,3232,39844,2389,23102,1813,3890,841,6798,1158,12414,1312,16742,1406,22536,1984,6850,1040,5149,956,1054,487,626,334,3469,796,1701,409,15686,1702,10772,1508,1989,748,1051,355,7732,1352,4914,820,707517,6934,584116,6292,220812,5087,39577,2648,39746,2686,141489,4418,363304,5714,123401,4174,48789,2924,24620,1948,4403,742,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
1668,542,16100,2161,21950,2003,75415,4905,36188,3509,4969,1102,3010,899,28209,2844,39227,3274,0400000US41,978396,8818,139753,5920,61840,4751,37934,3602,5800,1188,14367,2750,17767,2259,23906,2593,77913,4611,15095,2196,11292,1692,2880,909,1583,713,6829,1239,3803,1244,62818,4155,51993,4145,9632,1836,12446,2168,29915,3030,10825,1670,25399,2470,15096,2037,8423,1456,1688,642,2117,744,4618,1182,6673,1246,10303,1630,2370,726,1326,583,364,307,198,175,764,460,1044,464,7933,1450,6250,1363,763,355,799,492,4688,1261,1683,557,59580,3730,38731,3135,20141,2204,3914,1144,5871,1296,10356,1841,18590,2255,20849,1985,6539,1321,3047,983,1481,775,292,196,1274,616,3492,1071,14310,1977,10357,1810,1753,770,859,566,7745,1573,3953,808,753664,10084,634278,8533,221991,7016,43328,3596,37072,3081,141591,4899,412287,6777,119386,5547,43971,3203,22021,2527,4253,1367,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
