GEO_ID,B08528_001E,B08528_001M,B08528_002E,B08528_002M,B08528_003E,B08528_003M,B08528_004E,B08528_004M,B08528_005E,B08528_005M,B08528_006E,B08528_006M,B08528_007E,B08528_007M,B08528_008E,B08528_008M,B08528_009E,B08528_009M,B08528_010E,B08528_010M,B08528_011E,B08528_011M,B08528_012E,B08528_012M,B08528_013E,B08528_013M,B08528_014E,B08528_014M,B08528_015E,B08528_015M,B08528_016E,B08528_016M,B08528_017E,B08528_017M,B08528_018E,B08528_018M,B08528_019E,B08528_019M,B08528_020E,B08528_020M,B08528_021E,B08528_021M,B08528_022E,B08528_022M,B08528_023E,B08528_023M,B08528_024E,B08528_024M,B08528_025E,B08528_025M,B08528_026E,B08528_026M,B08528_027E,B08528_027M,B08528_028E,B08528_028M,B08528_029E,B08528_029M,B08528_030E,B08528_030M,B08528_031E,B08528_031M,B08528_032E,B08528_032M,B08528_033E,B08528_033M,B08528_034E,B08528_034M,B08528_035E,B08528_035M,B08528_036E,B08528_036M,B08528_037E,B08528_037M,B08528_038E,B08528_038M,B08528_039E,B08528_039M,B08528_040E,B08528_040M,B08528_041E,B08528_041M,B08528_042E,B08528_042M,B08528_043E,B08528_043M,B08528_044E,B08528_044M,B08528_045E,B08528_045M,B08528_046E,B08528_046M,B08528_047E,B08528_047M,B08528_048E,B08528_048M,B08528_049E,B08528_049M,B08528_050E,B08528_050M,B08528_051E,B08528_051M,B08528_052E,B08528_052M,B08528_053E,B08528_053M,B08528_054E,B08528_054M,B08528_055E,B08528_055M,B08528_056E,B08528_056M,B08528_057E,B08528_057M,B08528_058E,B08528_058M,B08528_059E,B08528_059M,B08528_060E,B08528_060M,B08528_061E,B08528_061M,B08528_062E,B08528_062M,B08528_063E,B08528_063M,B08528_064E,B08528_064M,B08528_065E,B08528_065M,B08528_066E,B08528_066M,B08528_067E,B08528_067M,B08528_068E,B08528_068M,B08528_069E,B08528_069M,B08528_070E,B08528_070M,NAME,B08528_001MA,B08528_001EA,B08528_002MA,B08528_002EA,B08528_003EA,B08528_003MA,B08528_004EA,B08528_004MA,B08528_005MA,B08528_005EA,B08528_006MA,B08528_006EA,B08528_007MA,B08528_007EA,B08528_008EA,B08528_008MA,B08528_009EA,B08528_009MA,B08528_010MA,B08528_010EA,B08528_011MA,B08528_011EA,B08528_012MA,B08528_012EA,B08528_013MA,B08528_013EA,B08528_014EA,B08528_014MA,B08528_015MA,B08528_015EA,B08528_016MA,B08528_016EA,B08528_017MA,B08528_017EA,B08528_018MA,B08528_018EA,B08528_019EA,B08528_019MA,B08528_020MA,B08528_020EA,B08528_021MA,B08528_021EA,B08528_022MA,B08528_022EA,B08528_023MA,B08528_023EA,B08528_024MA,B08528_024EA,B08528_025EA,B08528_025MA,B08528_026MA,B08528_026EA,B08528_027MA,B08528_027EA,B08528_028MA,B08528_028EA,B08528_029MA,B08528_029EA,B08528_030EA,B08528_030MA,B08528_031MA,B08528_031EA,B08528_032MA,B08528_032EA,B08528_033MA,B08528_033EA,B08528_034MA,B08528_034EA,B08528_035EA,B08528_035MA,B08528_036EA,B08528_036MA,B08528_037MA,B08528_037EA,B08528_038MA,B08528_038EA,B08528_039MA,B08528_039EA,B08528_040EA,B08528_040MA,B08528_041EA,B08528_041MA,B08528_042EA,B08528_042MA,B08528_043EA,B08528_043MA,B08528_044EA,B08528_044MA,B08528_045MA,B08528_045EA,B08528_046MA,B08528_046EA,B08528_047EA,B08528_047MA,B08528_048EA,B08528_048MA,B08528_049EA,B08528_049MA,B08528_050MA,B08528_050EA,B08528_051MA,B08528_051EA,B08528_052EA,B08528_052MA,B08528_053EA,B08528_053MA,B08528_054EA,B08528_054MA,B08528_055MA,B08528_055EA,B08528_056MA,B08528_056EA,B08528_057MA,B08528_057EA,B08528_058EA,B08528_058MA,B08528_059EA,B08528_059MA,B08528_060MA,B08528_060EA,B08528_061MA,B08528_061EA,B08528_062MA,B08528_062EA,B08528_063EA,B08528_063MA,B08528_064EA,B08528_064MA,B08528_065MA,B08528_065EA,B08528_066MA,B08528_066EA,B08528_067MA,B08528_067EA,B08528_068MA,B08528_068EA,B08528_069EA,B08528_069MA,B08528_070MA,B08528_070EA,state
0400000US01,1964105,15947,1437877,13603,1383095,13871,54782,3535,130107,6829,123387,6080,105325,5898,68211,4012,95674,4420,3524,1020,1677578,18087,1236480,14365,1195470,14662,41010,2989,113257,5973,111378,5938,90114,5324,60724,3855,63353,3362,2272,691,176571,8805,130495,7703,125467,7697,5028,1147,10758,1798,9240,1555,10818,1872,4408,1229,10504,1981,348,367,5882,1434,4679,1270,4559,1256,120,145,450,356,44,76,402,297,126,158,181,132,0,189,22215,3026,14006,2445,12901,2405,1105,783,1935,819,898,597,1833,674,1040,584,2368,1012,135,120,18102,2438,13556,1961,13130,1928,426,272,1270,625,882,581,704,350,344,250,1305,563,41,67,63757,4204,38661,3401,31568,3302,7093,1400,2437,696,945,396,1454,604,1569,720,17963,2363,728,645,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,371382,5372,211833,6592,200192,6326,11641,1610,35197,2819,30165,2820,30195,2400,41894,3068,21201,2101,897,437,249521,5701,143464,5888,136728,5743,6736,1295,25309,2111,17413,1721,20845,2021,30527,2774,11621,1735,342,256,46229,3668,26015,2934,24452,2777,1563,740,4066,950,4311,1088,4144,1302,5753,1402,1525,455,415,319,5676,1240,3693,901,3693,901,0,189,688,390,492,581,223,141,428,376,152,183,0,189,29597,2659,15166,2043,14511,1997,655,397,2408,627,4960,1147,2180,389,3407,868,1425,409,51,55,24264,1926,15409,1680,14934,1683,475,267,1972,756,2420,487,1959,521,1281,525,1223,374,0,189,16095,2050,8086,1453,5874,1253,2212,728,754,359,569,256,844,453,498,259,5255,1082,89,116,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2872284,18674,2120710,19526,2019779,19114,100931,6451,174262,6563,181130,6742,135535,7146,93352,4690,162538,7375,4757,1111,2214950,18622,1652028,19129,1585729,19161,66299,4802,138422,5765,145212,6082,103048,6186,75971,4177,97197,5400,3072,915,304761,9793,223097,8513,214058,8436,9039,1703,17827,2319,20175,2823,15807,2275,9378,1706,17784,2497,693,520,58998,4747,46038,4228,45709,4199,329,268,3422,923,3259,900,3002,727,1119,547,2036,897,122,118,58989,3888,41303,3418,40003,3324,1300,537,2525,918,4754,1261,4321,1166,2416,790,3370,1032,300,206,74905,4242,54201,3978,52594,4024,1607,606,4692,1313,3764,912,4994,1127,2927,1000,4293,1145,34,56,159681,5505,104043,5084,81686,4228,22357,2906,7374,1156,3966,1086,4363,1310,1541,412,37858,3143,536,305,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1249200,11927,881457,13444,846193,13015,35264,2672,90280,5392,67175,4810,98827,5021,30496,3016,78362,5153,2603,785,1034815,13127,742898,14988,716406,14519,26492,2536,74729,5022,56315,4683,81272,4561,27155,2866,50613,3755,1833,658,133098,6612,92087,5501,88704,5535,3383,924,8359,1320,8357,1500,12609,1878,2585,817,8723,1524,378,273,5537,1325,2868,949,2801,926,67,92,1262,748,644,440,567,291,92,76,104,106,0,189,21606,2356,14054,1899,13128,1808,926,505,2819,780,614,403,1453,497,192,179,2250,812,224,208,15774,2274,11662,1974,11364,1965,298,225,548,346,774,353,927,511,331,260,1521,556,11,20,38370,2875,17888,2091,13790,1679,4098,974,2563,758,471,374,1999,949,141,139,15151,1846,157,148,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17630992,45581,12592718,50330,12008147,49721,584571,10817,1146505,16464,1292666,17894,709488,13667,437992,11787,1421675,21034,29948,2879,13031458,44167,9480981,45313,9093955,45001,387026,9722,833062,13367,1030545,15896,505601,11315,317745,10655,848681,15413,14843,2010,1770645,23375,1286718,19413,1233843,19401,52875,3527,113788,5014,119820,5265,65900,3898,42760,4216,136842,6344,4817,908,923092,17850,684430,15850,672814,15653,11616,1819,75575,4196,48079,3361,42344,3202,21608,1963,50123,3852,933,760,473409,12168,317242,9505,306525,9221,10717,1663,47312,3315,22840,2858,28730,2935,24184,3059,31723,2869,1378,701,462349,10901,333952,9328,322815,8848,11137,2012,33735,2869,24486,2283,23013,2364,12588,2192,33510,2840,1065,492,970039,14583,489395,11326,378195,9948,111200,5101,43033,3074,46896,3167,43900,3510,19107,3069,320796,10114,6912,2123,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2731235,18274,1966548,20454,1837097,19764,129451,5639,210945,7398,170477,6658,110302,5367,98864,4929,168684,7825,5415,1268,2089507,15608,1515702,17360,1434530,17485,81172,4274,168355,6058,143087,5666,80046,4455,78342,4576,101385,5451,2590,761,230890,9577,167646,7761,156241,7110,11405,2059,16585,2167,15206,2074,10811,1661,7179,1492,12588,1974,875,512,80556,5086,62051,4534,60765,4480,1286,1021,5344,1162,2780,773,6440,1222,2175,737,1720,677,46,77,77233,4311,51997,3642,48653,3335,3344,1124,5055,1009,3273,724,4922,985,8022,850,3733,920,231,158,58145,3586,40890,3019,38797,3006,2093,722,4823,1096,2724,651,4352,1112,1710,622,3529,923,117,146,194904,7005,128262,5483,98111,4920,30151,2835,10783,1814,3407,1233,3731,949,1436,559,45729,3754,1556,718,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1741224,12778,1234078,12117,1174612,11374,59466,3966,163245,5917,126029,6252,75982,4515,31944,3033,106499,5378,3447,1146,1389816,14284,986723,12093,944987,12385,41736,3239,130606,5429,112798,5808,62924,3845,24535,2587,70432,4760,1798,649,136424,8492,102545,7402,97091,7061,5454,1596,12138,1918,7150,1493,4309,1103,2046,963,7889,1359,347,295,60388,4654,48584,4219,48089,4163,495,341,5190,1340,1852,700,1910,794,1027,614,1609,730,216,237,52088,4272,31843,3549,30409,3504,1434,502,8652,1465,1672,581,4994,1111,1951,969,2691,924,285,221,17629,2212,12957,1935,12540,1965,417,242,2004,720,874,554,471,310,257,234,1066,642,0,189,84879,4806,51426,3946,41496,3566,9930,1821,4655,951,1683,568,1374,545,2128,861,22812,2263,801,554,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,440156,7251,325232,7829,308467,7777,16765,1705,36636,3336,12275,2088,38521,3267,10149,1298,17032,2435,311,251,359048,8389,265753,7444,254577,7456,11176,1382,30908,3124,10249,1785,33191,2989,8568,1215,10332,1727,47,84,36013,3538,27652,3562,25911,3504,1741,702,2458,796,656,312,2959,767,943,468,1231,575,114,174,9432,1593,7122,1216,7051,1224,71,124,893,496,276,277,717,416,305,259,119,122,0,189,9577,1517,7036,1369,6836,1340,200,158,830,401,758,760,459,244,244,287,250,210,0,189,5208,1164,4246,1097,3976,1083,270,194,356,231,115,122,309,288,0,189,182,272,0,189,20878,2186,13423,1722,10116,1511,3307,989,1191,528,221,227,886,586,89,93,4918,1435,150,157,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,839206,12936,384025,10919,365618,10445,18407,2458,134679,5832,34622,3104,15993,2344,237683,7680,31551,3363,653,316,350625,9708,165960,7609,157072,7284,8888,1467,47988,3064,20376,2541,8032,1309,93269,4320,14859,1711,141,144,73586,4271,32408,3021,30523,2903,1885,729,11620,1749,3273,1056,1275,470,22816,2493,2007,996,187,191,319153,8187,140523,5890,138117,5955,2406,622,55218,3994,8550,1345,5168,1460,103452,5307,6221,1191,21,35,48442,4121,23381,3121,21648,2937,1733,791,11883,2335,1639,608,1202,923,8950,1375,1170,654,217,199,25871,2488,11288,1653,10688,1582,600,379,5088,958,627,332,127,129,7493,1450,1248,567,0,189,21529,2463,10465,1473,7570,1229,2895,782,2882,698,157,163,189,254,1703,769,6046,1513,87,102,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8827805,36427,6705069,39225,6195275,40571,509794,12340,538611,13907,587887,15192,247619,7304,215990,8608,518561,13594,14068,2085,7042650,36939,5365582,39728,5019091,39228,346491,10176,446169,12662,515104,14244,205327,6361,180637,8255,322159,10422,7672,1566,792524,18247,609389,16761,561952,16301,47437,3872,47703,3553,47645,3980,23374,3129,13926,2282,47890,4889,2597,923,192889,8964,152307,7235,149281,7146,3026,975,9417,1992,7825,1600,5300,1099,4617,1522,13384,2955,39,64,125834,6793,94184,5391,87642,5294,6542,1312,10486,2143,4699,1199,4039,1258,4164,983,7430,1572,832,628,180601,7398,148762,6870,141355,6546,7407,1160,7424,1260,6042,1269,3223,945,4522,1155,10069,1956,559,376,493307,15108,334845,11145,235954,9312,98891,5945,17412,2063,6572,1552,6356,1138,8124,1723,117629,7200,2369,802,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
