GEO_ID,B27015_001E,B27015_001M,B27015_002E,B27015_002M,B27015_003E,B27015_003M,B27015_004E,B27015_004M,B27015_005E,B27015_005M,B27015_006E,B27015_006M,B27015_007E,B27015_007M,B27015_008E,B27015_008M,B27015_009E,B27015_009M,B27015_010E,B27015_010M,B27015_011E,B27015_011M,B27015_012E,B27015_012M,B27015_013E,B27015_013M,B27015_014E,B27015_014M,B27015_015E,B27015_015M,B27015_016E,B27015_016M,B27015_017E,B27015_017M,B27015_018E,B27015_018M,B27015_019E,B27015_019M,B27015_020E,B27015_020M,B27015_021E,B27015_021M,B27015_022E,B27015_022M,B27015_023E,B27015_023M,B27015_024E,B27015_024M,B27015_025E,B27015_025M,B27015_026E,B27015_026M,NAME,B27015_001MA,B27015_001EA,B27015_002EA,B27015_002MA,B27015_003MA,B27015_003EA,B27015_004MA,B27015_004EA,B27015_005MA,B27015_005EA,B27015_006EA,B27015_006MA,B27015_007EA,B27015_007MA,B27015_008MA,B27015_008EA,B27015_009EA,B27015_009MA,B27015_010MA,B27015_010EA,B27015_011MA,B27015_011EA,B27015_012EA,B27015_012MA,B27015_013EA,B27015_013MA,B27015_014MA,B27015_014EA,B27015_015MA,B27015_015EA,B27015_016MA,B27015_016EA,B27015_017EA,B27015_017MA,B27015_018MA,B27015_018EA,B27015_019MA,B27015_019EA,B27015_020EA,B27015_020MA,B27015_021EA,B27015_021MA,B27015_022MA,B27015_022EA,B27015_023MA,B27015_023EA,B27015_024EA,B27015_024MA,B27015_025EA,B27015_025MA,B27015_026EA,B27015_026MA,state
0400000US01,4732165,1376,1078282,23021,886826,21048,351921,12718,673269,18125,191456,10240,1138299,28068,983833,24830,669849,19650,500936,13974,154466,8733,903118,23974,832688,22560,692377,19424,277600,10096,70430,5918,590372,27743,560187,26622,512868,24049,122565,7905,30185,5375,1022094,24112,989785,24427,936184,23797,167744,8201,32309,3762,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,698165,1787,67913,6079,50662,5420,19590,2858,38610,4446,17251,2144,116413,8781,93419,8059,53996,5678,51960,5075,22994,2627,123951,8704,103670,7900,77667,6560,39928,5149,20281,2669,104581,8151,87695,7223,76366,6433,23339,3577,16886,2524,285307,11574,260043,12121,240783,10626,48348,4601,25264,3914,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6660020,1843,1198705,30384,1002909,27731,330615,11770,803355,24938,195796,10984,1565368,35902,1344409,29658,780197,21873,793458,23924,220959,14988,1316837,29903,1169963,27614,912076,21051,432609,17243,146874,9949,904148,28924,834166,27440,720535,25804,227459,10553,69982,6563,1674962,34774,1590834,32934,1444477,29629,312364,12177,84128,8755,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2890007,1290,658014,18228,562427,15876,195649,9307,448716,13834,95587,8213,784266,19553,693377,18675,409216,14316,403157,14612,90889,7426,563728,19172,514525,18082,400020,15544,193519,9020,49203,5483,356349,14722,337109,13986,295677,11843,84682,6602,19240,2693,527650,16579,509059,15830,466643,15223,95100,5784,18591,3498,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38256091,4940,5561126,61598,4887178,57917,1434990,28248,3943639,54437,673948,19488,7457657,72190,6500625,65511,3123518,43308,4140924,53724,957032,22627,6476176,79731,5798362,70087,3946317,53689,2491660,44501,677814,21548,5081804,64607,4683760,62015,3732831,49998,1421440,35130,398044,16375,13679328,76752,13093824,75980,11684308,70249,2501525,32079,585504,19878,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5319684,2710,654504,20534,579918,18700,223129,9877,440358,16103,74586,6034,1024456,25296,889119,23771,529946,15501,504455,17233,135337,8152,960485,27720,869029,25058,666568,20932,317987,13852,91456,8112,786679,22912,733566,21506,638920,18965,170104,10207,53113,6450,1893560,27498,1817201,27075,1682444,26377,277028,10245,76359,8509,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3469525,1086,430090,15969,388588,14838,122464,7179,322555,13298,41502,5461,537964,17562,483352,16041,266946,10890,305579,11651,54612,6152,524672,18392,485033,15695,363623,14106,200009,9519,39639,6749,452973,16780,424129,16097,365125,13996,113669,8127,28844,5644,1523826,22943,1480638,21940,1377597,21416,225703,8266,43188,5720,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,917936,797,128730,9339,117045,8346,43242,4518,91794,7816,11685,2772,173459,11886,158853,10960,99354,7304,93362,7813,14606,3234,168105,11353,158128,10360,123698,8300,63180,5909,9977,2582,150804,9739,143131,9257,122817,8296,43518,5323,7673,2288,296838,13022,286654,13206,263977,12321,53988,5016,10184,2188,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,629674,631,106621,7652,102197,7355,30863,3977,82311,6294,4424,1669,99627,7477,94172,7400,46759,4677,58624,6521,5455,1856,72905,6898,67081,5890,49890,4400,24783,3582,5824,2249,65504,6613,63979,6411,55468,5743,14606,3432,1525,1097,285017,9439,278046,9280,257312,8541,44406,4099,6971,1818,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19800789,3766,3646560,51860,2939362,40538,1160397,20483,2199698,35533,707198,23426,4935541,63249,4087220,53009,2491569,38518,2271220,38556,848321,26508,3895606,67569,3368778,58735,2597946,46956,1290455,30947,526828,22817,2624043,50147,2351636,44949,1995068,38528,678316,19982,272407,16217,4699039,58071,4421528,58384,3999782,52528,958880,23626,277511,11951,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
