GEO_ID,B23027_001E,B23027_001M,B23027_002E,B23027_002M,B23027_003E,B23027_003M,B23027_004E,B23027_004M,B23027_005E,B23027_005M,B23027_006E,B23027_006M,B23027_007E,B23027_007M,B23027_008E,B23027_008M,B23027_009E,B23027_009M,B23027_010E,B23027_010M,B23027_011E,B23027_011M,B23027_012E,B23027_012M,B23027_013E,B23027_013M,B23027_014E,B23027_014M,B23027_015E,B23027_015M,B23027_016E,B23027_016M,B23027_017E,B23027_017M,B23027_018E,B23027_018M,B23027_019E,B23027_019M,B23027_020E,B23027_020M,B23027_021E,B23027_021M,B23027_022E,B23027_022M,B23027_023E,B23027_023M,B23027_024E,B23027_024M,B23027_025E,B23027_025M,B23027_026E,B23027_026M,B23027_027E,B23027_027M,B23027_028E,B23027_028M,B23027_029E,B23027_029M,B23027_030E,B23027_030M,B23027_031E,B23027_031M,B23027_032E,B23027_032M,B23027_033E,B23027_033M,B23027_034E,B23027_034M,B23027_035E,B23027_035M,B23027_036E,B23027_036M,NAME,B23027_001MA,B23027_001EA,B23027_002MA,B23027_002EA,B23027_003MA,B23027_003EA,B23027_004MA,B23027_004EA,B23027_005MA,B23027_005EA,B23027_006MA,B23027_006EA,B23027_007MA,B23027_007EA,B23027_008MA,B23027_008EA,B23027_009MA,B23027_009EA,B23027_010MA,B23027_010EA,B23027_011EA,B23027_011MA,B23027_012MA,B23027_012EA,B23027_013MA,B23027_013EA,B23027_014MA,B23027_014EA,B23027_015MA,B23027_015EA,B23027_016MA,B23027_016EA,B23027_017MA,B23027_017EA,B23027_018MA,B23027_018EA,B23027_019MA,B23027_019EA,B23027_020MA,B23027_020EA,B23027_021MA,B23027_021EA,B23027_022EA,B23027_022MA,B23027_023EA,B23027_023MA,B23027_024EA,B23027_024MA,B23027_025MA,B23027_025EA,B23027_026MA,B23027_026EA,B23027_027MA,B23027_027EA,B23027_028EA,B23027_028MA,B23027_029EA,B23027_029MA,B23027_030EA,B23027_030MA,B23027_031MA,B23027_031EA,B23027_032MA,B23027_032EA,B23027_033EA,B23027_033MA,B23027_034EA,B23027_034MA,B23027_035EA,B23027_035MA,B23027_036MA,B23027_036EA,state
0400000US01,3878471,4687,263491,5776,102526,5221,8612,1560,93914,5063,160965,5272,332728,5855,248819,7576,93032,5039,155787,6632,83909,5628,1236665,7365,967209,10540,689158,11269,278051,8761,269456,8452,644006,4935,473248,7579,370545,7305,102703,5065,170758,6332,639734,2668,362039,6483,264423,6703,97616,5098,277695,6520,260641,5504,76746,3591,38851,2749,37895,2507,183895,5391,501206,5105,55844,3074,19528,1937,36316,2426,445362,4906,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,571393,1430,39151,2193,22508,1665,2176,711,20332,1775,16643,1793,62719,2072,54857,2199,24997,2205,29860,2309,7862,1188,210434,2425,182959,3191,114826,3703,68133,3723,27475,2412,93326,1795,78066,2334,51014,2607,27052,2160,15260,1956,94755,1179,70612,1752,43655,2173,26957,1776,24143,1633,29608,1639,12995,1254,5752,885,7243,896,16613,1407,41400,1680,6763,898,2101,576,4662,666,34637,1660,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5393214,3898,376032,4553,154825,5266,16311,2284,138514,5022,221207,5854,480228,3145,370505,6307,152160,6556,218345,7181,109723,5711,1760035,3470,1400690,9795,1003514,12225,397176,10344,359345,9215,842972,2593,663351,6270,489182,7857,174169,6371,179621,6064,813943,1534,504925,7719,341134,6685,163791,5647,309018,7652,365222,6182,110126,4894,48819,3251,61307,3291,255096,5622,754782,6198,82151,3742,24174,2510,57977,3414,672631,6307,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2352507,3332,164521,4565,67422,3779,7987,1520,59435,3588,97099,4212,200167,4563,155277,4779,65800,4104,89477,4404,44890,4008,752890,5444,599112,7664,430585,8660,168527,6906,153778,6826,383582,3837,286003,4861,220488,5166,65515,3683,97579,4582,373233,2052,222122,4406,157304,4319,64818,2908,151111,4208,157705,4024,51606,3275,25464,2500,26142,2336,106099,4123,320409,4264,37287,2710,11199,1423,26088,2359,283122,4194,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31068647,10008,2098667,11002,648420,12334,55617,3508,592803,11867,1450247,15209,2884717,5882,2100630,15568,753502,13630,1347128,15457,784087,13849,11023082,6730,8941931,21501,6104639,32252,2837292,23092,2081151,20902,5243141,4748,4139818,16133,2952490,18373,1187328,15164,1103323,15573,4629482,2541,3031409,16144,2019486,15948,1011923,15179,1598073,16577,1760057,13323,633373,10073,311434,8105,321939,7735,1126684,12619,3429501,13414,412837,8746,141926,5146,270911,7157,3016664,13086,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4333738,3353,279512,4490,153138,4006,12004,2009,141134,3972,126374,4364,382373,3619,325273,4826,138478,5942,186795,6323,57100,4126,1565126,4055,1352552,8520,958069,10657,394483,9128,212574,7391,711031,2984,607598,5366,448001,6098,159597,5479,103433,4810,684124,2393,485929,6044,327619,6339,158310,4713,198195,6007,262559,5382,109153,4193,47111,3139,62042,2934,153406,4554,449013,5361,62793,3645,19343,1746,43450,2897,386220,5438,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2922877,2830,201332,3367,100786,3835,5400,1207,95386,3804,100546,4073,246827,1882,198334,3959,62290,4049,136044,4919,48493,3575,875280,2872,742784,7517,516563,7424,226221,7827,132496,6640,537158,2195,440462,4788,326333,5679,114129,5358,96696,4632,496997,954,371727,4098,262427,4669,109300,4237,125270,3930,177872,4704,78988,3544,37720,2446,41268,3057,98884,3356,387411,4934,59708,3498,17602,2213,42106,2607,327703,5441,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,765250,1688,49435,2046,25683,1833,1145,567,24538,1842,23752,2134,63179,1364,51501,1977,20741,2319,30760,1852,11678,1875,235075,1578,194076,3288,141434,4447,52642,3023,40999,2981,129436,1056,106476,3129,80580,3426,25896,2245,22960,2738,127301,684,86253,2568,60967,2646,25286,2138,41048,2639,55492,2283,19539,1855,8998,1322,10541,1278,35953,2233,105332,2303,13083,1378,3602,747,9481,1192,92249,2503,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,564206,1235,32785,2296,18115,2022,1482,650,16633,1936,14670,1964,58537,1951,45756,2400,14201,1774,31555,2754,12781,1607,248906,399,220980,2646,171051,3646,49929,3827,27926,2577,77353,158,60330,1719,45133,2257,15197,1793,17023,1746,70034,732,42897,1838,31655,1824,11242,1356,27137,1732,25056,1370,11009,1262,6281,956,4728,964,14047,1273,51535,1604,9104,1466,3159,998,5945,1082,42431,1468,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16640196,7825,961580,11430,323575,9450,32143,3595,291432,9644,638005,10254,1284335,7219,948036,11481,387625,10810,560411,12222,336299,11278,5056725,9609,4117757,16408,2935824,21244,1181933,16418,938968,16909,2743332,6247,2160461,12659,1618032,11727,542429,12341,582871,12560,2648991,4358,1666361,14404,1152376,14643,513985,9960,982630,14849,1213246,14706,388427,9351,179903,6216,208524,7189,824819,13377,2731987,14881,295226,8363,91908,5145,203318,7299,2436761,15262,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,7998548,6350,586136,8616,216075,8539,21153,2781,194922,8281,370061,8150,728645,8744,537978,10553,203902,8452,334076,10076,190667,8037,2771461,8975,2265807,13921,1648917,16167,616890,13337,505654,11804,1401045,6065,1106325,10628,853332,10408,252993,7183,294720,8422,1208502,3822,752714,9474,542797,9474,209917,5828,455788,9900,469939,8296,158156,5606,72796,3882,85360,4054,311783,8129,832820,8172,100693,4834,33362,2899,67331,3786,732127,7873,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1152884,1566,62485,1787,25458,1787,3953,913,21505,1859,37027,1957,104485,1754,85531,2424,41266,2414,44265,2575,18954,2119,394173,1629,337411,3993,245307,4727,92104,4225,56762,3785,174599,800,147828,2531,114682,3088,33146,2691,26771,2565,179989,598,128094,2837,93687,2988,34407,2656,51895,2867,79796,2932,34116,2393,18407,1631,15709,1439,45680,2605,157357,2985,21615,1859,7131,1136,14484,1725,135742,3119,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1270851,2653,93767,3045,54443,2991,4894,1160,49549,3118,39324,3270,111102,3004,92768,3216,32884,2779,59884,3189,18334,2167,421315,3628,352727,5029,238751,6160,113976,4663,68588,4277,198964,2926,161962,4416,116342,5039,45620,3134,37002,3694,202439,1574,135070,3952,86395,3606,48675,3187,67369,4031,84981,3529,31298,2871,11729,1557,19569,2453,53683,2967,158283,3362,20408,2185,4726,1073,15682,1769,137875,3521,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,10240058,5708,684259,7113,310936,7109,19480,2652,291456,7304,373323,7583,893861,5950,695464,8943,247733,7559,447731,9167,198397,7955,3445817,5837,2886049,14194,2080132,14424,805917,13610,559768,12175,1744768,4132,1430220,7650,1078286,8518,351934,7563,314548,7569,1643128,2257,1120867,9100,774670,9160,346197,8625,522261,9126,604416,7317,224935,5853,109451,4649,115484,4416,379481,7449,1223809,7096,152896,5801,44948,2542,107948,4816,1070913,7594,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,5215392,4548,367004,5726,192328,5655,15978,1942,176350,5644,174676,5680,484815,4847,399431,6038,147622,5667,251809,6488,85384,5312,1664620,5980,1393186,9529,998229,11812,394957,9478,271434,8557,878429,4048,713103,6897,541475,8473,171628,5417,165326,6137,855200,2691,578119,7563,412638,7005,165481,5713,277081,7553,319277,5429,111574,4774,48071,3594,63503,3325,207703,4820,646047,5920,80416,3680,19447,1755,60969,3278,565631,5637,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2475140,3231,177447,4730,117196,4628,6870,1252,110326,4444,60251,3462,223189,4378,194922,4850,79274,4118,115648,4343,28267,2895,760811,4441,678664,5731,505643,7000,173021,6003,82147,4231,399872,2874,351160,3155,274702,4457,76458,3663,48712,2517,412669,1825,311593,3757,220616,3795,90977,3251,101076,3498,153678,3448,65665,2723,28005,2062,37660,2004,88013,3452,347474,3664,52553,2474,12035,1253,40518,2436,294921,3700,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
