GEO_ID,C05003_001E,C05003_001M,C05003_002E,C05003_002M,C05003_003E,C05003_003M,C05003_004E,C05003_004M,C05003_005E,C05003_005M,C05003_006E,C05003_006M,C05003_007E,C05003_007M,C05003_008E,C05003_008M,C05003_009E,C05003_009M,C05003_010E,C05003_010M,C05003_011E,C05003_011M,C05003_012E,C05003_012M,C05003_013E,C05003_013M,C05003_014E,C05003_014M,C05003_015E,C05003_015M,NAME,C05003_001MA,C05003_001EA,C05003_002MA,C05003_002EA,C05003_003MA,C05003_003EA,C05003_004MA,C05003_004EA,C05003_005MA,C05003_005EA,C05003_006EA,C05003_006MA,C05003_007MA,C05003_007EA,C05003_008MA,C05003_008EA,C05003_009MA,C05003_009EA,C05003_010EA,C05003_010MA,C05003_011EA,C05003_011MA,C05003_012MA,C05003_012EA,C05003_013MA,C05003_013EA,C05003_014MA,C05003_014EA,C05003_015MA,C05003_015EA,state
0400000US01,4858979,-555555555,2352810,5380,565648,3974,556925,4066,8723,1811,1787162,3675,1707387,4118,79775,3989,2506169,5380,542760,4789,535655,4938,7105,1702,1963409,2289,1889040,4249,74369,3496,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,738432,-555555555,388695,1732,96096,1427,94196,1572,1900,766,292599,1164,268300,2448,24299,2243,349737,1732,90295,1321,88068,1353,2227,802,259442,900,229324,2136,30118,2005,Alaska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6828065,-555555555,3387385,2294,825787,2010,803095,3589,22692,2885,2561598,1239,2148309,10394,413289,10311,3440680,2294,795741,1977,769852,3492,25889,2905,2644939,1215,2192409,7474,452530,7662,Arizona,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2978204,-555555555,1463576,3921,364312,3466,358375,3767,5937,1585,1099264,2379,1032035,3867,67229,2927,1514628,3921,341632,3816,335760,3632,5872,1326,1172996,2581,1109193,3548,63803,3166,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39144818,-555555555,19440558,4443,4653700,3884,4421720,9582,231980,8786,14786858,3566,9862955,29873,4923903,29679,19704260,4443,4462718,3399,4244820,8808,217898,8616,15241542,2541,9926987,24260,5314555,23982,California,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5456574,-555555555,2741020,3494,640805,3102,623622,3531,17183,2365,2100215,2452,1851186,7302,249029,7495,2715554,3494,615967,3046,595992,4052,19975,2304,2099587,2164,1848708,7234,250879,6766,Colorado,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3590886,-555555555,1752063,1923,391178,1487,373857,2690,17321,2424,1360885,1651,1124165,7683,236720,7609,1838823,1923,372147,1469,356658,2466,15489,2169,1466676,1302,1216558,7881,250118,7695,Connecticut,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,945934,-555555555,458208,1047,104245,877,101359,1185,2886,905,353963,539,314458,2616,39505,2493,487726,1047,99955,827,97347,1015,2608,726,387771,517,345261,3147,42510,3177,Delaware,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,672228,-555555555,319705,699,60076,599,57296,1181,2780,1014,259629,419,216777,3408,42852,3363,352523,699,57762,598,56324,1067,1438,865,294761,418,246714,3282,48047,3263,District of Columbia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,20271272,-555555555,9891238,6494,2087657,5270,1975355,9071,112302,7872,7803581,4126,5980336,22646,1823245,22405,10380034,6494,2015332,5758,1908574,9789,106758,6451,8364702,3793,6320767,19703,2043935,19728,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10214860,-555555555,4975458,7577,1279707,6488,1243736,7063,35971,3815,3695751,3591,3215509,10389,480242,9510,5239402,7577,1222707,6802,1188820,7910,33887,3567,4016695,2829,3543078,9021,473617,9032,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1431603,-555555555,724635,1325,158505,1086,152665,1617,5840,1390,566130,805,464931,4368,101199,4359,706968,1325,152701,1145,145419,2039,7282,1496,554267,643,415174,5621,139093,5574,Hawaii,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1654930,-555555555,826819,2813,221259,2415,219132,2502,2127,730,605560,2277,562065,3576,43495,3195,828111,2813,210922,2140,206658,2528,4264,1263,617189,2004,572711,3404,44478,2889,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12859995,-555555555,6310435,4724,1508767,3688,1463308,5589,45459,4283,4801668,3163,3938472,11349,863196,10854,6549560,4724,1451418,3827,1404687,5066,46731,4000,5098142,3043,4227372,11480,870770,10892,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6619680,-555555555,3253089,4727,804471,3663,793425,4104,11046,1761,2448618,3847,2296542,6336,152076,5241,3366591,4727,775263,3994,763130,4059,12133,2211,2591328,3622,2445275,5187,146053,4259,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3123899,-555555555,1549289,3241,372146,2377,366445,2544,5701,1235,1177143,2311,1107392,3908,69751,3938,1574610,3241,356607,2548,349812,2939,6795,1456,1218003,2340,1151529,4111,66474,3289,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2911641,-555555555,1449224,3248,367300,2769,360947,3082,6353,1159,1081924,2529,982751,4695,99173,4294,1462417,3248,352934,2700,344649,3013,8285,1629,1109483,2045,1017574,4628,91909,4345,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4425092,-555555555,2174892,4384,516586,3492,507855,3712,8731,2076,1658306,3140,1588006,3942,70300,3913,2250200,4384,493997,3140,484494,3416,9503,2101,1756203,2862,1687401,4637,68802,4418,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4670724,-555555555,2286299,5065,574847,4329,568455,4329,6392,1494,1711452,2853,1624768,5143,86684,4610,2384425,5065,541338,4459,534171,4608,7167,1728,1843087,2635,1756961,4584,86126,4645,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1329328,-555555555,651030,2161,132131,1633,131284,1656,847,402,518899,1825,501614,2080,17285,1702,678298,2161,123728,1529,121104,1915,2624,1015,554570,1646,530632,2654,23938,2359,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,6006401,-555555555,2912348,3611,688590,2871,655955,4289,32635,3034,2223758,1912,1812830,7124,410928,7485,3094053,3611,659142,3094,628863,4074,30279,3376,2434911,1942,1997171,8863,437740,8740,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6794422,-555555555,3297384,2458,709598,1818,679564,3919,30034,3612,2587786,1605,2090056,10362,497730,10252,3497038,2458,677596,1852,648410,3306,29186,2849,2819442,1507,2280439,10277,539003,10433,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9922576,-555555555,4877067,3442,1128939,2855,1104332,4344,24607,3093,3748128,2676,3452855,7656,295273,7330,5045509,3442,1078885,2763,1055107,3559,23778,2455,3966624,2243,3658192,7662,308432,7306,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5489594,-555555555,2730030,3746,658394,2977,631656,4059,26738,3385,2071636,2329,1875198,5391,196438,5274,2759564,3746,624504,2647,599066,4086,25438,3258,2135060,2370,1926489,5603,208571,5081,Minnesota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2992333,-555555555,1448495,4178,369305,3674,365936,3708,3369,1206,1079190,2216,1043729,3371,35461,3035,1543838,4178,358702,3674,356151,3659,2551,939,1185136,2048,1154259,3462,30877,2827,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6083672,-555555555,2983645,4339,712285,3693,701701,3745,10584,1858,2271360,3064,2161551,5507,109809,4767,3100027,4339,680281,3973,669704,4193,10577,1651,2419746,2966,2307955,5007,111791,3792,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1032949,-555555555,519026,2303,115442,1647,114898,1562,544,381,403584,1930,394551,2353,9033,1489,513923,2303,110785,1804,110071,1820,714,443,403138,1760,392073,1992,11065,1704,Montana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1896190,-555555555,942589,2373,240478,2088,235972,2175,4506,869,702111,1797,641355,3072,60756,3055,953601,2373,230152,2139,223317,2389,6835,1527,723449,1342,667156,2878,56293,2670,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2890845,-555555555,1447456,1981,340127,2013,328250,2934,11877,2111,1107329,854,855560,6830,251769,6803,1443389,1981,328428,2144,317928,3027,10500,2194,1114961,981,830937,6712,284024,6845,Nevada,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1330608,-555555555,657716,1634,134808,1275,131766,1575,3042,988,522908,1326,487353,2874,35555,2856,672892,1634,128523,1321,125495,1320,3028,880,544369,1194,506035,2722,38334,2585,New Hampshire,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8958013,-555555555,4374892,2401,1022496,2251,967322,4560,55174,4411,3352396,1156,2442280,12203,910116,12052,4583121,2401,976369,2418,922894,4959,53475,4212,3606752,1143,2648192,10921,958560,11070,New Jersey,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2085109,-555555555,1035143,3070,255727,3052,249890,3159,5837,1559,779416,2420,687143,5976,92273,5322,1049966,3070,243689,3050,237071,3409,6618,1450,806277,1379,714050,4462,92227,4336,New Mexico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19795791,-555555555,9616592,4379,2159129,3777,2048447,6804,110682,5623,7457463,2896,5428643,19979,2028820,20271,10179199,4379,2054038,3345,1947618,6612,106420,5529,8125161,2527,5840996,21152,2284165,20578,New York,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
