GEO_ID,C05003_001E,C05003_001M,C05003_002E,C05003_002M,C05003_003E,C05003_003M,C05003_004E,C05003_004M,C05003_005E,C05003_005M,C05003_006E,C05003_006M,C05003_007E,C05003_007M,C05003_008E,C05003_008M,C05003_009E,C05003_009M,C05003_010E,C05003_010M,C05003_011E,C05003_011M,C05003_012E,C05003_012M,C05003_013E,C05003_013M,C05003_014E,C05003_014M,C05003_015E,C05003_015M,NAME,C05003_001MA,C05003_001EA,C05003_002MA,C05003_002EA,C05003_003MA,C05003_003EA,C05003_004MA,C05003_004EA,C05003_005MA,C05003_005EA,C05003_006EA,C05003_006MA,C05003_007MA,C05003_007EA,C05003_008MA,C05003_008EA,C05003_009MA,C05003_009EA,C05003_010EA,C05003_010MA,C05003_011EA,C05003_011MA,C05003_012MA,C05003_012EA,C05003_013MA,C05003_013EA,C05003_014MA,C05003_014EA,C05003_015MA,C05003_015EA,state
0400000US37,10042802,-555555555,4896006,6889,1171581,5798,1144278,6017,27303,2738,3724425,4292,3344461,7792,379964,7946,5146796,6889,1116469,5944,1088442,6501,28027,3070,4030327,3786,3670937,8252,359390,8432,North Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,756928,-555555555,388152,2318,87094,1558,86320,1677,774,406,301058,2133,287239,2348,13819,1775,368776,2319,84220,1720,82646,1770,1574,649,284556,1679,272074,1998,12482,1428,North Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11613423,-555555555,5683951,3926,1345753,3574,1321995,4917,23758,3297,4338198,3448,4114470,7783,223728,7810,5929472,3926,1284055,2923,1261747,3909,22308,3486,4645417,2769,4411300,7913,234117,6934,Ohio,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3911338,-555555555,1939555,2785,494070,2419,485291,3008,8779,1337,1445485,2058,1330889,4587,114596,4226,1971783,2785,467027,2287,457751,2598,9276,1672,1504756,1591,1402057,3828,102699,3529,Oklahoma,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,4028977,-555555555,1992162,3716,439709,3037,428192,3600,11517,2170,1552453,2324,1371965,5007,180488,5384,2036815,3716,421443,2917,407932,3537,13511,2328,1615372,1886,1423595,6522,191777,6534,Oregon,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12802503,-555555555,6262246,3925,1378273,3079,1347843,4576,30430,2985,4883973,2575,4512337,8925,371636,8639,6540257,3925,1313747,3496,1281360,4225,32387,3483,5226510,2614,4823804,9295,402706,8625,Pennsylvania,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1056298,-555555555,511773,1621,108369,1073,104844,1218,3525,1024,403404,1255,336819,4073,66585,4033,544525,1621,103506,1256,99189,1760,4317,1392,441019,956,373122,3439,67897,3313,Rhode Island,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4896146,-555555555,2385096,4581,560989,4481,551929,4465,9060,1676,1824107,2158,1713623,4257,110484,3992,2511050,4581,528319,4365,520822,4442,7497,1331,1982731,1995,1877023,4583,105708,4681,South Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,858469,-555555555,431540,2030,108310,1667,106349,1749,1961,666,323230,1760,311353,1999,11877,1551,426929,2030,101370,1603,99230,1533,2140,657,325559,1506,313692,1696,11867,1694,South Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6600299,-555555555,3214689,5166,759715,3960,743220,4520,16495,2859,2454974,3841,2300265,6592,154709,6250,3385610,5166,734085,3913,719732,3858,14353,2236,2651525,3396,2505512,5926,146013,5055,Tennessee,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,27469114,-555555555,13625413,9367,3674553,8717,3513230,12620,161323,8626,9950860,6086,7773073,21406,2177787,20245,13843701,9367,3534231,8519,3378450,12141,155781,9392,10309470,5077,8133066,23222,2176404,22345,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2995919,-555555555,1506383,2521,468916,2106,461634,2559,7282,1514,1037467,1628,927354,4576,110113,4629,1489536,2521,443417,2075,435908,2200,7509,1400,1046119,1339,926556,3982,119563,4016,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,626042,-555555555,308552,1074,61744,816,60716,956,1028,603,246808,1117,234048,1836,12760,1752,317490,1074,58416,937,57352,925,1064,406,259074,853,245679,1927,13395,1648,Vermont,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8382993,-555555555,4126326,5923,956520,5288,922165,6466,34355,3730,3169806,3657,2715080,8328,454726,7992,4256667,5923,913294,5558,878544,5548,34750,3141,3343373,2865,2848578,8674,494795,8030,Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7170351,-555555555,3585221,4421,823869,3278,794872,4276,28997,3122,2761352,2613,2315929,9252,445423,9126,3585130,4421,788101,3528,756780,4212,31321,3319,2797029,2446,2322612,8904,474417,8640,Washington,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1844128,-555555555,908559,2519,191709,2244,190797,2311,912,482,716850,1863,702788,2566,14062,2375,935569,2519,187738,2249,187068,2263,670,382,747831,1703,733953,2160,13878,1526,West Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5771337,-555555555,2868297,3334,662886,3081,651508,3297,11378,1825,2205411,2374,2077612,5183,127799,5228,2903040,3334,629153,2861,616688,3320,12465,1764,2273887,2076,2146548,4944,127339,5140,Wisconsin,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,586107,-555555555,295102,2375,70807,2169,69730,2230,1077,480,224295,1717,216130,1917,8165,1364,291005,2375,68693,2508,67916,2550,777,718,222312,2194,210332,2548,11980,2527,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3474182,-555555555,1657467,3618,379816,3619,378332,3668,1484,665,1277651,-555555555,1234386,3758,43265,3760,1816715,3618,357577,3619,355531,3662,2046,778,1459138,-555555555,1408590,3929,50548,3927,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,null,null,null,null,72
