GEO_ID,C03002_001E,C03002_001M,C03002_002E,C03002_002M,C03002_003E,C03002_003M,C03002_004E,C03002_004M,C03002_005E,C03002_005M,C03002_006E,C03002_006M,C03002_007E,C03002_007M,C03002_008E,C03002_008M,C03002_009E,C03002_009M,C03002_010E,C03002_010M,C03002_011E,C03002_011M,C03002_012E,C03002_012M,NAME,C03002_001MA,C03002_001EA,C03002_002MA,C03002_002EA,C03002_003EA,C03002_003MA,C03002_004EA,C03002_004MA,C03002_005MA,C03002_005EA,C03002_006MA,C03002_006EA,C03002_007MA,C03002_007EA,C03002_008EA,C03002_008MA,C03002_009EA,C03002_009MA,C03002_010EA,C03002_010MA,C03002_011MA,C03002_011EA,C03002_012MA,C03002_012EA,state
0400000US01,4858979,-555555555,4666109,2261,3204076,917,1296681,5680,19069,2524,58918,2343,2566,1768,5590,2102,79209,6073,1159,671,78050,6042,192870,2261,Alabama,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,738432,-555555555,686607,-555555555,452472,1051,24739,1714,98300,2777,45753,2395,6341,1701,2201,1729,56801,4322,590,417,56211,4357,51825,-555555555,Alaska,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,02
0400000US04,6828065,-555555555,4729654,-555555555,3802263,2149,282718,5805,276132,4377,210922,4689,9963,1106,6951,2049,140705,9467,3761,1204,136944,9223,2098411,-555555555,Arizona,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,04
0400000US05,2978204,-555555555,2770461,2071,2174934,1792,466486,4815,18221,2374,41932,2461,7551,897,3826,1736,57511,5289,1879,1144,55632,5273,207743,2071,Arkansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,39144818,-555555555,23960273,-555555555,14815122,7888,2192844,12770,135866,6180,5476958,18924,143408,4915,87813,9185,1108262,25932,45126,6089,1063136,25240,15184545,-555555555,California,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,06
0400000US08,5456574,-555555555,4292296,-555555555,3737243,4050,213389,5356,26239,2564,158584,4831,8499,1304,13900,4220,134442,7368,3841,1470,130601,7080,1164278,-555555555,Colorado,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,08
0400000US09,3590886,-555555555,3037103,-555555555,2439796,2532,355469,5227,4235,1223,155610,2693,468,212,9375,2709,72150,5614,4391,1342,67759,5329,553783,-555555555,Connecticut,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,09
0400000US10,945934,-555555555,860628,-555555555,596375,969,200433,2909,2397,695,35950,1542,265,257,3242,1313,21966,3576,1056,720,20910,3467,85306,-555555555,Delaware,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,10
0400000US11,672228,-555555555,601099,-555555555,241855,788,312914,2187,959,436,25633,1023,367,382,2976,1511,16395,1999,1023,548,15372,1862,71129,-555555555,District of Columbia,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,11
0400000US12,20271272,-555555555,15308367,1011,11170487,5912,3145615,13813,33659,3564,534389,8822,9616,2152,57413,6689,357188,16431,24566,4588,332622,15707,4962905,1011,Florida,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10214860,-555555555,9264767,1771,5482711,4561,3159854,13012,17727,2776,383994,5677,3575,1581,31433,5140,185473,12258,8757,2276,176716,11988,950093,1771,Georgia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1431603,-555555555,1282898,-555555555,326152,606,27530,1983,2239,645,517419,9818,125452,4871,1694,654,282412,10859,963,453,281449,10830,148705,-555555555,Hawaii,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,15
0400000US16,1654930,-555555555,1455090,1220,1367034,978,8828,1371,18837,1901,20415,2184,1675,938,468,291,37833,3201,373,308,37460,3146,199840,1220,Idaho,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12859995,-555555555,10688007,1131,7948431,3009,1813447,7672,13082,2238,669595,6380,3191,996,17864,3176,222397,9479,11550,2272,210847,9381,2171988,1131,Illinois,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6619680,-555555555,6180586,1784,5288882,2892,596275,7791,14075,2214,137392,3964,2314,1217,7004,2248,134644,8576,4399,2028,130245,8512,439094,1784,Indiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3123899,-555555555,2949581,952,2710477,1493,104348,3938,8819,1417,68134,3310,3021,1758,3287,1413,51495,4324,969,569,50526,4207,174318,952,Iowa,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2911641,-555555555,2575320,1186,2223659,822,168293,4992,21208,1905,82812,2115,1380,720,1472,719,76496,5476,888,504,75608,5366,336321,1186,Kansas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4425092,-555555555,4278965,2782,3768120,1483,351192,5106,7474,1451,59378,2777,2601,1061,3835,1046,86365,5673,1762,621,84603,5589,146127,2782,Kentucky,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4670724,-555555555,4442146,1686,2754976,1884,1491831,6625,20825,1981,80565,1923,887,452,9901,2298,83161,6361,1775,855,81386,6301,228578,1686,Louisiana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1329328,-555555555,1309176,592,1244002,349,13854,1706,8490,1177,13086,1338,569,402,423,349,28752,2228,139,172,28613,2245,20152,592,Maine,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,6006401,-555555555,5434138,165,3115032,2607,1743829,8583,10346,1754,382537,4442,2395,789,20457,4576,159542,9803,5075,1667,154467,9898,572263,165,Maryland,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6794422,-555555555,6036474,675,4958598,5801,459884,6016,7162,1194,428592,4461,680,469,49348,6968,132210,7499,11047,2176,121163,6952,757948,675,Massachusetts,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9922576,-555555555,9436604,777,7486419,3080,1363082,9330,46056,2755,292298,3861,3235,1034,15331,3777,230183,9494,5455,1240,224728,9312,485972,777,Michigan,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5489594,-555555555,5207554,950,4441640,2113,313157,4840,50234,2386,257059,4600,1520,480,6325,2046,137619,6475,2764,887,134855,6413,282040,950,Minnesota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2992333,-555555555,2906575,2774,1705044,556,1126326,4916,11359,964,30540,2306,737,559,1686,892,30883,3813,993,623,29890,3748,85758,2774,Mississippi,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,6083672,-555555555,5843259,2092,4858768,2158,704787,6412,22726,2545,113912,3371,5522,1400,4647,1113,132897,7808,3358,1482,129539,7695,240413,2092,Missouri,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1032949,-555555555,995647,630,894545,489,4289,936,62709,2490,8643,1155,1034,658,141,158,24286,2857,234,211,24052,2830,37302,630,Montana,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1896190,-555555555,1699222,458,1518020,1532,88318,2898,14620,1767,39535,1971,826,636,2254,1407,35649,3264,1103,844,34546,3324,196968,458,Nebraska,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2890845,-555555555,2077451,-555555555,1460688,1695,236568,4592,24442,2151,228306,4281,16224,1255,6922,2202,104301,6562,3766,1336,100535,6407,813394,-555555555,Nevada,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,32
0400000US33,1330608,-555555555,1286253,724,1210017,667,18495,1407,1169,456,33774,1932,254,231,1204,709,21340,2273,700,583,20640,2298,44355,724,New Hampshire,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8958013,-555555555,7195834,-555555555,5020807,3217,1134226,7851,7968,1410,842221,5628,2707,1042,32153,4313,155752,8562,15497,3155,140255,8146,1762179,-555555555,New Jersey,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,34
0400000US35,2085109,-555555555,1083845,-555555555,798109,1283,41597,2768,177529,2984,27542,2574,859,647,3593,1157,34616,4223,1693,848,32923,4292,1001264,-555555555,New Mexico,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,35
0400000US36,19795791,-555555555,16070598,1157,11050851,6115,2845960,9547,40131,3130,1659534,9067,5162,1701,111653,8287,357307,12873,36589,3879,320718,11704,3725193,1157,New York,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,10042802,-555555555,9131128,1723,6387868,3932,2141818,9555,109502,3213,266004,5222,2967,937,22054,4570,200915,10220,5280,1620,195635,9939,911674,1723,North Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
