GEO_ID,C03002_001E,C03002_001M,C03002_002E,C03002_002M,C03002_003E,C03002_003M,C03002_004E,C03002_004M,C03002_005E,C03002_005M,C03002_006E,C03002_006M,C03002_007E,C03002_007M,C03002_008E,C03002_008M,C03002_009E,C03002_009M,C03002_010E,C03002_010M,C03002_011E,C03002_011M,C03002_012E,C03002_012M,NAME,C03002_001MA,C03002_001EA,C03002_002MA,C03002_002EA,C03002_003EA,C03002_003MA,C03002_004EA,C03002_004MA,C03002_005MA,C03002_005EA,C03002_006MA,C03002_006EA,C03002_007MA,C03002_007EA,C03002_008EA,C03002_008MA,C03002_009EA,C03002_009MA,C03002_010EA,C03002_010MA,C03002_011MA,C03002_011EA,C03002_012MA,C03002_012EA,state
0400000US38,756928,-555555555,730869,927,650304,419,15387,1524,36789,1723,9696,871,445,409,434,345,17814,2280,106,131,17708,2288,26059,927,North Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11613423,-555555555,11202221,1884,9255663,3512,1409506,11483,15744,1901,231436,4724,3920,2250,14978,3516,270974,12097,5233,1495,265741,11825,411202,1884,Ohio,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3911338,-555555555,3514874,-555555555,2597511,1695,280826,4853,273042,6190,77928,2679,3285,887,5125,1839,277157,8594,2498,1392,274659,8519,396464,-555555555,Oklahoma,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,40
0400000US41,4028977,-555555555,3517079,-555555555,3082611,1137,73428,2911,37993,2944,162545,4448,13359,1855,3090,1146,144053,6536,2567,893,141486,6341,511898,-555555555,Oregon,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,41
0400000US42,12802503,-555555555,11932294,988,9890644,3939,1349101,8302,12314,2245,416992,4999,2403,821,21208,4252,239632,9456,9900,3018,229732,9237,870209,988,Pennsylvania,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1056298,-555555555,904213,-555555555,775163,1539,57364,2657,3342,798,35120,2017,211,268,6679,1732,26334,3612,2790,1099,23544,3292,152085,-555555555,Rhode Island,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,44
0400000US45,4896146,-555555555,4633591,2215,3119807,1843,1331987,6825,12190,1733,70215,2636,3109,1724,6193,2031,90090,6471,1928,901,88162,6298,262555,2215,South Carolina,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,858469,-555555555,828390,845,710681,1670,12807,1394,68201,2781,11901,1377,712,522,1723,1677,22365,2641,96,117,22269,2656,30079,845,South Dakota,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6600299,-555555555,6266839,2079,4899807,2571,1100868,8314,17603,2595,106375,3624,2735,1190,11869,3338,127582,8604,4187,1529,123395,8459,333460,2079,Tennessee,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,27469114,-555555555,16796898,417,11795062,4617,3209454,13862,66303,4729,1236884,8934,18211,2534,36412,4393,434572,16679,20488,4132,414084,16382,10672216,417,Texas,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2995919,-555555555,2586609,415,2364160,1157,32498,1915,29584,2764,68148,2947,23628,2704,2781,907,65810,5539,2059,995,63751,5380,409310,415,Utah,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,626042,-555555555,615620,634,584851,890,7694,881,2277,733,8627,883,282,232,950,642,10939,1324,121,143,10818,1293,10422,634,Vermont,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8382993,-555555555,7629640,2570,5239479,4203,1583049,10339,16415,1790,519910,6153,5057,1048,23466,4302,242264,8921,6557,1987,235707,8718,753353,2570,Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7170351,-555555555,6283932,-555555555,4996873,1962,253220,6556,82481,3886,563704,6926,45576,2294,9933,2031,332145,11172,5281,1679,326864,11144,886419,-555555555,Washington,*****,null,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,*****,null,53
0400000US54,1844128,-555555555,1817465,1708,1702065,2231,69610,3376,2076,824,14078,1344,479,321,1489,649,27668,3318,388,297,27280,3330,26663,1708,West Virginia,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5771337,-555555555,5390188,497,4721683,1742,357021,4282,47345,2356,154713,3546,1396,480,4447,1596,103583,5818,2285,899,101298,5831,381149,497,Wisconsin,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,586107,-555555555,528262,1129,492659,222,4704,1390,12140,1339,4885,993,237,215,96,103,13541,1956,47,81,13494,1939,57845,1129,Wyoming,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3474182,-555555555,36794,3897,26431,3167,3291,1224,19,31,2832,1850,0,221,2656,1196,1565,686,204,205,1361,631,3437388,3897,Puerto Rico,*****,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
