GEO_ID,B19101H_001E,B19101H_001M,B19101H_002E,B19101H_002M,B19101H_003E,B19101H_003M,B19101H_004E,B19101H_004M,B19101H_005E,B19101H_005M,B19101H_006E,B19101H_006M,B19101H_007E,B19101H_007M,B19101H_008E,B19101H_008M,B19101H_009E,B19101H_009M,B19101H_010E,B19101H_010M,B19101H_011E,B19101H_011M,B19101H_012E,B19101H_012M,B19101H_013E,B19101H_013M,B19101H_014E,B19101H_014M,B19101H_015E,B19101H_015M,B19101H_016E,B19101H_016M,B19101H_017E,B19101H_017M,NAME,B19101H_001EA,B19101H_001MA,B19101H_002EA,B19101H_002MA,B19101H_003MA,B19101H_003EA,B19101H_004MA,B19101H_004EA,B19101H_005MA,B19101H_005EA,B19101H_006EA,B19101H_006MA,B19101H_007EA,B19101H_007MA,B19101H_008MA,B19101H_008EA,B19101H_009MA,B19101H_009EA,B19101H_010MA,B19101H_010EA,B19101H_011EA,B19101H_011MA,B19101H_012EA,B19101H_012MA,B19101H_013EA,B19101H_013MA,B19101H_014MA,B19101H_014EA,B19101H_015MA,B19101H_015EA,B19101H_016MA,B19101H_016EA,B19101H_017EA,B19101H_017MA,state
0400000US01,853275,8901,32321,2767,22549,2371,26548,2720,37436,2921,37414,3246,39803,3000,40781,3087,39134,2765,35337,2836,79322,3910,102676,4422,127394,5644,87993,4150,49350,3037,50057,3341,45160,3071,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,114196,2557,1723,550,1199,378,2084,574,1440,475,3069,784,2428,637,3007,806,3402,709,2798,674,6173,943,12548,1570,17969,1956,18351,2012,11757,1333,14621,1456,11627,1435,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,999146,10409,31499,2954,18100,1876,22439,2165,32148,2919,38264,2581,42828,3118,41278,3065,43163,2839,46899,3452,88564,4111,119115,4817,155476,5589,108339,4648,67598,3858,73788,3227,69648,3463,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,589715,7924,22702,2551,18993,2087,24589,2639,26908,2337,30089,2569,35190,2937,30425,2439,30567,2448,28856,2398,52596,3710,70300,3958,84736,4183,52501,3352,29948,2517,23827,2026,27488,1935,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,3831075,15107,97592,4260,64798,4691,80681,4381,100143,4634,96836,4693,110326,4996,106664,4606,119663,5422,116555,5723,233909,7123,342393,9610,522393,10009,456168,10189,335847,9173,436012,10037,611095,9626,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,979937,9401,21329,2103,12596,1578,15758,2021,22316,2201,24900,1905,30717,2070,32948,2629,32997,2354,32942,2780,65649,3769,106285,4468,157842,5129,130492,5074,85548,3713,100545,4024,107073,4238,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,630428,6683,11301,1627,5587,959,7235,1178,9931,1360,12619,1665,14278,1675,14271,1541,17097,1830,20001,2151,35674,2075,56964,3410,88597,4648,84630,3464,61748,3479,81896,3730,108599,3493,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,157933,3530,3867,1124,1346,577,2853,797,4714,1019,5018,1098,5629,1060,6120,1105,6177,1162,6585,1159,13880,1918,18089,1906,26993,2375,19101,1843,12341,1353,13637,1408,11583,1338,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,43527,2094,168,167,34,56,399,466,118,121,212,162,248,223,31,52,147,123,489,503,457,273,959,498,2911,813,3312,825,4692,946,7868,1157,21482,1728,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,2887943,18536,89754,5493,59827,4779,74937,3945,108799,4994,114245,4333,135379,6086,138550,6436,128573,5729,131364,5576,246612,7576,340360,8838,429389,9947,296646,7651,181338,6243,196213,6990,215957,6151,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,1451475,10573,47299,3756,30067,2596,39092,3109,51254,3916,52753,3856,62861,4448,57870,3435,66052,4388,56637,3726,120282,5851,161283,7266,212975,7135,157904,5558,104402,4244,111304,4403,119440,5276,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
