GEO_ID,B07409_001E,B07409_001M,B07409_002E,B07409_002M,B07409_003E,B07409_003M,B07409_004E,B07409_004M,B07409_005E,B07409_005M,B07409_006E,B07409_006M,B07409_007E,B07409_007M,B07409_008E,B07409_008M,B07409_009E,B07409_009M,B07409_010E,B07409_010M,B07409_011E,B07409_011M,B07409_012E,B07409_012M,B07409_013E,B07409_013M,B07409_014E,B07409_014M,B07409_015E,B07409_015M,B07409_016E,B07409_016M,B07409_017E,B07409_017M,B07409_018E,B07409_018M,B07409_019E,B07409_019M,B07409_020E,B07409_020M,B07409_021E,B07409_021M,B07409_022E,B07409_022M,B07409_023E,B07409_023M,B07409_024E,B07409_024M,B07409_025E,B07409_025M,B07409_026E,B07409_026M,B07409_027E,B07409_027M,B07409_028E,B07409_028M,B07409_029E,B07409_029M,B07409_030E,B07409_030M,NAME,B07409_001MA,B07409_001EA,B07409_002EA,B07409_002MA,B07409_003MA,B07409_003EA,B07409_004EA,B07409_004MA,B07409_005MA,B07409_005EA,B07409_006EA,B07409_006MA,B07409_007MA,B07409_007EA,B07409_008EA,B07409_008MA,B07409_009EA,B07409_009MA,B07409_010MA,B07409_010EA,B07409_011EA,B07409_011MA,B07409_012MA,B07409_012EA,B07409_013EA,B07409_013MA,B07409_014MA,B07409_014EA,B07409_015EA,B07409_015MA,B07409_016MA,B07409_016EA,B07409_017EA,B07409_017MA,B07409_018MA,B07409_018EA,B07409_019MA,B07409_019EA,B07409_020EA,B07409_020MA,B07409_021MA,B07409_021EA,B07409_022EA,B07409_022MA,B07409_023MA,B07409_023EA,B07409_024EA,B07409_024MA,B07409_025MA,B07409_025EA,B07409_026EA,B07409_026MA,B07409_027MA,B07409_027EA,B07409_028EA,B07409_028MA,B07409_029EA,B07409_029MA,B07409_030MA,B07409_030EA,state
0400000US01,3267934,10351,495339,13828,1014330,14911,967744,14846,505735,11369,284786,9419,2897327,14123,428450,12979,908479,13911,858297,14552,445220,11556,256881,8754,229924,10290,43591,4230,68258,4860,73153,5180,32091,3419,12831,2302,80944,5380,16414,2700,23598,2772,19767,2632,14068,2333,7097,1946,59739,4730,6884,1599,13995,2072,16527,2285,14356,2413,7977,1538,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,472094,4546,35627,3115,128630,4919,168645,5049,88335,4388,50857,3130,390543,5503,28520,2475,106471,4803,136665,4938,74345,3994,44542,3002,44819,4240,4289,1128,12840,2141,18379,2684,6464,1380,2847,913,11644,1577,1051,457,4355,814,3931,948,1300,526,1007,430,25088,3394,1767,819,4964,1294,9670,1955,6226,1370,2461,680,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,4455096,11694,619978,14062,1092587,16226,1514965,19876,767804,13696,459762,9724,3816629,16456,532164,12518,944191,16418,1284191,17650,655634,12759,400449,9015,456027,14833,69040,5281,108184,6607,165748,8361,78241,4933,34814,3184,67385,4939,10420,2002,17373,2161,25446,2604,7828,1644,6318,1478,115055,6940,8354,1431,22839,2642,39580,4418,26101,3031,18181,2266,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1982684,8229,289479,8316,677921,11025,584728,10447,277231,7350,153325,6503,1717644,10474,244904,7588,592705,10078,502057,9459,243153,6795,134825,5841,157488,9025,29219,3433,50520,4526,50865,4194,18140,2587,8744,1777,60042,4808,9676,1687,21611,2808,17576,2168,7297,1486,3882,1058,47510,3706,5680,1354,13085,2120,14230,2484,8641,1858,5874,1251,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,25940349,17530,4624788,31636,5418130,35378,7606783,42917,5217012,36862,3073636,28751,22882182,29794,4185613,30602,4813873,33397,6673930,44208,4522980,34314,2685786,26819,2022100,25460,318445,11249,419079,10863,611323,14327,441652,10706,231601,8694,649744,16556,90429,5736,116561,6683,194228,8341,154156,7175,94370,6225,386323,11815,30301,3792,68617,5113,127302,6315,98224,5857,61879,4414,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,3623295,10187,319511,9363,790821,13952,1096822,15823,894537,13011,521604,10371,3079991,13761,278074,9643,676615,13967,923705,13228,752144,12637,449453,10522,275208,10085,21867,3113,62617,4720,91051,6651,67733,4409,31940,2607,158110,7733,12349,2142,33056,3576,49512,4007,42363,3408,20830,2474,109986,6015,7221,1529,18533,2502,32554,3226,32297,2693,19381,2562,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2468098,7296,239132,7440,679491,11670,608454,8938,529619,9470,411402,8380,2195038,11331,207490,7195,607867,11694,539371,9770,472750,9378,367560,8054,166060,7757,21563,2770,49378,4342,39978,3762,32155,3283,22986,2549,48553,4742,6055,1240,11974,1905,14414,2591,10040,1885,6070,1209,58447,5174,4024,1133,10272,2060,14691,2356,14674,2056,14786,2264,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,641169,5277,71471,4637,192503,6460,180446,5913,114960,4609,81789,4239,570337,5862,62334,3995,172690,5986,160535,6158,101292,4741,73486,3968,43357,4348,6045,1532,12473,1923,12807,2076,7465,1586,4567,1175,7758,1855,1741,673,3018,1127,1313,689,1251,586,435,327,19717,2843,1351,936,4322,1296,5791,1406,4952,1239,3301,973,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,478576,6001,51344,4210,83775,4481,75292,4117,114847,5851,153318,5219,387377,5147,43275,3772,71813,4346,64710,3750,86266,4986,121313,4263,46184,3914,4027,1247,6867,1297,4517,1147,14104,2016,16669,2214,0,189,0,189,0,189,0,189,0,189,0,189,45015,4344,4042,1271,5095,1164,6065,1651,14477,2247,15336,2387,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,14116071,20834,1751181,24433,4126391,36982,4247673,36934,2562078,25040,1428748,19311,12291366,31082,1518541,21895,3626427,36709,3684226,32560,2207086,23886,1255086,17903,1137417,25202,151829,8653,324016,12688,354196,12931,208312,10259,99064,5277,403472,13066,54808,5116,111113,5977,121444,7329,79213,6183,36894,4096,283816,11111,26003,3167,64835,4175,87807,5996,67467,4523,37704,3229,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
