GEO_ID,B08101_001E,B08101_001M,B08101_002E,B08101_002M,B08101_003E,B08101_003M,B08101_004E,B08101_004M,B08101_005E,B08101_005M,B08101_006E,B08101_006M,B08101_007E,B08101_007M,B08101_008E,B08101_008M,B08101_009E,B08101_009M,B08101_010E,B08101_010M,B08101_011E,B08101_011M,B08101_012E,B08101_012M,B08101_013E,B08101_013M,B08101_014E,B08101_014M,B08101_015E,B08101_015M,B08101_016E,B08101_016M,B08101_017E,B08101_017M,B08101_018E,B08101_018M,B08101_019E,B08101_019M,B08101_020E,B08101_020M,B08101_021E,B08101_021M,B08101_022E,B08101_022M,B08101_023E,B08101_023M,B08101_024E,B08101_024M,B08101_025E,B08101_025M,B08101_026E,B08101_026M,B08101_027E,B08101_027M,B08101_028E,B08101_028M,B08101_029E,B08101_029M,B08101_030E,B08101_030M,B08101_031E,B08101_031M,B08101_032E,B08101_032M,B08101_033E,B08101_033M,B08101_034E,B08101_034M,B08101_035E,B08101_035M,B08101_036E,B08101_036M,B08101_037E,B08101_037M,B08101_038E,B08101_038M,B08101_039E,B08101_039M,B08101_040E,B08101_040M,B08101_041E,B08101_041M,B08101_042E,B08101_042M,B08101_043E,B08101_043M,B08101_044E,B08101_044M,B08101_045E,B08101_045M,B08101_046E,B08101_046M,B08101_047E,B08101_047M,B08101_048E,B08101_048M,B08101_049E,B08101_049M,B08101_050E,B08101_050M,B08101_051E,B08101_051M,B08101_052E,B08101_052M,B08101_053E,B08101_053M,B08101_054E,B08101_054M,B08101_055E,B08101_055M,B08101_056E,B08101_056M,NAME,B08101_001EA,B08101_001MA,B08101_002MA,B08101_002EA,B08101_003EA,B08101_003MA,B08101_004EA,B08101_004MA,B08101_005EA,B08101_005MA,B08101_006MA,B08101_006EA,B08101_007EA,B08101_007MA,B08101_008EA,B08101_008MA,B08101_009EA,B08101_009MA,B08101_010MA,B08101_010EA,B08101_011MA,B08101_011EA,B08101_012EA,B08101_012MA,B08101_013MA,B08101_013EA,B08101_014EA,B08101_014MA,B08101_015MA,B08101_015EA,B08101_016EA,B08101_016MA,B08101_017MA,B08101_017EA,B08101_018EA,B08101_018MA,B08101_019MA,B08101_019EA,B08101_020EA,B08101_020MA,B08101_021MA,B08101_021EA,B08101_022EA,B08101_022MA,B08101_023EA,B08101_023MA,B08101_024MA,B08101_024EA,B08101_025EA,B08101_025MA,B08101_026MA,B08101_026EA,B08101_027EA,B08101_027MA,B08101_028MA,B08101_028EA,B08101_029EA,B08101_029MA,B08101_030MA,B08101_030EA,B08101_031EA,B08101_031MA,B08101_032MA,B08101_032EA,B08101_033MA,B08101_033EA,B08101_034EA,B08101_034MA,B08101_035MA,B08101_035EA,B08101_036EA,B08101_036MA,B08101_037MA,B08101_037EA,B08101_038EA,B08101_038MA,B08101_039MA,B08101_039EA,B08101_040EA,B08101_040MA,B08101_041MA,B08101_041EA,B08101_042EA,B08101_042MA,B08101_043EA,B08101_043MA,B08101_044MA,B08101_044EA,B08101_045EA,B08101_045MA,B08101_046MA,B08101_046EA,B08101_047EA,B08101_047MA,B08101_048EA,B08101_048MA,B08101_049EA,B08101_049MA,B08101_050MA,B08101_050EA,B08101_051EA,B08101_051MA,B08101_052MA,B08101_052EA,B08101_053MA,B08101_053EA,B08101_054EA,B08101_054MA,B08101_055MA,B08101_055EA,B08101_056EA,B08101_056MA,state
0400000US01,2011723,14261,65661,4261,200426,6709,874240,10628,440656,7897,195868,6894,129138,5117,105734,4118,1719972,17414,51598,3405,164633,6697,745927,12141,386042,8032,171578,6314,110905,4899,89289,3861,180752,8814,9370,1904,23589,3060,85381,5327,34900,3443,12606,1866,8652,1314,6254,1180,6066,1497,408,346,1513,828,1631,775,1479,677,467,270,285,157,283,197,22130,2955,1977,630,4786,1362,7658,1539,2633,772,2485,1052,951,472,1640,589,19046,2572,1317,482,1786,808,7145,1558,3622,955,2546,806,1479,464,1151,592,63757,4204,991,571,4119,1022,26498,3265,11980,1765,6186,1121,6866,1372,7117,1207,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,363075,5057,13728,1397,45585,2568,160010,3063,68802,2340,35399,1859,25103,1845,14448,1580,246577,5808,7485,1218,29803,2586,110284,3933,47684,2715,24513,1934,17150,1742,9658,1380,45738,3719,3120,782,6289,1450,21246,2435,8519,1298,3520,937,2107,599,937,353,5608,1198,708,510,956,607,2201,763,495,299,413,243,541,325,294,229,28801,2457,1387,436,5242,1178,11606,1460,4901,813,2394,517,2006,548,1265,510,20256,1915,494,320,2522,1082,9277,1489,4050,780,1863,544,1460,447,590,224,16095,2050,534,379,773,457,5396,1174,3153,807,2696,916,1839,588,1704,519,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2899727,18330,107587,5009,311453,6554,1274650,10865,613255,7214,258830,7614,188235,6155,145717,5225,2234511,19297,70957,3734,228903,7028,992963,12352,479395,8520,203683,6447,149572,5841,109038,4109,307864,9774,17126,1876,42651,3824,147563,6502,58146,3818,21341,2375,11606,1528,9431,1468,59686,5009,3986,1189,10097,2263,25799,2893,10555,1672,4369,1011,3172,867,1708,672,60638,4002,8533,1473,13847,2326,20954,2398,8119,1577,3059,917,2686,638,3440,826,77347,4158,4456,1202,9791,2132,31683,2907,16548,2111,6100,1229,5101,1008,3668,1043,159681,5505,2529,809,6164,1316,55688,3628,40492,3071,20278,2654,16098,1925,18432,2120,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1253288,11443,47971,3573,127946,4750,543084,8006,265998,5066,117898,5111,79584,3841,70807,3169,1035546,12520,36477,3011,102177,4338,448841,8965,221520,5297,100316,5064,69198,3565,57017,3175,134929,6559,7369,1487,16565,2401,63800,3877,26760,2882,9056,1524,4950,927,6429,1217,5791,1358,247,283,705,427,2774,1032,1176,555,364,255,128,127,397,276,22033,2396,1991,625,6055,1207,6287,1288,3690,1081,1496,488,894,333,1620,741,16619,2347,866,429,971,494,7469,1706,4013,1046,1044,405,1432,654,824,411,38370,2875,1021,464,1473,530,13913,2054,8839,1495,5622,1243,2982,785,4520,946,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17633846,45164,445315,10288,1748022,15276,8083626,25701,3808000,18502,1608803,15948,1100175,12895,839905,11473,13031320,44004,262953,8799,1243196,16210,6044878,26593,2842673,16968,1216676,15161,822942,11570,598002,10416,1770281,22978,72273,4966,194942,7285,821672,16022,387224,8785,141013,6269,89101,5041,64056,3923,923600,17713,32081,3163,111380,5530,451253,9832,174866,7110,68325,4236,49370,3902,36325,2978,474323,12112,43960,3076,92068,5268,193347,7571,68877,4992,30292,2627,23124,2520,22655,2262,464283,10666,19454,2277,63467,4494,221813,7869,85742,4983,37616,2972,22063,2553,14128,1539,970039,14583,14594,1926,42969,3595,350663,8820,248618,8508,114881,6176,93575,4727,104739,5120,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2740368,17973,98426,4113,271988,6059,1242372,9514,562897,6093,249821,6184,184086,5823,130778,4516,2095695,15550,68265,3601,196208,6303,955378,9987,438692,6863,196131,5587,142220,5608,98801,4096,230500,9673,12916,1740,26402,2968,115132,6538,43268,3385,15306,1943,11290,1746,6186,1182,80917,5089,4055,1130,12868,2146,35680,3196,13173,2043,6753,1184,5716,1214,2672,696,77861,4349,7072,1483,19754,2402,30510,2814,9738,1545,4102,968,4160,1044,2525,764,60491,3641,2919,979,8575,1724,29126,2512,10155,1907,4318,887,3017,734,2381,792,194904,7005,3199,919,8181,1655,76546,4600,47871,3098,23211,2308,17683,2011,18213,1855,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1773121,10609,62050,3111,164124,3906,680612,7468,413303,5115,200431,5131,142713,5056,109888,4021,1391000,13837,37673,2539,113281,3830,537986,8496,332130,6413,164084,4634,117092,4564,88754,3820,138902,8841,10414,1821,18599,2877,56985,5373,26994,3071,12050,1478,8508,1309,5352,1041,87516,4837,2749,829,12593,1723,37352,3590,19145,2147,8251,1270,4568,979,2858,759,52826,4259,6834,1109,13268,2288,17100,1936,6677,1436,3521,1157,2983,860,2443,745,17998,2312,1958,974,2621,870,5634,1313,4406,1027,1257,581,1051,504,1071,536,84879,4806,2422,550,3762,1015,25555,2869,23951,2397,11268,1545,8511,1435,9410,1189,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,441183,6008,14922,1574,42288,2108,181077,3999,99362,3149,46910,2566,30873,2276,25751,1920,359029,7204,10255,1494,33198,2507,148820,4194,81136,3148,39386,2395,25510,2160,20724,1699,34752,3224,3123,1008,3907,1154,15926,2065,6593,1263,2159,643,1596,459,1448,532,12104,1902,324,217,1661,590,5177,1104,3002,836,1010,503,653,374,277,236,9655,1521,815,390,2104,709,4150,1137,1147,541,592,352,265,253,582,279,4765,1197,283,208,792,512,1355,564,1065,612,772,468,444,326,54,64,20878,2186,122,127,626,336,5649,1414,6419,1402,2991,812,2405,567,2666,565,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,358150,4914,8718,1430,33154,2290,205183,2927,55095,1918,23766,1927,15670,1422,16564,1464,120333,5085,1078,600,6204,1391,64639,3287,22308,2101,10807,1520,7876,1092,7421,975,18456,2298,484,351,1149,718,10770,2011,2982,750,1365,596,797,387,909,417,128135,5462,2768,772,14131,1792,78255,4230,17531,2019,6498,1344,4066,868,4886,1192,50165,4468,3115,982,8598,2198,29724,3177,4822,1245,2050,733,921,386,935,370,19532,2037,339,269,1514,809,12080,1642,3537,1012,931,423,645,384,486,260,21529,2463,934,417,1558,622,9715,1475,3915,1085,2115,928,1365,530,1927,604,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8880102,34688,236932,9665,808363,10771,3784856,20104,2012099,12335,872487,14356,630713,10436,534652,9838,7075864,36592,163777,7602,624074,11009,3032573,24601,1622721,14580,716071,12486,508480,9399,408168,9634,794711,17495,34512,3428,91555,6315,369726,12888,164794,8127,59862,4281,39608,2675,34654,3323,195638,9094,9779,1884,31376,4014,83888,6376,35531,3766,15135,2393,10593,2021,9336,1714,126149,6790,11865,1890,20366,3112,47531,3951,20762,2164,6959,1198,9093,1523,9573,1481,194433,7967,9113,1721,23035,3001,84468,6529,37701,3173,18594,2423,10549,1517,10973,1831,493307,15108,7886,1713,17957,2845,166670,8664,130590,6458,55866,4063,52390,3490,61948,4464,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
