GEO_ID,C08101_001E,C08101_001M,C08101_002E,C08101_002M,C08101_003E,C08101_003M,C08101_004E,C08101_004M,C08101_005E,C08101_005M,C08101_006E,C08101_006M,C08101_007E,C08101_007M,C08101_008E,C08101_008M,C08101_009E,C08101_009M,C08101_010E,C08101_010M,C08101_011E,C08101_011M,C08101_012E,C08101_012M,C08101_013E,C08101_013M,C08101_014E,C08101_014M,C08101_015E,C08101_015M,C08101_016E,C08101_016M,C08101_017E,C08101_017M,C08101_018E,C08101_018M,C08101_019E,C08101_019M,C08101_020E,C08101_020M,C08101_021E,C08101_021M,C08101_022E,C08101_022M,C08101_023E,C08101_023M,C08101_024E,C08101_024M,C08101_025E,C08101_025M,C08101_026E,C08101_026M,C08101_027E,C08101_027M,C08101_028E,C08101_028M,C08101_029E,C08101_029M,C08101_030E,C08101_030M,C08101_031E,C08101_031M,C08101_032E,C08101_032M,C08101_033E,C08101_033M,C08101_034E,C08101_034M,C08101_035E,C08101_035M,C08101_036E,C08101_036M,C08101_037E,C08101_037M,C08101_038E,C08101_038M,C08101_039E,C08101_039M,C08101_040E,C08101_040M,C08101_041E,C08101_041M,C08101_042E,C08101_042M,NAME,C08101_001MA,C08101_001EA,C08101_002EA,C08101_002MA,C08101_003EA,C08101_003MA,C08101_004EA,C08101_004MA,C08101_005EA,C08101_005MA,C08101_006EA,C08101_006MA,C08101_007EA,C08101_007MA,C08101_008EA,C08101_008MA,C08101_009EA,C08101_009MA,C08101_010EA,C08101_010MA,C08101_011EA,C08101_011MA,C08101_012MA,C08101_012EA,C08101_013MA,C08101_013EA,C08101_014MA,C08101_014EA,C08101_015MA,C08101_015EA,C08101_016MA,C08101_016EA,C08101_017EA,C08101_017MA,C08101_018MA,C08101_018EA,C08101_019EA,C08101_019MA,C08101_020EA,C08101_020MA,C08101_021EA,C08101_021MA,C08101_022EA,C08101_022MA,C08101_023MA,C08101_023EA,C08101_024MA,C08101_024EA,C08101_025EA,C08101_025MA,C08101_026EA,C08101_026MA,C08101_027EA,C08101_027MA,C08101_028EA,C08101_028MA,C08101_029MA,C08101_029EA,C08101_030EA,C08101_030MA,C08101_031EA,C08101_031MA,C08101_032EA,C08101_032MA,C08101_033EA,C08101_033MA,C08101_034MA,C08101_034EA,C08101_035MA,C08101_035EA,C08101_036EA,C08101_036MA,C08101_037EA,C08101_037MA,C08101_038EA,C08101_038MA,C08101_039EA,C08101_039MA,C08101_040MA,C08101_040EA,C08101_041EA,C08101_041MA,C08101_042EA,C08101_042MA,state
0400000US01,2011723,14261,65661,4261,200426,6709,874240,10628,440656,7897,195868,6894,234872,6226,1719972,17414,51598,3405,164633,6697,745927,12141,386042,8032,171578,6314,200194,6348,180752,8814,9370,1904,23589,3060,85381,5327,34900,3443,12606,1866,14906,1813,6066,1497,408,346,1513,828,1631,775,1479,677,467,270,568,257,41176,3928,3294,809,6572,1545,14803,2071,6255,1186,5031,1381,5221,1084,63757,4204,991,571,4119,1022,26498,3265,11980,1765,6186,1121,13983,1797,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,363075,5057,13728,1397,45585,2568,160010,3063,68802,2340,35399,1859,39551,2633,246577,5808,7485,1218,29803,2586,110284,3933,47684,2715,24513,1934,26808,2401,45738,3719,3120,782,6289,1450,21246,2435,8519,1298,3520,937,3044,670,5608,1198,708,510,956,607,2201,763,495,299,413,243,835,444,49057,2998,1881,483,7764,1495,20883,2006,8951,1070,4257,671,5321,883,16095,2050,534,379,773,457,5396,1174,3153,807,2696,916,3543,822,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2899727,18330,107587,5009,311453,6554,1274650,10865,613255,7214,258830,7614,333952,7180,2234511,19297,70957,3734,228903,7028,992963,12352,479395,8520,203683,6447,258610,6513,307864,9774,17126,1876,42651,3824,147563,6502,58146,3818,21341,2375,21037,2086,59686,5009,3986,1189,10097,2263,25799,2893,10555,1672,4369,1011,4880,989,137985,5865,12989,1921,23638,3037,52637,3983,24667,2652,9159,1556,14895,1592,159681,5505,2529,809,6164,1316,55688,3628,40492,3071,20278,2654,34530,2773,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1253288,11443,47971,3573,127946,4750,543084,8006,265998,5066,117898,5111,150391,4508,1035546,12520,36477,3011,102177,4338,448841,8965,221520,5297,100316,5064,126215,4771,134929,6559,7369,1487,16565,2401,63800,3877,26760,2882,9056,1524,11379,1571,5791,1358,247,283,705,427,2774,1032,1176,555,364,255,525,308,38652,3478,2857,768,7026,1296,13756,2194,7703,1528,2540,691,4770,1170,38370,2875,1021,464,1473,530,13913,2054,8839,1495,5622,1243,7502,1090,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17633846,45164,445315,10288,1748022,15276,8083626,25701,3808000,18502,1608803,15948,1940080,19164,13031320,44004,262953,8799,1243196,16210,6044878,26593,2842673,16968,1216676,15161,1420944,16257,1770281,22978,72273,4966,194942,7285,821672,16022,387224,8785,141013,6269,153157,6519,923600,17713,32081,3163,111380,5530,451253,9832,174866,7110,68325,4236,85695,5324,938606,16520,63414,3574,155535,6977,415160,10746,154619,6798,67908,3149,81970,5094,970039,14583,14594,1926,42969,3595,350663,8820,248618,8508,114881,6176,198314,6979,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2740368,17973,98426,4113,271988,6059,1242372,9514,562897,6093,249821,6184,314864,7367,2095695,15550,68265,3601,196208,6303,955378,9987,438692,6863,196131,5587,241021,6711,230500,9673,12916,1740,26402,2968,115132,6538,43268,3385,15306,1943,17476,2056,80917,5089,4055,1130,12868,2146,35680,3196,13173,2043,6753,1184,8388,1407,138352,5456,9991,1712,28329,2892,59636,3510,19893,2398,8420,1282,12083,1511,194904,7005,3199,919,8181,1655,76546,4600,47871,3098,23211,2308,35896,2677,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1773121,10609,62050,3111,164124,3906,680612,7468,413303,5115,200431,5131,252601,6625,1391000,13837,37673,2539,113281,3830,537986,8496,332130,6413,164084,4634,205846,5883,138902,8841,10414,1821,18599,2877,56985,5373,26994,3071,12050,1478,13860,1714,87516,4837,2749,829,12593,1723,37352,3590,19145,2147,8251,1270,7426,1228,70824,4528,8792,1532,15889,2237,22734,2276,11083,1750,4778,1348,7548,1303,84879,4806,2422,550,3762,1015,25555,2869,23951,2397,11268,1545,17921,2051,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,441183,6008,14922,1574,42288,2108,181077,3999,99362,3149,46910,2566,56624,3262,359029,7204,10255,1494,33198,2507,148820,4194,81136,3148,39386,2395,46234,2949,34752,3224,3123,1008,3907,1154,15926,2065,6593,1263,2159,643,3044,653,12104,1902,324,217,1661,590,5177,1104,3002,836,1010,503,930,443,14420,1932,1098,420,2896,855,5505,1265,2212,824,1364,607,1345,488,20878,2186,122,127,626,336,5649,1414,6419,1402,2991,812,5071,761,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,358150,4914,8718,1430,33154,2290,205183,2927,55095,1918,23766,1927,32234,2101,120333,5085,1078,600,6204,1391,64639,3287,22308,2101,10807,1520,15297,1429,18456,2298,484,351,1149,718,10770,2011,2982,750,1365,596,1706,512,128135,5462,2768,772,14131,1792,78255,4230,17531,2019,6498,1344,8952,1354,69697,5009,3454,1039,10112,2333,41804,3184,8359,1485,2981,758,2987,687,21529,2463,934,417,1558,622,9715,1475,3915,1085,2115,928,3292,884,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8880102,34688,236932,9665,808363,10771,3784856,20104,2012099,12335,872487,14356,1165365,14202,7075864,36592,163777,7602,624074,11009,3032573,24601,1622721,14580,716071,12486,916648,12304,794711,17495,34512,3428,91555,6315,369726,12888,164794,8127,59862,4281,74262,3920,195638,9094,9779,1884,31376,4014,83888,6376,35531,3766,15135,2393,19929,2796,320582,10899,20978,2556,43401,4231,131999,7872,58463,3366,25553,2539,40188,3383,493307,15108,7886,1713,17957,2845,166670,8664,130590,6458,55866,4063,114338,5845,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
