GEO_ID,B17023_001E,B17023_001M,B17023_002E,B17023_002M,B17023_003E,B17023_003M,B17023_004E,B17023_004M,B17023_005E,B17023_005M,B17023_006E,B17023_006M,B17023_007E,B17023_007M,B17023_008E,B17023_008M,B17023_009E,B17023_009M,B17023_010E,B17023_010M,B17023_011E,B17023_011M,B17023_012E,B17023_012M,B17023_013E,B17023_013M,B17023_014E,B17023_014M,B17023_015E,B17023_015M,B17023_016E,B17023_016M,B17023_017E,B17023_017M,B17023_018E,B17023_018M,B17023_019E,B17023_019M,B17023_020E,B17023_020M,B17023_021E,B17023_021M,B17023_022E,B17023_022M,B17023_023E,B17023_023M,B17023_024E,B17023_024M,B17023_025E,B17023_025M,B17023_026E,B17023_026M,B17023_027E,B17023_027M,B17023_028E,B17023_028M,B17023_029E,B17023_029M,B17023_030E,B17023_030M,B17023_031E,B17023_031M,B17023_032E,B17023_032M,B17023_033E,B17023_033M,B17023_034E,B17023_034M,B17023_035E,B17023_035M,NAME,B17023_001MA,B17023_001EA,B17023_002MA,B17023_002EA,B17023_003MA,B17023_003EA,B17023_004MA,B17023_004EA,B17023_005MA,B17023_005EA,B17023_006MA,B17023_006EA,B17023_007MA,B17023_007EA,B17023_008MA,B17023_008EA,B17023_009MA,B17023_009EA,B17023_010MA,B17023_010EA,B17023_011MA,B17023_011EA,B17023_012MA,B17023_012EA,B17023_013MA,B17023_013EA,B17023_014MA,B17023_014EA,B17023_015MA,B17023_015EA,B17023_016MA,B17023_016EA,B17023_017MA,B17023_017EA,B17023_018MA,B17023_018EA,B17023_019EA,B17023_019MA,B17023_020MA,B17023_020EA,B17023_021MA,B17023_021EA,B17023_022MA,B17023_022EA,B17023_023MA,B17023_023EA,B17023_024EA,B17023_024MA,B17023_025MA,B17023_025EA,B17023_026MA,B17023_026EA,B17023_027MA,B17023_027EA,B17023_028MA,B17023_028EA,B17023_029EA,B17023_029MA,B17023_030EA,B17023_030MA,B17023_031MA,B17023_031EA,B17023_032MA,B17023_032EA,B17023_033MA,B17023_033EA,B17023_034EA,B17023_034MA,B17023_035EA,B17023_035MA,state
0400000US01,1213540,13821,166755,6801,51515,3368,25302,2499,15428,1849,9980,1649,805,469,115240,5398,15555,2239,5860,1238,8224,1784,1432,842,39,66,99685,4939,26626,2374,51667,4012,19618,2066,1774,689,1046785,12834,812159,10469,531781,8177,235337,6485,42524,3039,2517,740,234626,8295,62684,3968,37759,3229,23272,2520,1653,603,0,192,171942,7122,99235,4609,65942,4971,6765,1449,0,192,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,163800,3113,11530,1402,3189,607,821,284,940,346,901,374,527,446,8341,1315,2523,610,871,451,1105,411,509,246,38,30,5818,1135,759,240,3470,893,1368,580,221,220,152270,3239,117159,3002,68844,2773,36286,2708,9990,1580,2039,518,35111,2578,12586,1379,5164,952,6691,1065,671,419,60,36,22525,2030,9377,1327,11880,1781,969,455,299,253,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1598414,13914,199101,6307,79787,4481,33184,3149,26286,2468,15834,2115,4483,1234,119314,5013,24356,2486,8919,1536,12123,1808,2944,954,370,291,94958,4438,23635,2337,45223,3258,22585,2537,3515,921,1399313,13718,1073755,12123,693947,9595,291180,8548,81088,4071,7540,1220,325558,8812,112872,6185,60219,3787,46005,4261,6519,1318,129,164,212686,5862,112923,4575,87129,4649,12076,1863,558,293,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,761494,10038,104557,5132,38655,2791,17852,1950,10521,1565,8921,1406,1361,610,65902,4376,11374,1579,3545,962,6525,1290,1304,630,0,190,54528,4216,16125,2381,27173,2680,10135,1627,1095,612,656937,9657,522642,8812,337547,6939,149476,5643,33349,2975,2270,777,134295,6408,38750,3755,20044,2401,17611,2467,1064,555,31,53,95545,5784,54945,3714,35209,3210,5350,1351,41,75,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8835906,26617,999318,15054,425891,10038,151624,5897,157843,6257,103783,5305,12641,1532,573427,11172,117468,6222,41990,3459,49856,4151,22428,2675,3194,1221,455959,10138,112619,5017,235053,8614,95968,5192,12319,1860,7836588,26834,5916402,26819,3406762,21190,2040718,19369,445383,10400,23539,2553,1920186,22771,659093,11826,392858,9836,229984,6770,34409,3179,1842,737,1261093,18354,756950,13235,448113,11500,53708,3715,2322,707,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1331861,11075,101276,4462,41722,2919,17045,1545,13238,1712,9880,1536,1559,646,59554,3570,9389,1512,2657,859,5242,1232,1432,610,58,102,50165,3430,8679,1396,30442,2775,9654,1753,1390,651,1230585,10898,996318,9392,585967,8566,324958,7112,79767,4040,5626,1188,234267,7561,83635,4720,41398,3015,37207,3592,4926,1074,104,168,150632,6065,78614,4499,63292,4045,8715,1691,11,21,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,876188,9056,65154,3905,17968,1871,8917,1434,5360,1071,3331,899,360,222,47186,3413,6767,1467,2800,993,2813,925,1086,631,68,98,40419,3140,10107,1927,21634,2165,8508,1631,170,206,811034,9505,629621,8823,389833,7057,197332,5721,40718,2931,1738,733,181413,7191,51239,4046,30547,3207,18691,2447,2001,824,0,198,130174,5643,68390,4123,56402,3978,5382,1163,0,198,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,235385,4062,20424,2359,6121,1108,2963,590,1996,855,765,500,397,388,14303,2168,2225,897,663,296,970,604,592,569,0,190,12078,1911,2469,781,5344,1251,3759,1173,506,434,214961,4577,164295,4510,109698,3927,43358,2739,10589,1816,650,367,50666,3573,13958,1852,8191,1413,5014,1238,742,452,11,19,36708,2954,20442,1876,14506,2057,1428,636,332,340,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,125178,3853,17494,2145,2534,1020,1278,532,765,456,491,586,0,200,14960,1860,1774,879,827,452,775,697,72,123,100,161,13186,1741,3525,912,6519,1446,2738,846,404,336,107684,3823,69323,3446,42739,2702,23004,2599,3233,843,347,322,38361,3157,9060,1655,5367,1150,3465,963,228,220,0,200,29301,2662,16948,1976,11500,1713,853,545,0,200,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,4806611,27227,541342,12813,210481,7816,108746,5098,63758,4875,34032,2870,3945,1285,330861,10172,60275,4337,22772,2358,29665,3583,7030,1600,808,563,270586,9197,75076,4525,139881,7321,49858,4268,5771,1378,4265269,27423,3234295,25245,2218608,20306,851609,12992,157552,6818,6526,1376,1030974,14937,299386,8623,175677,7000,109751,6243,13422,2305,536,576,731588,14779,424366,10107,276739,9777,29321,3268,1162,643,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
