GEO_ID,C25074_001E,C25074_001M,C25074_002E,C25074_002M,C25074_003E,C25074_003M,C25074_004E,C25074_004M,C25074_005E,C25074_005M,C25074_006E,C25074_006M,C25074_007E,C25074_007M,C25074_008E,C25074_008M,C25074_009E,C25074_009M,C25074_010E,C25074_010M,C25074_011E,C25074_011M,C25074_012E,C25074_012M,C25074_013E,C25074_013M,C25074_014E,C25074_014M,C25074_015E,C25074_015M,C25074_016E,C25074_016M,C25074_017E,C25074_017M,C25074_018E,C25074_018M,C25074_019E,C25074_019M,C25074_020E,C25074_020M,C25074_021E,C25074_021M,C25074_022E,C25074_022M,C25074_023E,C25074_023M,C25074_024E,C25074_024M,C25074_025E,C25074_025M,NAME,C25074_001EA,C25074_001MA,C25074_002MA,C25074_002EA,C25074_003MA,C25074_003EA,C25074_004MA,C25074_004EA,C25074_005EA,C25074_005MA,C25074_006EA,C25074_006MA,C25074_007MA,C25074_007EA,C25074_008MA,C25074_008EA,C25074_009MA,C25074_009EA,C25074_010EA,C25074_010MA,C25074_011EA,C25074_011MA,C25074_012MA,C25074_012EA,C25074_013MA,C25074_013EA,C25074_014MA,C25074_014EA,C25074_015MA,C25074_015EA,C25074_016EA,C25074_016MA,C25074_017MA,C25074_017EA,C25074_018MA,C25074_018EA,C25074_019MA,C25074_019EA,C25074_020MA,C25074_020EA,C25074_021EA,C25074_021MA,C25074_022MA,C25074_022EA,C25074_023MA,C25074_023EA,C25074_024MA,C25074_024EA,C25074_025MA,C25074_025EA,state
0400000US22,615614,11160,115476,5971,4180,1128,73044,5200,38252,3109,120531,5564,12198,1626,94899,4846,13434,2148,136586,5539,36170,2879,84695,4536,15721,2331,83678,4263,51859,3649,23152,2551,8667,1190,81023,4895,66902,4318,6423,1456,7698,1426,78320,4492,69153,4321,1139,446,8028,1626,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,158125,4266,23331,2660,3288,824,15909,2383,4134,904,36843,2796,8954,1656,25026,2305,2863,662,35579,2888,10814,1667,22560,2562,2205,612,21356,1893,13655,1731,5520,1263,2181,657,22526,2512,19511,2300,1512,663,1503,462,18490,2142,16860,2015,295,225,1335,522,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,741775,10581,71326,4700,6691,1130,46827,3724,17808,2190,85321,5107,14270,2032,67688,4681,3363,988,119006,5896,18496,2027,95453,5304,5057,1282,109796,5979,29029,2696,77143,4868,3624,787,148864,6275,90782,4952,53373,4005,4709,1368,207462,6853,187025,6723,13506,1869,6931,1317,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,979998,12799,118406,5633,9303,1529,80414,5181,28689,2721,162871,6422,35202,3096,121299,5395,6370,1197,167370,6202,34094,3049,127014,5648,6262,1044,124389,4753,45584,3893,72891,4006,5914,1378,157882,5726,101538,4703,51395,4271,4949,961,249080,7754,222443,7512,18402,2521,8235,1498,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,1141315,12832,184820,6149,12937,1566,128821,5367,43062,3523,211457,6259,25875,1948,174046,5632,11536,1482,253945,7061,79683,4306,161388,6129,12874,1626,170888,6462,117450,5718,44932,3527,8506,1330,176167,6989,155017,6675,14449,1661,6701,1003,144038,5230,133926,5150,2136,604,7976,1377,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,623989,9511,69214,4412,5927,1258,52493,3655,10794,1669,106994,4777,21494,1962,81056,4194,4444,644,131225,5885,36163,3024,89064,4938,5998,1037,102936,4119,64952,3794,34131,2952,3853,771,106846,5234,87322,4614,15035,1906,4489,727,106774,4627,100020,4405,2504,854,4250,627,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,360168,8053,75685,4686,2570,758,47337,3187,25778,2882,75040,3847,10378,1593,53463,3422,11199,1536,77580,4649,24739,2956,42587,3737,10254,1729,52268,4404,34685,3203,10856,2199,6727,1288,45468,3336,38138,3395,2308,1043,5022,978,34127,3279,30583,2959,510,491,3034,926,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,804043,12651,114452,5110,7365,1305,77414,4431,29673,2832,150192,6030,22199,2233,119589,5443,8404,1278,183641,7420,66794,4475,105378,5708,11469,1700,129842,5663,95964,4916,26748,3007,7130,1270,125230,6436,113410,6423,6223,1383,5597,1053,100686,5054,93150,5151,1728,646,5808,1151,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,138314,4472,18284,1742,1591,625,12344,1663,4349,991,24697,2092,4526,1040,18131,1833,2040,575,32665,2820,12317,1892,17616,1981,2732,659,22769,2144,14737,1885,6188,1128,1844,483,21403,2515,18109,2351,1527,706,1767,449,18496,1965,16073,1811,198,178,2225,602,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,253765,4887,29080,2771,2054,644,20416,2318,6610,1170,43363,3056,7042,1096,34176,2600,2145,513,61877,3531,23532,2210,35068,2766,3277,641,41951,2911,31419,2524,8206,1373,2326,636,42943,3233,37254,2924,2843,961,2846,740,34551,2572,32318,2479,149,175,2084,532,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,479105,8502,49117,3413,789,474,33855,2768,14473,2157,65435,3399,3053,893,60022,3443,2360,696,106084,5262,21536,2518,82307,4371,2241,576,80566,3908,45234,3347,33288,2742,2044,607,84056,4768,68347,4727,13438,2083,2271,654,93847,4761,90067,4745,1282,545,2498,736,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,150876,5392,13010,2091,1263,635,9754,1734,1993,720,22653,2263,4299,1122,16941,1829,1413,446,29431,2688,4548,1007,23451,2740,1432,482,23732,2628,13522,2118,9687,1619,523,254,29723,2936,22865,2775,5760,1295,1098,502,32327,3199,30060,3027,729,423,1538,551,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,1178929,11453,132470,5792,8840,1603,88672,4690,34958,2882,158212,5710,22317,2316,129041,5344,6854,1276,215765,8261,22375,2424,185919,7306,7471,1600,162716,7379,48987,2987,107316,6177,6413,1307,200485,7053,129410,5631,63527,4322,7548,1560,309281,8278,279339,8069,20309,2515,9633,1631,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,247954,6175,41070,3239,2876,961,27597,2759,10597,1586,48800,3797,5933,1089,38376,3456,4491,921,51871,4350,14921,1797,33094,3573,3856,963,40117,3851,26747,3187,10853,1726,2517,774,34471,3220,30263,3208,2231,757,1977,704,31625,2574,29680,2452,270,231,1675,557,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,3394792,20532,457053,11610,25913,2856,322356,9810,108784,5358,518755,10405,69804,3895,430569,10309,18382,1946,584293,11676,117016,5969,443917,10707,23360,2130,435593,11701,175397,7033,241606,7805,18590,2065,528287,12960,324865,10245,184441,7572,18981,2101,870811,15364,761759,14536,82488,4770,26564,2808,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,1388604,15481,183925,7309,9414,1676,124864,6450,49647,3587,260535,7902,28092,2821,209486,6753,22957,2459,317754,10312,92800,5217,205802,8389,19152,2016,225124,8272,149872,7373,61755,4191,13497,1976,208553,8030,179819,7835,17444,2538,11290,1873,192713,7460,179776,7251,3903,886,9034,1491,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,120133,4378,11876,1402,600,299,8816,1307,2460,723,18421,2195,3074,875,14598,2029,749,248,24289,2634,10154,1762,12645,2006,1490,425,21103,2435,14803,1962,4887,1225,1413,436,17953,2041,14640,2048,1756,670,1557,382,26491,3122,24191,2973,750,480,1550,482,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,1593562,15621,256846,8138,23728,2781,178031,7190,55087,4220,298527,7960,42661,3493,241269,6792,14597,1667,358017,9786,132112,6215,207586,7236,18319,2084,235353,8203,176805,7707,47287,3797,11261,1538,245058,8927,223550,8009,12323,2047,9185,1246,199761,6942,187771,7007,2914,764,9076,1283,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,508093,7135,70997,3211,3119,754,46832,2820,21046,1876,90252,3893,10837,1421,70038,3627,9377,1159,115601,4758,41319,2719,64426,3470,9856,1171,81673,3963,58247,3477,16168,1805,7258,1026,82254,3833,73167,3511,3576,932,5511,807,67316,3642,61091,3786,876,352,5349,863,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,604314,9054,74102,4702,4183,1129,53929,4245,15990,2072,96133,5219,11088,1683,80192,4533,4853,956,129887,6477,23220,2544,101232,5748,5435,1149,97386,5000,56740,4240,37478,2847,3168,777,103321,5623,83277,4704,15839,2287,4205,1096,103485,4227,97239,4294,2570,903,3676,919,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,1550281,14088,218493,7109,18244,2373,152263,5517,47986,4470,277158,7680,45875,2867,214323,6931,16960,1997,324155,8344,87027,4221,216481,6138,20647,2221,230961,7028,138452,5519,80370,4991,12139,1642,247278,7734,203623,7222,30629,2695,13026,1425,252236,7568,234390,7392,6824,1218,11022,1536,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,166866,5651,26373,2675,3723,1146,15386,2069,7264,1558,30344,2812,7624,1586,21641,2467,1079,581,32971,3001,7198,1472,24311,2418,1462,753,22340,2577,13266,1804,8530,1751,544,312,27709,2532,22859,2231,3807,1174,1043,525,27129,2538,25340,2483,728,346,1061,502,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,592141,11341,87691,5034,3295,986,53577,3878,30819,2969,111858,6082,12261,1735,86920,5316,12677,1797,134761,5755,40705,3364,82904,4307,11152,1573,90523,4778,60441,4351,24471,2379,5611,1204,91604,5577,76053,5344,9778,1799,5773,1073,75704,4465,70512,4159,1582,610,3610,1158,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,107985,3840,13811,1592,1857,681,9287,1309,2667,730,20417,2267,3968,859,15182,2035,1267,572,26832,2549,12784,1661,12193,1854,1855,507,20051,2021,15999,1805,2649,707,1403,383,16697,1880,14573,1857,892,406,1232,377,10177,1310,9105,1219,0,151,1072,337,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,864762,12955,132403,6369,10450,1525,82969,5325,38984,3265,158714,6762,21178,2529,123405,5530,14131,1836,200389,6584,61685,3662,123927,5506,14777,1632,137588,5777,97002,5100,33469,3171,7117,1164,130068,5854,112738,5616,9637,1756,7693,1406,105600,5039,97776,4967,2602,845,5222,1008,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,3668586,28117,413001,9678,18210,2130,269853,7960,124938,7050,526447,13085,39877,3568,452042,12731,34528,3133,783148,16051,170171,7315,569487,14201,43490,3955,593581,12224,356183,9655,211666,8797,25732,2369,645289,14048,527590,12097,91495,5891,26204,2714,707120,16348,664478,16600,16693,2374,25949,2872,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,289765,7493,26109,2762,2037,754,18031,1980,6041,1543,39012,3211,4325,1098,31790,2859,2897,799,63213,4107,14859,2016,45029,3315,3325,807,51638,3876,32395,2570,17029,2501,2214,672,57846,3794,48715,3715,7194,1314,1937,655,51947,3835,48239,3880,1262,633,2446,680,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,74653,3011,7614,1202,550,275,5451,1071,1613,614,14251,1759,3800,833,9245,1523,1206,463,16272,1969,2930,812,12524,1804,818,335,11332,1225,5583,965,5191,946,558,267,13669,1620,10957,1465,1869,585,843,335,11515,1468,10114,1420,276,219,1125,461,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,1087026,12936,120194,5196,6646,1430,84417,4231,29131,2897,129263,6579,16064,2083,102993,5490,10206,1727,195092,7272,34855,2824,147339,6216,12898,1796,162208,7592,69293,4428,86268,5220,6647,1323,191910,6907,127454,6708,56001,3862,8455,1580,288359,8516,255438,8399,23096,2546,9825,1755,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,1025304,13212,104529,5524,9643,1793,71470,4323,23416,2516,129360,5783,16234,1786,107348,5072,5778,1084,187415,7083,33539,3005,146100,6337,7776,1450,166990,7595,76769,4357,83285,5290,6936,1201,189500,6931,136676,6266,46950,4253,5874,1216,247510,7700,230230,7471,9983,1532,7297,1458,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
