GEO_ID,B14007_001E,B14007_001M,B14007_002E,B14007_002M,B14007_003E,B14007_003M,B14007_004E,B14007_004M,B14007_005E,B14007_005M,B14007_006E,B14007_006M,B14007_007E,B14007_007M,B14007_008E,B14007_008M,B14007_009E,B14007_009M,B14007_010E,B14007_010M,B14007_011E,B14007_011M,B14007_012E,B14007_012M,B14007_013E,B14007_013M,B14007_014E,B14007_014M,B14007_015E,B14007_015M,B14007_016E,B14007_016M,B14007_017E,B14007_017M,B14007_018E,B14007_018M,B14007_019E,B14007_019M,NAME,B14007_001MA,B14007_001EA,B14007_002EA,B14007_002MA,B14007_003EA,B14007_003MA,B14007_004EA,B14007_004MA,B14007_005EA,B14007_005MA,B14007_006MA,B14007_006EA,B14007_007MA,B14007_007EA,B14007_008MA,B14007_008EA,B14007_009EA,B14007_009MA,B14007_010MA,B14007_010EA,B14007_011EA,B14007_011MA,B14007_012MA,B14007_012EA,B14007_013MA,B14007_013EA,B14007_014MA,B14007_014EA,B14007_015MA,B14007_015EA,B14007_016EA,B14007_016MA,B14007_017MA,B14007_017EA,B14007_018MA,B14007_018EA,B14007_019MA,B14007_019EA,state
0400000US13,9824880,8326,2760000,20239,173256,7285,145385,7126,139349,6427,140888,5907,151042,6321,141159,6925,140426,6462,139031,5608,138814,6030,146841,5369,144935,5623,145643,6517,141203,6049,153518,7402,590731,16195,127779,6999,7064880,19913,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1375671,2367,330445,4967,22439,2507,14527,2046,15584,2001,13378,1727,17555,2108,16785,2010,17338,1916,17821,1970,15745,1640,16293,1815,18040,1897,14945,1520,14826,1456,17718,1754,79517,4121,17934,2061,1045226,5005,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1588032,2250,439310,6275,19350,2047,23873,2188,23741,2399,26007,2858,24764,2429,24213,2505,25002,2479,27715,2338,24022,2709,21060,2201,19986,2243,25157,2016,24601,2162,24611,2646,91135,4877,14073,1842,1148722,6444,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12409384,7642,3325495,13971,231864,6375,159325,6298,158995,6658,164121,5692,168939,5747,163898,6026,170162,6220,163900,6695,169607,5199,172318,6344,173373,5809,167755,5420,167057,5148,187871,5518,727602,11939,178708,7383,9083889,12991,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6370886,5440,1693308,12803,93141,4487,79277,4069,86295,4385,89013,4192,90415,4237,89329,4775,87312,4421,91890,4682,85716,4737,94951,4569,98277,4290,88326,3584,85863,3905,92263,4529,372348,8474,68892,4861,4677578,12185,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3006820,3912,809269,8427,54114,3280,42028,2593,38654,3051,41730,3494,43805,3267,38616,2948,41506,2777,43152,3223,39037,2571,38875,2520,39921,2363,43343,2779,41485,2311,36206,2418,190816,5568,35981,3052,2197551,8033,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2795188,3713,783366,8750,48818,2938,42692,2767,39227,3318,40328,2907,39988,3050,36599,2777,38452,2589,40341,3107,40065,3064,42490,2493,42326,3053,39265,2226,38827,2494,42969,2740,173722,5650,37257,2970,2011822,7792,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4265243,3907,1062437,9466,59635,4423,52787,3515,52056,2999,58791,3668,57271,3524,53962,3335,56342,3497,55406,3450,57304,4178,60935,3878,56604,4109,57405,3197,56298,3269,59532,3581,223429,6496,44680,2794,3202806,9060,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4493363,5597,1174717,11530,82136,3833,60680,4419,60931,4386,67591,3902,71481,4761,64097,4197,66466,4305,58878,4030,54839,3344,63720,4105,66162,4325,61181,3366,58381,3834,59118,4092,232897,7946,46159,4028,3318646,10853,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1292967,1864,289749,4623,13925,1909,14119,1820,12125,1542,12753,1563,16546,1934,14607,1441,12559,1596,15441,1584,14931,1911,15058,1993,15947,2107,16719,1655,15187,1594,17272,1699,69083,3981,13477,1684,1003218,4751,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5791677,4665,1565730,13256,101504,4903,74192,4537,75013,4323,71658,3176,75588,4305,74747,4128,78148,4275,73601,4645,73489,4503,68366,4445,75208,3704,76432,3813,75159,3950,83595,4816,373592,8317,115438,5168,4225947,13221,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6581752,5311,1732925,11961,109796,4726,74373,4207,74124,4093,78096,4105,76211,4537,79895,4637,73687,3778,81324,3986,77860,4336,81702,3965,80696,3748,83213,4235,86129,4060,89430,4599,452331,9888,134058,5684,4848827,12161,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9584824,4480,2495741,12786,137610,4572,115280,4469,120666,4158,118781,4814,123904,4588,120543,4642,129972,4690,122755,4662,128074,4525,126559,5144,133015,4439,137472,4168,134048,4435,133230,4753,592753,11096,121079,5202,7089083,12985,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5282175,4161,1382373,9529,90216,4009,68408,3289,68547,3262,71160,3218,73750,3357,68335,3337,75229,3566,70498,3032,68229,2980,74917,3692,71381,3050,71181,3425,68906,3423,83224,3608,292630,7667,65762,3683,3899802,9487,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2882929,3692,796722,8477,48594,3644,46572,3797,47149,3786,41321,3760,44892,3430,37625,3204,39110,3103,42708,3463,39166,2999,41055,4245,41624,3558,40880,2547,42009,3523,41210,3623,171678,6821,31129,3237,2086207,8269,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5854953,4651,1511239,11609,89469,4076,80618,4083,74232,4308,76238,4572,81559,4521,77698,4080,79740,3900,74350,4150,72267,3514,79496,3851,76785,3382,81769,3677,76926,3195,81427,5039,332967,9463,75698,4902,4343714,11049,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,994653,1724,233966,4822,12314,1526,13052,1603,12425,1738,11628,1584,12783,1152,13191,1586,11771,1538,13725,1402,12472,1478,12356,1439,13145,1405,12949,1351,10828,1269,12010,1576,49776,3341,9541,1743,760687,4808,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1818067,2528,505827,7084,33618,2429,26331,1864,25817,2325,25164,1932,23132,2104,27033,2289,25668,1914,26574,2063,26394,2047,26422,2069,24454,2263,26327,1801,26664,1658,26822,1988,107233,4404,28174,2730,1312240,6629,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2786650,3697,699775,7457,30878,2942,40561,3366,36104,2911,37594,3030,39266,3670,38515,2802,37417,3057,37258,3240,36259,2797,36096,3070,40294,3542,39950,2866,35991,2176,40720,2600,144435,5601,28437,2455,2086875,7677,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1292884,2232,314478,5277,17624,1849,14925,2047,11451,1512,14122,1941,15540,1803,12886,1712,16241,2039,16736,1894,15224,1730,16615,2178,14677,1877,17616,1798,18286,1782,17831,1986,76798,3588,17906,2216,978406,5479,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8648372,5683,2246090,11641,171569,5837,107803,5179,106277,4870,111705,5052,117919,5178,110900,4854,110879,4807,113555,5066,109366,5273,116595,5897,115526,5782,117683,4771,118795,4801,128025,5429,473415,9456,116078,6009,6402282,12272,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2005338,3623,545265,8044,31078,3083,26454,2867,29988,2799,28909,2763,30100,2810,27111,2822,30404,2632,31276,2754,24883,2813,26380,2578,28595,2729,28694,2260,25496,2054,30888,2987,121505,6254,23504,2594,1460073,7347,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19100585,8208,4878140,21301,303513,8633,228220,7161,221887,7487,228154,7423,239962,7520,230962,7634,229917,7658,239089,8028,225678,6553,231486,7345,243946,8172,248392,6434,248714,7159,255505,7559,1194483,15090,308232,10115,14222445,20513,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9676526,6432,2507958,17648,130097,6049,128872,6371,127235,5908,132749,6988,128663,5684,120102,5165,121188,5622,128657,5725,135925,5372,133023,6487,138394,5784,134470,5732,122803,5359,138511,6482,580664,12337,106605,5282,7168568,17932,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,722835,1822,181102,4053,10058,1285,9258,1174,9657,1227,8317,1044,10461,1392,8780,1108,7835,1068,8536,1145,8826,1053,7684,1248,9279,1320,9312,1155,7941,1136,8209,1463,49636,2895,7313,1179,541733,4062,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11209035,7581,2879469,16342,172128,7347,139676,4834,136470,5282,149523,5235,141031,5151,149154,5295,152676,4682,149139,5241,145619,5618,154543,5785,150883,5207,156989,4928,155910,5398,160084,5722,624007,10958,141637,6748,8329566,16883,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3758840,3710,1025729,8582,71377,3510,56528,2635,55437,2741,55649,3042,58811,3138,49750,2665,53946,2983,55721,2490,52988,2867,51765,2766,55829,2526,53309,2738,51407,2644,49804,2875,212269,6806,41139,2634,2733111,7846,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3896951,4538,950559,10891,57553,3696,46200,3153,46728,3335,47846,3688,50964,3823,50215,3360,45990,3277,48893,3310,44218,3564,42870,3136,53050,3760,46583,3122,52422,3011,51757,3655,217319,7599,47951,3666,2946392,9518,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12380880,6534,2999437,13211,183375,5921,140587,5690,147553,5511,153461,5559,147884,5919,149267,5817,145872,5766,146434,5456,143552,5396,154512,5520,157922,5638,158797,4764,155934,5598,163791,5410,686958,10167,163538,6657,9381443,13756,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1023085,2009,262347,5009,12813,1943,12415,1936,11081,1676,10539,1544,10952,1522,15167,1831,10523,1707,13125,1628,11855,1449,10884,1806,11176,1856,12385,1494,11577,1361,11684,1783,78806,4206,17365,2887,760738,5427,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4727449,4488,1198207,10427,59778,4039,73352,4811,61285,4012,60713,4084,63997,3782,59935,3852,54356,3449,60392,4376,64071,4149,64936,4367,64709,4242,62458,3662,61360,3791,68882,4428,264829,8076,53154,4570,3529242,9654,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,825171,1669,212152,3310,13937,1549,12342,1529,10258,1231,13112,1571,11605,1148,12788,1550,11059,1282,10891,1297,9734,1159,9854,1169,11732,1250,10639,1166,11860,1321,8841,1221,44293,2295,9207,1477,613019,3363,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6362493,5434,1565318,13251,86130,4662,74768,5176,83428,4750,78749,4209,83327,4826,82973,4756,79463,3690,85281,4868,88621,5702,85955,4519,78467,4140,83616,3734,83822,4180,90115,3951,333764,10470,66839,4572,4797175,14251,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26310067,12624,7540957,25803,451534,12514,420437,11393,428890,11468,421343,10253,418807,12073,403178,10356,404835,11591,398803,11004,395980,9869,402462,9652,420806,11427,392343,9704,377699,10357,397752,11380,1511378,20015,294710,11027,18769110,24330,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2846618,3804,954586,9199,59224,3340,49078,3094,52963,3767,49964,3118,53227,2856,52814,3611,48360,3179,52260,3340,52986,3258,48987,2506,49548,3226,47777,2768,50079,2739,52103,3516,205292,6739,29924,2891,1892032,8642,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,607626,1199,150285,2810,7887,1147,5569,973,5559,1089,6944,1349,6536,996,6144,1057,6552,1025,7383,1147,7461,1144,6887,1073,7215,911,7359,891,8232,946,8640,1400,42336,2227,9581,1482,457341,2874,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8079072,5528,2143693,14187,124274,5120,109747,5342,100732,4986,103549,4833,105777,4826,105633,4124,104816,5393,105650,5016,100406,4792,99970,4103,106379,4553,106880,4579,103231,4412,111553,5927,517193,11176,137903,5187,5935379,13788,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,6909331,4607,1728161,12001,102354,4918,96108,5297,88077,4626,91653,5374,94134,4000,84093,4006,82426,4576,89058,4463,85332,4523,88335,4275,91898,4828,92710,3999,84317,3319,100003,5042,374410,9289,83253,5782,5181170,12177,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1784298,2684,399802,5775,20268,2362,22053,2584,21449,2181,20439,1857,18335,1775,21849,2608,21402,1925,22797,2385,19158,1959,23455,2120,20932,1821,21804,1867,21740,1797,19785,2154,86281,5321,18055,2461,1384496,6054,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5570546,4324,1429175,7957,75344,3612,84162,4044,72018,3392,73443,3470,73836,2940,70996,3122,72999,3006,70629,3505,74022,3503,72854,3651,72777,3220,78760,3330,74121,2609,74682,3213,329533,6576,58999,3283,4141371,8460,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,564756,1939,148772,4557,10044,1385,8244,1734,8182,1453,7052,1245,7501,1094,8114,1307,7602,1268,7562,1341,9030,1516,8033,1514,7076,1068,6150,1060,6595,1082,8622,1646,31950,2560,7015,1418,415984,4400,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3378912,3587,892872,8473,52792,3426,37989,3204,45122,3438,39871,3471,39612,3402,42710,3441,41566,3786,41427,3608,48086,3111,42186,3544,49443,3526,44353,3013,45429,3509,50221,3673,233925,6631,38140,3751,2486040,7991,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
