GEO_ID,B05010_001E,B05010_001M,B05010_002E,B05010_002M,B05010_003E,B05010_003M,B05010_004E,B05010_004M,B05010_005E,B05010_005M,B05010_006E,B05010_006M,B05010_007E,B05010_007M,B05010_008E,B05010_008M,B05010_009E,B05010_009M,B05010_010E,B05010_010M,B05010_011E,B05010_011M,B05010_012E,B05010_012M,B05010_013E,B05010_013M,B05010_014E,B05010_014M,B05010_015E,B05010_015M,B05010_016E,B05010_016M,B05010_017E,B05010_017M,B05010_018E,B05010_018M,B05010_019E,B05010_019M,B05010_020E,B05010_020M,B05010_021E,B05010_021M,B05010_022E,B05010_022M,B05010_023E,B05010_023M,B05010_024E,B05010_024M,B05010_025E,B05010_025M,NAME,B05010_001EA,B05010_001MA,B05010_002EA,B05010_002MA,B05010_003MA,B05010_003EA,B05010_004MA,B05010_004EA,B05010_005MA,B05010_005EA,B05010_006EA,B05010_006MA,B05010_007EA,B05010_007MA,B05010_008MA,B05010_008EA,B05010_009MA,B05010_009EA,B05010_010MA,B05010_010EA,B05010_011EA,B05010_011MA,B05010_012EA,B05010_012MA,B05010_013MA,B05010_013EA,B05010_014EA,B05010_014MA,B05010_015MA,B05010_015EA,B05010_016MA,B05010_016EA,B05010_017MA,B05010_017EA,B05010_018EA,B05010_018MA,B05010_019EA,B05010_019MA,B05010_020EA,B05010_020MA,B05010_021MA,B05010_021EA,B05010_022MA,B05010_022EA,B05010_023EA,B05010_023MA,B05010_024EA,B05010_024MA,B05010_025EA,B05010_025MA,state
0400000US01,1028773,5919,263679,11344,66504,6116,47047,5177,14880,3356,4577,1919,197175,9452,185336,9162,11839,3521,233217,12392,125684,9700,108692,8948,11343,2677,5649,2296,107533,6601,100187,6529,7346,1993,531877,12282,422456,12057,397372,11985,11667,2002,13417,2580,109421,6989,105428,7003,3993,1091,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,176316,1926,25229,3109,7951,1627,6452,1607,1250,1036,249,184,17278,2652,15472,2519,1806,1112,34364,4004,19526,3220,15610,2870,2726,1313,1190,720,14838,2531,11983,2101,2855,1823,116723,4052,89012,4270,76242,3815,5901,1922,6869,1673,27711,3167,25958,3005,1753,952,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,1531213,6978,364478,15881,131149,10730,49693,7197,61665,7907,19791,4966,233329,13207,163870,11058,69459,8749,376748,14272,207982,12204,118148,9182,59139,6224,30695,4385,168766,9355,137865,8240,30901,4109,789987,17474,607700,16512,470617,13740,59870,5364,77213,6703,182287,8801,163753,8130,18534,3143,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,648293,5939,169970,9117,58102,5099,41000,4342,13686,4048,3416,1431,111868,8963,102506,8647,9362,2921,167744,9395,99895,7460,81289,5991,14523,3130,4083,1638,67849,5727,62662,5469,5187,1730,310579,9793,256530,9794,233666,9348,14428,2593,8436,1945,54049,5462,51614,5457,2435,1217,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,8702531,13121,1799646,31115,712073,21219,139782,11318,469548,18159,102743,9734,1087573,24696,589054,19376,498519,18389,2047995,36097,1225683,31833,316539,16306,692647,22857,216497,12837,822312,25432,491355,20116,330957,13100,4854890,31070,3814279,31918,2079676,27397,1075997,21690,658606,21728,1040611,21332,773059,20429,267552,11530,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,1203600,5855,170455,10236,64559,7275,28308,4420,29677,5615,6574,2141,105896,8252,80917,7850,24979,4582,239262,13884,148680,12501,81505,9229,48379,6767,18796,4404,90582,6931,73451,5937,17131,3398,793883,12853,653971,11847,536256,9993,54641,5457,63074,4828,139912,7154,125207,6729,14705,2649,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,729601,3656,100120,7133,21515,3490,10682,2925,8478,2283,2355,1453,78605,6149,60279,5601,18326,3907,107238,7362,50996,5901,25785,3591,18548,4052,6663,2218,56242,5228,42918,4966,13324,2418,522243,8430,424565,9103,317436,8034,61403,5401,45726,4466,97678,6774,81362,5943,16316,2928,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,193621,2087,35583,5562,8049,2843,2808,1528,5033,2249,208,242,27534,4997,23288,4695,4246,1845,38364,4343,17054,3089,12532,2929,3401,1500,1121,885,21310,4028,17767,3577,3543,1928,119674,6163,91275,5643,71725,5051,13435,2232,6115,2051,28399,3645,26989,3575,1410,705,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,110141,1926,27369,4051,2430,1987,1424,1563,1006,852,0,200,24939,3787,22716,3502,2223,1415,20252,3453,5651,2153,1587,1160,3827,1722,237,381,14601,2697,12592,2357,2009,1155,62520,3338,43321,3147,28138,2699,7865,2078,7318,1718,19199,2732,16811,2586,2388,1161,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3873572,11837,871495,22773,263384,12601,110623,11197,120340,9577,32421,5325,608111,21771,449517,17997,158594,12887,1002348,22639,514786,16717,246648,13915,186870,12202,81268,8963,487562,18197,360437,16787,127125,8515,1999729,22668,1528431,20515,1027805,18769,285891,12275,214735,12307,471298,13910,370840,13671,100458,6996,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,2360200,9203,561433,18406,168331,13733,87820,8592,63744,8162,16767,4232,393102,15656,332190,14017,60912,7171,551972,21387,295308,14444,186936,11436,86498,8695,21874,3980,256664,15447,211783,13337,44881,6434,1246795,22016,982059,19355,790523,17057,117134,7784,74402,7810,264736,13561,241530,12582,23206,3863,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,294062,2347,39492,4885,14281,3682,8439,2733,3547,2085,2295,1346,25211,3917,19932,3567,5279,2267,44609,3774,27934,3992,17852,3106,5139,1552,4943,1921,16675,2593,11711,2303,4964,1758,209961,6345,161371,6222,112627,5800,21684,3720,27060,3593,48590,4195,40965,4032,7625,1760,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,413276,3383,71577,6194,27088,4421,21692,3786,4096,1966,1300,977,44489,5494,38707,5811,5782,2051,117961,8950,89084,7745,71737,7459,9429,2249,7918,2250,28877,3585,26300,3281,2577,1087,223738,9868,193825,9036,174549,8658,8439,2548,10837,2677,29913,4811,28875,4738,1038,644,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
