GEO_ID,B08501_001E,B08501_001M,B08501_002E,B08501_002M,B08501_003E,B08501_003M,B08501_004E,B08501_004M,B08501_005E,B08501_005M,B08501_006E,B08501_006M,B08501_007E,B08501_007M,B08501_008E,B08501_008M,B08501_009E,B08501_009M,B08501_010E,B08501_010M,B08501_011E,B08501_011M,B08501_012E,B08501_012M,B08501_013E,B08501_013M,B08501_014E,B08501_014M,B08501_015E,B08501_015M,B08501_016E,B08501_016M,B08501_017E,B08501_017M,B08501_018E,B08501_018M,B08501_019E,B08501_019M,B08501_020E,B08501_020M,B08501_021E,B08501_021M,B08501_022E,B08501_022M,B08501_023E,B08501_023M,B08501_024E,B08501_024M,B08501_025E,B08501_025M,B08501_026E,B08501_026M,B08501_027E,B08501_027M,B08501_028E,B08501_028M,B08501_029E,B08501_029M,B08501_030E,B08501_030M,B08501_031E,B08501_031M,B08501_032E,B08501_032M,B08501_033E,B08501_033M,B08501_034E,B08501_034M,B08501_035E,B08501_035M,B08501_036E,B08501_036M,B08501_037E,B08501_037M,B08501_038E,B08501_038M,B08501_039E,B08501_039M,B08501_040E,B08501_040M,B08501_041E,B08501_041M,B08501_042E,B08501_042M,B08501_043E,B08501_043M,B08501_044E,B08501_044M,B08501_045E,B08501_045M,B08501_046E,B08501_046M,B08501_047E,B08501_047M,B08501_048E,B08501_048M,B08501_049E,B08501_049M,B08501_050E,B08501_050M,B08501_051E,B08501_051M,B08501_052E,B08501_052M,B08501_053E,B08501_053M,B08501_054E,B08501_054M,B08501_055E,B08501_055M,B08501_056E,B08501_056M,NAME,B08501_001MA,B08501_001EA,B08501_002MA,B08501_002EA,B08501_003MA,B08501_003EA,B08501_004EA,B08501_004MA,B08501_005EA,B08501_005MA,B08501_006MA,B08501_006EA,B08501_007MA,B08501_007EA,B08501_008MA,B08501_008EA,B08501_009EA,B08501_009MA,B08501_010EA,B08501_010MA,B08501_011MA,B08501_011EA,B08501_012EA,B08501_012MA,B08501_013MA,B08501_013EA,B08501_014MA,B08501_014EA,B08501_015EA,B08501_015MA,B08501_016EA,B08501_016MA,B08501_017EA,B08501_017MA,B08501_018EA,B08501_018MA,B08501_019MA,B08501_019EA,B08501_020EA,B08501_020MA,B08501_021EA,B08501_021MA,B08501_022EA,B08501_022MA,B08501_023EA,B08501_023MA,B08501_024MA,B08501_024EA,B08501_025MA,B08501_025EA,B08501_026EA,B08501_026MA,B08501_027EA,B08501_027MA,B08501_028EA,B08501_028MA,B08501_029MA,B08501_029EA,B08501_030MA,B08501_030EA,B08501_031EA,B08501_031MA,B08501_032EA,B08501_032MA,B08501_033EA,B08501_033MA,B08501_034MA,B08501_034EA,B08501_035MA,B08501_035EA,B08501_036MA,B08501_036EA,B08501_037EA,B08501_037MA,B08501_038EA,B08501_038MA,B08501_039MA,B08501_039EA,B08501_040MA,B08501_040EA,B08501_041MA,B08501_041EA,B08501_042EA,B08501_042MA,B08501_043EA,B08501_043MA,B08501_044MA,B08501_044EA,B08501_045MA,B08501_045EA,B08501_046MA,B08501_046EA,B08501_047MA,B08501_047EA,B08501_048EA,B08501_048MA,B08501_049EA,B08501_049MA,B08501_050MA,B08501_050EA,B08501_051MA,B08501_051EA,B08501_052MA,B08501_052EA,B08501_053EA,B08501_053MA,B08501_054EA,B08501_054MA,B08501_055MA,B08501_055EA,B08501_056MA,B08501_056EA,state
0400000US01,1964105,15947,65102,4185,195768,6533,852098,11214,425704,7713,194128,6999,127427,5226,103878,4212,1677578,18087,51155,3377,160769,6599,726011,12258,372994,7967,169888,6247,109163,4895,87598,3821,176571,8805,9274,1937,23229,3002,82925,4936,33730,3333,12497,1972,8638,1309,6278,1217,5882,1434,408,346,1446,814,1631,775,1428,623,467,270,285,157,217,162,22215,3026,1962,631,4839,1351,7777,1592,2519,743,2459,1056,1058,524,1601,585,18102,2438,1312,475,1366,586,7256,1556,3053,926,2631,895,1417,584,1067,574,63757,4204,991,571,4119,1022,26498,3265,11980,1765,6186,1121,6866,1372,7117,1207,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,371382,5372,13734,1379,46042,2593,163259,3319,70432,2490,36942,1970,25929,1933,15044,1628,249521,5701,7485,1218,30039,2623,111334,3887,48441,2785,24852,1977,17181,1749,10189,1444,46229,3668,3120,782,6393,1413,21562,2446,8582,1314,3520,937,2164,593,888,346,5676,1240,708,510,956,607,2269,790,495,299,413,243,541,325,294,229,29597,2659,1321,414,5285,1180,11812,1459,4768,764,2950,836,2124,574,1337,515,24264,1926,566,359,2596,1078,10886,1688,4993,889,2511,633,2080,545,632,231,16095,2050,534,379,773,457,5396,1174,3153,807,2696,916,1839,588,1704,519,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2872284,18674,106945,5019,307621,6652,1265547,10908,607124,7455,256043,7660,186127,6364,142877,5156,2214950,18622,70648,3741,226532,6970,985805,11791,474351,8464,201701,6359,148636,5873,107277,4027,304761,9793,16865,1869,41955,3862,146986,6726,57117,3637,21397,2356,11405,1516,9036,1484,58998,4747,4037,1184,9921,2161,25393,2802,10753,1690,4254,1008,3100,850,1540,614,58989,3888,8613,1457,13390,2305,20301,2284,8093,1639,2864,905,2433,592,3295,743,74905,4242,4253,1196,9659,2143,31374,2848,16318,2049,5549,1081,4455,941,3297,1026,159681,5505,2529,809,6164,1316,55688,3628,40492,3071,20278,2654,16098,1925,18432,2120,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1249200,11927,47208,3623,127426,4833,542601,8792,265773,4875,117787,5455,78866,3879,69539,3251,1034815,13127,36044,2986,101704,4440,449237,9506,222565,5404,100424,5163,68789,3682,56052,3129,133098,6612,6980,1505,16574,2405,63436,4133,26332,2739,8786,1426,4821,918,6169,1159,5537,1325,247,283,705,427,2580,1024,1184,556,296,223,128,127,397,276,21606,2356,2002,626,6020,1229,6215,1256,3477,1056,1378,496,894,333,1620,741,15774,2274,914,438,950,474,7220,1622,3376,899,1281,471,1252,601,781,405,38370,2875,1021,464,1473,530,13913,2054,8839,1495,5622,1243,2982,785,4520,946,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17630992,45581,445447,10241,1748032,15372,8080703,25965,3809275,18163,1607846,16178,1101651,12726,838038,11229,13031458,44167,262945,8883,1242521,16418,6044184,26743,2843399,16278,1216396,15122,824245,11607,597768,10268,1770645,23375,72106,4878,194795,7403,822296,16090,387920,8834,140694,6312,88967,4997,63867,3892,923092,17850,31970,3185,111629,5571,451516,9865,174304,7121,68463,4208,49362,3926,35848,2935,473409,12168,44186,3111,92198,5185,191701,7692,69670,4953,29941,2655,23432,2524,22281,2274,462349,10901,19646,2293,63920,4536,220343,8033,85364,5055,37471,3022,22070,2585,13535,1544,970039,14583,14594,1926,42969,3595,350663,8820,248618,8508,114881,6176,93575,4727,104739,5120,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2731235,18274,98118,4012,272081,6324,1237594,10279,561208,6082,248936,6149,183169,5890,130129,4646,2089507,15608,67776,3434,196120,6336,952541,10161,437464,6836,195608,5619,141504,5609,98494,4126,230890,9577,12924,1699,26594,2909,114788,6564,43735,3341,15391,1936,11304,1724,6154,1209,80556,5086,4115,1143,12868,2146,35612,3214,13093,2045,6650,1185,5546,1173,2672,696,77233,4311,7157,1526,19884,2440,30076,2732,9449,1543,4091,962,3979,1030,2597,783,58145,3586,2947,977,8434,1754,28031,2427,9596,1868,3985,832,3153,798,1999,614,194904,7005,3199,919,8181,1655,76546,4600,47871,3098,23211,2308,17683,2011,18213,1855,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1741224,12778,62290,2994,161019,4778,670496,8386,402449,6310,195894,5893,140475,4992,108601,4273,1389816,14284,38021,2581,113750,4235,538322,8501,331254,6657,162499,5154,116906,4608,89064,3720,136424,8492,10573,1834,17014,2766,55972,5000,27073,3121,12337,1697,8174,1293,5281,1017,60388,4654,2610,839,10907,1992,27231,3120,10114,1760,5110,1094,2796,682,1620,560,52088,4272,6554,1105,13007,2247,17436,1939,6537,1491,3208,1089,2999,873,2347,719,17629,2212,2110,984,2579,874,5980,1365,3520,1003,1472,635,1089,486,879,445,84879,4806,2422,550,3762,1015,25555,2869,23951,2397,11268,1545,8511,1435,9410,1189,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,440156,7251,14512,1587,41805,2124,181758,5490,99622,3554,45982,2710,31261,2397,25216,2004,359048,8389,9893,1478,32548,2246,150130,5279,81643,3340,39190,2600,25588,2043,20056,1929,36013,3538,3034,1077,4466,1315,16339,2089,6706,1371,2087,583,1865,598,1516,534,9432,1593,324,217,1378,555,3788,977,2529,829,535,279,623,373,255,234,9577,1517,800,384,2068,721,4137,1136,1160,542,592,352,258,253,562,269,5208,1164,339,199,719,485,1715,844,1165,597,587,411,522,344,161,157,20878,2186,122,127,626,336,5649,1414,6419,1402,2991,812,2405,567,2666,565,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,839206,12936,10433,1698,52887,3557,414465,8123,189621,6108,80057,3862,52136,3783,39607,2668,350625,9708,1315,626,15287,2270,163121,6636,87790,4594,38020,3094,25499,2454,19593,1647,73586,4271,1316,595,3676,859,33716,3134,19570,2356,6762,1296,5259,1142,3287,776,319153,8187,3753,984,23332,2435,164845,6207,67541,3970,28705,2765,18073,1853,12904,1530,48442,4121,2822,932,7296,1696,29151,3201,4931,1266,2295,783,913,433,1034,385,25871,2488,293,246,1738,721,13917,1818,5874,1410,2160,617,1027,456,862,406,21529,2463,934,417,1558,622,9715,1475,3915,1085,2115,928,1365,530,1927,604,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8827805,36427,236082,9525,808383,11040,3771433,20506,2003144,12985,861020,14573,622424,10555,525319,9794,7042650,36939,163334,7549,623755,11195,3026899,24748,1616301,14345,708987,12459,502396,9387,400978,9901,792524,18247,34207,3347,91347,6348,369913,13211,164020,7980,60085,4163,39106,2638,33846,3230,192889,8964,9853,1898,31567,3975,82574,6246,35184,3834,14449,2382,10359,2069,8903,1700,125834,6793,11804,1874,20532,3153,46628,3898,21433,2332,6827,1176,9028,1552,9582,1439,180601,7398,8998,1752,23225,3010,78749,6396,35616,2990,14806,2064,9145,1388,10062,1775,493307,15108,7886,1713,17957,2845,166670,8664,130590,6458,55866,4063,52390,3490,61948,4464,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
