GEO_ID,C27004_001E,C27004_001M,C27004_002E,C27004_002M,C27004_003E,C27004_003M,C27004_004E,C27004_004M,C27004_005E,C27004_005M,C27004_006E,C27004_006M,C27004_007E,C27004_007M,C27004_008E,C27004_008M,C27004_009E,C27004_009M,C27004_010E,C27004_010M,C27004_011E,C27004_011M,C27004_012E,C27004_012M,C27004_013E,C27004_013M,C27004_014E,C27004_014M,C27004_015E,C27004_015M,C27004_016E,C27004_016M,C27004_017E,C27004_017M,C27004_018E,C27004_018M,C27004_019E,C27004_019M,C27004_020E,C27004_020M,C27004_021E,C27004_021M,NAME,C27004_001MA,C27004_001EA,C27004_002MA,C27004_002EA,C27004_003MA,C27004_003EA,C27004_004EA,C27004_004MA,C27004_005MA,C27004_005EA,C27004_006MA,C27004_006EA,C27004_007MA,C27004_007EA,C27004_008MA,C27004_008EA,C27004_009EA,C27004_009MA,C27004_010MA,C27004_010EA,C27004_011MA,C27004_011EA,C27004_012MA,C27004_012EA,C27004_013MA,C27004_013EA,C27004_014EA,C27004_014MA,C27004_015EA,C27004_015MA,C27004_016MA,C27004_016EA,C27004_017MA,C27004_017EA,C27004_018MA,C27004_018EA,C27004_019EA,C27004_019MA,C27004_020EA,C27004_020MA,C27004_021MA,C27004_021EA,state
0400000US01,4781070,1376,2299014,5729,564537,3993,271096,8125,293441,8328,1411387,4760,849576,11248,561811,11607,323090,2063,124991,3761,198099,3976,2482056,5719,542179,4781,253711,6734,288468,6866,1519693,3777,909053,11764,610640,11094,420184,1772,137027,3829,283157,4010,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,95826,1441,44381,3264,51445,3338,236718,2124,139622,5148,97096,4729,34745,726,18318,1382,16427,1326,345793,1921,90091,1323,42254,2691,47837,2864,220361,1423,128375,3751,91986,3888,35341,944,16606,1356,18735,1345,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,824079,2002,400339,8970,423740,9139,1959748,2694,1090213,13072,869535,12856,509919,1267,142701,4236,367218,4582,3425608,3038,795314,1956,377729,8670,417585,8435,2032326,2198,1126587,15515,905739,15612,597968,1577,150845,4711,447123,4863,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,363246,3433,145429,6129,217817,6273,856738,2663,471683,7231,385055,7735,206457,1612,54315,3489,152142,3232,1497866,4230,340455,3778,133518,5532,206937,6235,902645,2905,496915,7442,405730,6549,254766,1684,63030,2853,191736,3298,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,4643120,3854,2181482,20536,2461638,20302,12148870,6721,6857724,33157,5291146,32517,2261178,3359,759217,10610,1501961,10639,19596453,6021,4460019,3338,2100597,21439,2359422,22221,12302981,4246,6829843,33419,5473138,34189,2833453,3341,822690,9850,2010763,10471,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,639469,3086,333276,8089,306193,8639,1715975,4027,1052872,10620,663103,10257,318175,1683,100710,3825,217465,4089,2693716,4738,615331,3057,320895,7490,294436,7831,1700463,4150,1027305,9726,673158,9507,377922,1653,113760,3477,264162,3856,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,390026,1522,236760,5769,153266,5759,1091394,2190,717452,8664,373942,9104,237837,1275,97928,3467,139909,3361,1818726,2437,371895,1473,228889,5694,143006,5883,1141256,1700,755575,8085,385681,7988,305575,1441,111281,3674,194294,3863,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,103850,875,60139,3519,43711,3665,273176,1016,178716,4498,94460,4389,70656,647,34807,1654,35849,1731,483521,1246,99921,829,56996,3148,42925,3010,297506,819,193990,4346,103516,4312,86094,634,38978,2114,47116,2131,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,59831,613,28997,2117,30834,2038,221903,1297,145346,4091,76557,4193,29413,869,15670,1256,13743,1335,349535,1105,57584,610,25339,2347,32245,2275,247687,722,151610,3557,96077,3595,44264,548,21052,1360,23212,1428,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,2080662,5282,825659,14324,1255003,14583,5826380,5787,2969786,25197,2856594,24225,1745683,3300,490485,8231,1255198,9036,10307444,7951,2012739,5698,819868,16090,1192871,15528,6161807,5652,3221571,23112,2940236,24194,2132898,3781,519512,10630,1613386,10529,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,10024056,3586,4822637,8741,1277089,6500,580700,11852,696389,12294,2994158,5137,1764801,20099,1229357,20491,551390,3086,201087,5503,350303,5794,5201419,8152,1222245,6787,549068,10571,673177,11879,3260260,4109,1911063,18451,1349197,17629,718914,2601,233674,6381,485240,6434,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1375062,2629,676267,2913,158354,1087,85906,3915,72448,3730,412667,2818,292328,4382,120339,4663,105246,812,54496,2241,50750,2251,698795,1911,152641,1143,85651,3944,66990,3972,418534,1428,287948,5090,130586,4982,127620,798,60973,2875,66647,2746,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1632247,1674,810197,3168,220680,2425,109557,4545,111123,4799,477005,2381,275984,6218,201021,6108,112512,1278,31638,1745,80874,2164,822050,2915,210659,2154,108680,4348,101979,4545,484900,2349,281172,6363,203728,6488,126491,1446,29407,2116,97084,2553,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12679860,1448,6188024,5299,1505890,3635,823202,11567,682688,12010,3912825,4309,2551892,15325,1360933,14930,769309,2257,286355,4862,482954,4977,6491836,5144,1450372,3913,791286,12501,659086,12928,4045752,3132,2579418,18887,1466334,18696,995712,2866,326694,6438,669018,6981,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6520267,860,3188516,4841,801710,3664,455107,7948,346603,7931,1976833,3958,1309418,10910,667415,10161,409973,2013,143698,4287,266275,4757,3331751,4790,774296,4059,432366,8770,341930,8840,2038337,3645,1329234,11492,709103,11257,519118,2389,155610,4525,363508,4790,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3080411,489,1525900,3477,370310,2373,224118,5774,146192,5315,941258,2441,656037,7230,285221,7217,214332,1274,61717,2626,152615,2836,1554511,3463,356185,2547,213971,4864,142214,5522,935131,2557,641923,8140,293208,8105,263195,1477,64141,2453,199054,2851,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2850159,1912,1405712,3914,366364,2794,203632,5718,162732,5936,857570,3048,568734,8260,288836,7876,181778,1313,54079,2417,127699,2530,1444447,3443,352630,2720,202366,5046,150264,5337,866489,2649,576500,7335,289989,7562,225328,1733,54056,2785,171272,3061,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4342711,1272,2115795,4379,515006,3444,253055,6400,261951,7104,1312316,3260,780807,11548,531509,11620,288473,1311,107303,3304,181170,3446,2226916,4397,493181,3116,244322,6577,248859,7062,1370639,3186,804087,9807,566552,9472,363096,2081,126205,3867,236891,4131,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4567431,2000,2202574,4773,573711,4308,255878,7204,317833,7829,1354080,3898,771064,12019,583016,11940,274783,2301,92504,3537,182279,3555,2364857,5049,540967,4469,232114,6450,308853,7327,1466691,3027,833868,11646,632823,11904,357199,1951,109375,3847,247824,4255,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1314849,684,642513,2362,131928,1656,71208,3478,60720,3337,399942,1898,240372,5464,159570,5200,110643,877,34714,2162,75929,2202,672336,2329,123391,1556,68259,3130,55132,2994,416252,1684,250732,4812,165520,4835,132693,1086,36466,2157,96227,2293,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5908522,2325,2843580,4292,687531,2862,396021,7487,291510,7353,1798082,3415,1214858,9961,583224,10226,357967,1695,189315,4480,168652,4405,3064942,4008,658623,3090,368727,7420,289896,7657,1940703,2637,1313014,11157,627689,10473,465616,1712,218527,4948,247089,5187,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6718090,912,3252861,3157,707095,1827,449625,7651,257470,7744,2108573,2144,1442055,11613,666518,11279,437193,1530,195144,4242,242049,4282,3465229,2989,676829,1939,432119,8519,244710,8633,2219864,1967,1493965,12262,725899,12275,568536,2057,218730,5358,349806,5476,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9810800,1072,4799205,4029,1126082,2846,640102,9973,485980,9970,2991314,3405,1919452,12576,1071862,12689,681809,1892,344619,4769,337190,4793,5011595,4144,1078361,2772,618827,9367,459534,9086,3081809,2440,1958414,13341,1123395,13337,851425,1841,394129,5575,457296,5659,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5431894,516,2698425,4066,657125,2962,411575,6477,245550,6986,1689980,2638,1155678,10520,534302,9845,351320,1651,97078,3506,254242,3684,2733469,4009,623853,2683,399190,7420,224663,7439,1686852,2631,1148453,9558,538399,9497,422764,1586,107184,3749,315580,4106,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2927568,1491,1399109,4578,368047,3663,134164,5589,233883,6535,845351,3018,452518,8224,392833,8526,185711,1534,50348,2755,135363,2811,1528459,4365,357617,3658,128300,6057,229317,6053,928127,2398,506063,8726,422064,8626,242715,1651,54746,2635,187969,3114,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
