GEO_ID,B25099_001E,B25099_001M,B25099_002E,B25099_002M,B25099_003E,B25099_003M,NAME,B25099_001MA,B25099_001EA,B25099_002MA,B25099_002EA,B25099_003MA,B25099_003EA,state
0400000US01,56355,727,70359,910,39260,1025,Alabama,null,null,null,null,null,null,01
0400000US02,89458,2922,100776,2058,64556,5006,Alaska,null,null,null,null,null,null,02
0400000US04,63421,951,74562,1325,46014,920,Arizona,null,null,null,null,null,null,04
0400000US05,52734,822,65687,988,40639,790,Arkansas,null,null,null,null,null,null,05
0400000US06,87279,439,100223,356,57519,612,California,null,null,null,null,null,null,06
0400000US08,80854,788,90424,1032,55667,1626,Colorado,null,null,null,null,null,null,08
0400000US09,95111,1647,105390,1456,66572,2294,Connecticut,null,null,null,null,null,null,09
0400000US10,72178,1862,85274,2879,51670,1882,Delaware,null,null,null,null,null,null,10
0400000US11,124061,4847,136438,6119,92063,12431,District of Columbia,null,null,null,null,null,null,11
0400000US12,59864,453,71338,426,45209,528,Florida,null,null,null,null,null,null,12
0400000US13,65864,636,76644,732,45332,814,Georgia,null,null,null,null,null,null,13
0400000US15,91884,2100,105395,2740,66544,3289,Hawaii,null,null,null,null,null,null,15
0400000US16,58462,1530,66398,2080,43725,2085,Idaho,null,null,null,null,null,null,16
0400000US17,75854,506,87377,701,53983,759,Illinois,null,null,null,null,null,null,17
0400000US18,62522,720,72158,748,45949,1023,Indiana,null,null,null,null,null,null,18
0400000US19,66404,707,77515,1133,49891,865,Iowa,null,null,null,null,null,null,19
0400000US20,68253,1209,80273,1259,50357,1108,Kansas,null,null,null,null,null,null,20
0400000US21,56731,585,69722,1111,40119,696,Kentucky,null,null,null,null,null,null,21
0400000US22,60801,695,77490,1289,42611,1207,Louisiana,null,null,null,null,null,null,22
0400000US23,62263,1018,72773,1828,44967,1800,Maine,null,null,null,null,null,null,23
0400000US24,96105,783,105362,981,66574,1611,Maryland,null,null,null,null,null,null,24
0400000US25,95027,1174,106387,1074,63170,1831,Massachusetts,null,null,null,null,null,null,25
0400000US26,62140,342,75257,504,44968,609,Michigan,null,null,null,null,null,null,26
0400000US27,77835,671,88707,978,55948,696,Minnesota,null,null,null,null,null,null,27
0400000US28,50644,775,65185,1570,38902,1550,Mississippi,null,null,null,null,null,null,28
0400000US29,63076,882,75652,769,45380,740,Missouri,null,null,null,null,null,null,29
0400000US30,61103,1106,72042,1682,44256,1639,Montana,null,null,null,null,null,null,30
0400000US31,70440,984,81394,1241,51699,1130,Nebraska,null,null,null,null,null,null,31
0400000US32,69324,1346,76750,1154,50448,2373,Nevada,null,null,null,null,null,null,32
0400000US33,86182,1332,99351,2433,57566,2273,New Hampshire,null,null,null,null,null,null,33
0400000US34,96795,948,110359,959,66070,1369,New Jersey,null,null,null,null,null,null,34
0400000US35,55815,1297,69516,2071,40189,1270,New Mexico,null,null,null,null,null,null,35
0400000US36,83471,707,97596,791,60795,623,New York,null,null,null,null,null,null,36
0400000US37,60968,423,73118,867,41333,575,North Carolina,null,null,null,null,null,null,37
0400000US38,77404,2638,93014,2623,59736,2626,North Dakota,null,null,null,null,null,null,38
0400000US39,65825,375,77045,555,46797,631,Ohio,null,null,null,null,null,null,39
0400000US40,60256,554,72346,950,45146,794,Oklahoma,null,null,null,null,null,null,40
0400000US41,70006,811,80882,815,48513,1273,Oregon,null,null,null,null,null,null,41
0400000US42,69281,510,82411,675,48411,679,Pennsylvania,null,null,null,null,null,null,42
0400000US44,83312,1928,91787,2075,57879,3406,Rhode Island,null,null,null,null,null,null,44
0400000US45,57557,831,70285,936,41555,864,South Carolina,null,null,null,null,null,null,45
0400000US46,67114,1364,77884,1876,53514,2155,South Dakota,null,null,null,null,null,null,46
0400000US47,59310,771,70221,801,43661,950,Tennessee,null,null,null,null,null,null,47
0400000US48,71728,425,87121,661,52042,484,Texas,null,null,null,null,null,null,48
0400000US49,76222,918,82235,1167,58632,2351,Utah,null,null,null,null,null,null,49
0400000US50,69601,1985,80377,1808,51599,3026,Vermont,null,null,null,null,null,null,50
0400000US51,81739,675,95441,1007,52939,1069,Virginia,null,null,null,null,null,null,51
0400000US53,80718,655,91864,727,55495,1013,Washington,null,null,null,null,null,null,53
0400000US54,50151,863,67771,1454,37642,858,West Virginia,null,null,null,null,null,null,54
0400000US55,70469,389,80520,478,50892,626,Wisconsin,null,null,null,null,null,null,55
0400000US56,72458,1892,85149,3412,53406,3226,Wyoming,null,null,null,null,null,null,56
0400000US72,23744,406,38822,1062,16952,343,Puerto Rico,null,null,null,null,null,null,72
