GEO_ID,B19001_001E,B19001_001M,B19001_002E,B19001_002M,B19001_003E,B19001_003M,B19001_004E,B19001_004M,B19001_005E,B19001_005M,B19001_006E,B19001_006M,B19001_007E,B19001_007M,B19001_008E,B19001_008M,B19001_009E,B19001_009M,B19001_010E,B19001_010M,B19001_011E,B19001_011M,B19001_012E,B19001_012M,B19001_013E,B19001_013M,B19001_014E,B19001_014M,B19001_015E,B19001_015M,B19001_016E,B19001_016M,B19001_017E,B19001_017M,NAME,B19001_001EA,B19001_001MA,B19001_002EA,B19001_002MA,B19001_003MA,B19001_003EA,B19001_004EA,B19001_004MA,B19001_005EA,B19001_005MA,B19001_006EA,B19001_006MA,B19001_007EA,B19001_007MA,B19001_008MA,B19001_008EA,B19001_009EA,B19001_009MA,B19001_010EA,B19001_010MA,B19001_011EA,B19001_011MA,B19001_012EA,B19001_012MA,B19001_013EA,B19001_013MA,B19001_014MA,B19001_014EA,B19001_015EA,B19001_015MA,B19001_016EA,B19001_016MA,B19001_017EA,B19001_017MA,state
0400000US13,3656407,14418,293023,9406,200297,6329,184142,7525,211837,7735,183111,8079,193294,7022,174441,6089,178544,7963,158032,6541,292329,10505,374255,8975,419540,10456,286175,8458,168794,6228,170612,6610,167981,6198,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,445936,4817,23431,2192,14298,1623,15293,1813,15164,1845,13731,1840,16542,1715,16852,1945,16700,2095,14892,1754,30955,2817,48599,3045,64879,3801,51173,3017,32445,2664,38040,2859,32942,2147,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,597421,4571,43535,3851,33146,3266,34795,3166,35743,3481,32301,3041,39695,3077,30669,2892,29798,2726,28414,2747,50601,3825,62587,3882,71618,3500,45802,3517,24015,2334,18858,2653,15844,1673,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,4794523,12954,326699,9155,205213,6094,229195,6734,238884,7379,213253,6966,224178,6875,209724,7099,212401,6987,183019,6971,365235,7925,474218,7882,607475,11979,433367,9623,270077,7033,292932,8090,308653,6608,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,2515143,11611,168008,5755,126383,5271,139691,5535,141379,5544,140982,6155,142433,5875,135739,5467,131206,5055,116651,4707,215360,6267,268904,8136,313960,8446,195160,6383,104528,5420,91187,4977,83572,4469,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,1247249,6782,73157,4013,64033,3518,60543,2970,65270,4497,63398,3803,63551,3575,58372,2891,61008,3749,56127,2720,111835,4559,142918,4805,173284,5928,106610,4866,56383,3110,49121,2906,41639,2930,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,1111582,6565,72573,3487,51869,3151,52934,3234,59321,3806,53868,3109,57346,3218,54231,3374,56650,2866,51229,3287,97614,4824,117581,4994,139827,4670,99185,4454,54823,3005,46183,3317,46348,2641,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,1716168,8844,157997,5695,113803,4941,107657,4707,103126,4702,96573,4473,99230,5019,91737,4702,84248,5094,75238,3833,139359,5895,172052,4965,191044,6115,115157,4844,62298,3552,56389,3129,50260,3408,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,1737908,9569,179819,6991,113176,4267,113940,5508,109293,5042,90990,4790,93235,5043,78660,4442,79058,4264,66643,3538,123620,5377,159380,6299,189912,5770,128857,5878,73513,3813,74921,4459,62891,3538,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,545226,5325,36243,2911,33109,2534,34341,2246,28658,2294,29093,2354,28909,2402,26646,2494,24677,2167,22323,2092,45026,3030,61890,3008,71281,3391,41977,2784,21930,1962,22102,1970,17021,1774,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,2177934,7798,107588,5770,68224,4079,69310,3818,73312,4042,75027,4079,82307,4867,73691,4567,82450,4773,72303,3991,156852,5887,215490,7049,292435,7527,229480,7399,163247,5872,207315,6197,208903,5059,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,2559951,9181,154491,6187,124961,5473,105362,4877,98489,4035,92936,4787,101287,5730,88652,4469,87266,4251,84058,4564,172202,5527,230919,6071,309808,8576,264100,8068,176557,5851,213350,6071,255513,6886,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,3858532,11041,295663,7245,198423,6431,208038,5520,215407,5662,195954,5569,213575,6585,188915,5589,195129,5726,170308,5832,321771,7200,401240,7357,463728,7608,299875,6762,171344,4510,169000,5200,150162,4856,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,2147262,7978,103958,4533,85245,3925,90590,3832,99911,4393,87855,3933,95514,3683,96033,4000,93558,4175,87188,3907,169795,6061,235451,6503,301391,7203,211598,6785,130076,4892,137225,4496,121874,3833,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,1104371,7926,126539,5429,76535,4598,81279,4285,76302,5082,65864,4519,62610,3763,54741,4238,55265,3062,48167,3903,80726,4540,102716,4811,119535,5598,69573,4393,33958,3120,27290,2908,23271,2298,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,2374180,11426,166333,6240,133708,5113,129286,5619,138121,5213,127680,5264,136149,5736,120519,5027,121103,5296,108063,5639,194089,6300,249314,7066,285435,7432,186139,6448,98177,4825,93433,4449,86631,4044,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,414804,3749,29708,1939,23097,2126,22977,1933,27177,1987,21648,2094,24526,2219,24141,2743,19954,2156,15585,1721,36406,2793,45370,2995,48871,2963,31151,2077,16492,1623,13262,1529,14439,1454,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,744159,3947,42657,3034,36827,2254,36030,2390,41023,2464,36402,2625,39770,2958,37763,2354,34794,2438,32086,1985,61397,3265,82098,3784,98049,3573,68011,3037,35526,2357,33059,2173,28667,2129,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,1042065,7714,67182,3770,48258,3185,50363,3033,57403,3916,53744,3371,61644,4026,52560,2971,53263,3726,49755,3687,82304,4405,116289,5130,136009,5494,84951,4098,43753,3257,44909,3056,39678,2448,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,517615,4643,20930,2425,17770,1965,20136,2184,22589,2366,17758,2070,21204,2188,20577,2222,21835,2393,19131,2019,38161,3156,53864,3325,75714,4208,56533,3309,33421,2247,40261,2898,37731,2957,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,3187963,9239,181016,6253,113703,4527,126828,5317,134844,6112,116420,4436,128446,6004,114396,4514,115216,5518,106666,5308,209122,6595,287857,7569,388168,8775,320554,8823,222369,6728,275874,8027,346484,7639,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,761797,5816,74958,4137,48455,4020,48997,3424,48855,3320,41571,3408,44211,3102,34348,2832,36755,2940,33615,2879,58969,3742,71076,4186,83907,4049,51752,3283,32084,3000,29416,2847,22828,2117,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,7233694,15840,563955,12172,359771,10060,349323,9866,336818,7867,306117,8164,316090,8933,292356,8850,276189,8999,257741,7939,502150,11421,676048,12529,852850,13558,645747,12161,416840,10244,496206,9189,585493,10610,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,3843745,15042,284936,8716,234345,7390,228916,6904,227496,8850,216961,7610,226490,7725,196231,6315,198719,6041,171321,6470,312536,9007,370829,10258,439110,9598,271840,7879,158795,6112,150301,5545,154919,5264,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,313475,3584,17358,1449,15618,1857,12933,1675,14698,1789,13075,1845,16325,2132,15446,2089,14984,1589,13002,1853,21822,1878,31842,2409,42072,2823,30483,2320,19456,2006,18496,1862,15865,1660,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,4606655,12584,351979,8240,242642,7151,251795,6906,255536,6931,237003,7528,258204,6571,227485,7546,229272,6566,194565,6795,372294,8801,482159,10105,563975,10392,368899,8425,203861,5042,196324,5450,170662,5841,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,1465951,6457,113543,3872,83887,3219,85284,3319,89942,4138,77292,3809,82765,3313,73716,3502,77552,3113,65889,3094,123848,4410,153060,4565,170402,4882,108924,3496,54554,3036,53609,2989,51684,2627,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,1553205,7348,104846,5717,75629,4447,78981,4582,82634,4512,83759,4553,81320,4606,70110,4179,77236,3947,63406,3954,123266,6233,168044,6240,196347,6570,123561,5448,79533,4180,71636,3710,72897,3131,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,4956037,11868,329931,8832,242383,7149,259657,7300,250019,6659,242821,6409,248180,8194,224787,6651,229380,5940,203384,6962,398035,9009,514226,9475,636154,13199,421025,7847,246256,7263,256610,6948,253189,5810,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,407484,4045,32681,2732,22733,2601,18779,1717,18949,2354,17824,1923,18069,1937,18072,1926,16752,2116,14504,1672,28963,2278,38446,2984,53412,3150,36742,2583,23669,2136,25147,2334,22742,2255,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,1857768,9376,152319,5783,116010,5503,107167,5638,113576,5303,102288,5315,105924,5231,97454,5269,97867,4874,75650,4304,151818,6521,195842,7277,216533,7176,131671,5587,67938,3719,65643,4095,60068,3696,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,339437,2931,20575,1835,18765,2224,15687,1844,18787,2109,17616,1835,18290,2124,16851,1869,16713,1632,16872,1801,28317,2474,38576,2578,48145,2576,27406,2253,13187,1377,11434,1239,12216,1227,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,2530260,10743,203139,7747,151823,6130,148120,5594,156901,5092,140571,7009,147731,5202,132970,6603,125935,6081,116859,5367,212024,8490,256440,7157,282033,7639,180815,5104,91628,4196,89259,4761,94012,4347,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,9421412,21122,621647,11139,438819,11770,467876,12487,503866,12128,456219,11344,493549,10969,433421,11298,441776,12866,396895,10464,736484,12090,957115,16835,1127402,16874,792113,14647,481088,11347,510402,11888,562740,10953,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,930980,5092,41482,3015,33009,2695,32743,2523,39078,2830,40510,3403,43802,3224,43294,3293,43596,3229,39756,2903,81324,4077,112784,4954,139642,4247,92603,4107,50551,3442,53165,3221,43641,2625,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,254865,3016,12426,1450,13462,1651,13876,1739,14177,1501,11282,1508,12076,1487,10634,1269,11377,1295,11443,1397,22296,1987,26926,2034,36269,1875,23963,1677,11881,1227,11978,1276,10799,1243,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,3106895,11857,179078,6007,117945,5929,120840,5433,130714,5805,128140,5790,130868,4543,125258,6037,135129,5930,112780,5692,233064,7225,307469,7941,399064,8265,302811,8129,193763,5925,229887,6327,260085,6063,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,2728573,8477,154446,5910,103363,4948,104545,5092,114298,5987,113172,5653,123120,5235,116671,5565,117756,5204,115140,5155,206820,7201,289639,7713,375501,7950,261750,7596,170222,5847,177245,5885,184885,5864,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,734536,5346,71062,4276,48568,3129,52535,3354,49020,3159,45223,2908,41682,3267,42220,2665,38063,2513,34500,2927,56115,3543,70820,3221,79691,4274,45609,2531,24287,2406,18784,1900,16357,1852,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,2319538,7046,125160,4046,108774,4526,111803,4285,126506,5067,113631,5069,125123,4128,110317,4323,113846,4239,100074,3934,201782,5945,260514,6608,325350,5097,202974,5029,111483,4596,97077,3726,85124,3349,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,228937,3666,10739,1739,10223,1455,10838,1599,11033,1492,9492,1417,12208,1758,11043,1385,10479,1449,9241,1555,18701,1921,24225,2247,33062,2498,23271,2380,15786,1972,10752,1745,7844,1421,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,1221851,9077,367274,8439,149694,6082,123708,5285,100471,4844,69894,4193,67285,3827,55362,3731,46686,3606,36666,2854,55546,3480,55880,3141,44469,3199,19879,2584,9388,1680,10310,1566,9339,1361,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
