GEO_ID,B27009_001E,B27009_001M,B27009_002E,B27009_002M,B27009_003E,B27009_003M,B27009_004E,B27009_004M,B27009_005E,B27009_005M,B27009_006E,B27009_006M,B27009_007E,B27009_007M,B27009_008E,B27009_008M,B27009_009E,B27009_009M,B27009_010E,B27009_010M,B27009_011E,B27009_011M,B27009_012E,B27009_012M,B27009_013E,B27009_013M,B27009_014E,B27009_014M,B27009_015E,B27009_015M,B27009_016E,B27009_016M,B27009_017E,B27009_017M,B27009_018E,B27009_018M,B27009_019E,B27009_019M,B27009_020E,B27009_020M,B27009_021E,B27009_021M,B27009_022E,B27009_022M,B27009_023E,B27009_023M,B27009_024E,B27009_024M,B27009_025E,B27009_025M,B27009_026E,B27009_026M,B27009_027E,B27009_027M,B27009_028E,B27009_028M,B27009_029E,B27009_029M,B27009_030E,B27009_030M,B27009_031E,B27009_031M,B27009_032E,B27009_032M,B27009_033E,B27009_033M,B27009_034E,B27009_034M,B27009_035E,B27009_035M,B27009_036E,B27009_036M,B27009_037E,B27009_037M,B27009_038E,B27009_038M,B27009_039E,B27009_039M,B27009_040E,B27009_040M,B27009_041E,B27009_041M,B27009_042E,B27009_042M,B27009_043E,B27009_043M,B27009_044E,B27009_044M,B27009_045E,B27009_045M,B27009_046E,B27009_046M,B27009_047E,B27009_047M,B27009_048E,B27009_048M,B27009_049E,B27009_049M,B27009_050E,B27009_050M,B27009_051E,B27009_051M,B27009_052E,B27009_052M,B27009_053E,B27009_053M,B27009_054E,B27009_054M,B27009_055E,B27009_055M,B27009_056E,B27009_056M,B27009_057E,B27009_057M,NAME,B27009_001EA,B27009_001MA,B27009_002EA,B27009_002MA,B27009_003MA,B27009_003EA,B27009_004MA,B27009_004EA,B27009_005MA,B27009_005EA,B27009_006MA,B27009_006EA,B27009_007EA,B27009_007MA,B27009_008EA,B27009_008MA,B27009_009MA,B27009_009EA,B27009_010MA,B27009_010EA,B27009_011MA,B27009_011EA,B27009_012EA,B27009_012MA,B27009_013EA,B27009_013MA,B27009_014EA,B27009_014MA,B27009_015EA,B27009_015MA,B27009_016MA,B27009_016EA,B27009_017EA,B27009_017MA,B27009_018MA,B27009_018EA,B27009_019MA,B27009_019EA,B27009_020EA,B27009_020MA,B27009_021MA,B27009_021EA,B27009_022MA,B27009_022EA,B27009_023EA,B27009_023MA,B27009_024MA,B27009_024EA,B27009_025MA,B27009_025EA,B27009_026MA,B27009_026EA,B27009_027MA,B27009_027EA,B27009_028EA,B27009_028MA,B27009_029MA,B27009_029EA,B27009_030MA,B27009_030EA,B27009_031MA,B27009_031EA,B27009_032MA,B27009_032EA,B27009_033MA,B27009_033EA,B27009_034EA,B27009_034MA,B27009_035MA,B27009_035EA,B27009_036MA,B27009_036EA,B27009_037MA,B27009_037EA,B27009_038MA,B27009_038EA,B27009_039EA,B27009_039MA,B27009_040MA,B27009_040EA,B27009_041EA,B27009_041MA,B27009_042MA,B27009_042EA,B27009_043MA,B27009_043EA,B27009_044MA,B27009_044EA,B27009_045EA,B27009_045MA,B27009_046EA,B27009_046MA,B27009_047MA,B27009_047EA,B27009_048MA,B27009_048EA,B27009_049MA,B27009_049EA,B27009_050EA,B27009_050MA,B27009_051EA,B27009_051MA,B27009_052EA,B27009_052MA,B27009_053MA,B27009_053EA,B27009_054MA,B27009_054EA,B27009_055MA,B27009_055EA,B27009_056EA,B27009_056MA,B27009_057EA,B27009_057MA,state
0400000US01,4781070,1376,2299014,5729,175451,4215,312,297,175139,4223,389086,4464,298,273,388788,4455,227516,3014,976,663,226540,3164,291369,4681,5523,1163,285846,4747,285883,4547,6502,1697,279381,4656,304755,3606,13524,1936,291231,3928,301864,2427,23762,2048,278102,3401,206027,2088,37918,2708,168109,3012,117063,1405,24353,1739,92710,1998,2482056,5719,170608,4531,470,405,170138,4565,371571,4441,739,425,370832,4478,230942,3509,1270,613,229672,3614,316384,3907,1358,571,315026,3986,312495,3594,2748,844,309747,3604,328264,2452,2019,547,326245,2483,331608,1850,5453,1286,326155,2256,238860,1574,5557,1089,233303,1829,181324,1464,3835,911,177489,1560,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,367289,2444,33698,1496,80,129,33618,1465,62128,1664,596,623,61532,1724,40434,1519,686,744,39748,1833,56423,1943,2128,761,54295,1992,44642,1509,3188,914,41454,1646,46999,1346,3243,841,43756,1361,48220,827,5310,945,42910,1273,24693,715,5525,792,19168,937,10052,395,2483,585,7569,660,345793,1921,32218,1494,35,55,32183,1499,57873,1480,157,190,57716,1509,33290,868,257,400,33033,917,53261,1487,300,190,52961,1511,43754,1221,595,389,43159,1308,44535,1066,619,278,43916,1040,45521,927,563,334,44958,991,23098,936,527,282,22571,951,12243,644,101,91,12142,638,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,3293746,3484,258843,2756,285,415,258558,2718,565236,3270,476,440,564760,3277,330644,2097,2747,1163,327897,2424,440884,2848,11216,2031,429668,3594,403407,2911,12164,1904,391243,3633,405252,1967,15130,2146,390122,2884,379561,1603,26467,2105,353094,2583,304339,1328,57247,3003,247092,3166,205580,1133,43505,2444,162075,2353,3425608,3038,253182,3550,337,234,252845,3524,542132,3310,195,156,541937,3334,322705,1856,1011,625,321694,2056,440339,1920,2123,749,438216,1865,418146,1585,2439,682,415707,1683,424393,1711,2693,738,421700,1926,426743,1123,4979,956,421764,1505,343709,1572,5603,1111,338106,1491,254259,1552,5445,1022,248814,1909,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,1426441,4241,112494,3446,45,73,112449,3446,250752,3844,1210,933,249542,4137,141008,2792,1118,682,139890,2874,180584,3563,4285,1140,176299,3674,174942,2907,4645,1079,170297,2894,184703,2676,9719,1584,174984,2985,175501,1533,15654,1822,159847,1867,129382,1249,29523,2198,99859,2480,77075,1211,21303,1500,55772,1756,1497866,4230,113621,3212,585,521,113036,3232,226834,3890,780,428,226054,3816,138958,3118,917,633,138041,3125,193823,3800,831,449,192992,3847,183671,2666,801,372,182870,2713,192237,2466,1885,629,190352,2537,193956,1470,3622,768,190334,1656,146791,1500,3637,698,143154,1548,107975,1375,2558,649,105417,1457,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,19053168,7752,1534824,8172,1779,774,1533045,8111,3108296,8951,3539,1504,3104757,8965,1951795,4340,7089,1173,1944706,4331,2892205,6046,45822,3719,2846383,7472,2533730,4059,35949,2937,2497781,4864,2559327,4401,48908,3685,2510419,5853,2211813,2721,89643,4601,2122170,5410,1371995,2913,155036,5751,1216959,6396,889183,2724,126082,4625,763101,4963,19596453,6021,1455144,8115,762,425,1454382,8149,3004875,8209,3072,1013,3001803,8154,1895181,3996,2889,829,1892292,4161,2823855,4354,10350,1507,2813505,4477,2580433,3329,8453,1622,2571980,3787,2622629,2809,9939,1540,2612690,3251,2380883,2405,12920,1428,2367963,2915,1582231,3029,14743,1625,1567488,3579,1251222,3266,13057,1882,1238165,3419,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,2673619,4748,206140,3658,110,169,206030,3618,433329,4152,411,258,432918,4191,263619,3376,1203,669,262416,3467,408354,3606,11766,2116,396588,4048,365331,3195,6929,1398,358402,3209,347572,2495,13950,2027,333622,3442,331099,1888,17605,1828,313494,2752,206572,1413,32062,2657,174510,2917,111603,1171,23417,2223,88186,2499,2693716,4738,196288,4036,33,54,196255,4031,419043,3911,518,372,418525,3880,247424,2175,869,503,246555,2221,394696,2373,2557,714,392139,2400,356146,2694,1728,640,354418,2780,353995,1764,2522,734,351473,1680,348202,1557,3776,1011,344426,1529,226357,1635,2494,701,223863,1824,151565,1325,1965,573,149600,1200,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,1719257,2740,113468,2411,0,198,113468,2411,276558,2735,0,198,276558,2735,175814,1793,458,342,175356,1814,214309,2027,3135,1020,211174,2205,206251,1661,1861,636,204390,1759,256260,1542,3714,1051,252546,1739,238760,983,7031,1219,231729,1484,144047,910,16863,2023,127184,2111,93790,1204,16541,1644,77249,1847,1818726,2437,112147,2383,0,198,112147,2383,259748,2638,0,198,259748,2638,170091,1524,21,44,170070,1526,218550,1894,233,196,218317,1918,221127,1513,574,444,220553,1609,276774,1502,810,397,275964,1526,254714,821,630,339,254084,899,166694,1199,991,387,165703,1277,138881,1362,1232,393,137649,1329,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,447682,1407,33318,1130,0,190,33318,1130,70532,1224,0,190,70532,1224,43357,969,58,98,43299,955,57773,1328,650,273,57123,1340,52100,883,694,326,51406,965,61203,868,1551,541,59652,1054,58743,500,2297,670,56446,747,44247,833,5986,869,38261,1258,26409,686,4421,778,21988,1010,483521,1246,32614,1234,0,190,32614,1234,67307,1442,0,190,67307,1442,43669,928,40,70,43629,933,63017,1236,105,144,62912,1256,56603,863,166,177,56437,867,66551,770,453,313,66098,791,67666,498,466,256,67200,528,50696,677,551,336,50145,784,35398,656,352,239,35046,734,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,311147,1154,26616,1137,0,200,26616,1137,33215,1079,0,200,33215,1079,34856,694,200,230,34656,686,69861,659,288,232,69573,712,46790,515,505,417,46285,629,37860,401,917,430,36943,592,32536,908,2172,697,30364,1127,18650,813,1590,432,17060,859,10763,545,1755,548,9008,729,349535,1105,24750,852,0,200,24750,852,32834,808,0,200,32834,808,43910,568,81,77,43829,579,80488,493,63,101,80425,507,48030,334,119,139,47911,358,38552,149,252,172,38300,221,36707,117,745,403,35962,416,24893,562,185,162,24708,580,19371,797,159,133,19212,800,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,9652725,8224,668973,6922,544,461,668429,6960,1411689,8050,3056,1316,1408633,8273,874119,6410,4313,1247,869806,6442,1237740,7359,29390,3619,1208350,7981,1169159,5155,28428,2868,1140731,5895,1311981,5296,50454,3738,1261527,6851,1233381,3340,87714,4938,1145667,6016,1004899,2441,162148,4593,842751,4614,740784,2603,159247,5360,581537,5402,10307444,7951,646860,7836,1019,974,645841,7577,1365879,7181,2196,863,1363683,7343,855443,4601,2314,1078,853129,4633,1282278,4616,9131,1783,1273147,4852,1237548,4020,6048,1036,1231500,4169,1393405,3982,11161,1778,1382244,4325,1393133,2892,14785,1903,1378348,3361,1162418,3467,13224,1790,1149194,3977,970480,3446,16193,2214,954287,3689,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
