GEO_ID,C18108_001E,C18108_001M,C18108_002E,C18108_002M,C18108_003E,C18108_003M,C18108_004E,C18108_004M,C18108_005E,C18108_005M,C18108_006E,C18108_006M,C18108_007E,C18108_007M,C18108_008E,C18108_008M,C18108_009E,C18108_009M,C18108_010E,C18108_010M,C18108_011E,C18108_011M,C18108_012E,C18108_012M,C18108_013E,C18108_013M,NAME,C18108_001MA,C18108_001EA,C18108_002MA,C18108_002EA,C18108_003EA,C18108_003MA,C18108_004EA,C18108_004MA,C18108_005EA,C18108_005MA,C18108_006MA,C18108_006EA,C18108_007MA,C18108_007EA,C18108_008MA,C18108_008EA,C18108_009EA,C18108_009MA,C18108_010EA,C18108_010MA,C18108_011MA,C18108_011EA,C18108_012MA,C18108_012EA,C18108_013MA,C18108_013EA,state
0400000US16,1632247,1674,431339,1512,13021,2156,5842,1393,412476,2903,961905,2616,65212,4713,52625,3867,844068,6275,239003,1908,45884,2763,42455,3044,150664,3929,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,12679860,1448,2956262,2409,69626,4904,23828,2162,2862808,5955,7958577,4122,359631,10372,308012,7780,7290934,11052,1765021,3230,274050,6709,319811,7807,1171160,7982,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6520267,860,1576006,2973,52535,3646,18153,2550,1505318,5952,4015170,3528,250351,7519,227208,6235,3537611,9501,929091,2551,168031,5602,182711,4927,578349,6782,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,3080411,489,726495,2093,23816,2224,7773,1226,694906,3075,1876389,2260,104299,4892,75840,3651,1696250,6479,477527,1744,79840,3297,76468,2774,321219,4074,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2850159,1912,718994,2083,24502,2644,8008,1360,686484,3749,1724059,3229,101152,5497,83639,4451,1539268,6931,407106,1936,75692,3396,72810,3106,258604,4753,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4342711,1272,1008187,2566,36544,3333,14733,1969,956910,4935,2682955,3281,209413,8121,212535,6622,2261007,10254,651569,2463,117087,4882,147983,4310,386499,6284,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4567431,2000,1114678,2701,44091,3767,13497,2194,1057090,5186,2820771,4567,196911,7694,175197,7629,2448663,11622,631982,2785,108075,4559,143482,4913,380425,5897,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1314849,684,255319,1545,12798,1689,4033,1017,238488,2656,816194,2006,60046,3629,54967,4392,701181,5682,243336,1154,42058,2486,40804,2053,160474,3028,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5908522,2325,1346154,1186,40125,3374,13371,1667,1292658,3811,3738785,3384,188566,6573,140131,6392,3410088,9496,823583,2139,121243,5118,140659,4574,561681,5721,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6718090,912,1383924,734,46696,3625,14970,2038,1322258,4436,4328437,2183,209833,6572,183418,7824,3935186,11305,1005729,1975,155506,4371,174695,5486,675528,7041,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9810800,1072,2204443,2259,82126,4181,27936,2504,2094381,5708,6073123,3180,389406,8729,370200,10203,5313517,12284,1533234,2177,248957,5777,294335,5729,989942,6689,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5431894,516,1280978,1942,36636,3029,11782,1473,1232560,4056,3376832,2638,171496,5927,126134,5161,3079202,7344,774084,1860,127210,3683,120417,4162,526457,4751,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2927568,1491,725664,2026,24841,3099,7858,1741,692965,4215,1773478,2854,128545,6011,130720,6047,1514213,8872,428426,2079,73882,3669,108466,4342,246078,4998,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5969392,1755,1387714,2945,49395,3649,16239,2354,1322080,5325,3667679,4391,245346,7740,217811,8210,3204522,12163,913999,2474,160395,5664,178629,5576,574975,7307,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,1017458,835,225169,1322,5718,1002,2318,771,217133,1670,618119,1709,38155,3145,33697,2783,546267,4703,174170,1183,31604,2135,28285,1918,114281,2684,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1866488,1069,469243,1302,12731,1565,5166,1137,451346,2188,1130499,2158,57978,3012,43756,3242,1028765,4922,266746,1573,44721,2170,44969,2295,177056,3169,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2855974,1248,667602,745,20728,2890,12597,2203,634277,3617,1770634,1735,106496,5186,96694,5618,1567444,7574,417738,1327,69501,3954,77364,3262,270873,4857,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1314249,866,262932,1050,7948,1438,3798,1153,251186,2065,840967,1580,48423,3247,41207,3623,751337,5820,210350,969,34293,2242,34380,2628,141677,3315,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8850415,1208,1993774,1009,49723,4146,18036,2031,1926015,4562,5553122,2792,243283,7407,185527,7179,5124312,10964,1303519,2475,189075,5094,235382,6407,879062,6536,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,2050178,1243,498415,2374,12479,2006,6168,1319,479768,3214,1226223,2934,79630,4974,76488,4451,1070105,6358,325540,2038,57547,3745,74694,3895,193299,4404,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,19556452,1993,4204378,2761,116783,5530,48789,4285,4038806,7772,12481696,5008,603213,11975,494859,12951,11383624,17539,2870378,3440,419225,9135,540085,10777,1911068,13050,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9855612,3797,2283011,3602,76951,4659,25466,2722,2180594,5925,6099130,5806,376249,10747,352286,8431,5370595,15382,1473471,3957,246734,5789,291704,8463,935033,8819,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,740547,930,170994,1319,4184,879,602,357,166208,1640,468080,1892,23628,2242,14484,1626,429968,2977,101473,800,20969,1799,15411,1506,65093,1911,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,11442029,985,2626771,2852,99362,5104,33731,3345,2493678,6794,7045089,3673,448231,9719,399701,10104,6197157,13119,1770169,2765,284642,6371,327645,8274,1157882,8414,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3830329,1616,958418,1339,33838,2421,12529,1580,912051,3566,2313940,3077,166120,5484,154360,5539,1993460,8240,557971,2143,109127,3109,121110,4040,327734,4556,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3991133,495,859408,1528,30046,3018,10150,2002,819212,3969,2481134,2261,174720,6649,145866,5981,2160548,9790,650591,1712,115003,4399,129590,5284,405998,5486,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
0400000US42,12599417,801,2685304,2169,100207,4793,38620,3871,2546477,6736,7812487,3606,481031,10769,404225,9483,6927231,13858,2101626,2717,335046,7403,387635,8700,1378945,10194,Pennsylvania,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42
0400000US44,1041268,531,211397,727,6281,1231,3484,1131,201632,1782,667050,1370,37409,3399,36681,3351,592960,5209,162821,1128,26191,2435,29790,2294,106840,3342,Rhode Island,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,44
0400000US45,4801301,2216,1086607,1633,37993,3390,13877,2209,1034737,4338,2938107,3580,181765,7236,188979,7501,2567363,10593,776587,2246,128457,4774,161668,5586,486462,6348,South Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,45
0400000US46,841363,603,208580,1270,6141,1187,1806,759,200633,1645,504714,1931,31391,3122,19740,2339,453583,4222,128069,1515,21271,1901,20426,1502,86372,2404,South Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,46
0400000US47,6496300,2363,1490949,2724,47203,4027,18702,2725,1425044,5443,4017067,4083,282581,8854,268115,8584,3466371,12051,988284,3174,167669,6070,224513,6764,596102,8828,Tennessee,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,47
0400000US48,26990435,4141,7197853,4697,219133,9642,74751,5118,6903969,11524,16657157,7589,896949,20335,727489,15524,15032719,25810,3135425,5075,535646,11586,672378,13203,1927401,14298,Texas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,48
0400000US49,2971003,686,909285,1054,22562,2548,7928,1978,878795,3438,1757716,2078,91942,4861,63566,4176,1602208,6375,304002,1669,51512,2964,55922,3173,196568,3665,Utah,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,49
0400000US50,620107,172,119828,794,5969,1029,2412,918,111447,1677,393856,1012,28078,2182,19666,1900,346112,2890,106423,653,17314,1763,18410,1712,70699,1830,Vermont,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,50
0400000US51,8162517,4887,1867092,3155,53451,4319,21165,2480,1792476,5638,5133209,7165,264870,8446,214560,7574,4653779,13399,1162216,3478,177038,6042,204103,6769,781075,8822,Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,51
0400000US53,7066812,2751,1610562,1810,46713,4042,15228,2128,1548621,4793,4440161,3969,273291,8900,210043,7531,3956827,10534,1016089,2383,174641,5628,188902,5630,652546,7334,Washington,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53
0400000US54,1815505,361,378396,1683,16522,2477,5538,1412,356336,2987,1109345,2147,92234,4556,94843,5131,922268,6429,327764,1481,58336,3351,84223,3589,185205,4115,West Virginia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54
0400000US55,5698995,715,1290350,1911,40445,3062,12244,1742,1237661,4316,3535927,2896,200143,6414,151644,4845,3184140,8121,872718,2166,139556,4254,137057,4370,596105,5537,Wisconsin,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,55
0400000US56,576557,733,138953,2462,3439,953,1199,724,134315,2754,357200,2837,25328,3256,12315,1780,319557,4453,80404,927,15051,1562,14054,1584,51299,2027,Wyoming,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,56
0400000US72,3447794,522,737198,391,48195,3958,12271,1921,676732,4232,2091503,906,178344,7028,192400,6982,1720759,9971,619093,719,100771,4591,205684,5238,312638,5726,Puerto Rico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,72
