GEO_ID,B06010_001E,B06010_001M,B06010_002E,B06010_002M,B06010_003E,B06010_003M,B06010_004E,B06010_004M,B06010_005E,B06010_005M,B06010_006E,B06010_006M,B06010_007E,B06010_007M,B06010_008E,B06010_008M,B06010_009E,B06010_009M,B06010_010E,B06010_010M,B06010_011E,B06010_011M,B06010_012E,B06010_012M,B06010_013E,B06010_013M,B06010_014E,B06010_014M,B06010_015E,B06010_015M,B06010_016E,B06010_016M,B06010_017E,B06010_017M,B06010_018E,B06010_018M,B06010_019E,B06010_019M,B06010_020E,B06010_020M,B06010_021E,B06010_021M,B06010_022E,B06010_022M,B06010_023E,B06010_023M,B06010_024E,B06010_024M,B06010_025E,B06010_025M,B06010_026E,B06010_026M,B06010_027E,B06010_027M,B06010_028E,B06010_028M,B06010_029E,B06010_029M,B06010_030E,B06010_030M,B06010_031E,B06010_031M,B06010_032E,B06010_032M,B06010_033E,B06010_033M,B06010_034E,B06010_034M,B06010_035E,B06010_035M,B06010_036E,B06010_036M,B06010_037E,B06010_037M,B06010_038E,B06010_038M,B06010_039E,B06010_039M,B06010_040E,B06010_040M,B06010_041E,B06010_041M,B06010_042E,B06010_042M,B06010_043E,B06010_043M,B06010_044E,B06010_044M,B06010_045E,B06010_045M,B06010_046E,B06010_046M,B06010_047E,B06010_047M,B06010_048E,B06010_048M,B06010_049E,B06010_049M,B06010_050E,B06010_050M,B06010_051E,B06010_051M,B06010_052E,B06010_052M,B06010_053E,B06010_053M,B06010_054E,B06010_054M,B06010_055E,B06010_055M,NAME,B06010_001EA,B06010_001MA,B06010_002EA,B06010_002MA,B06010_003MA,B06010_003EA,B06010_004MA,B06010_004EA,B06010_005MA,B06010_005EA,B06010_006EA,B06010_006MA,B06010_007EA,B06010_007MA,B06010_008MA,B06010_008EA,B06010_009MA,B06010_009EA,B06010_010MA,B06010_010EA,B06010_011EA,B06010_011MA,B06010_012EA,B06010_012MA,B06010_013MA,B06010_013EA,B06010_014MA,B06010_014EA,B06010_015MA,B06010_015EA,B06010_016MA,B06010_016EA,B06010_017EA,B06010_017MA,B06010_018MA,B06010_018EA,B06010_019EA,B06010_019MA,B06010_020EA,B06010_020MA,B06010_021MA,B06010_021EA,B06010_022MA,B06010_022EA,B06010_023MA,B06010_023EA,B06010_024EA,B06010_024MA,B06010_025EA,B06010_025MA,B06010_026MA,B06010_026EA,B06010_027MA,B06010_027EA,B06010_028EA,B06010_028MA,B06010_029MA,B06010_029EA,B06010_030EA,B06010_030MA,B06010_031EA,B06010_031MA,B06010_032MA,B06010_032EA,B06010_033EA,B06010_033MA,B06010_034MA,B06010_034EA,B06010_035EA,B06010_035MA,B06010_036EA,B06010_036MA,B06010_037MA,B06010_037EA,B06010_038EA,B06010_038MA,B06010_039EA,B06010_039MA,B06010_040MA,B06010_040EA,B06010_041EA,B06010_041MA,B06010_042EA,B06010_042MA,B06010_043EA,B06010_043MA,B06010_044EA,B06010_044MA,B06010_045MA,B06010_045EA,B06010_046EA,B06010_046MA,B06010_047EA,B06010_047MA,B06010_048EA,B06010_048MA,B06010_049EA,B06010_049MA,B06010_050EA,B06010_050MA,B06010_051MA,B06010_051EA,B06010_052EA,B06010_052MA,B06010_053EA,B06010_053MA,B06010_054EA,B06010_054MA,B06010_055EA,B06010_055MA,state
0400000US01,3947204,3082,594062,10847,3353142,11408,724917,13290,409390,9368,603308,13282,423926,10923,452634,12062,289674,8785,108611,4786,340682,8109,2636958,16589,411970,9574,2224988,16285,504012,10749,287091,8389,410409,10458,279744,8405,299872,9154,189098,7719,69924,4290,184838,6678,1120986,17170,144546,6524,976440,14074,194912,7212,104503,5562,158924,7038,121713,6738,135748,6646,88476,4575,34616,3105,137548,4999,31583,2733,3709,934,27874,2448,5918,1436,2449,873,3525,852,2986,780,4605,1342,2171,747,1411,712,4809,915,157677,5997,33837,3348,123840,4690,20075,2703,15347,2170,30450,2828,19483,2829,12409,1996,9929,1881,2660,852,13487,1796,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,582619,876,28952,2803,553667,2842,115617,4731,43007,3017,71813,4352,66778,4650,71811,4381,54126,3928,31381,2535,99134,4617,191119,6409,9367,1522,181752,6315,59104,3364,16684,1900,24686,2358,20240,2715,19443,2115,14818,2288,7946,1353,18831,2110,322795,6174,15440,1946,307355,5989,43690,3613,20651,2150,36861,2972,35324,3251,44076,3148,34113,3208,20340,2134,72300,3528,12693,2087,575,243,12118,2083,2263,801,473,245,2174,1025,2143,678,1042,668,1002,394,445,256,2576,891,56012,3768,3570,930,52442,3846,10560,1599,5199,1238,8092,1117,9071,2034,7250,1633,4193,947,2650,934,5427,1315,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,5481996,1114,883708,16595,4598288,16481,879703,14464,484395,11496,803683,15483,635159,11893,663549,12221,401691,10188,168620,6895,561488,10305,1598892,19487,370884,9613,1228008,18164,323239,10208,131622,6616,207573,7713,166176,7332,170543,7456,95146,4585,35481,2950,98228,5119,2917587,17844,308719,10456,2608868,18171,406993,10680,256390,7337,433169,9519,351510,9343,402348,9975,257553,7763,113123,4911,387782,9507,83550,6534,12431,2016,71119,5953,11404,1781,6358,1329,13435,2140,10021,2007,9560,1787,6865,1488,3140,801,10336,1616,881967,14620,191674,8061,690293,13592,138067,7022,90025,4973,149506,6445,107452,5909,81098,4602,42127,3571,16876,2545,65142,4001,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2390981,2948,341700,8895,2049281,9099,447813,10536,257825,7631,379504,7335,292638,8285,273043,7152,160878,5927,60617,3769,176963,6117,1370263,12848,200264,5787,1169999,12155,273275,7854,151899,5728,209276,5866,166930,6768,155058,5710,87589,4437,34901,3001,91071,4653,867298,13314,108879,6696,758419,11987,152953,6216,93992,4831,140784,5397,103056,4998,102745,5069,65405,3825,22567,2458,76917,3816,19121,2570,2853,927,16268,2459,3740,1305,811,391,3095,1006,2694,1053,1939,642,1539,598,546,339,1904,645,134299,5058,29704,3209,104595,4222,17845,2377,11123,1627,26349,2759,19958,2233,13301,2155,6345,1337,2603,773,7071,1320,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,31576740,3429,5473975,31718,26102765,32004,4783114,30469,2899797,30909,4262236,35123,2971715,33896,3154415,26474,2286414,23621,1043312,17457,4701762,29322,14663841,46213,2994391,24127,11669450,45671,2443286,26634,1239320,17523,1746138,20982,1313807,21034,1440505,21793,1068546,17039,489131,11656,1928717,19946,6090743,34354,532994,10862,5557749,32032,688371,12993,536819,11056,790164,13799,567348,13003,672345,13862,563306,12217,275835,8251,1463561,20717,431350,10939,69368,4185,361982,9601,64085,3489,34860,2952,53306,4247,36043,3070,48852,4001,36525,3250,15614,2167,72697,3574,10390806,44822,1877222,27498,8513584,39781,1587372,21075,1088798,19590,1672628,24106,1054517,19126,992713,16085,618037,11698,262732,9022,1236787,14937,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,4406120,2262,517941,9281,3888179,9651,647854,13540,336693,8418,581365,10661,511692,11907,573938,12203,407967,9116,181535,6914,647135,9369,1506345,19920,219877,7865,1286468,18260,271568,7878,119077,5703,202066,6906,177326,7429,183250,7019,127957,6459,55248,3718,149976,5867,2314183,19996,194510,7000,2119673,18569,296211,9663,169361,6223,289462,7243,253616,8225,318875,9657,243976,7198,110359,5261,437813,8151,72554,5088,9230,2020,63324,4818,11300,1977,5388,1163,8030,1636,9615,2020,9868,1598,6481,1330,2964,796,9678,1379,513038,12801,94324,4781,418714,11023,68775,5059,42867,3632,81807,4448,71135,5088,61945,4823,29553,2650,12964,1880,49668,3111,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,2971949,1156,360752,7438,2611197,7499,433776,8488,223355,7124,367892,9617,279592,7950,356470,8246,282176,8368,130150,5173,537786,8881,1488154,13357,184821,6722,1303333,13629,231634,7621,111793,6140,178119,7458,142257,5099,183971,6191,153624,5697,69857,3656,232078,6757,868829,13064,81498,4549,787331,12688,115156,5119,59460,3308,92933,5233,72642,4168,98565,3955,81610,4399,39639,2930,227326,6729,117345,5808,16167,2593,101178,4935,25649,2622,13130,1836,19577,3005,13033,1845,11867,1627,7802,1429,2951,964,7169,1201,497621,13481,78266,5173,419355,11140,61337,4377,38972,3941,77263,5891,51660,3928,62067,4429,39140,3208,17703,2283,71213,4440,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,776531,657,96807,4535,679724,4581,116090,5679,62202,4162,108478,4501,81398,4404,105057,5517,77355,4081,31040,2832,98104,3406,301796,8092,45394,2949,256402,8223,49648,3781,23903,2360,43224,3620,29627,2362,43139,3640,27285,2522,10138,1691,29438,2508,380114,7976,34320,3094,345794,7390,55933,4307,31113,2318,50384,3384,41432,2979,53941,4219,40743,2879,17471,2028,54777,2737,11211,1807,1813,781,9398,1519,2054,673,1425,704,1730,696,1198,548,741,475,959,420,169,180,1122,459,83410,4925,15280,2498,68130,3977,8455,1620,5761,1344,13140,1806,9141,1800,7236,1404,8368,1688,3262,997,12767,1458,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,569946,266,60322,3900,509624,3905,93641,4281,33456,3018,52555,3985,44409,3611,58790,3993,52256,3508,27015,2624,147502,4539,166145,5488,29003,2705,137142,5368,33506,2548,13195,1879,21446,2595,16856,2427,17290,2326,11317,1602,5777,951,17755,1985,300691,6639,20777,2702,279914,6769,45349,3074,13752,1743,20720,2448,17833,2319,30005,2924,32642,2947,16832,2263,102781,3598,10963,2191,774,454,10189,2161,1572,680,442,277,484,401,618,365,1057,473,1093,629,510,365,4413,1298,92147,5270,9768,1601,82379,4670,13214,2219,6067,1328,9905,1748,9102,2097,10438,1978,7204,1765,3896,1353,22553,2671,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,16889179,3724,2579565,27688,14309614,27791,2673310,26384,1656712,21416,2728704,26373,1994348,23858,1990207,22346,1216105,15292,463018,11969,1587210,20265,4603590,37865,1019431,18238,3584159,30685,847247,17994,415754,12241,653313,12294,507840,14608,497132,12069,281195,8587,103536,5979,278142,8791,7695640,40780,768572,19085,6927068,39466,1028865,19745,742748,16737,1263802,18173,953954,17811,1017623,16735,678058,13264,261643,8572,980375,14991,648181,16737,102348,7666,545833,13749,127930,6346,69948,5557,100876,7348,76228,5876,75895,5883,39192,2892,15541,2212,40223,3155,3941768,38321,689214,17238,3252554,32392,669268,13243,428262,12176,710713,18478,456326,11308,399557,12242,217660,9506,82298,5275,288470,9773,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
