GEO_ID,B18135_001E,B18135_001M,B18135_002E,B18135_002M,B18135_003E,B18135_003M,B18135_004E,B18135_004M,B18135_005E,B18135_005M,B18135_006E,B18135_006M,B18135_007E,B18135_007M,B18135_008E,B18135_008M,B18135_009E,B18135_009M,B18135_010E,B18135_010M,B18135_011E,B18135_011M,B18135_012E,B18135_012M,B18135_013E,B18135_013M,B18135_014E,B18135_014M,B18135_015E,B18135_015M,B18135_016E,B18135_016M,B18135_017E,B18135_017M,B18135_018E,B18135_018M,B18135_019E,B18135_019M,B18135_020E,B18135_020M,B18135_021E,B18135_021M,B18135_022E,B18135_022M,B18135_023E,B18135_023M,B18135_024E,B18135_024M,B18135_025E,B18135_025M,B18135_026E,B18135_026M,B18135_027E,B18135_027M,B18135_028E,B18135_028M,B18135_029E,B18135_029M,B18135_030E,B18135_030M,B18135_031E,B18135_031M,B18135_032E,B18135_032M,B18135_033E,B18135_033M,B18135_034E,B18135_034M,NAME,B18135_001EA,B18135_001MA,B18135_002EA,B18135_002MA,B18135_003MA,B18135_003EA,B18135_004MA,B18135_004EA,B18135_005EA,B18135_005MA,B18135_006EA,B18135_006MA,B18135_007EA,B18135_007MA,B18135_008MA,B18135_008EA,B18135_009MA,B18135_009EA,B18135_010MA,B18135_010EA,B18135_011EA,B18135_011MA,B18135_012EA,B18135_012MA,B18135_013MA,B18135_013EA,B18135_014MA,B18135_014EA,B18135_015MA,B18135_015EA,B18135_016EA,B18135_016MA,B18135_017EA,B18135_017MA,B18135_018MA,B18135_018EA,B18135_019MA,B18135_019EA,B18135_020MA,B18135_020EA,B18135_021MA,B18135_021EA,B18135_022EA,B18135_022MA,B18135_023EA,B18135_023MA,B18135_024MA,B18135_024EA,B18135_025MA,B18135_025EA,B18135_026MA,B18135_026EA,B18135_027EA,B18135_027MA,B18135_028EA,B18135_028MA,B18135_029MA,B18135_029EA,B18135_030MA,B18135_030EA,B18135_031MA,B18135_031EA,B18135_032MA,B18135_032EA,B18135_033EA,B18135_033MA,B18135_034EA,B18135_034MA,state
0400000US01,4781070,1376,1106716,3205,53593,3906,52865,3906,19069,2336,37871,3496,728,357,1053123,5314,1020083,6572,592660,11237,468659,11129,33040,4248,2931080,4427,435585,10275,378172,9343,203399,7475,236046,8214,57413,4319,2495495,10004,2104590,15950,1902903,17208,281915,9591,390905,13411,743274,2863,307697,6344,307518,6343,186764,5819,304836,6363,179,130,435577,6228,433571,6248,293273,6929,422386,6482,2006,760,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,713082,1787,185917,591,7943,1456,6612,1284,3059,803,4679,1202,1331,655,177974,1417,159640,2851,106151,4698,62088,4116,18334,2211,457079,2180,47039,3275,38281,3151,23044,2505,22084,2485,8758,1426,410040,4138,333231,5475,300771,6409,49233,3378,76809,4107,70086,1161,27762,1715,27484,1697,15704,1740,26885,1734,278,206,42324,1928,41868,1916,29244,1982,40009,1864,456,250,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6719354,1844,1619393,860,58884,4616,54951,4576,24654,2516,35706,3463,3933,1146,1560509,4525,1430195,9930,899326,13553,593611,16593,130314,9483,3992074,2837,418062,11448,380872,11095,182049,7266,248005,9424,37190,3169,3574012,11606,3029510,17139,2488947,21780,642261,16133,544502,14367,1107887,1814,386978,7693,383500,7575,204016,6560,378843,7398,3478,1232,720909,8324,712350,8191,423143,7468,688059,8972,8559,1691,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2924307,1290,703701,1621,40482,3416,39346,3353,9822,1648,32816,3387,1136,468,663219,3718,629801,5423,318789,9207,336463,9536,33418,4073,1759383,2576,264777,8133,241629,7529,105786,4885,167673,6380,23148,2640,1494606,9076,1277870,12819,1080260,14768,243659,8490,216736,10415,461223,1744,195154,4831,194397,4743,106673,4058,192251,4723,757,415,266069,5050,263717,5136,171710,5302,257935,4949,2352,871,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,38649621,4947,9103139,2652,279763,8863,274038,8855,122277,5522,176939,6987,5725,1283,8823376,9290,8526733,15401,4883597,32977,3965589,32061,296643,13003,24451851,6261,2017962,20797,1866303,19895,859323,13187,1205196,18663,151659,6866,22433889,22422,19632646,37087,15649516,53188,4502422,44843,2801243,28511,5094631,3307,1799169,15474,1784599,15700,824204,9748,1754525,15552,14570,2325,3295462,15716,3248037,15647,1798943,15297,3066404,17635,47425,4360,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5367335,2710,1254800,1642,39330,3400,37760,3264,18607,2282,23436,2712,1570,736,1215470,3814,1164617,5895,778362,12219,427760,11550,50853,5112,3416438,4741,286231,8394,264899,7827,146165,5587,153495,6376,21332,2662,3130207,8627,2776371,14397,2407370,14247,447523,12721,353836,11312,696097,2574,227761,5442,226278,5570,134803,4259,222985,5445,1483,637,468336,6000,464788,6020,293057,6549,444198,5914,3548,1145,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3537983,1086,761921,807,30586,2700,30203,2627,14614,1840,18318,2391,383,363,731335,2844,706618,4695,495268,8572,237243,7880,24717,3790,2232650,2041,190691,7099,180221,7108,85977,3454,110642,6402,10470,1673,2041959,7231,1870617,12479,1608609,12460,301407,9589,171342,11106,543412,1341,168413,5021,167855,5051,93645,4250,165716,5107,558,383,374999,5227,371947,5354,247355,5646,351581,5618,3052,1055,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,931203,797,203771,336,9720,1850,9590,1852,4621,1451,6674,1737,130,157,194051,1834,188096,2582,125304,5386,72578,5146,5955,1795,570682,1192,54900,3313,51600,3091,24743,2271,34732,2898,3300,1183,515782,3484,472725,5380,402187,6856,83594,4860,43057,4480,156750,724,49375,2458,48727,2462,31537,2051,48032,2413,648,457,107375,2455,105967,2391,75146,2857,102728,2674,1408,776,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,660682,666,117415,217,4988,1030,4988,1030,2562,750,2897,760,0,200,112427,1106,110621,1542,58989,3361,54607,3821,1806,941,469590,1182,45260,3470,42888,3149,15735,2059,30836,2631,2372,961,424330,3696,404088,4907,338811,5730,75065,5216,20242,2991,73677,900,25462,1714,25385,1710,13450,1649,24547,1681,77,127,48215,1779,47732,1690,36014,1927,43432,1788,483,627,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,19960169,3766,4093401,2676,180811,8936,172295,8979,58917,4426,122044,8308,8516,1592,3912590,9372,3637300,16070,2032510,25176,1715728,25460,275290,12301,11988187,6314,1186644,20576,1009745,18011,518131,11444,631956,15651,176899,9107,10801543,21263,8653201,41167,7674675,41608,1251824,22047,2148342,35065,3878581,4401,1301252,14416,1290460,14198,660778,10367,1275943,14426,10792,2105,2577329,15728,2535619,15664,1391665,18186,2441698,15637,41710,4361,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
