GEO_ID,B24021_001E,B24021_001M,B24021_002E,B24021_002M,B24021_003E,B24021_003M,B24021_004E,B24021_004M,B24021_005E,B24021_005M,B24021_006E,B24021_006M,B24021_007E,B24021_007M,B24021_008E,B24021_008M,B24021_009E,B24021_009M,B24021_010E,B24021_010M,B24021_011E,B24021_011M,B24021_012E,B24021_012M,B24021_013E,B24021_013M,B24021_014E,B24021_014M,B24021_015E,B24021_015M,B24021_016E,B24021_016M,B24021_017E,B24021_017M,B24021_018E,B24021_018M,B24021_019E,B24021_019M,B24021_020E,B24021_020M,B24021_021E,B24021_021M,B24021_022E,B24021_022M,B24021_023E,B24021_023M,B24021_024E,B24021_024M,B24021_025E,B24021_025M,B24021_026E,B24021_026M,B24021_027E,B24021_027M,B24021_028E,B24021_028M,B24021_029E,B24021_029M,B24021_030E,B24021_030M,B24021_031E,B24021_031M,B24021_032E,B24021_032M,B24021_033E,B24021_033M,B24021_034E,B24021_034M,B24021_035E,B24021_035M,B24021_036E,B24021_036M,NAME,B24021_001EA,B24021_001MA,B24021_002EA,B24021_002MA,B24021_003EA,B24021_003MA,B24021_004EA,B24021_004MA,B24021_005MA,B24021_005EA,B24021_006EA,B24021_006MA,B24021_007EA,B24021_007MA,B24021_008EA,B24021_008MA,B24021_009EA,B24021_009MA,B24021_010MA,B24021_010EA,B24021_011EA,B24021_011MA,B24021_012EA,B24021_012MA,B24021_013MA,B24021_013EA,B24021_014EA,B24021_014MA,B24021_015MA,B24021_015EA,B24021_016EA,B24021_016MA,B24021_017EA,B24021_017MA,B24021_018MA,B24021_018EA,B24021_019MA,B24021_019EA,B24021_020MA,B24021_020EA,B24021_021MA,B24021_021EA,B24021_022EA,B24021_022MA,B24021_023EA,B24021_023MA,B24021_024MA,B24021_024EA,B24021_025EA,B24021_025MA,B24021_026MA,B24021_026EA,B24021_027EA,B24021_027MA,B24021_028MA,B24021_028EA,B24021_029MA,B24021_029EA,B24021_030MA,B24021_030EA,B24021_031MA,B24021_031EA,B24021_032MA,B24021_032EA,B24021_033MA,B24021_033EA,B24021_034EA,B24021_034MA,B24021_035MA,B24021_035EA,B24021_036EA,B24021_036MA,state
0400000US01,40222,307,53559,1456,60884,944,61902,1845,57478,3497,74438,4543,71355,1238,81761,1760,52412,3014,46066,1424,41432,929,61721,20768,45793,1824,53750,6369,50492,1021,58442,3262,35160,1581,23243,923,25022,1455,41736,1662,40765,4971,42291,2286,17901,755,23059,2090,21280,1118,32096,331,36116,1368,31441,369,37320,1177,31301,4607,31869,764,42408,2695,35308,541,34279,1527,40675,922,30170,1397,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,51674,787,67133,1940,70170,3727,71603,2411,66104,3045,73413,4335,72277,7533,77152,5252,64272,5862,58105,6460,53542,2006,77213,12959,61546,5083,49521,11188,71835,6221,82175,4301,44494,9834,31979,1293,34453,2926,61160,8222,52126,12942,78097,12937,27806,2183,30773,2017,29693,2628,40408,1229,40235,4465,40460,1324,62139,7068,40747,7808,66752,7865,61555,9976,41554,2639,36546,8902,51910,8835,37750,13129,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,41052,242,60615,441,62551,1891,67692,2778,55861,1521,74578,3875,72073,3642,81180,2445,61357,4107,42403,865,38748,1999,88072,10814,41739,649,42345,3818,63337,3422,72284,2602,40160,2574,25256,510,28802,1851,49527,2751,35344,2889,57462,5271,20853,590,21371,531,22370,983,36138,443,41572,675,33389,1011,38677,1729,27108,2454,36470,889,41956,621,33424,1571,33047,1546,40327,995,28311,2477,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,36663,388,50737,630,55344,2814,57225,3943,51679,1770,61948,2113,63908,4525,61428,5118,55190,7815,42011,629,38987,3349,61872,9027,42452,1236,34560,6550,50544,2126,62307,4856,35773,1766,23316,1074,21757,1275,35282,2661,38064,5284,34135,2362,18276,1276,23905,1502,22645,1644,31733,504,36576,1293,30552,587,35539,1051,26558,1289,32262,1832,41001,1502,32126,614,31913,811,40949,1783,27164,1885,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,47767,367,75539,321,76793,512,81645,491,67916,2253,91600,487,96285,1402,91708,700,75659,2606,60723,328,50356,564,102436,5241,60086,892,59913,2292,77239,1324,92180,1184,45759,1207,27123,213,30701,375,66851,2483,39652,3984,85806,1646,23396,499,25405,409,24861,529,40862,171,45377,590,38938,489,37800,862,22061,339,40358,508,44606,2378,32487,504,32075,313,40974,491,26315,576,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,47350,411,65137,812,69574,2072,71739,1002,62161,2081,80768,939,85810,1975,77495,2981,65190,6422,47650,1132,44249,2640,76484,10002,42923,2239,51622,1570,61715,872,71239,824,40554,2068,28741,915,28832,1470,55998,1419,44437,5563,57496,3899,24468,1174,26363,648,26698,1808,39859,894,44246,3535,36879,614,41480,579,30624,2179,40322,715,49730,2519,37297,1180,35830,1347,45244,1861,30089,1809,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,56915,620,78439,1882,87224,2983,92533,4298,77923,4774,84287,3764,85063,5854,85929,2870,75548,9558,62437,2225,54189,4266,92271,12217,61989,2523,62177,3495,76628,2022,85596,2247,52011,2893,35096,1421,34191,2635,61224,8295,42042,3914,72378,5974,27617,3737,35120,2103,29695,2889,47613,1439,52403,3406,44544,1710,51346,1060,22376,17936,50360,2639,55244,3562,41856,869,40938,1019,47493,3483,34081,4823,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,48154,1696,62042,1380,66849,4500,71047,5347,61649,5359,75369,2757,78581,4782,71048,5197,72305,8357,49315,3054,44843,3280,72378,16269,50199,2721,41530,2605,63153,4905,71055,2969,41152,4352,30375,2274,30680,3114,46896,5154,30886,8921,56258,4117,22361,1819,32938,3808,25382,1901,40562,1073,45979,1419,36366,1296,41845,1528,31144,4056,40769,1779,50534,5080,41516,1425,48998,3827,50495,4354,24487,2176,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,68171,2437,84028,2826,87343,3668,92143,5216,81272,4007,84079,5606,80789,5437,91077,3522,91298,16344,80211,4593,62289,7153,120863,14527,65213,6230,76025,6087,66749,6303,72039,17976,42054,9221,30521,1318,29313,4892,51976,12969,32060,6327,82304,20040,26795,2477,27079,3203,33547,3554,49385,3144,54165,9688,47089,3318,33903,5269,-666666666,-222222222,32043,3727,47366,19257,39997,2931,64858,62762,39246,2807,35186,8606,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,**,-,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,38183,398,52630,897,58831,2271,61613,554,51755,572,65495,1246,65815,1466,70298,3254,50939,1162,43748,949,41337,724,61120,1367,41997,377,41975,817,55211,1156,65361,1710,37265,1206,25547,251,25838,586,41729,1108,32680,2539,50235,2576,22604,718,22248,315,22936,953,34153,653,38348,1250,31817,208,32175,257,22420,2289,30810,347,38466,1160,31319,379,31075,485,35492,1089,26081,768,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
