GEO_ID,B08113_001E,B08113_001M,B08113_002E,B08113_002M,B08113_003E,B08113_003M,B08113_004E,B08113_004M,B08113_005E,B08113_005M,B08113_006E,B08113_006M,B08113_007E,B08113_007M,B08113_008E,B08113_008M,B08113_009E,B08113_009M,B08113_010E,B08113_010M,B08113_011E,B08113_011M,B08113_012E,B08113_012M,B08113_013E,B08113_013M,B08113_014E,B08113_014M,B08113_015E,B08113_015M,B08113_016E,B08113_016M,B08113_017E,B08113_017M,B08113_018E,B08113_018M,B08113_019E,B08113_019M,B08113_020E,B08113_020M,B08113_021E,B08113_021M,B08113_022E,B08113_022M,B08113_023E,B08113_023M,B08113_024E,B08113_024M,B08113_025E,B08113_025M,B08113_026E,B08113_026M,B08113_027E,B08113_027M,B08113_028E,B08113_028M,B08113_029E,B08113_029M,B08113_030E,B08113_030M,B08113_031E,B08113_031M,B08113_032E,B08113_032M,B08113_033E,B08113_033M,B08113_034E,B08113_034M,B08113_035E,B08113_035M,B08113_036E,B08113_036M,B08113_037E,B08113_037M,B08113_038E,B08113_038M,B08113_039E,B08113_039M,B08113_040E,B08113_040M,B08113_041E,B08113_041M,B08113_042E,B08113_042M,B08113_043E,B08113_043M,B08113_044E,B08113_044M,B08113_045E,B08113_045M,B08113_046E,B08113_046M,B08113_047E,B08113_047M,B08113_048E,B08113_048M,B08113_049E,B08113_049M,B08113_050E,B08113_050M,B08113_051E,B08113_051M,B08113_052E,B08113_052M,B08113_053E,B08113_053M,B08113_054E,B08113_054M,B08113_055E,B08113_055M,B08113_056E,B08113_056M,NAME,B08113_001MA,B08113_001EA,B08113_002MA,B08113_002EA,B08113_003EA,B08113_003MA,B08113_004EA,B08113_004MA,B08113_005EA,B08113_005MA,B08113_006MA,B08113_006EA,B08113_007MA,B08113_007EA,B08113_008EA,B08113_008MA,B08113_009EA,B08113_009MA,B08113_010EA,B08113_010MA,B08113_011MA,B08113_011EA,B08113_012MA,B08113_012EA,B08113_013MA,B08113_013EA,B08113_014EA,B08113_014MA,B08113_015EA,B08113_015MA,B08113_016EA,B08113_016MA,B08113_017MA,B08113_017EA,B08113_018MA,B08113_018EA,B08113_019EA,B08113_019MA,B08113_020EA,B08113_020MA,B08113_021EA,B08113_021MA,B08113_022MA,B08113_022EA,B08113_023MA,B08113_023EA,B08113_024MA,B08113_024EA,B08113_025EA,B08113_025MA,B08113_026EA,B08113_026MA,B08113_027MA,B08113_027EA,B08113_028MA,B08113_028EA,B08113_029MA,B08113_029EA,B08113_030EA,B08113_030MA,B08113_031EA,B08113_031MA,B08113_032MA,B08113_032EA,B08113_033MA,B08113_033EA,B08113_034MA,B08113_034EA,B08113_035MA,B08113_035EA,B08113_036EA,B08113_036MA,B08113_037MA,B08113_037EA,B08113_038MA,B08113_038EA,B08113_039MA,B08113_039EA,B08113_040MA,B08113_040EA,B08113_041EA,B08113_041MA,B08113_042MA,B08113_042EA,B08113_043MA,B08113_043EA,B08113_044MA,B08113_044EA,B08113_045MA,B08113_045EA,B08113_046MA,B08113_046EA,B08113_047EA,B08113_047MA,B08113_048MA,B08113_048EA,B08113_049EA,B08113_049MA,B08113_050MA,B08113_050EA,B08113_051EA,B08113_051MA,B08113_052EA,B08113_052MA,B08113_053EA,B08113_053MA,B08113_054EA,B08113_054MA,B08113_055MA,B08113_055EA,B08113_056MA,B08113_056EA,state
0400000US01,2011723,14261,1898040,14757,71484,4043,35053,3645,36431,3170,42199,3568,28570,3175,13629,2394,1719972,17414,1633430,17845,53697,4077,28272,3143,25425,3267,32845,3134,23732,2932,9113,1894,180752,8814,159036,8083,14747,2319,4982,1960,9765,1627,6969,1576,3293,1032,3676,1134,6066,1497,5624,1447,159,133,60,98,99,91,283,223,146,178,137,135,22130,2955,20657,2865,866,573,650,530,216,181,607,443,410,322,197,270,19046,2572,18176,2560,448,321,137,147,311,267,422,344,201,213,221,249,63757,4204,61117,4154,1567,701,952,592,615,380,1073,416,788,375,285,311,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,363075,5057,301882,4720,17459,2285,13438,2021,4021,1221,43734,3254,28495,2898,15239,2071,246577,5808,212356,5375,11788,2083,8796,1759,2992,1107,22433,2423,15823,2237,6610,1328,45738,3719,35126,3392,2882,868,2561,780,321,252,7730,1660,4116,967,3614,1104,5608,1198,4780,1036,124,171,124,171,0,149,704,429,437,338,267,260,28801,2457,19792,1917,1543,812,1049,684,494,500,7466,1071,4582,730,2884,734,20256,1915,16327,1922,929,607,862,611,67,114,3000,450,2061,323,939,341,16095,2050,13501,1762,193,162,46,72,147,144,2401,906,1476,807,925,380,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,2899727,18330,2093630,18471,617853,11633,405309,10802,212544,9082,188244,6905,138318,6529,49926,3753,2234511,19297,1635449,16463,461079,10480,311819,9625,149260,6764,137983,6093,104098,5154,33885,2939,307864,9774,186971,7974,98318,6238,56312,4861,42006,4054,22575,3169,14166,2536,8409,1812,59686,5009,37679,3623,16058,2853,8393,1741,7665,2055,5949,1465,4519,1359,1430,631,60638,4002,41057,2916,12222,2006,8389,1744,3833,1094,7359,1541,4797,1126,2562,1158,77347,4158,58896,3772,13176,1701,8073,1611,5103,1225,5275,1086,3507,869,1768,642,159681,5505,133578,5484,17000,2189,12323,1841,4677,1282,9103,1815,7231,1735,1872,478,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,1253288,11443,1157238,10692,66791,3476,29849,2896,36942,3291,29259,2448,16735,1890,12524,2255,1035546,12520,967913,11982,47713,3392,23858,2605,23855,3018,19920,1977,12200,1785,7720,1826,134929,6559,113559,6330,15275,2379,4320,1198,10955,2005,6095,1215,2929,804,3166,1097,5791,1358,5024,1208,274,264,103,114,171,223,493,475,266,410,227,255,22033,2396,19156,2175,2276,922,602,414,1674,781,601,301,316,220,285,203,16619,2347,15609,2265,840,399,631,379,209,216,170,172,170,172,0,190,38370,2875,35977,2740,413,297,335,275,78,91,1980,868,854,374,1126,759,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,17633846,45164,9642174,41912,5155953,32494,2840189,31022,2315764,25729,2835719,25016,1780457,22868,1055262,15640,13031320,44004,7278319,40147,3713112,30391,2176472,27606,1536640,22256,2039889,21299,1308680,20246,731209,12200,1770281,22978,743401,13096,704602,16864,309294,11134,395308,11547,322278,9435,174156,7286,148122,6723,923600,17713,444904,11652,296851,9871,128377,6330,168474,7519,181845,6490,111762,4875,70083,4690,474323,12112,260070,8471,138221,6444,73568,4365,64653,4510,76032,5371,47777,4298,28255,2515,464283,10666,259234,8334,144151,6428,62799,3936,81352,5250,60898,3965,39989,3057,20909,2235,970039,14583,656246,12620,159016,7016,89679,5189,69337,4964,154777,6558,98093,5242,56684,4123,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,2740368,17973,2300677,17337,304612,8299,179181,7008,125431,6524,135079,6415,92733,5243,42346,3835,2095695,15550,1767759,15773,230656,7363,141490,6264,89166,5195,97280,5445,66107,4470,31173,3393,230500,9673,173105,7238,42242,4536,19108,2589,23134,3395,15153,2299,8991,1641,6162,1537,80917,5089,64709,4443,9329,2048,5197,1137,4132,1615,6879,1285,5252,1100,1627,629,77861,4349,63918,4115,8403,1764,4888,1288,3515,1177,5540,1352,3961,1116,1579,595,60491,3641,54356,3595,3727,1080,2158,714,1569,713,2408,611,1724,546,684,362,194904,7005,176830,6390,10255,1931,6340,1240,3915,1468,7819,1389,6698,1374,1121,487,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,1773121,10609,1377783,10704,205081,5344,123583,5102,81498,5078,190257,6899,127184,6537,63073,4514,1391000,13837,1109905,13437,141437,5805,89728,5213,51709,3894,139658,5684,94477,4982,45181,3933,138902,8841,89165,6257,28822,3892,12766,2125,16056,3011,20915,3392,12278,2907,8637,1588,87516,4837,58630,3907,17253,2433,10029,1788,7224,1461,11633,1519,7785,1386,3848,1064,52826,4259,35473,3131,9247,2137,6124,1355,3123,1288,8106,1714,5170,1095,2936,1120,17998,2312,12660,1678,3617,1436,2259,1093,1358,624,1721,680,1076,575,645,382,84879,4806,71950,4347,4705,1100,2677,898,2028,876,8224,1427,6398,1171,1826,736,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,441183,6008,380792,6173,31122,2752,18019,2590,13103,1693,29269,2319,21845,2188,7424,1458,359029,7204,311405,7371,25151,3083,14664,2569,10487,1810,22473,2155,17246,2026,5227,1200,34752,3224,27581,3002,3578,1191,1985,1016,1593,702,3593,1090,2243,819,1350,683,12104,1902,10260,1755,454,267,281,229,173,171,1390,783,1058,711,332,311,9655,1521,8194,1517,920,629,399,386,521,471,541,338,323,284,218,207,4765,1197,3779,1053,726,500,587,481,139,198,260,286,260,286,0,190,20878,2186,19573,2148,293,254,103,178,190,198,1012,386,715,341,297,229,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,358150,4914,290881,5891,34625,3163,18731,2562,15894,2798,32644,3314,27112,2841,5532,1250,120333,5085,101939,4587,9932,1980,5622,1332,4310,1335,8462,1613,6507,1353,1955,727,18456,2298,13357,1755,2317,955,1547,712,770,591,2782,1228,2343,1193,439,306,128135,5462,103498,4922,13701,2083,6865,1608,6836,1804,10936,2032,9223,1713,1713,769,50165,4468,39537,4173,4073,1432,2235,968,1838,1133,6555,1139,5784,1101,771,428,19532,2037,16490,1843,1684,800,1140,639,544,432,1358,503,1237,492,121,128,21529,2463,16060,2166,2918,1149,1322,652,1596,890,2551,949,2018,775,533,373,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,8880102,34688,6042228,35955,2105752,20012,1222596,19876,883156,19964,732122,19762,480824,15614,251298,11234,7075864,36592,4887042,34341,1635597,20149,995663,18890,639934,15578,553225,16035,377930,13672,175295,8579,794711,17495,467151,10462,245455,11309,114896,7233,130559,8567,82105,6384,43615,4559,38490,4202,195638,9094,101641,6338,64905,6130,25607,2990,39298,4940,29092,3633,11704,2030,17388,3054,126149,6790,83542,5615,31259,3845,14958,2471,16301,2685,11348,1861,7374,1557,3974,1392,194433,7967,132587,6860,44196,4913,19954,2743,24242,3964,17650,2485,10950,1999,6700,1801,493307,15108,370265,11577,84340,6099,51518,4243,32822,4038,38702,4569,29251,3866,9451,2106,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
