GEO_ID,C16009_001E,C16009_001M,C16009_002E,C16009_002M,C16009_003E,C16009_003M,C16009_004E,C16009_004M,C16009_005E,C16009_005M,C16009_006E,C16009_006M,C16009_007E,C16009_007M,C16009_008E,C16009_008M,C16009_009E,C16009_009M,C16009_010E,C16009_010M,C16009_011E,C16009_011M,C16009_012E,C16009_012M,C16009_013E,C16009_013M,NAME,C16009_001EA,C16009_001MA,C16009_002MA,C16009_002EA,C16009_003EA,C16009_003MA,C16009_004EA,C16009_004MA,C16009_005EA,C16009_005MA,C16009_006MA,C16009_006EA,C16009_007MA,C16009_007EA,C16009_008EA,C16009_008MA,C16009_009EA,C16009_009MA,C16009_010EA,C16009_010MA,C16009_011MA,C16009_011EA,C16009_012EA,C16009_012MA,C16009_013MA,C16009_013EA,state
0400000US01,4455281,3888,792369,21896,735697,21156,44248,5675,3817,1138,5925,1852,2682,1604,3662912,21834,3490493,22086,102392,6204,31239,4289,30404,4108,8384,2393,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,667271,1119,65915,5198,51022,4050,2522,1385,498,283,4583,1817,7290,1067,601356,5351,508699,6334,23915,3316,13915,2569,33032,2896,21795,2235,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,6249250,3145,1046108,27552,599587,20768,354683,19497,18221,3968,19262,2953,54355,5183,5203142,27342,3958333,24421,929489,22158,106562,7627,110285,6909,98473,6103,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,2703909,3218,492160,15583,436136,13803,45975,6776,2364,949,6815,1758,870,633,2211749,15722,2069399,15018,96187,6739,18867,2484,24492,2956,2804,1153,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,35927399,6553,5342303,60550,2361877,35675,2253129,40389,187708,11199,455069,15515,84520,7746,30585096,62431,17496465,50707,8218991,55640,1424500,29970,3151002,25078,294138,16990,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,5008801,2747,558002,18062,397423,13762,118161,12751,13978,3208,18332,3705,10108,3125,4450799,18738,3746043,17722,494156,13157,99345,7006,82963,5705,28292,3985,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,3297116,1980,336795,14412,209606,10752,96149,8548,20584,3672,7064,1810,3392,1397,2960321,14976,2345037,15868,295872,9628,226981,9982,68692,5310,23739,4228,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,865443,742,103766,8677,79965,6664,19603,4206,1538,956,1291,875,1369,1036,761677,8748,670263,8515,43690,4253,23252,3342,18925,2575,5547,2002,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,595386,313,101830,7924,86438,6869,6899,2314,4284,1306,1844,759,2365,1113,493556,7929,404500,8148,47090,4068,24518,3713,8530,1338,8918,2156,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,18769877,5303,2837856,42935,1802137,34383,805269,27573,174846,14610,36817,4842,18787,4250,15932021,43170,11487675,49610,3232680,36794,859235,24993,260349,11171,92082,10715,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
0400000US13,9302416,5036,1525365,29911,1250592,27553,195997,12552,27489,5052,26529,4359,24758,5433,7777051,30664,6745494,38708,555474,18539,227489,14268,184663,8984,63931,8237,Georgia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13
0400000US15,1304319,890,134105,7738,91160,6454,4097,1944,2091,783,36191,4612,566,546,1170214,7777,874492,11398,25305,3337,14453,2650,253492,10300,2472,1083,Hawaii,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,15
0400000US16,1511304,2135,222201,12595,192975,12567,21360,3589,1823,803,1901,751,4142,1527,1289103,13055,1164613,11484,92799,6019,15678,2873,11874,2114,4139,1580,Idaho,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,16
0400000US17,11790375,4367,1539193,31451,1083809,23762,303374,17195,71579,5679,46709,4962,33722,6473,10251182,31135,7969621,30795,1308541,20321,580985,17220,302049,9995,89986,8734,Illinois,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17
0400000US18,6006015,3896,835744,21967,721483,20719,71550,6014,16058,3512,18099,3137,8554,3374,5170271,23019,4779883,22374,205029,8890,109832,8035,58392,5385,17135,3338,Indiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18
0400000US19,2829636,2699,336660,11417,287925,10799,26381,3930,4858,1257,11009,2634,6487,2528,2492976,11805,2321341,12221,89338,5094,39102,5234,34719,3078,8476,1740,Iowa,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19
0400000US20,2636265,2590,329789,12338,268691,11758,45932,5902,4772,1147,7731,1836,2663,991,2306476,12510,2054243,13130,158214,7777,34587,3871,45276,3229,14156,2760,Kansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20
0400000US21,4022292,3068,717408,19414,662585,18424,29649,4047,9356,2596,4987,1442,10831,4331,3304884,18882,3147951,19398,74591,5358,46154,4559,27583,3425,8605,2159,Kentucky,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,21
0400000US22,4240243,4059,794923,22363,725203,20688,38377,5041,17670,2997,9954,3593,3719,1787,3445320,22640,3168348,24437,111450,6865,107420,5929,49537,4093,8565,2498,Louisiana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,22
0400000US23,1231030,1755,160771,8314,148006,7748,1987,917,5676,1488,1550,929,3552,2067,1070259,8272,1009379,8968,8151,1480,42830,3414,6051,1561,3848,1581,Maine,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23
0400000US24,5502268,3206,517077,18649,404070,14101,58297,7163,22957,3822,16880,3158,14873,3591,4985191,18760,4069183,19843,377384,9637,244091,10620,193886,8094,100647,9038,Maryland,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24
0400000US25,6197429,2450,692753,20035,429874,13448,140549,8826,65572,5175,41950,4971,14808,4251,5504676,20071,4344413,24367,391361,11953,492961,17244,213890,8845,62051,6664,Massachusetts,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,25
0400000US26,9139713,3247,1389892,25434,1205009,23470,64301,5083,43078,5165,23230,4173,54274,6494,7749821,25649,7068742,28309,202511,9650,225454,10528,125098,6638,128016,9705,Michigan,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26
0400000US27,5020325,3166,497468,14240,380556,12106,36861,5142,9869,1741,32003,4876,38179,5719,4522857,14584,4064674,19792,152372,6544,92142,7270,138603,6464,75066,6486,Minnesota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,27
0400000US28,2709191,2926,571847,20163,548304,19510,16754,2897,2921,1489,2287,866,1581,744,2137344,19927,2059111,19645,44473,4760,13605,2687,14965,2029,5190,1733,Mississippi,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,28
0400000US29,5534326,3999,790904,18306,714368,16967,36373,5425,17743,3439,11471,2123,10949,4069,4743422,19025,4488289,20725,107126,6340,72080,5578,55546,4383,20381,4637,Missouri,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29
0400000US30,948545,1221,132487,7832,124116,7922,1822,784,2701,995,755,457,3093,954,816058,7897,784829,8015,12228,2347,9759,1954,3773,1050,5469,1542,Montana,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,30
0400000US31,1713595,1757,206644,9542,160025,7030,29640,4749,5278,1465,6822,2033,4879,2235,1506951,9854,1363236,8091,98554,4749,18280,2612,18677,2279,8204,2142,Nebraska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,31
0400000US32,2676155,2220,377327,15960,239369,12186,109142,8683,8283,2208,15210,2730,5323,1540,2298828,15916,1625557,16623,459963,14076,57711,5539,132788,6153,22809,4707,Nevada,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,32
0400000US33,1225613,1359,98272,7926,86408,7561,4516,1727,3773,959,2652,1389,923,496,1127341,8076,1044092,8421,20551,2812,39846,3343,17550,2425,5302,1770,New Hampshire,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,33
0400000US34,8261196,2154,855343,23650,472882,16792,267916,12943,58926,5760,31326,4378,24293,4447,7405853,23530,5218119,28284,1058003,19170,660083,18639,364923,11955,104725,8079,New Jersey,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,34
0400000US35,1911755,2265,375635,14791,198994,12039,138433,10369,2245,1145,3106,1299,32857,3306,1536120,14569,1057267,13167,381644,11126,18678,2657,15321,3027,63210,3348,New Mexico,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,35
0400000US36,18122783,4540,2698242,42152,1517502,32028,694518,21937,250196,12810,171111,11540,64915,7581,15424541,42338,10969826,39756,2085096,26608,1366117,29263,777321,17937,226181,12675,New York,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,36
0400000US37,9199429,5096,1450860,28219,1186204,25502,213279,11789,24028,4623,19079,3535,8270,1993,7748569,28235,6948326,27193,489210,11499,139479,10196,134004,7136,37550,6314,North Carolina,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,37
0400000US38,680047,1463,72625,4634,66454,4550,1311,485,2868,1024,567,449,1425,749,607422,4941,573845,5322,9171,1881,16958,2936,4051,1295,3397,1458,North Dakota,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,38
0400000US39,10616725,4892,1502191,30850,1348422,26227,59854,7510,41836,6092,19846,3693,32233,5289,9114534,30984,8526916,30389,180423,7959,236157,12781,106678,5800,64360,7215,Ohio,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,39
0400000US40,3537784,2239,546312,13288,468413,11651,59459,5330,4143,1194,9169,2089,5128,1367,2991472,13432,2711260,13663,195978,7410,24588,3107,41283,3573,18363,2491,Oklahoma,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,40
0400000US41,3729046,3046,556083,20183,436833,16913,85796,9042,10431,2449,17322,2701,5701,2102,3172963,20230,2729632,17592,256560,11715,78926,6206,92332,5254,15513,3881,Oregon,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,41
