GEO_ID,B01001D_001E,B01001D_001M,B01001D_002E,B01001D_002M,B01001D_003E,B01001D_003M,B01001D_004E,B01001D_004M,B01001D_005E,B01001D_005M,B01001D_006E,B01001D_006M,B01001D_007E,B01001D_007M,B01001D_008E,B01001D_008M,B01001D_009E,B01001D_009M,B01001D_010E,B01001D_010M,B01001D_011E,B01001D_011M,B01001D_012E,B01001D_012M,B01001D_013E,B01001D_013M,B01001D_014E,B01001D_014M,B01001D_015E,B01001D_015M,B01001D_016E,B01001D_016M,B01001D_017E,B01001D_017M,B01001D_018E,B01001D_018M,B01001D_019E,B01001D_019M,B01001D_020E,B01001D_020M,B01001D_021E,B01001D_021M,B01001D_022E,B01001D_022M,B01001D_023E,B01001D_023M,B01001D_024E,B01001D_024M,B01001D_025E,B01001D_025M,B01001D_026E,B01001D_026M,B01001D_027E,B01001D_027M,B01001D_028E,B01001D_028M,B01001D_029E,B01001D_029M,B01001D_030E,B01001D_030M,B01001D_031E,B01001D_031M,NAME,B01001D_001EA,B01001D_001MA,B01001D_002EA,B01001D_002MA,B01001D_003EA,B01001D_003MA,B01001D_004EA,B01001D_004MA,B01001D_005MA,B01001D_005EA,B01001D_006MA,B01001D_006EA,B01001D_007EA,B01001D_007MA,B01001D_008EA,B01001D_008MA,B01001D_009EA,B01001D_009MA,B01001D_010MA,B01001D_010EA,B01001D_011MA,B01001D_011EA,B01001D_012EA,B01001D_012MA,B01001D_013EA,B01001D_013MA,B01001D_014EA,B01001D_014MA,B01001D_015MA,B01001D_015EA,B01001D_016MA,B01001D_016EA,B01001D_017MA,B01001D_017EA,B01001D_018EA,B01001D_018MA,B01001D_019EA,B01001D_019MA,B01001D_020MA,B01001D_020EA,B01001D_021MA,B01001D_021EA,B01001D_022MA,B01001D_022EA,B01001D_023EA,B01001D_023MA,B01001D_024EA,B01001D_024MA,B01001D_025EA,B01001D_025MA,B01001D_026MA,B01001D_026EA,B01001D_027MA,B01001D_027EA,B01001D_028MA,B01001D_028EA,B01001D_029EA,B01001D_029MA,B01001D_030EA,B01001D_030MA,B01001D_031EA,B01001D_031MA,state
0400000US01,59393,2341,27880,1768,1490,535,1923,561,2441,922,961,630,505,396,2237,1036,2738,843,2315,752,4767,1157,3992,1084,2042,506,1754,594,507,249,208,186,31513,1975,1871,579,2646,847,1522,503,685,397,772,377,2274,810,2734,747,2795,1012,5177,957,3882,865,4403,784,1462,440,991,385,299,267,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,47295,2541,22741,1382,1600,423,2233,685,1438,617,1225,425,733,422,1992,493,2004,407,1819,839,3173,734,2374,558,2737,290,914,295,467,231,32,48,24554,1522,1085,361,1290,526,1538,596,1410,351,586,117,1375,482,2632,288,1933,461,3792,606,3643,502,3248,394,909,363,990,359,123,154,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,217556,5352,100680,3165,5258,772,6067,1073,6167,1012,3083,708,2748,610,8848,896,9659,887,9449,945,18166,967,13057,635,9276,688,5482,812,2457,367,963,434,116876,3227,6438,732,6379,1174,6243,1027,4193,584,2891,621,7866,1052,8868,963,9097,766,20285,1075,16647,1102,13624,641,8882,736,4111,644,1352,497,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,42404,2472,21428,1540,1146,500,1452,605,1220,533,1016,504,598,371,2977,784,957,374,2420,887,3142,849,2695,758,1952,696,1493,495,360,254,0,190,20976,1811,864,446,685,403,2031,796,833,483,512,305,1432,546,1762,626,1912,752,3270,813,3932,848,2191,668,1037,405,370,317,145,149,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,5548936,20371,2625314,12117,139266,3353,148730,5218,148395,4950,90337,1983,66652,1849,185512,2796,220384,3181,212960,2548,393350,3476,369334,2354,314194,2317,201327,1709,100549,2680,34324,2469,2923622,11550,132921,3245,135780,5268,143367,5189,84619,2132,63642,1936,176483,3003,226568,3485,231779,2564,461191,3236,429103,3051,385876,2432,253514,2043,138704,3128,60075,3112,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,162880,5083,74545,3042,4680,794,5184,1062,5282,1188,2225,517,2397,487,5885,921,6755,982,7165,724,13472,907,8588,913,6886,733,3960,803,1614,582,452,352,88335,3209,5292,769,5313,1121,5075,1224,3340,620,2516,693,5878,1296,7196,813,8115,872,15706,1012,11459,899,9732,567,5549,609,2123,647,1041,438,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,156249,2710,75630,1967,4322,438,4824,856,5263,789,2940,556,1810,692,6139,915,6894,588,7799,669,12634,842,10376,678,7029,675,4010,652,1347,577,243,237,80619,2075,4259,450,3865,953,5571,920,2841,392,3381,902,4951,850,7023,718,7270,550,15510,659,11600,626,7786,467,4346,775,1671,662,545,392,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,36114,1597,16970,1069,965,215,1103,369,916,362,495,309,633,589,1169,606,1354,766,1673,275,2843,224,2497,315,1580,183,973,413,576,278,193,204,19144,1000,1326,134,1161,435,1242,498,603,256,639,299,1181,414,1804,135,1888,268,2860,301,2540,205,1731,330,1321,437,727,337,121,153,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,25944,1021,10694,844,687,393,235,174,252,214,244,242,357,244,947,469,1530,430,1926,320,2188,308,1093,115,613,133,330,207,292,208,0,200,15250,700,120,199,250,164,350,215,251,199,860,414,1596,424,3053,340,2341,457,2936,271,1337,218,1077,49,843,283,142,206,94,124,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,544068,8941,247716,5840,13060,1404,17425,1905,13237,2035,8620,1229,7331,1392,19069,2167,22480,2119,18036,1605,39378,2780,34276,1919,27294,1547,17712,1414,7607,1058,2191,711,296352,5772,13958,1678,15714,2012,15443,2062,9623,1445,7108,1112,19461,1904,20292,1632,22013,1647,52405,2078,42306,1962,38423,1904,24871,1523,11118,1559,3617,872,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
