GEO_ID,B05003B_001E,B05003B_001M,B05003B_002E,B05003B_002M,B05003B_003E,B05003B_003M,B05003B_004E,B05003B_004M,B05003B_005E,B05003B_005M,B05003B_006E,B05003B_006M,B05003B_007E,B05003B_007M,B05003B_008E,B05003B_008M,B05003B_009E,B05003B_009M,B05003B_010E,B05003B_010M,B05003B_011E,B05003B_011M,B05003B_012E,B05003B_012M,B05003B_013E,B05003B_013M,B05003B_014E,B05003B_014M,B05003B_015E,B05003B_015M,B05003B_016E,B05003B_016M,B05003B_017E,B05003B_017M,B05003B_018E,B05003B_018M,B05003B_019E,B05003B_019M,B05003B_020E,B05003B_020M,B05003B_021E,B05003B_021M,B05003B_022E,B05003B_022M,B05003B_023E,B05003B_023M,NAME,B05003B_001MA,B05003B_001EA,B05003B_002MA,B05003B_002EA,B05003B_003EA,B05003B_003MA,B05003B_004EA,B05003B_004MA,B05003B_005EA,B05003B_005MA,B05003B_006MA,B05003B_006EA,B05003B_007MA,B05003B_007EA,B05003B_008EA,B05003B_008MA,B05003B_009EA,B05003B_009MA,B05003B_010EA,B05003B_010MA,B05003B_011EA,B05003B_011MA,B05003B_012MA,B05003B_012EA,B05003B_013MA,B05003B_013EA,B05003B_014EA,B05003B_014MA,B05003B_015EA,B05003B_015MA,B05003B_016EA,B05003B_016MA,B05003B_017MA,B05003B_017EA,B05003B_018MA,B05003B_018EA,B05003B_019EA,B05003B_019MA,B05003B_020EA,B05003B_020MA,B05003B_021EA,B05003B_021MA,B05003B_022MA,B05003B_022EA,B05003B_023MA,B05003B_023EA,state
0400000US01,1303298,5731,605886,4025,169185,3683,168475,3718,710,412,188,177,522,357,436701,2306,428404,2945,8297,2105,3481,1162,4816,1703,697412,4521,166393,3372,165714,3321,679,533,140,162,539,508,531019,2509,524802,3064,6217,1507,2207,706,4010,1251,Alabama,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,01
0400000US02,26176,1808,15699,1075,3176,759,2928,774,248,237,64,87,184,222,12523,784,11424,935,1099,577,543,340,556,424,10477,1161,3395,982,3208,1030,187,208,12,21,175,207,7082,573,6611,580,471,391,186,225,285,276,Alaska,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,02
0400000US04,300685,6487,154318,3510,40119,2370,37969,2530,2150,859,880,439,1270,741,114199,2422,102014,2732,12185,2191,6643,1431,5542,1642,146367,4219,40694,2511,38289,2873,2405,1125,589,338,1816,1113,105673,2488,95248,3189,10425,1981,4597,1085,5828,1580,Arizona,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,04
0400000US05,469555,5093,223735,3887,66521,3077,66441,3090,80,117,0,190,80,117,157214,1969,155439,1955,1775,724,531,349,1244,658,245820,4115,63240,3064,62932,2969,308,388,47,95,261,370,182580,2597,181405,2580,1175,460,444,391,731,434,Arkansas,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,05
0400000US06,2277229,14769,1127416,9174,250598,6069,244360,6263,6238,1816,1079,444,5159,1668,876818,5924,798843,7502,77975,5795,44825,4223,33150,3733,1149813,9204,246928,4939,242180,5155,4748,1335,2004,1024,2744,876,902885,6856,823706,8721,79179,5589,48696,4048,30483,3819,California,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,06
0400000US08,224809,6222,119339,4125,28497,2605,26012,2552,2485,919,1320,874,1165,613,90842,2610,77103,2802,13739,1953,7445,1580,6294,1466,105470,3550,28796,2146,26667,2253,2129,942,1331,696,798,648,76674,2220,62927,2454,13747,1984,7345,1450,6402,1417,Colorado,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,08
0400000US09,380571,6628,181753,4163,49351,2386,46661,2314,2690,1060,660,457,2030,981,132402,3081,100010,3989,32392,3344,18411,2501,13981,2217,198818,3904,45228,2258,42706,2330,2522,860,373,349,2149,818,153590,2480,114247,3909,39343,3462,22696,2880,16647,2057,Connecticut,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,09
0400000US10,203863,3106,95869,1743,25972,1429,25566,1422,406,335,76,125,330,271,69897,1021,63244,1927,6653,1685,3129,864,3524,1379,107994,2238,24827,1478,24357,1472,470,340,107,178,363,297,83167,1336,74579,2359,8588,2070,5193,1528,3395,1137,Delaware,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10
0400000US11,318831,2822,144884,1595,33776,776,33034,869,742,379,360,306,382,284,111108,1401,101584,2071,9524,1766,5711,1535,3813,1057,173947,1808,34464,631,34289,638,175,150,56,94,119,118,139483,1766,129136,2191,10347,1854,6078,1561,4269,1053,District of Columbia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11
0400000US12,3280778,15532,1571064,10364,440003,6707,417655,7371,22348,3159,5919,1607,16429,2979,1131061,6597,830338,11785,300723,12009,171312,8908,129411,8189,1709714,9062,429736,6047,408670,6751,21066,2734,5911,1530,15155,2541,1279978,5860,919699,11131,360279,10032,219248,7929,141031,7978,Florida,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12
